S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4856.7 at 16:34 29/12/2009  Report at 17:15 Tuesday 29/12/2009. Processed 17:24 Tuesday 29/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.181,0.46,0.44,ABP,Abacus Prop stpld,0.46,1.5,"43,915",0.455,0.46,7.75,,-,0.62,16.85,-11.81,-
3.01,1.445,2.76,2.71,ABC,Adelaide Brighton,2.73,1,"13,361",2.73,2.75,14,f,1.49,1.15,5.13,20.8,13.1
1.65,0.096,1.25,1.20,ABY,Aditya Birla,1.235,0.5,"3,009",1.23,1.235,-,,-,1.42,-,-17.34,-
1.305,0.50,0.605,0.585,AED,AED Oil Ltd,0.595,1,"1,098",0.595,0.60,-,,-,-,-,-66.9,-
15.46,12.83,14.26,14.15,AGK,AGL Energy Ltd,14.19,5,"4,243",14.19,14.21,54,f,6.63,6.00,3.81,358,4.0
5.60,2.03,4.14,4.06,AJL,AJ Lucas Grp,4.12,-3,"1,188",4.08,4.17,10.5,f,23.78,2.11,2.55,249.7,1.6
5.91,0.60,4.84,4.65,ALS,Alesco Corp,4.71,3,"2,061",4.71,4.72,7,f,-,0.49,1.49,-13.94,-
0.98,0.363,0.64,0.605,AGS,Alliance Res,0.62,,"2,586",0.61,0.625,-,,-,-,-,-8.3,-
2.00,0.683,1.84,1.79,AWC,Alumina Ltd,1.835,4,"88,176",1.835,1.84,12,,0.79,1.30,6.54,9.42,19.5
6.29,3.50,6.25,6.14,AMC,Amcor Ltd,6.20,5,"31,642",6.20,6.22,34,,0.74,1.61,5.48,25.3,24.5
6.97,3.52,6.74,6.63,AMP,AMP Ltd,6.72,4,"27,004",6.71,6.73,30,p,0.99,0.67,4.46,29.6,22.7
12.70,7.51,10.83,10.68,ANN,Ansell Ltd,10.68,-12,"1,719",10.67,10.71,28,,3.19,1.98,2.62,89.2,12.0
