S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4702.7 at 16:39 15/9/2010  Report at 19:05 Wednesday 15/9/2010. Processed 19:07 Wednesday 15/9/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.365,0.425,0.42,ABP,Abacus Prop stp,0.425,,"36,632",0.42,0.425,3.9,,0.39,0.58,9.18,1.53,27.8
2.60,1.43,2.19,2.14,ACR,Acrux Ltd,2.17,-2,"2,008",2.17,2.19,-,,-,-,-,29.08,7.5
3.46,2.293,3.46,3.38,ABC,Adelaide Brighton,3.43,4,"35,842",3.42,3.44,15.5,f,1.52,1.16,4.52,23.6,14.5
1.65,0.62,1.15,1.13,ABY,Aditya Birla,1.13,-1,"4,527",1.13,1.145,-,,-,1.51,-,19.61,5.8
15.82,13.43,15.82,15.49,AGK,AGL Energy Ltd,15.82,28,"19,523",15.52,15.83,59,,1.34,5.89,3.73,79.3,19.9
5.60,1.70,1.88,1.82,AJL,AJ Lucas Grp,1.84,1,"2,202",1.84,1.865,5.5,,-,1.19,2.99,-11,-
5.91,2.25,3.03,2.92,ALS,Alesco Corp,2.98,8,"5,710",2.96,2.99,7,,-,0.60,2.35,-132.84,-
0.825,0.28,0.34,0.325,AGS,Alliance Res,0.335,1,"1,860",0.325,0.335,-,,-,-,-,-1.97,-
2.06,1.45,1.955,1.865,AWC,Alumina Ltd,1.955,8.5,"333,591",1.95,1.96,4.23,f,0.14,1.22,2.16,0.59,331.4
7.04,5.27,6.95,6.79,AMC,Amcor Ltd,6.82,1,"91,972",6.81,6.83,29.5,,0.54,1.49,4.33,15.8,43.2
6.97,4.85,5.14,5.05,AMP,AMP Ltd,5.14,6,"100,005",5.12,5.14,31,p,1.28,0.90,6.03,39.8,12.9
13.73,9.49,13.54,13.38,ANN,Ansell Ltd,13.47,,"5,267",13.25,13.47,30.5,,2.94,2.22,2.26,89.6,15.0
26.23,19.95,24.25,24.00,ANZ,ANZ Banking Grp,24.16,14,"106,759",24.16,24.17,108,f,1.34,9.99,4.47,144.8,16.7
3.99,3.00,3.94,3.87,APA,APA Grp stp,3.92,2,"13,663",3.89,3.92,32.75,,0.59,1.28,8.35,19.4,20.2
2.61,1.68,1.885,1.85,APN,APN News & Media,1.88,1.5,"26,362",1.85,1.885,9,,1.86,-0.75,4.79,16.7,11.3
7.95,3.89,5.48,5.18,AQP,Aquarius Platinum,5.43,4,"21,336",5.40,5.48,6.74,,1.06,-,1.24,7.15,75.9
11.38,6.009,9.30,9.08,AQA,Aquila Res,9.30,5,"8,441",9.23,9.40,-,,-,-,-,-10.9,-
1.285,0.38,1.02,0.97,ARU,Arafura Resource,0.99,-1,"13,059",0.99,1.00,-,,-,-,-,-5.1,-
1.845,0.92,1.07,1.03,AAD,Ardent Leisure stp,1.04,1,"18,948",1.04,1.055,10.75,,0.59,0.92,10.34,6.3,16.5
5.75,3.34,3.99,3.78,ALL,Aristocrat Leisure,3.89,-3,"45,719",3.85,3.90,3.5,,-,0.15,0.90,-15,-
1.94,1.435,1.68,1.635,AIO,Asciano Grp stp,1.675,1.5,"160,982",1.66,1.675,-,,-,0.08,-,-31.6,-
0.575,0.42,0.495,0.48,APZ,Aspen Grp stp,0.495,1.5,"4,848",0.485,0.495,4.2,,0.54,0.66,8.48,2.25,22.0
0.515,0.28,0.32,0.31,AJA,Astro Jap Prop stp,0.315,0.5,"5,694",0.315,0.32,7,,-,0.64,22.22,-22.02,-
37.16,28.02,30.48,29.94,ASX,ASX Ltd,30.20,-10,"11,693",30.15,30.29,173.1,f,1.10,3.49,5.73,190.4,15.9
3.05,1.585,2.34,2.27,AGO,Atlas Iron Ltd,2.31,-2,"37,977",2.30,2.31,-,,-,-,-,-9.6,-
2.34,1.455,2.05,1.995,ASL,Ausdrill Ltd,2.05,4,"5,617",2.02,2.06,11,f,2.16,1.78,5.37,23.71,8.6
5.95,1.71,2.59,2.54,AAX,Ausenco Ltd,2.59,1,"3,557",2.55,2.59,4.5,,-,0.50,1.74,-10.35,-
1.69,1.22,1.685,1.64,AAC,Aust Agriculture,1.685,4.5,"2,368",1.66,1.685,-,,-,-,-,-13.4,-
2.09,1.535,1.965,1.91,AIX,Aust Infra unt,1.96,7,"23,906",1.95,1.965,10,p,3.32,2.61,5.10,33.22,5.9
0.939,0.365,0.455,0.44,API,Aust Pharmaceutical,0.45,0.5,"2,713",0.45,0.455,3,f,2.03,0.79,6.67,6.1,7.4
3.06,1.935,2.40,2.29,ASB,Austal Ltd,2.40,12,"6,885",2.36,2.41,6,f,3.38,1.41,2.50,20.3,11.8
1.465,0.835,0.90,0.85,AUN,Austar United,0.90,4,"120,344",0.895,0.905,-,,-,-0.28,-,3.5,25.7
3.05,2.20,2.86,2.82,ALZ,Australand Prop stp,2.86,2,"11,522",2.83,2.86,12,,1.24,3.44,4.20,14.9,19.2
3.45,1.48,3.31,3.24,AVO,Avoca Res,3.28,13,"24,937",3.25,3.28,-,,-,0.93,-,20.82,15.8
1.49,0.865,1.47,1.465,AWB,AWB Ltd,1.465,-0.5,"34,388",1.465,1.47,-,,-,1.85,-,3.67,39.9
3.17,1.465,1.685,1.66,AWE,AWE Ltd,1.68,-0.5,"18,671",1.67,1.68,-,,-,1.60,-,-5.55,-
6.72,4.05,5.23,5.12,AXA,AXA Asia Pacific,5.18,,"94,532",5.17,5.18,18.5,p,1.66,1.01,3.57,30.79,16.8
13.49,9.68,11.12,10.80,BOQ,Bank of Qld,11.10,22,"7,877",11.00,11.10,52,f,1.78,7.20,4.68,92.4,12.0
1.395,0.24,0.355,0.345,BMN,Bannerman Res,0.35,-0.5,"5,604",0.345,0.35,-,,-,-,-,-7.84,-
1.04,0.595,0.69,0.675,BPT,Beach Energy Ltd,0.69,1,"147,198",0.685,0.69,1.75,p,1.78,-,2.54,3.12,22.1
10.48,7.72,9.46,9.30,BEN,Bendigo & Adelaide,9.45,13,"12,173",9.42,9.46,58,f,1.16,5.27,6.14,67.4,14.0
0.285,0.175,0.23,0.22,BDG,Bendigo Min Ltd,0.225,0.5,"17,581",0.225,0.23,0.5,,4.40,0.17,2.22,2.2,10.2
1.595,0.905,1.385,1.36,BKY,Berkeley Res,1.375,1.5,948,1.365,1.375,-,,-,-,-,-8.92,-
44.93,35.58,39.48,38.90,BHP,BHP Billiton Ltd,39.44,39,"150,825",39.40,39.45,95.12,f,2.82,10.21,2.41,268.22,14.7
12.32,7.31,8.30,8.15,BBG,Billabong Intl,8.21,1,"23,835",8.20,8.25,36,p,1.62,0.40,4.38,58.3,14.1
3.336,0.85,1.03,0.985,BTA,Biota Hldgs,0.99,-3,"20,298",0.99,1.00,-,,-,0.54,-,9.2,10.8
3.40,2.03,2.55,2.46,BSL,BlueScope Steel,2.53,1,"186,618",2.53,2.54,5,f,1.38,2.53,1.98,6.9,36.7
4.10,2.43,3.18,3.08,BLY,Boart Longyear,3.18,6,"27,593",3.16,3.18,2.29,p,3.56,1.50,0.72,8.15,39.0
6.40,4.15,4.92,4.78,BLD,Boral Ltd,4.92,15,"52,338",4.82,4.92,13.5,f,-,3.92,2.74,-15.2,-
1.605,0.905,1.29,1.275,BOW,Bow Energy Ltd,1.28,-1.5,"5,223",1.28,1.285,-,,-,-,-,4.42,29.0
