S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4926.8 at 16:37 30/3/2010  Report at 19:05 Tuesday 30/3/2010. Processed 19:06 Tuesday 30/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.275,0.405,0.395,ABP,Abacus Prop stp,0.405,1,"118,044",0.40,0.405,5.75,,-,0.60,14.20,-2.32,-
2.60,0.52,2.25,2.20,ACR,Acrux Ltd,2.23,,"3,809",2.22,2.25,-,,-,0.06,-,-2.84,-
3.01,1.84,2.64,2.60,ABC,Adelaide Brighton,2.61,-1,"27,058",2.59,2.63,13.5,f,1.51,1.21,5.17,20.4,12.8
1.65,0.135,1.16,1.015,ABY,Aditya Birla,1.145,16,"32,336",1.14,1.145,-,,-,1.42,-,-17.34,-
15.46,13.07,15.23,15.08,AGK,AGL Energy Ltd,15.16,,"7,551",15.10,15.17,57,f,0.47,6.21,3.76,27,56.1
5.60,2.03,2.81,2.68,AJL,AJ Lucas Grp,2.70,-7,"1,180",2.68,2.71,5.5,,2.91,1.32,2.04,16,16.9
5.91,1.97,3.06,3.00,ALS,Alesco Corp,3.00,-1,"1,884",3.00,3.03,14,f,-,0.65,4.67,-17.36,-
0.98,0.40,0.44,0.415,AGS,Alliance Res,0.43,1,"7,240",0.43,0.44,-,,-,-,-,-1.97,-
2.06,1.08,1.735,1.71,AWC,Alumina Ltd,1.725,3,"91,014",1.72,1.73,2,f,-,1.21,1.16,-1.2,-
6.42,4.07,6.38,6.22,AMC,Amcor Ltd,6.33,2,"55,822",6.31,6.36,29.5,,0.71,2.25,4.66,20.9,30.3
6.97,4.55,6.44,6.31,AMP,AMP Ltd,6.38,7,"79,519",6.38,6.41,30,p,1.24,0.80,4.70,37.1,17.2
12.87,7.58,12.28,11.98,ANN,Ansell Ltd,12.00,-43,"8,120",11.95,12.24,29,,2.82,1.92,2.42,81.7,14.7
25.72,14.90,25.65,25.24,ANZ,ANZ Banking Grp,25.45,2,"71,957",25.41,25.48,102,f,1.67,10.72,4.01,170.4,14.9
3.68,2.60,3.61,3.50,APA,APA Grp stp,3.56,7,"16,730",3.55,3.56,31.75,,0.79,-,8.92,25,14.2
2.61,1.09,2.32,2.26,APN,APN News & Media,2.30,-2,"7,845",2.30,2.31,4,f,4.17,-0.78,1.74,16.7,13.8
7.95,3.74,6.97,6.89,AQP,Aquarius Platinum,6.94,11,"10,468",6.80,6.96,2.26,,9.20,-,0.33,20.79,33.4
11.38,2.345,10.80,10.61,AQA,Aquila Res,10.70,5,"7,165",10.63,10.73,-,,-,-,-,-14.8,-
1.285,0.30,0.605,0.59,ARU,Arafura Resource,0.59,0.5,"3,253",0.59,0.595,-,,-,-,-,-5.1,-
1.845,1.11,1.36,1.325,AAD,Ardent Leisure stp,1.35,2.5,"4,316",1.35,1.36,14.3,,0.19,1.10,10.59,2.73,49.5
5.75,3.24,4.65,4.58,ALL,Aristocrat Leisure,4.59,2,"5,005",4.57,4.63,4.5,,-,0.07,0.98,-31.3,-
5.31,2.70,5.08,5.04,AOE,Arrow Energy,5.06,,"35,510",5.06,5.07,-,,-,2.13,-,15.38,32.9
1.94,0.684,1.89,1.86,AIO,Asciano Grp stp,1.885,3,"138,125",1.88,1.885,-,,-,0.10,-,-41.9,-
0.575,0.27,0.505,0.495,APZ,Aspen Grp stp,0.50,,"54,917",0.495,0.505,4.19,,-,0.68,8.38,-3.37,-
0.515,0.26,0.38,0.365,AJA,Astro Jap Prop stp,0.375,0.5,"11,668",0.365,0.375,8.5,,-,0.76,22.67,-36.49,-
37.90,28.80,35.32,35.03,ASX,ASX Ltd,35.03,-25,"6,776",35.02,35.05,163.6,f,1.10,3.19,4.67,180.6,19.4
2.55,1.165,2.47,2.44,AGO,Atlas Iron Ltd,2.45,2,"21,820",2.45,2.47,-,,-,-,-,-15.5,-
2.27,0.72,2.16,2.07,ASL,Ausdrill Ltd,2.15,3,"6,218",2.15,2.16,11,f,1.87,1.60,5.12,20.62,10.4
5.95,2.82,4.39,4.30,AAX,Ausenco Ltd,4.38,1,"3,919",4.36,4.39,9.5,f,2.00,0.62,2.17,19,23.1
1.95,1.18,1.45,1.42,AAC,Aust Agriculture,1.435,0.5,"3,476",1.41,1.45,-,,-,2.42,-,-20.3,-
2.01,1.18,1.965,1.915,AIX,Aust Infra unt,1.95,3.5,"12,702",1.935,1.96,10,p,1.94,2.62,5.13,19.37,10.1
0.939,0.312,0.62,0.59,API,Aust Pharmaceutical,0.615,0.5,"2,210",0.59,0.615,2,f,2.95,0.84,3.25,5.9,10.4
3.12,1.69,2.56,2.45,ASB,Austal Ltd,2.46,-1,740,2.45,2.50,6,,0.72,1.30,2.44,4.35,56.6
1.465,0.665,1.185,1.17,AUN,Austar United,1.17,-0.5,"16,773",1.16,1.175,-,,-,-0.31,-,4.7,24.9
0.585,0.243,0.52,0.51,ALZ,Australand Prop stp,0.51,-0.5,"6,447",0.51,0.515,8,,-,0.68,15.69,-13.4,-
2.26,1.415,2.00,1.98,AVO,Avoca Res,1.98,-2,"3,143",1.98,2.00,-,,-,0.79,-,12.49,15.9
1.337,0.791,0.965,0.895,AWB,AWB Ltd,0.95,5.5,"113,851",0.945,0.955,5,,3.70,1.81,5.26,18.5,5.1
3.17,2.17,2.76,2.71,AWE,AWE Ltd,2.73,1,"19,768",2.72,2.73,-,,-,1.74,-,1.43,190.9
6.72,3.25,-,-,AXA,AXA Asia Pacific,6.35,,520,6.34,6.00,18.5,p,1.89,1.12,2.91,34.89,18.2
13.49,7.384,11.85,11.74,BOQ,Bank of Qld,11.84,3,"3,561",11.82,11.84,52,f,1.46,6.62,4.39,75.9,15.6
1.485,0.41,0.505,0.485,BMN,Bannerman Res,0.485,-1.5,"4,437",0.485,0.495,-,,-,-,-,-7.84,-
1.04,0.655,0.76,0.735,BPT,Beach Energy Ltd,0.755,2,"43,963",0.75,0.755,1.75,p,9.17,1.27,2.32,16.05,4.7
10.48,5.901,10.00,9.81,BEN,Bendigo & Adelaide,9.89,-11,"13,046",9.87,9.92,43,f,0.83,5.16,4.35,35.53,27.8
0.32,0.205,0.225,0.225,BDG,Bendigo Min Ltd,0.225,-0.5,"1,999",0.225,0.23,0.5,,6.40,0.15,2.22,3.2,7.0
1.50,0.584,1.30,1.27,BKY,Berkeley Res,1.28,-1.5,"2,037",1.28,1.29,-,,-,-,-,-8.92,-
44.49,31.25,44.43,43.87,BHP,BHP Billiton Ltd,44.41,103,"244,308",44.40,44.44,95.15,f,1.95,8.76,2.14,185.29,24.0
12.19,7.64,11.35,11.06,BBG,Billabong Intl,11.20,-4,"6,635",11.05,11.25,36,p,1.59,0.84,3.21,57.2,19.6
3.336,0.596,2.35,2.26,BTA,Biota Hldgs,2.29,3,"8,801",2.28,2.30,-,,-,0.60,-,36.6,6.3
3.48,1.812,2.97,2.91,BSL,BlueScope Steel,2.96,3,"118,152",2.95,2.96,5,,-,2.47,1.69,-61.37,-
0.41,0.085,0.325,0.305,BLY,Boart Longyear,0.325,2,"898,143",0.32,0.325,-,,-,0.14,-,-0.67,-
6.40,3.45,5.70,5.65,BLD,Boral Ltd,5.69,5,"16,499",5.65,5.70,12.5,f,1.82,4.23,2.20,22.7,25.1
1.60,0.71,1.45,1.42,BOW,Bow Energy Ltd,1.45,2,"11,945",1.44,1.455,-,,-,-,-,4.42,32.8
7.97,1.625,7.92,7.74,BKN,Bradken Ltd,7.74,-10,"5,237",7.72,7.83,26,f,1.67,1.58,3.36,43.3,17.9
8.37,4.78,7.49,7.32,BXB,Brambles Ltd,7.40,5,"42,374",7.39,7.41,25,p,1.38,0.66,3.38,34.45,21.5
3.95,1.00,3.70,3.64,BRM,Brockman Res,3.66,1,884,3.66,3.70,-,,-,-,-,-14.9,-
1.975,1.506,1.975,1.94,BWP,Bunnings Warehouse unt,1.95,,"4,787",1.935,1.96,10.97,,1.27,1.83,5.63,13.89,14.0
7.09,4.71,5.88,5.77,CAB,Cabcharge Aust,5.83,7,"2,154",5.80,5.83,34,f,1.44,-,5.83,48.9,11.9
14.00,8.01,11.29,11.01,CTX,Caltex Aust,11.07,-18,"8,112",11.06,11.09,25,f,4.65,10.48,2.26,116.3,9.5
0.635,0.24,0.475,0.465,CFE,Cape Lambert Res,0.47,0.5,"6,558",0.47,0.475,-,,-,-,-,10.88,4.3
0.885,0.345,0.545,0.52,CNX,Carbon Energy,0.545,3,"17,063",0.545,0.55,-,,-,-,-,-1.87,-
0.885,0.335,0.465,0.45,CVN,Carnarvon Pet,0.45,,"21,198",0.45,0.455,-,,-,0.05,-,3.3,13.6
5.86,3.56,5.60,5.35,CRZ,Carsales Com Ltd,5.60,6,914,5.35,5.60,6.6,f,1.24,0.01,1.18,8.2,68.3
0.71,0.36,0.60,0.59,CCV,Cash Convert ord/div   ,0.595,1,"4,850",0.59,0.595,3,f,2.32,0.23,5.04,6.97,8.5
1.957,0.761,1.51,1.50,CAH,Catalpa Res,1.50,-3,"3,543",1.495,1.515,-,,-,-,-,-3.7,-
0.22,0.17,0.215,0.17,CAHR,  rts09aprd,0.215,-0.5,61,0.215,0.22,-,,-,-,-,-,-
4.24,1.67,4.18,4.09,CEY,Centennial Coal,4.15,1,"20,485",4.09,4.15,8,p,1.98,1.87,1.93,15.8,26.3
0.52,0.059,0.23,0.225,CNP,Centro Prop stp,0.23,,"15,312",0.225,0.23,31.8,,-,-2.87,138.26,-113.25,-
0.225,0.028,0.18,0.175,CER,Centro Retail stp,0.18,,"7,597",0.175,0.18,0.37,,-,0.35,2.06,-18.43,-
0.345,0.054,0.23,0.225,CFU,Ceramic Fuel Cells,0.23,0.5,"50,758",0.225,0.23,-,,-,0.04,-,-0.09,-
2.12,1.415,1.91,1.89,CFX,CFS Retail Prop unt,1.895,-0.5,"59,041",1.895,1.90,12.5,,-,1.99,6.60,-1.9,-
0.56,0.286,0.525,0.515,CDI,Challenger Div Pro stp,0.525,,"9,568",0.515,0.525,5.05,,0.09,0.65,9.62,0.46,114.1
4.50,1.425,4.38,4.20,CGF,Challenger FSG Ltd,4.25,-12,"77,061",4.21,4.26,13.5,,2.61,3.36,3.18,35.2,12.1
2.06,1.25,1.52,1.44,CIF,Challenger Infra stp,1.50,5.5,"8,877",1.49,1.52,15,,-,-1.66,10.00,-59.2,-
0.749,0.266,0.72,0.705,CHC,Charter Hall Grp forus,0.71,-1.5,"18,861",0.705,0.725,2.6,,-,0.60,3.66,-23.57,-
0.355,0.14,0.285,0.275,CQO,Charter Hall Office unt,0.285,0.5,"170,197",0.28,0.285,2.5,,4.01,0.44,8.77,10.03,2.8
0.735,0.24,0.555,0.54,CQR,Charter Hall Retail unt,0.555,1,"61,652",0.55,0.555,6,,-,0.72,10.81,-45.58,-
0.465,0.11,0.38,0.35,CGG,Citadel Resource Grp,0.37,-1.5,"8,609",0.365,0.37,-,,-,-,-,-0.75,-
1.035,0.505,0.91,0.89,CLO,Clough Ltd,0.90,0.5,"1,126",0.88,0.90,2,,3.99,0.31,2.22,7.98,11.3
11.72,8.12,11.25,11.13,CCL,Coca-Cola Amatil,11.18,-2,"9,398",11.16,11.20,43.5,f,1.39,1.38,3.89,60.5,18.5
73.90,47.03,73.01,71.64,COH,Cochlear Ltd,73.00,52,"3,872",71.86,73.00,190,f,1.27,3.25,2.60,242.2,30.1
2.37,1.57,1.865,1.81,COF,Coffey Intl,1.82,-5.5,666,1.81,1.86,12,f,1.00,-0.17,6.59,12,15.2
58.65,33.95,57.26,56.68,CBA,C'wlth Bank  of Aust ,56.77,-27,"33,256",56.67,56.80,235,f,1.41,-,4.14,330.4,17.2
1.045,0.675,0.93,0.915,CPA,C'wlth Prop ord unt   ,0.915,-1,"99,417",0.915,0.92,6.85,,-,1.11,7.49,-11.41,-
12.80,8.31,12.80,12.61,CPU,Computershare Ltd,12.76,6,"7,907",12.70,12.77,25,p,2.27,-1.54,1.96,56.84,22.4
0.49,0.273,0.455,0.44,CEU,ConnectEast stp,0.455,1,"113,996",0.45,0.455,2,,-,-,4.40,-21.74,-
0.795,0.20,0.41,0.375,CQT,Conquest Min,0.39,-0.5,"15,623",0.38,0.39,-,,-,-,-,-0.14,-
3.44,1.92,3.18,3.12,CMJ,Consolidated Media,3.18,4,"12,682",3.12,3.19,16.5,f,3.48,0.88,5.19,57.44,5.5
0.57,0.295,0.56,0.55,COE,Cooper Energy Ltd,0.56,,"11,356",0.55,0.56,-,,-,0.45,-,7.1,7.9
5.71,2.82,5.60,5.58,CXP,Corporate Express,5.60,1,"4,980",5.59,5.60,22.5,f,1.51,-,4.02,34,16.5
11.66,8.29,9.13,9.01,CRG,Crane Grp Ltd,9.12,14,"6,261",9.00,9.13,46,f,0.85,4.41,5.04,39,23.4
9.39,5.95,8.34,8.15,CWN,Crown Ltd,8.22,-8,"16,357",8.18,8.24,37,p,-,3.24,4.50,-92.35,-
2.26,0.49,2.01,1.985,CSV,CSG Ltd,1.995,-0.5,"2,864",1.99,2.00,5,f,2.77,0.05,2.51,13.85,14.4
36.82,28.43,36.82,36.22,CSL,CSL Ltd,36.34,20,"22,617",36.33,36.44,75,,2.85,6.11,2.06,213.41,17.0
2.18,1.17,1.715,1.665,CSR,CSR Ltd,1.67,-2,"68,494",1.67,1.675,4,f,-,0.87,2.40,-45.1,-
6.59,1.88,4.87,4.76,CDU,Cudeco Ltd,4.77,6,"5,470",4.77,4.83,-,,-,-,-,0.42,1135.7
3.25,1.679,3.20,3.10,CUS,Customers Ltd,3.20,6,"9,701",3.14,3.20,-,,-,0.26,-,18.4,17.4
5.96,2.70,4.90,4.83,DJS,David Jones Ltd,4.85,,"18,962",4.84,4.85,29,f,1.14,1.22,5.98,33,14.7
0.47,0.14,0.22,0.205,DYL,Deep Yellow Ltd,0.21,-1,"8,123",0.21,0.215,-,,-,-,-,-0.28,-
0.89,0.655,0.815,0.80,DXS,DEXUS Prop Grp stp,0.805,0.5,"148,127",0.805,0.81,6.15,,-,0.95,7.64,-11.03,-
5.68,2.54,2.62,2.56,DOM,Dominion Min,2.57,-3,"1,890",2.56,2.62,10,,2.01,1.03,3.89,20.08,12.8
9.44,4.32,7.42,7.26,DOW,Downer EDI Ltd,7.36,11,"34,557",7.35,7.37,29.1,,1.87,2.15,3.95,54.4,13.5
1.90,1.42,1.79,1.755,DUE,DUET Grp forus,1.77,-1,"34,977",1.76,1.79,20,p,0.22,-,11.30,4.39,40.3
1.165,0.645,0.96,0.93,ESG,Eastern Star Gas,0.935,-1,"28,617",0.935,0.94,-,,-,-,-,-0.8,-
5.00,1.25,1.305,1.255,ELD,Elders Ltd,1.295,3,"36,956",1.275,1.30,-,,-,0.37,-,-51.51,-
16.32,12.86,13.32,13.15,EAU,Eldorado Gold cdi  1:1,13.32,-2,432,13.13,13.32,-,,-,-,-,-,-
0.995,0.325,0.615,0.585,EHL,Emeco Hldgs,0.595,,"29,128",0.595,0.605,2,,-,0.71,3.36,-4.2,-
28.28,17.66,19.14,18.99,ERA,Energy Res,18.99,9,"3,011",18.94,19.16,39,f,3.66,5.10,2.05,142.9,13.3
0.72,0.25,0.48,0.44,EWC,Energy World Corp,0.44,-2.5,"42,712",0.44,0.445,-,,-,0.30,-,3.02,14.6
0.595,0.35,0.525,0.505,ENV,Envestra Ltd,0.505,-1.5,"37,394",0.505,0.51,5.5,p,0.63,-0.05,10.89,3.49,14.5
4.78,2.04,4.14,4.05,EQN,Equinox Min Ltd cdi,4.14,21,"23,718",4.12,4.14,-,,-,-,-,-30.1,-
11.45,3.189,8.17,7.83,EXT,Extract Res,7.92,-1,"7,073",7.75,8.00,-,,-,-,-,-4.96,-
1.885,0.985,1.83,1.775,FXJ,Fairfax Media Ltd,1.80,-1,"109,555",1.795,1.805,1.1,,8.45,-0.31,0.61,9.3,19.4
0.83,0.405,0.73,0.715,FKP,FKP Prop Grp stp,0.72,,"43,232",0.71,0.725,1.95,,-,1.27,2.71,-10.3,-
9.10,5.30,9.10,8.98,FWD,Fleetwood Corp,9.09,-1,"2,581",9.00,9.10,66,f,0.98,2.12,7.26,64.7,14.0
1.779,0.396,1.36,1.31,FXL,Flexigrp Ltd,1.31,-4,"4,888",1.31,1.36,6,f,3.95,0.23,4.58,23.7,5.5
21.31,5.25,21.23,20.79,FLT,Flight Centre,21.05,-13,"2,080",20.90,21.07,26,f,2.44,2.56,1.24,63.4,33.2
0.197,0.052,0.14,0.135,FMS,Flinders Mines,0.135,-0.5,"38,642",0.135,0.14,-,,-,-,-,-0.4,-
5.57,2.26,4.96,4.86,FMG,Fortescue Metals Grp,4.96,14,"115,932",4.95,4.97,-,,-,-,-,-16.13,-
5.89,4.80,5.38,5.28,FGL,Foster's Grp,5.33,-2,"73,354",5.28,5.33,27.25,f,0.73,0.52,5.11,19.8,26.9
2.40,0.345,1.19,1.17,GXY,Galaxy Res,1.185,-1.5,"4,110",1.17,1.185,-,,-,-,-,-4.62,-
1.27,0.575,0.66,0.625,GDY,Geodynamics Ltd,0.63,-1,"3,465",0.63,0.635,-,,-,0.96,-,-5.17,-
1.30,0.545,1.20,1.13,GBG,Gindalbie Metals,1.18,8,"101,514",1.18,1.185,-,,-,-,-,-0.95,-
