S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4586.3 at 16:37 6/8/2010  Report at 19:05 Friday 6/8/2010. Processed 23:05 Friday 6/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.43,0.425,ABP,Abacus Prop stp,0.43,0.5,"21,487",0.425,0.43,3.9,,-,0.60,9.07,-2.32,-
2.60,1.17,2.00,1.95,ACR,Acrux Ltd,1.98,3,"1,175",1.97,1.98,-,,-,0.06,-,-2.84,-
3.35,2.31,3.20,3.15,ABC,Adelaide Brighton,3.20,3,"29,705",3.18,3.21,13.5,f,1.51,1.21,4.22,20.4,15.7
1.65,0.62,0.985,0.96,ABY,Aditya Birla,0.965,-0.5,"2,907",0.965,0.975,-,,-,1.51,-,19.61,4.9
15.69,13.37,15.20,14.91,AGK,AGL Energy Ltd,15.18,19,"9,547",15.06,15.18,57,f,0.47,6.21,3.75,27,56.2
5.60,1.96,2.07,1.99,AJL,AJ Lucas Grp,2.00,,564,2.00,2.05,5.5,,2.91,1.32,2.75,16,12.5
5.91,2.25,2.65,2.59,ALS,Alesco Corp,2.65,6,"2,503",2.60,2.66,7,,-,0.60,2.64,-132.84,-
0.865,0.28,0.345,0.34,AGS,Alliance Res,0.34,-0.5,880,0.34,0.355,-,,-,-,-,-1.97,-
2.06,1.45,1.64,1.615,AWC,Alumina Ltd,1.64,,"89,718",1.635,1.64,2,f,-,1.21,1.22,-1.2,-
7.04,4.669,6.50,6.36,AMC,Amcor Ltd,6.42,-10,"70,225",6.41,6.43,29.5,,0.71,2.25,4.60,20.9,30.7
6.97,5.06,5.45,5.39,AMP,AMP Ltd,5.42,,"38,213",5.41,5.43,30,p,1.24,0.80,5.54,37.1,14.6
