S&P/ASX300 - Daily,,,,,,,,,,,,,,,,,
XAO 4896.3 at 16:34 25/3/2010  Report at 19:05 Thursday 25/3/2010. Processed 19:09 Thursday 25/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.275,0.40,0.39,ABP,Abacus Prop stp,0.395,-0.5,"78,940",0.39,0.395,5.75,,-,0.60,14.56,-2.32,-
2.60,0.52,2.31,2.28,ACR,Acrux Ltd,2.29,-1,"2,486",2.28,2.29,-,,-,0.06,-,-2.84,-
3.01,1.84,2.63,2.60,ABC,Adelaide Brighton,2.62,,"19,894",2.58,2.64,13.5,f,1.51,1.21,5.15,20.4,12.8
1.65,0.13,1.005,0.975,ABY,Aditya Birla,0.98,-3.5,"4,118",0.975,1.005,-,,-,1.42,-,-17.34,-
15.46,13.07,15.18,14.99,AGK,AGL Energy Ltd,15.02,-20,"12,595",15.00,15.02,57,f,0.47,6.21,3.79,27,55.6
5.60,2.03,2.95,2.92,AJL,AJ Lucas Grp,2.94,1,774,2.90,2.94,5.5,,2.91,1.32,1.87,16,18.4
5.91,1.405,3.00,2.81,ALS,Alesco Corp,2.95,-7,"7,260",2.91,2.95,14,f,-,0.65,4.75,-17.36,-
0.98,0.40,0.42,0.405,AGS,Alliance Res,0.42,1,"3,886",0.415,0.42,-,,-,-,-,-1.97,-
2.06,1.046,1.715,1.665,AWC,Alumina Ltd,1.665,-7,"135,190",1.665,1.675,2,f,-,1.21,1.20,-1.2,-
6.35,4.07,6.31,6.20,AMC,Amcor Ltd,6.29,10,"70,677",6.28,6.30,29.5,,0.71,2.25,4.69,20.9,30.1
6.97,4.55,6.30,6.25,AMP,AMP Ltd,6.26,-7,"44,883",6.26,6.29,30,p,1.24,0.80,4.79,37.1,16.9
12.63,7.58,12.45,12.10,ANN,Ansell Ltd,12.21,-31,"7,698",12.08,12.30,29,,2.82,1.92,2.38,81.7,14.9
25.72,14.90,25.45,25.10,ANZ,ANZ Banking Grp,25.35,-2,"61,155",25.34,25.37,102,f,1.67,10.72,4.02,170.4,14.9
3.68,2.60,3.48,3.40,APA,APA Grp stp,3.48,6,"7,643",3.47,3.48,31.75,,0.79,-,9.12,25,13.9
2.61,1.09,2.31,2.28,APN,APN News & Media,2.29,-1,"7,727",2.28,2.31,4,f,4.17,-0.78,1.75,16.7,13.7
7.95,3.74,6.73,6.61,AQP,Aquarius Platinum,6.70,-8,"11,641",6.67,6.75,2.26,,9.20,-,0.34,20.79,32.2
