Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-07-19T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 14,Jul 15,Jul 16,Jul 17,Jul 18,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 14,Jul 15,Jul 16,Jul 17,Jul 18,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2187.6,2181.6,2182.6,2194.3,2201.9,2201.9,2184.5,7.6,0.35,2201.9,2181.6,12.3,0.56,2201.9,2131.3,86.5,4.09,2277.1,2092.8,8.3,0.38,2277.1,2092.8,91.6,4.34,5471.0,5456.0,5460.1,5489.5,5508.4,5508.4,5456.0,32.4,0.59,5508.4,5273.4,235.0,4.46,5645.9,5156.7,105.0,1.94,5645.9,5074.3,393.9,7.70,,
XDJ,Consumer Discretionary,1803.3,1802.8,1806.6,1810.4,1812.3,1812.3,1787.9,1.9,0.10,1812.3,1802.8,17.0,0.95,1839.1,1765.4,45.1,2.55,1913.4,1715.0,-18.8,-1.02,1913.4,1715.0,167.9,10.21,13613.0,13609.2,13637.7,13666.9,13681.3,13681.3,13609.2,128.8,0.95,13883.0,13321.1,350.0,2.63,14336.1,12735.0,84.0,0.62,14336.1,12012.2,1655.1,13.76,,
XSJ,Consumer Staples,10020.9,10026.9,9987.4,10004.8,10037.6,10052.4,9923.8,32.8,0.33,10037.6,9987.4,60.8,0.61,10046.3,9711.8,279.3,2.86,10323.4,9567.9,21.6,0.22,10323.4,9567.9,441.5,4.60,81807.2,81855.6,81533.1,81675.6,81943.4,81943.4,81533.1,496.3,0.61,82014.6,79206.5,2357.5,2.96,84194.5,76594.5,1761.5,2.20,84194.5,75614.4,6865.3,9.14,,
XEJ,Energy,14353.6,14381.9,14433.9,14438.3,14467.9,14470.7,14361.4,29.6,0.21,14467.9,14353.6,143.3,1.00,14558.2,14270.0,166.9,1.17,14624.4,13017.6,845.0,6.20,14624.4,13017.6,954.8,7.07,102560.8,102763.5,103134.9,103166.5,103377.7,103377.7,102560.8,1024.0,1.00,104023.1,101963.6,1192.4,1.17,104495.7,91514.2,7607.7,7.94,104495.7,90393.6,9790.2,10.46,,
XFJ,Financials,6167.1,6159.4,6157.0,6145.3,6162.7,6162.7,6106.6,17.4,0.28,6167.1,6145.3,27.2,0.44,6180.8,6007.5,71.2,1.17,6215.0,5503.9,287.0,4.89,6215.0,5503.9,700.8,12.83,62709.9,62632.1,62607.1,62488.4,62665.1,62709.9,62488.4,276.4,0.44,62757.4,61084.6,960.9,1.56,62757.4,54492.0,4495.0,7.73,62757.4,52909.5,10024.1,19.04,,
XXJ,Financial-x-A-REIT,7254.0,7241.2,7228.9,7217.7,7243.9,7243.9,7172.5,26.2,0.36,7254.0,7217.7,23.9,0.33,7295.7,7071.9,66.2,0.92,7363.2,6467.5,262.3,3.76,7363.2,6467.5,879.4,13.82,70576.4,70451.8,70332.1,70223.1,70478.3,70576.4,70223.1,232.5,0.33,70979.8,68804.3,646.4,0.93,70979.8,61376.9,4222.2,6.37,70979.8,59213.3,11650.7,19.80,,
XHJ,Health Care,14395.8,14395.4,14412.2,14302.6,14340.1,14348.6,14205.2,37.5,0.26,14412.2,14302.6,40.8,0.29,14452.0,14192.4,31.2,0.22,14937.8,13849.2,-27.2,-0.19,14937.8,13849.2,870.0,6.46,91156.9,91154.2,91260.5,90566.8,90803.8,91260.5,90566.8,258.1,0.29,91512.8,89868.7,197.3,0.22,94445.0,86829.4,757.0,0.84,94445.0,81860.9,7396.8,8.87,,
XNJ,Industrials,4130.5,4118.2,4115.9,4118.2,4131.7,4138.3,4100.3,13.5,0.33,4131.7,4115.9,5.9,0.14,4153.7,4028.6,118.4,2.95,4199.0,3771.2,162.8,4.10,4199.0,3771.2,434.8,11.76,34786.9,34683.3,34664.1,34683.3,34797.0,34797.0,34664.1,49.8,0.14,34982.6,33583.5,1213.5,3.61,35107.2,31167.8,1995.4,6.08,35107.2,29395.6,4847.3,16.18,,
XIJ,Info Technology,806.9,804.4,803.3,811.0,807.0,811.0,803.2,-4.0,-0.49,811.0,803.3,3.5,0.44,823.7,783.2,23.8,3.03,823.7,702.5,65.5,8.84,823.7,702.5,130.5,19.29,5351.9,5335.2,5328.2,5378.7,5352.2,5378.7,5328.2,23.1,0.43,5463.4,5194.7,157.4,3.03,5463.4,4603.8,493.1,10.15,5463.4,4316.8,983.9,22.52,,
XMJ,Materials,10118.0,10141.8,10227.0,10325.9,10302.6,10325.9,10232.1,-23.3,-0.23,10325.9,10118.0,225.2,2.23,10325.9,9687.1,774.1,8.12,10774.9,9487.2,92.9,0.91,10774.9,9487.2,1219.9,13.43,70527.3,70693.0,71286.8,71976.6,71814.4,71976.6,70527.3,1570.0,2.24,71976.6,66418.3,5396.1,8.12,73944.4,66130.4,1773.1,2.53,73944.4,61906.0,10512.6,17.15,,
XPJ,A-REIT,1100.0,1102.2,1110.4,1106.0,1103.8,1106.0,1097.8,-2.2,-0.20,1110.4,1100.0,12.3,1.13,1110.4,1066.4,28.7,2.67,1110.4,980.1,118.9,12.07,1110.4,980.1,75.6,7.36,31497.4,31558.4,31794.0,31667.8,31603.7,31794.0,31497.4,351.3,1.12,31794.0,29959.4,1644.4,5.49,31794.0,27037.3,4442.7,16.36,31794.0,26036.8,4070.7,14.78,,
XTJ,Telecommunications,1867.8,1874.3,1880.6,1885.2,1887.5,1890.5,1873.7,2.3,0.12,1887.5,1867.8,34.1,1.84,1887.5,1802.6,84.3,4.68,1887.5,1741.3,65.9,3.62,1887.5,1741.3,195.7,11.56,22455.8,22533.4,22608.9,22663.9,22692.4,22692.4,22455.8,410.4,1.84,22692.4,21671.9,1014.0,4.68,22692.4,20377.3,1375.5,6.45,22692.4,19313.7,3434.1,17.83,,
XUJ,Utilities,6015.3,6025.5,6002.2,5896.8,5890.7,5898.3,5829.0,-6.1,-0.10,6025.5,5890.7,-135.9,-2.25,6026.6,5890.7,5.3,0.09,6026.6,5357.0,511.2,9.50,6026.6,5357.0,359.8,6.51,64097.0,64205.7,64046.1,62921.7,62856.1,64205.7,62856.1,-1361.4,-2.12,64217.5,62020.1,836.0,1.35,64217.5,55642.3,6980.3,12.49,64217.5,53264.6,6980.4,12.49,,
XMM,Metals & Mining,3293.8,3306.7,3336.5,3373.0,3364.3,3373.0,3343.1,-8.7,-0.26,3373.0,3293.8,79.4,2.42,3373.0,3135.0,292.3,9.52,3522.5,3063.2,25.0,0.75,3522.5,3063.2,364.9,12.16,4696.5,4715.0,4757.5,4809.6,4797.1,4809.6,4696.5,113.2,2.42,4809.6,4380.3,416.8,9.52,4948.8,4367.8,106.5,2.27,4948.8,4207.6,648.7,15.64,,
XGD,Gold,2446.6,2406.9,2376.9,2431.8,2490.1,2512.4,2431.8,58.3,2.40,2490.1,2376.9,7.2,0.29,2490.1,2243.7,317.5,14.61,2679.6,2003.5,591.7,31.17,2679.6,2003.5,102.4,4.29,2848.6,2802.4,2767.4,2831.3,2899.2,2899.2,2767.4,8.4,0.29,2899.2,2529.6,369.6,14.61,3119.4,2330.8,690.7,31.28,3562.6,2001.8,136.2,4.93,,
XJR,S&P/ASX 200 Res,4195.6,4210.8,4243.5,4276.3,4269.8,4276.3,4240.7,-6.5,-0.15,4276.3,4195.6,86.7,2.07,4276.3,4058.9,268.6,6.71,4345.1,3970.3,83.5,1.99,4345.1,3970.3,404.4,10.46,22406.0,22487.1,22661.8,22836.9,22802.2,22836.9,22406.0,463.0,2.07,22836.9,21368.2,1434.0,6.71,22908.0,20876.7,789.8,3.59,22908.0,20172.9,2789.0,13.94,,
,
