Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-02-25T23:15:12+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XNJ,Industrials,3642.0,3699.1,3713.8,3725.2,3762.8,3764.3,3725.1,37.6,1.01,3762.8,3642.0,190.8,5.34,3762.8,3537.8,257.3,7.34,3762.8,3379.0,425.0,12.73,3839.9,3031.9,-11.7,-0.31,27836.5,28273.4,28385.1,28472.8,28789.3,28789.3,27836.5,1487.2,5.45,28789.3,26781.8,2007.5,7.50,28789.3,25815.0,3289.1,12.90,28789.3,22990.4,926.0,3.32,,
XIJ,Info Technology,508.7,511.8,512.0,507.2,501.0,509.9,501.0,-6.2,-1.22,512.0,501.0,-3.0,-0.60,512.0,482.8,7.4,1.50,512.0,482.8,2.5,0.50,605.0,458.0,-92.1,-15.52,3108.7,3127.7,3129.4,3100.1,3061.8,3129.4,3061.8,-18.5,-0.60,3129.4,2950.6,45.1,1.50,3129.4,2950.6,15.1,0.49,3601.2,2743.0,-466.9,-13.23,,
XMJ,Materials,11422.6,11562.1,11575.3,11532.0,11541.3,11550.5,11474.5,9.3,0.08,11575.3,11422.6,379.3,3.40,11833.2,11162.0,82.8,0.72,11833.2,10665.2,1048.7,9.99,15046.2,10436.7,-2571.8,-18.22,73953.2,74876.1,74961.2,74680.6,74753.7,74961.2,73953.2,2514.9,3.48,76582.8,72238.8,596.0,0.80,76582.8,69023.5,6846.9,10.08,96133.1,67434.3,-14779.6,-16.51,,
XPJ,A-REIT,829.2,826.0,813.2,812.4,820.3,820.3,811.9,7.9,0.97,829.2,812.4,1.5,0.19,829.2,798.0,9.2,1.13,836.7,785.8,42.8,5.50,885.2,708.9,-54.2,-6.20,20583.2,20503.7,20186.2,20191.3,20387.8,20583.2,20186.2,64.8,0.32,20583.2,19807.8,488.6,2.46,20583.2,19271.5,1319.8,6.92,20626.8,17036.7,33.2,0.16,,
XTJ,Telecommunications,1134.8,1144.5,1131.3,1112.2,1115.4,1122.0,1110.5,3.2,0.29,1144.5,1112.2,-48.0,-4.12,1173.7,1112.2,-20.7,-1.82,1173.7,1112.2,-20.1,-1.77,1173.7,891.0,154.0,16.02,12077.3,12180.7,12040.0,11836.7,11871.7,12180.7,11836.7,-32.6,-0.27,12180.7,11546.2,247.0,2.12,12180.7,11476.1,252.3,2.17,12180.7,8708.4,2475.7,26.35,,
XUJ,Utilities,4660.4,4661.5,4649.7,4642.8,4556.4,4642.8,4542.9,-86.4,-1.86,4661.5,4556.4,-93.6,-2.01,4663.5,4556.4,-78.5,-1.69,4663.5,4556.4,12.0,0.26,4663.5,3990.1,328.3,7.76,43259.9,43269.5,43160.7,43096.6,42294.1,43269.5,42294.1,-868.6,-2.01,43288.5,42294.1,-729.1,-1.69,43288.5,42294.1,111.6,0.26,43288.5,35021.3,5451.0,14.80,,
XMM,Metals & Mining,4066.9,4117.6,4127.8,4109.2,4111.5,4114.2,4087.2,2.3,0.06,4127.8,4066.9,136.1,3.42,4252.2,3975.4,7.6,0.19,4252.2,3789.0,389.8,10.48,5491.6,3721.6,-1014.9,-19.80,5417.3,5486.5,5500.1,5475.4,5478.5,5500.1,5417.3,185.1,3.50,5661.9,5293.3,14.1,0.26,5661.9,5045.1,523.1,10.56,7235.3,4955.3,-1227.8,-18.31,,
XGD,Gold,7017.0,7041.6,7155.6,7178.9,7020.7,7209.5,6985.3,-158.2,-2.20,7178.9,7017.0,182.9,2.68,7178.9,6703.1,340.3,5.09,7178.9,6209.2,986.7,16.35,8435.7,6034.0,-690.0,-8.95,8017.1,8045.2,8175.5,8202.2,8021.4,8202.2,8017.1,209.0,2.67,8202.2,7632.3,389.0,5.10,8202.2,7094.0,1127.6,16.36,9595.8,6893.8,-731.0,-8.35,,
XJR,S&P/ASX 200 Res,4783.9,4843.5,4872.8,4878.8,4875.1,4883.8,4845.3,-3.7,-0.08,4878.8,4783.9,195.3,4.17,4925.8,4679.8,76.4,1.59,4925.8,4435.9,505.8,11.58,6355.0,4291.7,-1030.9,-17.46,23842.4,24145.2,24291.2,24320.8,24313.6,24320.8,23842.4,997.5,4.28,24542.0,23316.1,404.7,1.69,24542.0,22101.1,2544.5,11.69,31311.1,21378.1,-4593.4,-15.89,,
,
