Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-02-25T23:15:12+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4332.8,4368.2,4372.1,4367.5,4389.0,4389.4,4366.4,21.5,0.49,4389.0,4332.8,115.7,2.71,4389.0,4257.2,102.6,2.39,4389.0,4155.2,278.0,6.76,5064.9,3927.6,-535.9,-10.88,32639.1,32931.9,32962.6,32935.5,33106.9,33106.9,32639.1,1025.9,3.20,33106.9,31958.2,957.2,2.98,33106.9,31164.7,2273.5,7.37,36827.4,29204.1,-2455.5,-6.90,,
XAF,All Australian 50,4219.5,4249.1,4249.5,4240.6,4259.2,4260.7,4236.4,18.6,0.44,4259.2,4219.5,97.9,2.35,4269.4,4152.4,59.6,1.42,4269.4,4092.7,210.1,5.19,4939.1,3853.0,-536.5,-11.19,32445.8,32707.9,32710.4,32645.5,32796.8,32796.8,32445.8,946.7,2.97,32796.8,31781.7,682.6,2.13,32796.8,31296.5,1833.0,5.92,36488.5,29181.9,-2401.4,-6.82,,
XAT,All Australian 200,4249.1,4284.2,4286.0,4279.6,4300.6,4301.2,4277.1,21.0,0.49,4300.6,4249.1,111.1,2.65,4300.6,4175.5,82.9,1.97,4300.6,4095.7,249.9,6.17,4976.2,3855.4,-539.8,-11.15,32548.9,32847.3,32863.3,32822.2,32992.1,32992.1,32548.9,1027.2,3.21,32992.1,31856.4,843.3,2.62,32992.1,31218.0,2116.9,6.86,36695.0,29116.8,-2460.1,-6.94,,
XTL,S&P/ASX 20,2544.9,2560.6,2561.9,2553.4,2564.1,2564.5,2549.9,10.7,0.42,2564.1,2544.9,53.7,2.14,2585.2,2507.0,28.2,1.11,2585.2,2475.4,114.4,4.67,2998.7,2334.2,-337.7,-11.64,38424.0,38708.1,38728.1,38598.9,38768.8,38768.8,38424.0,1084.3,2.88,38776.8,37633.5,730.9,1.92,38776.8,37130.7,2023.7,5.51,43396.5,34671.5,-2982.2,-7.14,,
XFL,S&P/ASX 50,4247.9,4278.1,4278.6,4268.9,4287.4,4289.1,4264.8,18.5,0.43,4287.4,4247.9,98.6,2.35,4297.0,4179.6,59.4,1.40,4297.0,4119.7,210.9,5.17,4953.4,3876.7,-521.5,-10.84,32624.6,32890.4,32894.6,32822.6,32972.7,32972.7,32624.6,950.9,2.97,32972.7,31951.4,679.6,2.10,32972.7,31465.6,1837.3,5.90,36564.0,29332.3,-2292.8,-6.50,,
XTO,S&P/ASX 100,3464.8,3492.1,3493.6,3487.7,3504.2,3505.0,3484.6,16.5,0.47,3504.2,3464.8,87.4,2.56,3504.2,3407.0,57.7,1.67,3504.2,3352.0,187.5,5.65,4049.1,3155.5,-432.2,-10.98,8066.4,8137.6,8141.8,8129.9,8170.0,8170.0,8066.4,249.0,3.14,8170.0,7898.0,187.8,2.35,8170.0,7763.4,488.4,6.36,9067.0,7240.1,-584.8,-6.68,,
XJO,S&P/ASX 200,4256.1,4291.2,4293.1,4286.2,4306.8,4307.5,4283.8,20.6,0.48,4306.8,4256.1,110.9,2.64,4306.8,4181.9,82.6,1.95,4306.8,4101.2,250.2,6.17,4971.2,3863.9,-529.7,-10.95,32557.9,32855.2,32872.0,32827.1,32993.6,32993.6,32557.9,1022.6,3.20,32993.6,31862.6,837.5,2.60,32993.6,31218.6,2114.5,6.85,36617.7,29145.7,-2393.2,-6.76,,
XKO,S&P/ASX 300,4256.6,4291.6,4294.3,4287.8,4308.7,4309.4,4286.0,20.9,0.49,4308.7,4256.6,112.1,2.67,4308.7,4182.4,87.4,2.07,4308.7,4097.1,256.4,6.33,4984.1,3860.9,-539.7,-11.13,32474.8,32769.9,32792.4,32750.5,32919.1,32919.1,32474.8,1025.7,3.22,32919.1,31783.9,868.0,2.71,32919.1,31106.7,2152.5,7.00,36632.1,29050.7,-2477.2,-7.00,,
XMD,S&P/ASX MidCap 50,3818.0,3873.6,3885.3,3897.6,3928.5,3928.5,3892.3,30.9,0.79,3928.5,3818.0,161.2,4.28,3928.5,3735.6,149.5,3.96,3928.5,3609.5,349.6,9.77,4573.1,3408.2,-533.3,-11.95,9264.3,9399.3,9433.9,9477.6,9552.8,9552.8,9264.3,420.4,4.60,9552.8,9051.4,406.4,4.44,9552.8,8736.2,890.7,10.28,10728.9,8186.5,-827.5,-7.97,,
XSO,S&P/ASX Small Ords,2453.0,2481.1,2487.1,2487.6,2503.5,2503.5,2487.6,15.9,0.64,2503.5,2453.0,91.3,3.79,2503.5,2367.7,142.8,6.05,2503.5,2240.7,294.1,13.31,2920.5,2137.3,-355.2,-12.43,5679.3,5745.3,5759.2,5761.8,5803.2,5803.2,5679.3,218.5,3.91,5803.2,5460.4,342.8,6.28,5803.2,5181.7,694.3,13.59,6617.6,4915.5,-636.6,-9.89,,
XDJ,Consumer Discretionary,1244.5,1261.2,1263.9,1265.5,1286.7,1286.8,1265.5,21.2,1.68,1286.7,1244.5,65.6,5.37,1286.7,1207.2,61.5,5.02,1286.7,1179.0,114.0,9.72,1530.8,1140.6,-230.1,-15.17,8566.4,8681.6,8699.5,8714.9,8864.9,8864.9,8566.4,459.3,5.46,8864.9,8298.4,471.9,5.62,8864.9,8076.6,831.4,10.35,10099.3,7636.0,-1077.2,-10.83,,
XSJ,Consumer Staples,7431.1,7441.8,7351.3,7343.7,7382.8,7383.1,7343.7,39.1,0.53,7441.8,7343.7,44.3,0.60,7441.8,7241.1,11.3,0.15,7562.4,7241.1,49.7,0.68,7967.2,7011.2,-490.4,-6.23,54378.3,55009.5,54340.6,54310.9,54600.1,55009.5,54310.9,900.0,1.68,55009.5,52987.4,658.5,1.22,55339.0,52987.4,939.2,1.75,56761.7,49979.4,-879.2,-1.58,,
XEJ,Energy,14033.7,14203.9,14441.3,14705.5,14653.4,14720.3,14532.4,-52.1,-0.35,14705.5,14033.7,886.6,6.44,14705.5,13653.1,829.9,6.00,14705.5,12824.6,1910.2,14.99,17736.5,11605.0,-1592.0,-9.80,93578.2,94712.5,96296.1,98057.5,97881.8,98057.5,93578.2,6083.9,6.63,98057.5,91040.1,5705.8,6.19,98057.5,85515.8,12908.9,15.19,116809.6,77383.0,-8639.6,-8.11,,
XFJ,Financials,4008.2,4026.6,4022.9,4004.4,4037.0,4039.4,4004.4,32.6,0.81,4037.0,4004.4,74.1,1.87,4066.9,3952.4,57.0,1.43,4066.9,3937.7,131.1,3.36,4615.7,3596.7,-524.1,-11.49,35620.8,35785.9,35753.4,35607.0,35896.2,35896.2,35607.0,873.6,2.49,35896.2,34929.4,789.8,2.25,35896.2,34730.9,1445.2,4.20,38590.5,30965.7,-2051.1,-5.41,,
XXJ,Financial-x-A-REIT,4588.6,4617.4,4626.6,4602.1,4638.0,4641.9,4602.1,35.9,0.78,4638.0,4588.6,100.0,2.20,4676.1,4527.7,68.1,1.49,4676.1,4513.6,132.6,2.94,5390.0,4119.7,-661.5,-12.48,39073.6,39321.4,39399.4,39204.6,39510.7,39510.7,39073.6,1125.5,2.93,39553.8,38298.5,855.0,2.21,39553.8,38178.9,1400.8,3.68,43193.7,34142.5,-2729.7,-6.46,,
XHJ,Health Care,7903.1,7973.1,8057.8,8131.2,8194.5,8206.6,8100.1,63.3,0.78,8194.5,7903.1,401.3,5.15,8194.5,7756.1,382.6,4.90,8194.5,7756.1,206.9,2.59,9186.8,7082.8,-520.0,-5.97,47185.9,47603.4,48202.9,48641.8,49020.4,49020.4,47185.9,2491.0,5.35,49020.4,46279.9,2407.5,5.16,49020.4,46279.9,1358.9,2.85,53892.5,41891.0,-1640.2,-3.24,,
