Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-12-13T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 8,Dec 9,Dec 10,Dec 11,Dec 12,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 8,Dec 9,Dec 10,Dec 11,Dec 12,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5348.9,5258.3,5237.1,5207.4,5196.9,5218.2,5182.9,-10.5,-0.20,5348.9,5196.9,-116.7,-2.20,5433.8,5190.7,-246.1,-4.52,5656.9,5088.7,-156.2,-2.92,5656.9,5088.7,95.4,1.87,45621.3,44848.0,44667.5,44414.3,44324.6,45621.3,44324.6,-995.8,-2.20,46395.4,44266.4,-2070.8,-4.46,47783.6,41681.2,479.5,1.09,47783.6,41640.1,2616.1,6.27,,
XAF,All Australian 50,5459.1,5371.2,5347.1,5320.2,5308.9,5329.1,5289.1,-11.3,-0.21,5459.1,5308.9,-115.7,-2.13,5550.2,5302.5,-254.2,-4.57,5751.6,5175.5,-148.9,-2.73,5751.6,5175.5,98.9,1.90,47937.8,47165.9,46954.5,46718.7,46619.0,47937.8,46619.0,-1016.2,-2.13,48836.9,46562.5,-2217.9,-4.54,49995.8,43505.3,740.6,1.61,49995.8,43505.3,2891.7,6.61,,
XAT,All Australian 200,5325.1,5235.2,5212.3,5184.2,5172.7,5194.4,5157.0,-11.5,-0.22,5325.1,5172.7,-115.3,-2.18,5409.8,5161.6,-246.2,-4.54,5617.0,5028.8,-132.0,-2.49,5617.0,5028.8,118.1,2.34,46402.3,45619.2,45419.1,45174.5,45074.2,46402.3,45074.2,-1004.5,-2.18,47196.3,44973.4,-2122.1,-4.50,48471.7,42022.3,746.8,1.68,48471.7,42022.3,2914.8,6.91,,
XTL,S&P/ASX 20,3377.3,3326.0,3308.0,3291.2,3279.1,3293.3,3268.6,-12.1,-0.37,3377.3,3279.1,-73.9,-2.20,3432.8,3279.1,-159.0,-4.62,3551.7,3184.2,-99.3,-2.94,3551.7,3184.2,64.9,2.02,58384.3,57497.6,57186.6,56896.8,56687.6,58384.3,56687.6,-1277.4,-2.20,59435.6,56687.6,-2748.0,-4.62,60670.4,52576.0,905.0,1.62,60670.4,52576.0,3616.5,6.81,,
XFL,S&P/ASX 50,5525.2,5435.9,5411.8,5384.7,5372.8,5393.7,5353.1,-11.9,-0.22,5525.2,5372.8,-117.4,-2.14,5615.8,5366.5,-255.7,-4.54,5818.9,5238.2,-154.1,-2.79,5818.9,5238.2,99.0,1.88,48429.4,47646.5,47435.8,47198.1,47093.8,48429.4,47093.8,-1028.8,-2.14,49320.8,47038.7,-2227.0,-4.52,50484.7,43959.9,710.8,1.53,50484.7,43959.9,2903.9,6.57,,
XTO,S&P/ASX 100,4479.5,4406.7,4386.6,4364.4,4354.7,4372.8,4341.2,-9.7,-0.22,4479.5,4354.7,-93.7,-2.11,4542.7,4344.4,-195.2,-4.29,4699.7,4210.6,-90.5,-2.04,4699.7,4210.6,119.4,2.82,11878.6,11685.6,11632.2,11573.3,11547.5,11878.6,11547.5,-248.6,-2.11,12058.8,11519.3,-511.3,-4.24,12340.3,10700.4,250.8,2.22,12340.3,10700.4,803.0,7.47,,
XJO,S&P/ASX 200,5372.7,5282.7,5259.0,5231.0,5219.6,5241.5,5204.0,-11.4,-0.22,5372.7,5219.6,-115.7,-2.17,5454.3,5207.7,-243.5,-4.46,5658.5,5070.3,-132.6,-2.48,5658.5,5070.3,121.2,2.38,46718.5,45935.5,45729.7,45486.0,45386.8,46718.5,45386.8,-1006.6,-2.17,47479.7,45280.1,-2092.8,-4.41,48729.0,42284.9,751.7,1.68,48729.0,42284.9,2945.2,6.94,,
XVI,S&P/ASX 200 VIX,12.935,14.838,15.231,16.828,16.423,16.871,14.819,-0.405,-2.41,16.828,12.935,1.475,9.87,17.670,12.511,3.226,24.44,19.164,0.147,4.861,42.04,19.164,0.147,0.420,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5308.7,5219.9,5197.4,5169.6,5158.1,5179.8,5143.4,-11.5,-0.22,5308.7,5158.1,-114.6,-2.17,5391.4,5148.0,-242.1,-4.48,5601.5,5027.6,-146.7,-2.77,5601.5,5027.6,105.6,2.09,45989.1,45219.6,45024.7,44783.3,44684.2,45989.1,44684.2,-992.9,-2.17,46757.9,44593.1,-2073.6,-4.43,48058.9,41785.8,595.5,1.35,48058.9,41785.8,2768.4,6.60,,
XMD,S&P/ASX MidCap 50,4691.4,4612.1,4585.4,4560.1,4549.3,4580.7,4546.4,-10.8,-0.24,4691.4,4549.3,-85.9,-1.85,4691.4,4493.8,-100.2,-2.16,4774.6,4099.4,199.8,4.59,4774.6,4099.4,458.9,11.22,12740.4,12525.0,12452.6,12384.0,12354.6,12740.4,12354.6,-233.4,-1.85,12740.4,12194.4,-240.5,-1.91,12861.6,10758.1,940.2,8.24,12861.6,10745.1,1655.2,15.47,,
XSO,S&P/ASX Small Ords,2026.7,1980.6,1978.5,1960.9,1957.1,1966.5,1956.6,-3.8,-0.19,2026.7,1957.1,-60.6,-3.00,2097.5,1957.1,-144.5,-6.88,2290.0,1957.1,-236.5,-10.78,2290.0,1957.1,-124.1,-5.96,5136.2,5019.4,5014.0,4969.5,4960.2,5136.2,4960.2,-153.0,-2.99,5325.1,4960.2,-365.0,-6.85,5754.2,4960.2,-443.2,-8.20,5754.2,4960.2,-152.4,-2.98,,
XDJ,Consumer Discretionary,1800.0,1764.3,1759.3,1744.7,1738.1,1754.3,1734.7,-6.6,-0.38,1800.0,1738.1,-55.6,-3.10,1851.6,1738.1,-107.3,-5.82,1913.4,1688.9,-93.0,-5.08,1913.4,1688.9,11.2,0.65,13815.4,13541.1,13502.7,13390.5,13339.7,13815.4,13339.7,-427.1,-3.10,14199.0,13339.7,-811.6,-5.74,14336.1,12735.0,-257.5,-1.89,14336.1,12735.0,524.2,4.09,,
XSJ,Consumer Staples,9300.5,9189.2,9041.2,9031.1,9001.5,9058.6,8965.2,-29.6,-0.33,9300.5,9001.5,-223.4,-2.42,9867.8,9001.5,-911.9,-9.20,10424.5,9001.5,-1014.5,-10.13,10424.5,9001.5,-535.0,-5.61,77571.9,76643.4,75408.9,75325.0,75078.1,77571.9,75078.1,-1863.0,-2.42,82627.9,75078.1,-7549.8,-9.14,85101.4,75078.1,-5103.8,-6.37,85101.4,75078.1,-1208.0,-1.58,,
XEJ,Energy,11171.7,10634.6,10652.3,10359.8,10523.2,10548.7,10312.7,163.4,1.58,11171.7,10359.8,-649.2,-5.81,13228.3,10359.8,-2877.6,-21.47,15327.0,10359.8,-3099.7,-22.75,15327.0,10359.8,-2501.7,-19.21,81181.6,77279.1,77407.2,75281.7,76469.1,81181.6,75281.7,-4717.9,-5.81,97380.3,75281.7,-20911.3,-21.47,111140.9,75281.7,-19300.9,-20.15,111140.9,75281.7,-15096.9,-16.49,,
XFJ,Financials,6218.6,6145.6,6107.3,6075.2,6069.9,6090.4,6040.6,-5.3,-0.09,6218.6,6069.9,-94.4,-1.53,6218.6,6041.7,-116.7,-1.89,6347.7,5503.9,194.2,3.31,6347.7,5503.9,454.4,8.09,64704.3,63944.7,63546.2,63212.5,63157.0,64704.3,63157.0,-982.5,-1.53,64704.3,62862.6,-1213.3,-1.88,65253.3,54492.0,4986.9,8.57,65253.3,54492.0,7705.0,13.89,,
XXJ,Financial-x-A-REIT,7239.9,7155.3,7092.5,7046.4,7022.7,7060.4,6994.5,-23.7,-0.34,7239.9,7022.7,-142.5,-1.99,7239.9,7022.7,-189.1,-2.62,7434.3,6467.5,41.1,0.59,7434.3,6467.5,384.9,5.80,72349.9,71504.4,70876.6,70416.0,70179.6,72349.9,70179.6,-1423.7,-1.99,72349.9,70179.6,-1888.9,-2.62,73263.5,61376.9,3923.5,5.92,73263.5,61376.9,7186.2,11.41,,
XHJ,Health Care,17388.2,17224.5,16866.7,16999.2,16960.0,17153.6,16883.3,-39.2,-0.23,17388.2,16866.7,-57.7,-0.34,17388.2,15907.0,679.5,4.17,17388.2,13849.2,2592.7,18.05,17388.2,13849.2,3150.3,22.81,111364.1,110315.7,108024.3,108873.0,108622.2,111364.1,108024.3,-369.1,-0.34,111364.1,101877.9,4386.8,4.21,111364.1,86829.4,18575.4,20.63,111364.1,86188.7,22070.0,25.50,,
XNJ,Industrials,4267.5,4201.6,4182.4,4159.2,4169.7,4188.2,4150.6,10.5,0.25,4267.5,4159.2,-40.0,-0.95,4267.5,4043.1,1.4,0.03,4299.8,3771.2,200.8,5.06,4299.8,3771.2,406.7,10.81,36388.0,35826.2,35662.1,35464.6,35553.6,36388.0,35464.6,-341.1,-0.95,36388.0,34458.1,28.3,0.08,36428.8,31167.8,2752.1,8.39,36428.8,31025.2,4640.0,15.01,,
XIJ,Info Technology,769.1,759.7,749.0,739.4,739.7,745.8,733.5,0.3,0.04,769.1,739.4,-26.1,-3.41,774.8,737.0,-35.3,-4.55,837.6,702.5,-1.8,-0.24,837.6,702.5,31.1,4.40,5175.2,5111.7,5040.1,4975.4,4977.4,5175.2,4975.4,-175.5,-3.41,5210.2,4958.9,-232.8,-4.47,5555.5,4603.8,118.3,2.43,5555.5,4603.8,333.9,7.19,,
XMJ,Materials,8680.5,8412.8,8519.6,8420.0,8300.5,8420.0,8292.6,-119.5,-1.42,8680.5,8300.5,-393.8,-4.53,9156.6,8300.5,-814.3,-8.93,10774.9,8300.5,-1909.2,-18.70,10774.9,8300.5,-1346.3,-13.96,61543.9,59645.8,60403.1,59697.0,58849.7,61543.9,58849.7,-2792.4,-4.53,64800.2,58849.7,-5641.3,-8.75,73944.4,58849.7,-11191.6,-15.98,73944.4,58849.7,-7330.2,-11.08,,
XPJ,A-REIT,1178.7,1164.5,1174.5,1176.7,1192.1,1193.1,1174.4,15.4,1.31,1192.1,1164.5,12.8,1.09,1192.1,1130.1,28.1,2.42,1192.1,980.1,207.2,21.04,1192.1,980.1,219.8,22.61,33767.5,33360.8,33645.5,33707.8,34150.0,34150.0,33360.8,366.4,1.08,34150.0,32374.9,805.8,2.42,34150.0,27037.3,6988.9,25.73,34150.0,26036.8,7823.2,29.72,,
XTJ,Telecommunications,1994.9,1983.0,1972.4,1996.1,1997.8,2008.3,1985.3,1.7,0.09,1997.8,1972.4,4.5,0.23,2040.2,1972.4,-31.1,-1.53,2040.2,1741.3,176.2,9.68,2040.2,1741.3,276.5,16.06,24617.3,24470.7,24340.0,24632.4,24653.6,24653.6,24340.0,56.1,0.23,25176.7,24340.0,-383.3,-1.53,25176.7,20377.3,3336.7,15.65,25176.7,20185.8,4511.8,22.40,,
XUJ,Utilities,6031.8,5905.3,5842.3,5846.2,5815.3,5853.9,5786.0,-30.9,-0.53,6031.8,5815.3,-206.6,-3.43,6067.3,5814.8,-227.6,-3.77,6096.4,5357.0,435.8,8.10,6096.4,5357.0,514.2,9.70,65360.5,63990.3,63308.0,63349.5,63014.8,65360.5,63014.8,-2239.3,-3.43,65745.8,63009.3,-2274.2,-3.48,65866.2,55642.3,7139.0,12.78,65866.2,54081.8,8594.9,15.79,,
XMM,Metals & Mining,2652.0,2558.7,2602.4,2567.6,2519.5,2567.6,2517.8,-48.1,-1.87,2652.0,2519.5,-149.3,-5.59,2867.3,2519.5,-324.1,-11.40,3522.5,2519.5,-819.8,-24.55,3522.5,2519.5,-628.9,-19.98,3841.5,3706.4,3769.6,3719.2,3649.7,3841.5,3649.7,-216.1,-5.59,4153.4,3649.7,-469.4,-11.39,4948.8,3649.7,-1040.9,-22.19,4948.8,3649.7,-772.7,-17.47,,
XGD,Gold,1895.7,1889.2,1953.1,1999.7,1967.9,1999.9,1938.2,-31.8,-1.59,1999.7,1889.2,54.7,2.86,2008.1,1701.7,236.4,13.65,2679.6,1665.3,69.5,3.66,2679.6,1665.3,143.6,7.87,2210.4,2202.8,2277.4,2331.7,2294.5,2331.7,2202.8,63.8,2.86,2341.5,1984.2,275.6,13.65,3119.4,1941.8,86.1,3.90,3119.4,1941.8,172.2,8.11,,
XJR,S&P/ASX 200 Res,3358.9,3226.8,3266.4,3209.3,3181.9,3209.3,3173.3,-27.4,-0.85,3358.9,3181.9,-191.7,-5.68,3722.3,3181.9,-549.6,-14.73,4376.0,3181.9,-1004.4,-23.99,4376.0,3181.9,-780.1,-19.69,18233.4,17516.8,17731.3,17421.2,17272.5,18233.4,17272.5,-1040.9,-5.68,20256.3,17272.5,-2983.8,-14.73,23407.3,17272.5,-4739.8,-21.53,23407.3,17272.5,-3560.3,-17.09,,
,
