Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-06-22T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 17,Jun 18,Jun 19,Jun 20,Jun 21,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 17,Jun 18,Jun 19,Jun 20,Jun 21,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4805.0,4794.6,4841.8,4743.9,4723.8,4743.6,4668.0,-20.1,-0.42,4841.8,4723.8,-51.7,-1.08,5142.1,4684.9,-432.4,-8.39,5202.5,4684.9,59.2,1.27,5202.5,4056.3,630.0,15.39,38433.3,38350.1,38728.0,37944.4,37783.5,38728.0,37783.5,-413.9,-1.08,41161.9,37472.8,-3378.4,-8.21,41528.7,37020.3,1140.8,3.11,41528.7,31107.4,6449.7,20.58,,
XAF,All Australian 50,4933.1,4921.1,4960.1,4851.6,4830.2,4851.6,4776.8,-21.4,-0.44,4960.1,4830.2,-62.0,-1.27,5270.8,4791.3,-456.0,-8.63,5314.5,4733.5,132.5,2.82,5314.5,4030.7,773.6,19.07,40453.9,40355.5,40675.4,39785.1,39609.5,40675.4,39609.5,-508.5,-1.27,43249.7,39291.1,-3640.2,-8.42,43481.5,38052.6,1847.3,4.89,43481.5,31579.5,7871.8,24.80,,
XAT,All Australian 200,4793.3,4780.9,4826.4,4721.5,4702.3,4721.0,4646.6,-19.2,-0.41,4826.4,4702.3,-56.8,-1.19,5131.6,4663.3,-444.2,-8.63,5188.4,4663.3,71.0,1.53,5188.4,4000.1,666.8,16.52,39082.2,38981.3,39352.1,38497.1,38340.1,39352.1,38340.1,-463.5,-1.19,41873.0,38022.3,-3532.9,-8.44,42210.6,37380.5,1285.7,3.47,42210.6,31213.6,6911.6,21.99,,
XTL,S&P/ASX 20,3034.8,3024.3,3040.7,2974.9,2962.4,2974.9,2929.3,-12.5,-0.42,3040.7,2962.4,-42.0,-1.40,3235.5,2938.8,-285.6,-8.79,3264.8,2885.8,95.8,3.34,3264.8,2429.9,515.8,21.08,48963.9,48793.2,49058.2,47997.5,47795.3,49058.2,47795.3,-677.5,-1.40,52263.2,47413.8,-4467.8,-8.55,52533.4,45563.7,2536.1,5.60,52533.4,37364.0,10174.4,27.04,,
XFL,S&P/ASX 50,4986.2,4974.6,5015.1,4906.1,4884.1,4906.1,4830.1,-22.0,-0.45,5015.1,4884.1,-61.3,-1.24,5324.6,4843.7,-455.3,-8.53,5368.0,4770.1,151.5,3.20,5368.0,4061.8,797.5,19.51,40828.8,40733.8,41064.9,40172.9,39992.9,41064.9,39992.9,-501.5,-1.24,43621.0,39662.1,-3628.1,-8.32,43854.8,38295.2,2001.2,5.27,43854.8,31783.6,8059.8,25.24,,
XTO,S&P/ASX 100,4005.4,3996.3,4033.4,3948.3,3932.3,3948.2,3887.4,-16.1,-0.41,4033.4,3932.3,-42.9,-1.08,4284.9,3895.1,-364.3,-8.48,4323.8,3855.7,111.6,2.92,4323.8,3291.2,616.0,18.58,9932.1,9909.7,10001.6,9790.7,9750.8,10001.6,9750.8,-106.5,-1.08,10630.7,9658.7,-879.9,-8.28,10697.4,9380.5,456.1,4.91,10697.4,7807.0,1899.1,24.19,,
XJO,S&P/ASX 200,4825.9,4814.4,4861.4,4758.4,4738.8,4758.1,4683.3,-19.6,-0.41,4861.4,4738.8,-53.0,-1.11,5165.4,4695.8,-441.3,-8.52,5221.0,4690.3,89.9,1.93,5221.0,4013.3,690.6,17.06,39279.0,39185.2,39568.0,38729.7,38570.2,39568.0,38570.2,-431.0,-1.11,42073.1,38219.9,-3502.8,-8.33,42402.2,37467.1,1435.7,3.87,42402.2,31270.8,7088.7,22.52,,
XKO,S&P/ASX 300,4784.0,4772.7,4818.4,4717.7,4697.6,4717.3,4642.5,-20.1,-0.43,4818.4,4697.6,-52.9,-1.11,5120.5,4656.3,-437.9,-8.53,5178.7,4656.3,71.3,1.54,5178.7,4002.9,659.1,16.32,38810.8,38718.9,39089.7,38272.9,38110.3,39089.7,38110.3,-428.6,-1.11,41575.6,37775.2,-3465.4,-8.34,41922.4,37184.2,1270.2,3.45,41922.4,31100.2,6793.9,21.69,,
XMD,S&P/ASX MidCap 50,3878.3,3872.0,3946.9,3885.6,3883.3,3892.3,3826.6,-2.3,-0.06,3946.9,3872.0,11.6,0.30,4215.2,3807.4,-341.4,-8.08,4310.8,3807.4,20.3,0.53,4310.8,3435.4,377.8,10.78,9937.7,9921.7,10113.6,9956.6,9950.7,10113.6,9921.7,29.7,0.30,10807.5,9756.1,-856.8,-7.93,11026.5,9756.1,181.3,1.86,11026.5,8495.1,1333.2,15.47,,
XSO,S&P/ASX Small Ords,1996.9,1989.2,2016.3,1979.1,1966.2,1978.7,1934.6,-12.9,-0.65,2016.3,1966.2,-30.3,-1.52,2151.8,1965.8,-197.2,-9.12,2414.5,1965.8,-314.5,-13.79,2414.5,1965.8,-156.5,-7.37,4823.8,4805.4,4870.8,4780.9,4749.8,4870.8,4749.8,-73.2,-1.52,5224.7,4748.8,-474.9,-9.09,5770.0,4748.8,-695.0,-12.76,5770.0,4748.8,-217.5,-4.38,,
XDJ,Consumer Discretionary,1532.7,1537.9,1567.8,1559.4,1547.9,1558.2,1532.5,-11.5,-0.74,1567.8,1532.7,15.5,1.01,1645.5,1499.6,-110.6,-6.67,1694.1,1364.5,204.1,15.18,1694.1,1196.0,334.2,27.53,11202.2,11240.8,11458.9,11397.8,11313.4,11458.9,11202.2,112.8,1.01,12112.8,10960.6,-799.4,-6.60,12372.8,9792.3,1669.2,17.31,12372.8,8394.7,2798.7,32.87,,
XSJ,Consumer Staples,9477.2,9414.3,9572.5,9453.8,9388.1,9477.2,9365.3,-65.7,-0.69,9572.5,9388.1,-14.6,-0.16,10266.7,9185.7,-883.9,-8.61,10661.7,8912.8,513.7,5.79,10661.7,7600.8,1762.5,23.11,74013.8,73523.2,74758.1,73831.4,73318.3,74758.1,73318.3,-114.2,-0.16,80221.6,71737.8,-6903.3,-8.61,83265.0,68413.1,5199.9,7.63,83265.0,56840.4,16293.0,28.57,,
XEJ,Energy,12751.9,12671.2,12877.7,12675.6,12795.4,12813.9,12441.4,119.8,0.95,12877.7,12671.2,45.2,0.35,13428.2,12514.3,-573.2,-4.29,13702.8,11998.9,389.4,3.14,13702.8,11554.9,734.1,6.09,88315.4,87756.4,89186.4,87786.9,88616.5,89186.4,87756.4,312.9,0.35,92999.4,86669.9,-3970.1,-4.29,94901.2,83100.5,3789.8,4.47,94901.2,77918.0,7283.8,8.96,,
XFJ,Financials,5361.9,5363.9,5391.7,5253.7,5207.9,5253.7,5157.1,-45.8,-0.87,5391.7,5207.9,-72.3,-1.37,5699.2,5130.8,-555.5,-9.64,5851.4,4767.7,454.2,9.55,5851.4,4037.5,1162.8,28.74,51545.6,51564.8,51831.4,50505.3,50064.9,51831.4,50064.9,-695.0,-1.37,55179.8,49323.3,-5114.8,-9.27,55686.0,44797.5,5406.4,12.11,55686.0,36742.5,13354.0,36.38,,
XXJ,Financial-x-A-REIT,6240.5,6223.7,6245.1,6084.4,6037.1,6084.4,5972.7,-47.3,-0.78,6245.1,6037.1,-97.1,-1.58,6598.8,5923.1,-622.8,-9.35,6823.1,5485.5,585.2,10.73,6823.1,4586.9,1441.0,31.35,57681.2,57525.7,57723.4,56238.5,55801.0,57723.4,55801.0,-897.2,-1.58,61259.4,54747.6,-5458.4,-8.91,62087.9,49449.4,6654.5,13.54,62087.9,40030.6,15690.8,39.12,,
XHJ,Health Care,12551.0,12535.7,12562.8,12619.0,12602.0,12794.3,12599.3,-17.0,-0.13,12619.0,12535.7,131.8,1.06,13096.5,12431.5,-457.0,-3.50,13404.4,11476.5,969.4,8.33,13404.4,8986.4,3575.8,39.62,77715.8,77621.2,77789.1,78137.3,78031.7,78137.3,77621.2,815.9,1.06,81094.0,76975.9,-2829.8,-3.50,83000.1,70340.0,6734.6,9.45,83000.1,54306.2,23485.0,43.05,,
XNJ,Industrials,3569.2,3530.2,3603.1,3518.2,3537.1,3545.0,3473.1,18.9,0.54,3603.1,3518.2,-20.1,-0.57,3779.7,3489.7,-227.9,-6.05,3970.5,3489.7,-14.6,-0.41,3970.5,3159.7,304.2,9.41,28762.5,28447.9,29035.4,28351.0,28503.6,29035.4,28351.0,-162.4,-0.57,30416.0,28121.5,-1794.2,-5.92,31601.8,28121.5,265.4,0.94,31601.8,24610.7,3478.8,13.90,,
XIJ,Info Technology,670.6,668.0,682.9,689.7,681.0,694.5,677.1,-8.7,-1.26,689.7,668.0,-1.5,-0.22,734.7,662.3,-41.3,-5.71,734.7,611.4,84.4,14.14,734.7,489.2,188.9,38.38,4330.2,4313.5,4409.7,4453.9,4397.4,4453.9,4313.5,-9.6,-0.22,4744.0,4277.0,-266.5,-5.71,4744.0,3884.8,606.7,16.00,4744.0,3052.3,1326.8,43.21,,
