Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-03-07T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 2,Mar 3,Mar 4,Mar 5,Mar 6,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 2,Mar 3,Mar 4,Mar 5,Mar 6,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XHJ,Health Care,19118.3,19130.0,19259.7,19232.8,19440.0,19448.0,19232.8,207.2,1.08,19440.0,19118.3,313.0,1.64,19440.0,17750.9,1228.8,6.75,19440.0,17005.1,1952.8,11.17,19440.0,17005.1,4617.0,31.15,122545.1,122702.4,123534.3,123486.2,124979.0,124979.0,122545.1,2378.3,1.94,124979.0,113724.2,8343.9,7.15,124979.0,108911.1,12980.4,11.59,124979.0,88629.9,31260.1,33.36,,
XNJ,Industrials,4595.9,4617.6,4634.5,4648.6,4648.4,4668.2,4633.1,-0.1,-0.00,4648.6,4595.9,38.7,0.84,4648.6,4387.6,207.3,4.67,4648.6,4233.2,326.6,7.56,4648.6,4233.2,498.1,12.00,39604.9,39791.3,39943.0,40071.4,40069.9,40071.4,39604.9,379.8,0.96,40071.4,37648.1,1962.8,5.15,40071.4,36323.0,2986.3,8.05,40071.4,32870.0,5483.5,15.85,,
XIJ,Info Technology,807.9,815.5,819.5,829.0,834.3,835.5,828.3,5.3,0.64,834.3,807.9,27.9,3.45,834.3,769.1,61.4,7.95,834.3,757.6,51.6,6.59,834.3,757.6,24.3,3.00,5475.3,5527.4,5554.3,5618.5,5654.3,5654.3,5475.3,188.6,3.45,5654.3,5175.2,453.9,8.73,5654.3,5098.0,387.7,7.36,5654.3,4943.9,282.0,5.25,,
XMJ,Materials,9946.3,9797.5,9694.9,9657.5,9548.0,9657.5,9503.7,-109.5,-1.13,9946.3,9548.0,-279.6,-2.85,9946.3,9131.4,196.3,2.10,9946.3,8248.8,820.3,9.40,9946.3,8248.8,-891.5,-8.54,70664.0,69627.6,69112.0,68862.0,68081.2,70664.0,68081.2,-1724.1,-2.47,70664.0,64754.6,1764.0,2.66,70664.0,58495.7,6188.9,10.00,73622.9,57471.6,-4541.4,-6.25,,
XPJ,A-REIT,1334.8,1336.3,1329.9,1325.9,1330.9,1333.0,1315.8,5.0,0.38,1336.3,1325.9,17.0,1.30,1336.5,1299.5,-4.0,-0.30,1343.7,1197.3,144.7,12.20,1343.7,1197.3,304.2,29.62,39151.7,39196.6,39008.5,38890.4,39038.7,39196.6,38890.4,499.7,1.30,39203.9,38117.8,199.1,0.51,39203.9,34828.8,4533.3,13.14,39203.9,27720.1,10435.5,36.48,,
XTJ,Telecommunications,2243.4,2230.8,2211.1,2208.6,2195.5,2212.3,2195.5,-13.1,-0.59,2243.4,2195.5,-30.7,-1.38,2309.6,2195.5,-99.1,-4.32,2321.2,2072.7,108.7,5.21,2321.2,2072.7,425.3,24.03,28278.6,28119.7,27871.7,27840.1,27675.2,28278.6,27675.2,-386.8,-1.38,28504.2,27675.2,-643.7,-2.27,28647.5,25580.0,1921.1,7.46,28647.5,20947.3,6409.7,30.14,,
XUJ,Utilities,6844.8,6717.7,6698.9,6735.9,6754.7,6754.7,6673.4,18.8,0.28,6844.8,6698.9,34.7,0.52,6844.8,6493.5,206.1,3.15,6844.8,5936.5,840.5,14.21,6844.8,5936.5,1128.5,20.06,75793.9,74386.6,74178.3,74588.3,74797.0,75793.9,74178.3,577.5,0.78,75793.9,71220.1,2972.7,4.14,75793.9,65111.5,9930.7,15.31,75793.9,57881.4,15745.1,26.66,,
XMM,Metals & Mining,3045.0,2992.1,2950.7,2933.8,2883.2,2933.8,2866.6,-50.6,-1.72,3045.0,2883.2,-121.8,-4.05,3045.0,2788.1,19.2,0.67,3045.0,2488.4,236.2,8.92,3045.0,2488.4,-500.5,-14.79,4412.5,4337.5,4294.3,4270.9,4197.3,4412.5,4197.3,-156.0,-3.58,4412.5,4038.8,48.6,1.17,4412.5,3604.6,362.9,9.46,4936.1,3537.4,-627.4,-13.00,,
XGD,Gold,2727.5,2621.4,2597.7,2613.6,2496.7,2613.6,2479.6,-116.9,-4.47,2727.5,2496.7,-193.1,-7.18,2727.5,2496.7,-180.2,-6.73,2727.5,2069.2,449.3,21.95,2727.5,2069.2,-90.0,-3.48,3182.8,3059.0,3031.3,3049.9,2913.5,3182.8,2913.5,-225.4,-7.18,3182.8,2913.5,-207.8,-6.66,3182.8,2412.7,526.2,22.04,3182.8,1941.8,-97.8,-3.25,,
XJR,S&P/ASX 200 Res,3741.5,3689.7,3653.9,3635.8,3583.5,3635.8,3562.4,-52.3,-1.44,3741.5,3583.5,-116.1,-3.14,3741.5,3468.2,14.2,0.40,3741.5,3157.8,193.2,5.70,3741.5,3157.8,-671.2,-15.78,20466.3,20188.3,20049.9,19960.8,19684.1,20466.3,19684.1,-542.3,-2.68,20466.3,18826.8,308.4,1.59,20466.3,17142.0,1280.2,6.96,23407.3,16867.8,-3037.4,-13.37,,
,
