Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-03-07T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 2,Mar 3,Mar 4,Mar 5,Mar 6,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 2,Mar 3,Mar 4,Mar 5,Mar 6,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5926.3,5902.9,5871.5,5873.7,5868.6,5885.3,5841.5,-5.1,-0.09,5926.3,5868.6,-29.9,-0.51,5926.3,5707.7,93.9,1.63,5926.3,5278.8,480.0,8.91,5926.3,5278.8,391.6,7.15,51028.2,50847.5,50617.2,50649.3,50619.2,51028.2,50617.2,-141.0,-0.28,51028.2,48807.5,1271.1,2.58,51028.2,45110.3,4572.3,9.93,51028.2,43681.7,5257.5,11.59,,
XAF,All Australian 50,6059.1,6031.7,5994.0,5997.9,5993.2,6012.9,5964.0,-4.7,-0.08,6059.1,5993.2,-33.0,-0.55,6059.1,5836.0,61.9,1.04,6059.1,5389.2,495.0,9.00,6059.1,5389.2,455.2,8.22,53765.8,53541.6,53256.7,53293.8,53261.9,53765.8,53256.7,-189.9,-0.36,53765.8,51374.2,1085.6,2.08,53765.8,47407.4,4895.5,10.12,53765.8,45790.5,6129.9,13.01,,
XAT,All Australian 200,5905.4,5880.0,5848.1,5850.6,5843.8,5862.2,5816.1,-6.8,-0.12,5905.4,5843.8,-31.7,-0.54,5905.4,5688.8,77.5,1.34,5905.4,5251.9,480.7,8.96,5905.4,5251.9,426.9,7.88,51972.1,51769.6,51530.9,51560.8,51514.4,51972.1,51514.4,-167.6,-0.32,51972.1,49699.3,1172.9,2.33,51972.1,45851.2,4693.6,10.02,51972.1,44281.4,5717.3,12.48,,
XTL,S&P/ASX 20,3731.9,3714.1,3687.5,3691.0,3686.4,3700.4,3669.1,-4.6,-0.12,3731.9,3686.4,-27.5,-0.74,3731.9,3601.0,21.2,0.58,3731.9,3321.7,287.6,8.46,3731.9,3321.7,270.6,7.92,65122.7,64837.7,64435.7,64497.3,64416.2,65122.7,64416.2,-371.8,-0.57,65122.7,62306.6,1053.6,1.66,65122.7,57424.2,5660.4,9.63,65122.7,55519.4,7294.9,12.77,,
XFL,S&P/ASX 50,6133.3,6105.8,6068.0,6071.1,6066.3,6086.1,6036.5,-4.8,-0.08,6133.3,6066.3,-32.7,-0.54,6133.3,5905.1,64.0,1.07,6133.3,5453.2,502.9,9.04,6133.3,5453.2,460.6,8.22,54325.6,54098.9,53813.9,53846.9,53813.9,54325.6,53813.9,-185.0,-0.34,54325.6,51887.1,1109.7,2.11,54325.6,47882.7,4963.4,10.16,54325.6,46261.4,6188.8,12.99,,
XTO,S&P/ASX 100,4972.5,4952.0,4923.6,4926.0,4922.9,4937.4,4899.3,-3.1,-0.06,4972.5,4922.9,-22.8,-0.46,4972.5,4791.2,62.4,1.28,4972.5,4422.0,409.9,9.08,4972.5,4422.0,392.9,8.67,13319.9,13270.6,13205.4,13213.9,13209.0,13319.9,13205.4,-32.3,-0.24,13319.9,12737.3,297.0,2.30,13319.9,11747.2,1220.2,10.18,13319.9,11295.6,1559.3,13.39,,
XJO,S&P/ASX 200,5958.9,5933.9,5901.6,5904.2,5898.9,5916.4,5870.7,-5.3,-0.09,5958.9,5898.9,-29.9,-0.50,5958.9,5743.6,78.7,1.35,5958.9,5299.2,487.9,9.02,5958.9,5299.2,436.6,7.99,52329.2,52130.6,51888.9,51920.4,51887.2,52329.2,51887.2,-150.9,-0.29,52329.2,50072.2,1182.7,2.33,52329.2,46166.2,4747.9,10.07,52329.2,44533.8,5802.8,12.59,,
XVI,S&P/ASX 200 VIX,13.996,13.832,13.940,13.441,13.645,13.894,13.267,0.204,1.52,13.996,13.441,0.037,0.27,16.688,13.441,-2.417,-15.05,16.722,13.441,-0.936,-6.42,19.164,9.309,1.448,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5889.7,5865.2,5833.2,5835.7,5830.4,5847.6,5803.1,-5.3,-0.09,5889.7,5830.4,-29.6,-0.51,5889.7,5675.5,81.3,1.41,5889.7,5240.7,481.5,9.00,5889.7,5240.7,416.6,7.70,51524.9,51332.2,51092.5,51124.2,51091.1,51524.9,51091.1,-148.3,-0.29,51524.9,49294.9,1191.3,2.39,51524.9,45487.5,4665.5,10.05,51524.9,43915.8,5577.8,12.26,,
XMD,S&P/ASX MidCap 50,5207.1,5201.2,5190.2,5191.1,5195.4,5200.4,5173.6,4.3,0.08,5207.1,5190.2,7.5,0.14,5210.9,5048.6,153.9,3.05,5210.9,4638.6,447.9,9.43,5210.9,4638.6,582.3,12.62,14244.6,14245.7,14216.4,14228.5,14251.4,14251.4,14216.4,78.0,0.55,14251.4,13719.5,531.9,3.88,14251.4,12623.2,1331.9,10.31,14251.4,11578.7,2040.5,16.71,,
XSO,S&P/ASX Small Ords,2233.1,2223.0,2215.4,2217.9,2206.8,2220.0,2193.0,-11.1,-0.50,2233.1,2206.8,-24.7,-1.11,2233.1,2141.5,64.2,3.00,2233.1,2001.2,162.4,7.94,2233.1,2001.2,-70.3,-3.09,5693.5,5669.5,5652.8,5662.2,5635.8,5693.5,5635.8,-51.3,-0.90,5693.5,5446.4,186.6,3.42,5693.5,5089.5,438.3,8.43,5754.2,4882.3,-10.1,-0.18,,
XDJ,Consumer Discretionary,1997.2,2000.8,1996.1,1999.2,1989.3,2001.6,1972.8,-9.9,-0.50,2000.8,1989.3,-6.5,-0.32,2000.8,1890.8,94.8,5.00,2000.8,1713.3,236.0,13.46,2000.8,1713.3,83.1,4.36,15436.8,15468.0,15432.3,15462.5,15413.3,15468.0,15413.3,0.1,0.00,15468.0,14536.0,858.9,5.90,15468.0,13162.6,1943.6,14.43,15468.0,12935.8,1131.1,7.92,,
XSJ,Consumer Staples,9262.6,9344.4,9248.6,9372.2,9416.6,9426.5,9372.2,44.4,0.47,9416.6,9248.6,-79.4,-0.84,10122.8,9248.6,-315.1,-3.24,10122.8,9021.7,243.5,2.65,10122.8,9021.7,-723.2,-7.13,78064.6,78754.1,77946.3,78988.4,79392.5,79392.5,77946.3,-639.3,-0.80,85291.5,77946.3,-1776.0,-2.19,85291.5,75246.2,2883.7,3.77,85291.5,73342.3,-2674.2,-3.26,,
XEJ,Energy,11641.3,11583.3,11591.1,11571.0,11489.0,11575.6,11410.1,-82.0,-0.71,11641.3,11489.0,-69.4,-0.60,12048.3,11155.7,-37.0,-0.32,12048.3,10301.0,-112.4,-0.97,12048.3,10301.0,-2579.1,-18.33,86782.6,86350.1,86422.0,86356.3,85893.2,86782.6,85893.2,-180.1,-0.21,87551.8,81065.4,2136.6,2.55,87551.8,74854.3,1588.8,1.88,111140.9,74854.3,-14627.6,-14.55,,
XFJ,Financials,7006.8,6976.6,6929.8,6928.0,6937.2,6964.6,6896.0,9.2,0.13,7006.8,6928.0,-11.2,-0.16,7006.8,6790.7,76.1,1.11,7006.8,6165.5,681.8,10.90,7006.8,6165.5,965.9,16.18,73642.4,73372.4,72928.6,72910.2,73006.6,73642.4,72910.2,21.0,0.03,73642.4,70911.1,1447.6,2.02,73642.4,64303.3,7767.4,11.91,73642.4,58692.7,13320.9,22.32,,
XXJ,Financial-x-A-REIT,8150.4,8107.6,8050.4,8052.3,8059.5,8095.2,8018.6,7.2,0.09,8150.4,8050.4,-33.3,-0.41,8150.4,7872.0,108.0,1.36,8150.4,7130.2,777.3,10.67,8150.4,7130.2,993.5,14.06,82068.9,81699.7,81187.9,81206.3,81279.0,82068.9,81187.9,-153.7,-0.19,82068.9,78666.6,1817.7,2.29,82068.9,71254.0,8506.5,11.69,82068.9,66614.5,13585.6,20.07,,
