Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-01-17T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 12,Jan 13,Jan 14,Jan 15,Jan 16,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 12,Jan 13,Jan 14,Jan 15,Jan 16,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5399.5,5382.1,5332.2,5310.6,5278.8,5311.8,5248.5,-31.8,-0.60,5399.5,5278.8,-161.3,-2.97,5447.0,5140.6,147.8,2.88,5440.1,5278.8,-109.8,-2.04,5440.1,5278.8,-37.6,-0.71,46140.8,45991.8,45565.8,45382.2,45110.3,46140.8,45110.3,-1377.4,-2.96,46545.5,43763.4,1346.9,3.08,46487.6,45110.3,-936.7,-2.03,47783.6,41681.2,1563.9,3.59,,
XAF,All Australian 50,5509.4,5488.3,5434.5,5415.0,5389.2,5421.8,5355.1,-25.8,-0.48,5509.4,5389.2,-162.3,-2.92,5561.3,5250.1,148.5,2.83,5551.5,5389.2,-109.0,-1.98,5551.5,5389.2,-23.5,-0.43,48464.8,48279.4,47806.2,47634.1,47407.4,48464.8,47407.4,-1428.1,-2.92,48921.5,46020.1,1387.3,3.01,48835.5,47407.4,-959.0,-1.98,49995.8,43505.3,1908.0,4.19,,
XAT,All Australian 200,5375.3,5356.9,5305.6,5283.4,5251.9,5286.2,5220.2,-31.5,-0.60,5375.3,5251.9,-165.6,-3.06,5425.0,5115.2,145.7,2.85,5417.5,5251.9,-111.2,-2.07,5417.5,5251.9,-10.0,-0.19,46926.9,46766.9,46318.7,46125.6,45851.2,46926.9,45851.2,-1444.4,-3.05,47361.6,44495.0,1356.3,3.05,47295.7,45851.2,-969.7,-2.07,48471.7,42022.3,1881.3,4.28,,
XTL,S&P/ASX 20,3400.5,3383.9,3348.7,3335.8,3321.7,3339.7,3299.4,-14.1,-0.42,3400.5,3321.7,-105.0,-3.06,3432.1,3233.7,90.1,2.79,3426.7,3321.7,-77.1,-2.27,3426.7,3321.7,-10.8,-0.32,58785.0,58498.7,57890.8,57666.8,57424.2,58785.0,57424.2,-1814.8,-3.06,59331.8,55866.6,1557.6,2.79,59239.0,57424.2,-1331.6,-2.27,60670.4,52576.0,2400.5,4.36,,
XFL,S&P/ASX 50,5574.3,5553.2,5499.4,5479.0,5453.2,5486.1,5418.4,-25.8,-0.47,5574.3,5453.2,-163.9,-2.92,5627.1,5313.9,149.3,2.82,5617.1,5453.2,-110.2,-1.98,5617.1,5453.2,-24.9,-0.45,48946.1,48760.8,48289.0,48109.8,47882.7,48946.1,47882.7,-1439.8,-2.92,49410.2,46489.5,1393.2,3.00,49322.5,47882.7,-967.8,-1.98,50484.7,43959.9,1909.2,4.15,,
XTO,S&P/ASX 100,4522.7,4508.6,4466.6,4447.9,4422.0,4450.6,4394.9,-25.9,-0.58,4522.7,4422.0,-135.9,-2.98,4565.4,4307.2,121.9,2.84,4557.9,4422.0,-91.0,-2.02,4557.9,4422.0,15.1,0.34,12014.7,11977.4,11865.7,11815.9,11747.2,12014.7,11747.2,-360.9,-2.98,12128.3,11402.8,344.4,3.02,12108.1,11747.2,-241.7,-2.02,12340.3,10700.4,548.0,4.89,,
XJO,S&P/ASX 200,5422.7,5404.7,5353.6,5331.4,5299.2,5333.9,5267.4,-32.2,-0.60,5422.7,5299.2,-166.4,-3.04,5473.8,5161.9,146.9,2.85,5465.6,5299.2,-111.8,-2.07,5465.6,5299.2,-6.7,-0.13,47241.0,47084.1,46639.0,46446.1,46166.2,47241.0,46166.2,-1448.3,-3.04,47686.0,44802.3,1363.9,3.04,47614.5,46166.2,-973.1,-2.06,48729.0,42284.9,1916.8,4.33,,
XVI,S&P/ASX 200 VIX,15.050,15.242,15.943,15.923,16.401,17.235,15.941,0.478,3.00,16.401,15.050,2.518,18.14,16.515,13.157,-0.371,-2.21,16.401,13.883,1.820,12.48,19.164,0.147,5.016,44.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5361.5,5344.1,5293.8,5271.8,5240.7,5274.5,5209.3,-31.1,-0.59,5361.5,5240.7,-162.3,-3.00,5408.9,5101.8,148.3,2.91,5403.0,5240.7,-108.2,-2.02,5403.0,5240.7,-18.8,-0.36,46535.6,46384.3,45947.3,45757.4,45487.5,46535.6,45487.5,-1408.1,-3.00,46945.7,44114.8,1372.7,3.11,46895.6,45487.5,-938.1,-2.02,48058.9,41785.8,1774.6,4.06,,
XMD,S&P/ASX MidCap 50,4765.3,4776.2,4744.9,4706.9,4638.6,4706.9,4617.3,-68.3,-1.45,4776.2,4638.6,-166.8,-3.47,4809.1,4502.4,135.2,3.00,4805.4,4638.6,-108.9,-2.29,4805.4,4638.6,319.5,7.40,12968.1,12997.6,12912.6,12809.0,12623.2,12997.6,12623.2,-454.0,-3.47,13087.2,12227.2,393.5,3.22,13077.2,12623.2,-296.3,-2.29,13087.2,10758.1,1288.5,11.37,,
