Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-01-17T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 12,Jan 13,Jan 14,Jan 15,Jan 16,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 12,Jan 13,Jan 14,Jan 15,Jan 16,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2054.2,2044.0,2022.4,2015.1,2001.2,2015.8,1990.9,-13.9,-0.69,2054.2,2001.2,-68.0,-3.29,2074.4,1934.3,74.8,3.88,2074.4,2001.2,-43.2,-2.11,2074.4,2001.2,-176.0,-8.08,5223.2,5197.3,5142.3,5124.9,5089.5,5223.2,5089.5,-172.0,-3.27,5273.9,4882.3,207.2,4.24,5273.9,5089.5,-108.1,-2.08,5754.2,4882.3,-275.0,-5.13,,
XDJ,Consumer Discretionary,1759.5,1764.7,1752.5,1748.8,1724.5,1748.8,1718.2,-24.3,-1.39,1764.7,1724.5,-41.8,-2.36,1778.0,1688.1,4.0,0.23,1766.3,1724.5,-28.8,-1.64,1766.3,1724.5,-60.4,-3.39,13517.0,13557.1,13463.4,13434.9,13248.3,13557.1,13248.3,-321.0,-2.37,13659.4,12956.7,43.4,0.33,13569.3,13248.3,-221.4,-1.64,14336.1,12735.0,-6.3,-0.05,,
XSJ,Consumer Staples,9154.2,9144.4,9112.5,9186.1,9224.9,9254.6,9123.0,38.8,0.42,9224.9,9112.5,17.7,0.19,9301.9,8801.2,431.5,4.91,9224.9,9021.7,51.8,0.57,9224.9,9021.7,-787.1,-7.86,76351.2,76269.7,76003.7,76617.8,76941.6,76941.6,76003.7,147.6,0.19,77583.0,73342.3,3599.2,4.91,76941.6,75246.2,432.8,0.57,85101.4,73342.3,-3208.7,-4.00,,
XEJ,Energy,10941.2,10754.7,10772.4,10713.7,10527.9,10713.7,10428.2,-185.8,-1.73,10941.2,10527.9,-693.0,-6.18,11852.7,10527.9,72.7,0.70,11748.8,10527.9,-1073.5,-9.25,11748.8,10527.9,-3048.7,-22.46,79507.1,78151.6,78279.9,77853.7,76503.2,79507.1,76503.2,-5035.9,-6.18,86130.4,75975.2,528.1,0.70,85375.5,76503.2,-7801.1,-9.25,111140.9,75281.7,-18941.3,-19.85,,
XFJ,Financials,6310.1,6288.1,6227.0,6194.5,6165.5,6196.4,6119.0,-29.0,-0.47,6310.1,6165.5,-178.0,-2.81,6343.5,5975.3,172.3,2.87,6343.5,6165.5,-89.9,-1.44,6343.5,6165.5,397.1,6.88,65809.9,65580.2,64942.5,64606.4,64303.3,65809.9,64303.3,-1855.0,-2.80,66158.2,62172.9,1944.2,3.12,66158.2,64303.3,-935.9,-1.43,66158.2,54492.0,7192.9,12.59,,
XXJ,Financial-x-A-REIT,7311.4,7287.1,7204.6,7166.8,7130.8,7166.8,7075.9,-36.0,-0.50,7311.4,7130.8,-217.5,-2.96,7348.3,6893.6,209.3,3.02,7348.3,7130.8,-151.4,-2.08,7348.3,7130.8,322.9,4.74,73064.7,72821.2,71997.1,71619.8,71259.9,73064.7,71259.9,-2173.3,-2.96,73433.2,68888.9,2091.8,3.02,73433.2,71259.9,-1512.5,-2.08,73433.2,61376.9,6652.7,10.30,,
XHJ,Health Care,17548.3,17534.6,17443.3,17507.0,17005.1,17507.0,16940.9,-501.9,-2.87,17548.3,17005.1,-643.7,-3.65,17820.8,16956.9,168.5,1.00,17680.8,17005.1,-482.1,-2.76,17680.8,17005.1,2490.4,17.16,112390.1,112302.3,111717.2,112125.0,108911.1,112390.1,108911.1,-4122.2,-3.65,114134.8,107831.4,1079.7,1.00,113238.4,108911.1,-3087.5,-2.76,114134.8,86829.4,17940.2,19.72,,
XNJ,Industrials,4333.7,4329.0,4294.9,4279.6,4233.2,4279.6,4211.4,-46.4,-1.08,4333.7,4233.2,-130.8,-3.00,4392.2,4140.5,104.1,2.52,4392.2,4233.2,-88.6,-2.05,4392.2,4233.2,332.6,8.53,37185.8,37144.9,36852.5,36721.5,36323.0,37185.8,36323.0,-1122.4,-3.00,37687.3,35207.4,1115.6,3.17,37687.3,36323.0,-760.6,-2.05,37687.3,31167.8,4085.8,12.67,,
XIJ,Info Technology,797.3,793.1,781.3,782.4,768.0,782.4,759.3,-14.4,-1.84,797.3,768.0,-39.7,-4.92,807.7,740.3,26.7,3.61,807.7,768.0,-14.7,-1.88,807.7,768.0,20.0,2.67,5365.0,5336.6,5257.5,5264.8,5167.6,5365.0,5167.6,-267.4,-4.92,5435.0,4981.1,179.8,3.61,5435.0,5167.6,-99.1,-1.88,5555.5,4603.8,265.6,5.42,,
XMJ,Materials,8694.7,8616.6,8389.2,8258.6,8248.8,8383.5,8210.0,-9.8,-0.12,8694.7,8248.8,-581.2,-6.58,8830.0,8161.8,142.7,1.76,8830.0,8248.8,-478.9,-5.49,8830.0,8248.8,-2022.6,-19.69,61657.7,61104.5,59491.9,58565.6,58495.7,61657.7,58495.7,-4121.6,-6.58,62617.4,57471.6,1024.0,1.78,62617.4,58495.7,-3396.6,-5.49,73944.4,57471.6,-11969.1,-16.99,,
XPJ,A-REIT,1229.1,1223.7,1222.8,1216.6,1213.2,1221.4,1204.8,-3.4,-0.28,1229.1,1213.2,-24.1,-1.95,1237.3,1179.9,24.4,2.05,1237.3,1197.3,27.0,2.28,1237.3,1197.3,204.8,20.31,35754.1,35597.9,35570.5,35399.3,35299.0,35754.1,35299.0,-694.6,-1.93,35993.5,33801.6,1242.7,3.65,35993.5,34828.8,793.5,2.30,35993.5,27037.3,7482.9,26.90,,
XTJ,Telecommunications,2106.2,2128.7,2147.9,2154.9,2160.1,2176.5,2152.9,5.2,0.24,2160.1,2106.2,42.2,1.99,2160.1,2011.9,161.8,8.10,2160.1,2072.7,73.3,3.51,2160.1,2072.7,338.2,18.56,25994.1,26270.9,26508.0,26595.0,26659.5,26659.5,25994.1,520.9,1.99,26659.5,24659.7,1999.8,8.11,26659.5,25580.0,905.3,3.52,26659.5,20377.3,5338.5,25.04,,
XUJ,Utilities,6069.0,6066.6,6049.8,6097.0,6072.3,6131.0,6053.5,-24.7,-0.41,6097.0,6049.8,6.7,0.11,6097.0,5860.5,227.3,3.89,6097.0,5936.5,158.1,2.67,6097.0,5936.5,573.4,10.43,66563.9,66537.7,66353.8,66871.6,66600.8,66871.6,66353.8,73.4,0.11,66871.6,63337.3,3263.5,5.15,66871.6,65111.5,1734.5,2.67,66871.6,55642.3,9484.8,16.61,,
XMM,Metals & Mining,2644.6,2613.1,2533.0,2488.4,2505.0,2547.3,2488.4,16.6,0.67,2644.6,2488.4,-183.3,-6.82,2688.3,2452.5,63.0,2.58,2688.3,2488.4,-142.0,-5.36,2688.3,2488.4,-841.3,-25.14,3831.0,3785.3,3669.3,3604.6,3628.7,3831.0,3604.6,-265.6,-6.82,3894.3,3537.4,91.2,2.58,3894.3,3604.6,-205.7,-5.37,4948.8,3537.4,-1071.8,-22.80,,
XGD,Gold,2376.8,2470.4,2388.2,2357.5,2503.8,2510.0,2357.5,146.3,6.21,2503.8,2357.5,188.3,8.13,2503.8,1877.2,600.7,31.56,2503.8,2069.2,456.4,22.29,2503.8,2069.2,389.5,18.42,2771.4,2880.5,2784.6,2748.9,2919.5,2919.5,2748.9,219.7,8.14,2919.5,2188.9,700.5,31.57,2919.5,2412.7,532.3,22.30,3119.4,1941.8,459.8,18.69,,
XJR,S&P/ASX 200 Res,3321.6,3275.4,3206.9,3161.6,3157.8,3201.3,3137.7,-3.8,-0.12,3321.6,3157.8,-230.3,-6.80,3440.0,3146.4,50.5,1.63,3432.0,3157.8,-232.5,-6.86,3432.0,3157.8,-1027.3,-24.55,18031.2,17780.1,17408.5,17162.6,17142.0,18031.2,17142.0,-1249.9,-6.80,18674.0,16867.8,274.2,1.63,18630.5,17142.0,-1261.9,-6.86,23407.3,16867.8,-4864.0,-22.10,,
,
