Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-06-01T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 27,May 28,May 29,May 30,May 31,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 27,May 28,May 29,May 30,May 31,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4938.6,4950.6,4959.2,4917.1,4914.0,4946.0,4909.6,-3.1,-0.06,4959.2,4914.0,-50.3,-1.01,5202.5,4914.0,-254.6,-4.93,5202.5,4712.3,249.4,5.35,5202.5,4033.4,797.1,19.36,39428.8,39528.9,39597.3,39324.4,39300.3,39597.3,39300.3,-333.5,-0.84,41528.7,39300.3,-1802.6,-4.39,41528.7,37020.3,2657.6,7.25,41528.7,30869.4,7794.4,24.74,,
XAF,All Australian 50,5064.5,5071.7,5065.6,5019.0,5009.5,5053.8,5005.4,-9.5,-0.19,5071.7,5009.5,-72.2,-1.42,5314.5,5009.5,-294.2,-5.55,5314.5,4733.5,311.8,6.64,5314.5,3983.7,953.8,23.52,41435.6,41500.8,41450.6,41157.8,41080.2,41500.8,41080.2,-496.7,-1.19,43481.5,41080.2,-2099.8,-4.86,43481.5,38052.6,3318.0,8.79,43481.5,31167.4,9349.1,29.46,,
XAT,All Australian 200,4926.5,4936.7,4938.8,4896.1,4891.9,4928.6,4887.7,-4.2,-0.09,4938.8,4891.9,-57.3,-1.16,5188.4,4891.9,-272.3,-5.27,5188.4,4671.7,260.6,5.63,5188.4,3973.9,839.3,20.71,40084.7,40172.4,40189.5,39916.0,39881.5,40189.5,39881.5,-388.0,-0.96,42210.6,39881.5,-1956.3,-4.68,42210.6,37380.5,2827.1,7.63,42210.6,30947.5,8324.6,26.38,,
XTL,S&P/ASX 20,3102.2,3106.4,3095.9,3068.3,3059.3,3090.8,3055.0,-9.0,-0.29,3106.4,3059.3,-53.8,-1.73,3264.8,3059.3,-205.0,-6.28,3264.8,2885.8,192.7,6.72,3264.8,2396.0,622.5,25.55,49918.0,49985.1,49816.3,49503.2,49358.7,49985.1,49358.7,-734.0,-1.47,52533.4,49358.7,-2858.2,-5.47,52533.4,45563.7,4099.5,9.06,52533.4,36842.5,11888.3,31.73,,
XFL,S&P/ASX 50,5117.7,5125.4,5120.2,5072.2,5062.8,5107.0,5058.9,-9.4,-0.19,5125.4,5062.8,-73.0,-1.42,5368.0,5062.8,-290.9,-5.43,5368.0,4770.1,330.2,6.98,5368.0,4010.1,979.4,23.98,41809.7,41878.3,41835.8,41533.0,41455.9,41878.3,41455.9,-501.7,-1.20,43854.8,41455.9,-2068.1,-4.75,43854.8,38295.2,3464.2,9.12,43854.8,31334.8,9547.7,29.92,,
XTO,S&P/ASX 100,4115.7,4124.7,4124.5,4086.9,4081.0,4113.6,4078.4,-5.9,-0.14,4124.7,4081.0,-52.3,-1.27,4323.8,4081.0,-224.7,-5.22,4323.8,3855.7,260.3,6.81,4323.8,3260.5,757.7,22.80,10183.6,10207.1,10206.7,10133.1,10118.4,10207.1,10118.4,-108.8,-1.06,10697.4,10118.4,-487.3,-4.59,10697.4,9380.5,823.7,8.86,10697.4,7719.3,2251.1,28.61,,
XJO,S&P/ASX 200,4959.9,4970.7,4974.7,4930.7,4926.6,4962.9,4922.8,-4.1,-0.08,4974.7,4926.6,-56.9,-1.14,5221.0,4926.6,-264.6,-5.10,5221.0,4690.3,277.7,5.97,5221.0,3985.0,862.7,21.23,40286.7,40379.1,40412.2,40127.2,40093.7,40412.2,40093.7,-385.0,-0.95,42402.2,40093.7,-1890.1,-4.50,42402.2,37467.1,2959.2,7.97,42402.2,30989.0,8494.4,26.88,,
XKO,S&P/ASX 300,4915.8,4927.3,4932.5,4888.9,4885.6,4920.4,4881.5,-3.3,-0.07,4932.5,4885.6,-54.6,-1.11,5178.7,4885.6,-263.7,-5.12,5178.7,4669.1,259.3,5.61,5178.7,3977.4,828.7,20.43,39799.5,39897.4,39938.8,39656.9,39629.7,39938.8,39629.7,-367.6,-0.92,41922.4,39629.7,-1883.7,-4.54,41922.4,37184.2,2789.6,7.57,41922.4,30841.3,8175.6,25.99,,
XMD,S&P/ASX MidCap 50,4025.1,4058.0,4092.4,4063.8,4072.2,4093.3,4062.2,8.4,0.21,4092.4,4025.1,3.3,0.08,4310.8,4025.1,-141.1,-3.35,4310.8,3914.1,209.2,5.42,4310.8,3435.4,473.9,13.17,10302.3,10386.6,10474.7,10401.5,10423.0,10474.7,10302.3,8.6,0.08,11026.5,10302.3,-346.4,-3.22,11026.5,9898.6,653.7,6.69,11026.5,8495.1,1588.7,17.98,,
XSO,S&P/ASX Small Ords,2052.5,2061.5,2092.6,2082.0,2100.8,2101.0,2083.1,18.8,0.90,2100.8,2052.5,19.9,0.96,2253.6,2052.5,-85.4,-3.91,2414.5,2052.5,-179.9,-7.89,2414.5,2044.8,-88.9,-4.06,4956.7,4978.6,5053.6,5028.0,5073.5,5073.5,4956.7,48.0,0.96,5440.6,4956.7,-201.5,-3.82,5770.0,4956.7,-371.3,-6.82,5770.0,4798.2,-48.9,-0.96,,
