Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-06-01T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 27,May 28,May 29,May 30,May 31,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 27,May 28,May 29,May 30,May 31,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1576.2,1588.2,1616.8,1593.7,1591.4,1598.8,1588.5,-2.3,-0.14,1616.8,1576.2,-2.2,-0.13,1694.1,1576.2,-45.4,-2.77,1694.1,1364.5,247.6,18.42,1694.1,1195.0,362.8,29.53,11511.4,11599.3,11808.0,11639.8,11622.5,11808.0,11511.4,-15.9,-0.14,12372.8,11511.4,-331.8,-2.78,12372.8,9792.3,1978.3,20.51,12372.8,8383.2,3003.9,34.85,,
XSJ,Consumer Staples,9864.7,9885.3,9804.7,9724.1,9675.4,9784.5,9645.8,-48.7,-0.50,9885.3,9675.4,-245.3,-2.47,10565.1,9675.4,-958.9,-9.02,10661.7,8912.8,801.0,9.03,10661.7,7535.7,2069.0,27.20,77040.1,77201.1,76571.7,75942.1,75561.7,77201.1,75561.7,-1915.8,-2.47,82510.1,75561.7,-7488.8,-9.02,83265.0,68413.1,7443.3,10.93,83265.0,56353.6,18679.6,32.84,,
XEJ,Energy,13131.4,13130.9,13229.2,13257.8,13272.7,13366.0,13215.2,14.9,0.11,13272.7,13130.9,134.1,1.02,13430.2,12696.7,327.1,2.53,13702.8,11998.9,866.7,6.99,13702.8,11554.9,776.3,6.21,90944.1,90940.4,91621.1,91819.0,91922.6,91922.6,90940.4,928.9,1.02,93013.2,87933.3,2265.8,2.53,94901.2,83100.5,7096.0,8.37,94901.2,77918.0,7655.9,9.09,,
XFJ,Financials,5446.5,5463.9,5394.4,5350.9,5329.7,5401.9,5317.3,-21.2,-0.40,5463.9,5329.7,-125.6,-2.30,5838.8,5329.7,-521.7,-8.92,5851.4,4767.7,576.0,12.12,5851.4,3913.1,1349.2,33.89,52145.7,52312.3,51646.7,51439.3,51235.3,52312.3,51235.3,-994.0,-1.90,55686.0,51235.3,-4270.8,-7.69,55686.0,44797.5,6576.7,14.73,55686.0,35513.2,15110.7,41.83,,
XXJ,Financial-x-A-REIT,6287.5,6314.0,6221.0,6190.8,6152.7,6249.2,6137.7,-38.1,-0.62,6314.0,6152.7,-150.0,-2.38,6809.3,6152.7,-670.4,-9.83,6823.1,5485.5,700.8,12.85,6823.1,4433.9,1637.9,36.28,57834.3,58078.6,57223.1,57221.5,56869.7,58078.6,56869.7,-1104.8,-1.91,62001.4,56869.7,-5218.2,-8.40,62087.9,49449.4,7723.3,15.71,62087.9,38694.8,17469.4,44.34,,
XHJ,Health Care,12691.5,12742.4,13026.7,13001.7,12877.5,13008.3,12876.7,-124.2,-0.96,13026.7,12691.5,76.1,0.59,13404.4,12691.5,-70.3,-0.54,13404.4,11476.5,1244.9,10.70,13404.4,8927.9,3852.7,42.69,78586.1,78901.5,80661.7,80506.5,79737.5,80661.7,78586.1,471.0,0.59,83000.1,78586.1,-417.8,-0.52,83000.1,70340.0,8440.5,11.84,83000.1,53952.7,25199.1,46.20,,
XNJ,Industrials,3664.7,3684.8,3735.4,3717.2,3705.7,3749.8,3703.5,-11.5,-0.31,3735.4,3664.7,27.1,0.74,3909.7,3664.7,-164.4,-4.25,3970.5,3605.6,154.0,4.34,3970.5,3159.7,313.1,9.23,29490.4,29652.2,30059.7,29913.1,29820.9,30059.7,29490.4,218.7,0.74,31462.0,29490.4,-1322.9,-4.25,31601.8,28667.2,1582.7,5.60,31601.8,24610.7,3608.0,13.76,,
XIJ,Info Technology,710.9,720.9,730.2,726.4,723.6,728.7,717.2,-2.8,-0.39,730.2,710.9,7.5,1.05,734.7,664.9,44.6,6.57,734.7,611.4,127.0,21.28,734.7,483.9,229.6,46.49,4590.6,4654.8,4715.1,4690.4,4672.7,4715.1,4590.6,48.6,1.05,4744.0,4293.5,288.1,6.57,4744.0,3884.8,882.0,23.27,4744.0,3019.4,1590.5,51.60,,
XMJ,Materials,9244.9,9216.9,9447.0,9340.5,9450.1,9508.4,9409.3,109.6,1.17,9450.1,9216.9,65.3,0.70,9749.7,8955.7,216.9,2.35,11228.0,8679.5,-1150.8,-10.86,11228.0,8679.5,-176.7,-1.84,62334.5,62187.5,63740.3,63021.2,63760.8,63760.8,62187.5,482.7,0.76,65712.4,60360.9,1529.6,2.46,74792.0,58499.9,-6853.8,-9.71,74792.0,58499.9,664.3,1.05,,
XPJ,A-REIT,1078.5,1076.1,1073.8,1047.2,1055.2,1058.9,1047.2,8.0,0.76,1078.5,1047.2,-20.4,-1.89,1135.4,1047.2,-41.8,-3.81,1135.4,960.8,81.4,8.36,1135.4,850.4,194.2,22.55,28416.0,28353.6,28292.9,27591.5,27802.2,28416.0,27591.5,-537.3,-1.90,29914.8,27591.5,-1073.7,-3.72,29914.8,25044.0,2444.4,9.64,29914.8,21182.4,6355.8,29.64,,
XTJ,Telecommunications,1687.1,1694.2,1690.7,1643.0,1633.0,1643.3,1616.7,-10.0,-0.61,1694.2,1633.0,-42.1,-2.52,1773.8,1633.0,-83.7,-4.88,1773.8,1515.3,137.0,9.16,1773.8,1230.7,384.9,30.84,19204.6,19285.2,19245.6,18702.5,18588.2,19285.2,18588.2,-479.9,-2.52,20191.3,18588.2,-953.1,-4.88,20191.3,16745.5,2055.8,12.44,20191.3,13108.2,5294.9,39.83,,
XUJ,Utilities,5495.6,5478.2,5444.6,5392.7,5471.4,5484.2,5381.3,78.7,1.46,5495.6,5392.7,-65.2,-1.18,5770.1,5392.7,-289.5,-5.03,5815.8,5233.6,213.5,4.06,5815.8,4783.3,539.7,10.94,54848.3,54674.6,54339.0,53821.6,54606.4,54848.3,53821.6,-650.7,-1.18,57414.2,53821.6,-2716.7,-4.74,57869.0,51459.2,2908.7,5.63,57869.0,45707.4,8009.7,17.19,,
XMM,Metals & Mining,3043.7,3038.6,3119.2,3081.0,3118.8,3143.2,3109.2,37.8,1.23,3119.2,3038.6,23.4,0.75,3233.3,2937.8,84.3,2.78,3841.7,2856.6,-524.6,-14.40,3841.7,2856.6,-233.3,-6.96,4209.7,4202.6,4314.1,4261.3,4313.5,4314.1,4202.6,32.3,0.75,4471.8,4063.2,116.7,2.78,5249.3,3950.9,-664.8,-13.35,5249.3,3950.9,-201.8,-4.47,,
XGD,Gold,2893.4,2878.3,2887.4,2905.3,2953.4,3007.3,2910.7,48.0,1.65,2953.4,2878.3,-14.1,-0.48,3477.9,2870.3,-376.6,-11.31,5191.8,2870.3,-1945.3,-39.71,6250.3,2870.3,-2143.3,-42.05,3348.2,3330.7,3341.3,3362.1,3417.6,3417.6,3330.7,-16.2,-0.47,4024.5,3321.3,-435.7,-11.31,5987.1,3321.3,-2231.5,-39.50,7201.8,3321.3,-2422.1,-41.48,,
XJR,S&P/ASX 200 Res,3871.6,3866.8,3948.7,3916.9,3952.6,3979.3,3942.8,35.7,0.91,3952.6,3866.8,34.0,0.87,4053.9,3731.9,114.0,2.97,4567.3,3596.0,-358.0,-8.31,4567.3,3596.0,-84.1,-2.08,20045.2,20020.4,20444.5,20280.0,20464.9,20464.9,20020.4,176.3,0.87,20989.2,19322.3,590.2,2.97,23355.8,18618.4,-1578.2,-7.16,23355.8,18618.4,115.3,0.57,,
,
