Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-12-28T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 19,Dec 20,Dec 23,Dec 24,Dec 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 19,Dec 20,Dec 23,Dec 24,Dec 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5202.0,5261.5,5291.5,5325.4,5323.8,5362.5,5320.0,-1.6,-0.03,5325.4,5202.0,224.5,4.40,5326.6,5069.2,-1.1,-0.02,5437.3,4633.5,659.2,14.13,5437.3,4633.5,638.5,13.63,42530.8,43017.8,43338.5,43616.3,43605.1,43616.3,42530.8,1914.3,4.59,43616.3,41443.6,76.5,0.18,44191.5,37020.3,6962.5,19.00,44191.5,36642.6,6800.1,18.48,,
XAF,All Australian 50,5313.7,5379.1,5404.7,5434.6,5433.6,5473.7,5428.1,-1.0,-0.02,5434.6,5313.7,226.4,4.35,5456.7,5174.5,-21.6,-0.40,5561.2,4733.5,735.9,15.66,5561.2,4733.5,714.0,15.13,44597.4,45146.2,45432.3,45683.8,45675.3,45683.8,44597.4,1971.4,4.51,45797.3,43428.7,-109.5,-0.24,46381.3,38052.6,7913.1,20.96,46381.3,37762.2,7737.1,20.39,,
XAT,All Australian 200,5156.6,5218.8,5245.8,5280.3,5276.6,5317.4,5272.2,-3.7,-0.07,5280.3,5156.6,224.9,4.45,5290.3,5019.9,-12.9,-0.24,5399.5,4619.6,645.3,13.93,5399.5,4619.6,623.0,13.39,43010.8,43529.4,43832.2,44120.2,44092.0,44120.2,43010.8,1956.8,4.64,44120.8,41869.0,-21.6,-0.05,44742.6,37380.5,7037.6,18.99,44742.6,37054.4,6859.2,18.42,,
XTL,S&P/ASX 20,3278.9,3320.6,3341.5,3360.3,3362.4,3386.6,3358.0,2.1,0.06,3362.4,3278.9,149.3,4.65,3371.7,3193.5,-7.3,-0.22,3445.1,2885.8,495.8,17.30,3445.1,2885.8,482.6,16.76,54138.8,54827.0,55172.7,55482.9,55518.3,55518.3,54138.8,2465.3,4.65,55672.0,52728.6,-120.0,-0.22,56458.8,45563.7,10259.0,22.67,56458.8,45259.3,10049.7,22.10,,
XFL,S&P/ASX 50,5380.1,5447.0,5472.7,5502.9,5502.9,5543.3,5497.5,0.0,0.00,5502.9,5380.1,231.0,4.38,5522.4,5237.6,-17.8,-0.32,5628.4,4770.1,770.3,16.28,5628.4,4770.1,748.2,15.74,45081.0,45641.1,45928.2,46181.6,46181.3,46181.6,45081.0,2007.5,4.54,46272.5,43886.4,-77.7,-0.17,46862.3,38295.2,8189.6,21.56,46862.3,37991.7,8012.5,20.99,,
XTO,S&P/ASX 100,4324.1,4376.5,4397.6,4425.3,4423.2,4456.7,4419.4,-2.1,-0.05,4425.3,4324.1,187.4,4.42,4434.9,4206.2,-9.7,-0.22,4513.5,3855.7,602.5,15.77,4513.5,3855.7,584.2,15.22,10969.9,11102.8,11175.0,11245.3,11240.7,11245.3,10969.9,494.9,4.61,11249.5,10670.3,-3.8,-0.03,11384.6,9380.5,1945.9,20.94,11384.6,9294.8,1901.4,20.36,,
XJO,S&P/ASX 200,5202.2,5265.2,5291.9,5327.2,5324.1,5365.3,5319.7,-3.1,-0.06,5327.2,5202.2,228.0,4.47,5334.3,5062.5,-8.8,-0.16,5441.4,4656.0,675.2,14.52,5441.4,4656.0,652.8,13.97,43306.3,43830.6,44129.8,44424.1,44400.3,44424.1,43306.3,1977.8,4.66,44424.1,42141.4,12.1,0.03,45009.1,37467.1,7265.8,19.57,45009.1,37134.5,7087.3,18.99,,
XVI,S&P/ASX 200 VIX,12.167,10.782,11.159,10.689,11.403,11.431,10.901,0.714,6.68,12.167,10.689,-2.819,-19.82,18.218,10.689,-1.382,-10.81,21.700,10.689,-4637.547,-99.75,21.700,10.689,-4659.896,-99.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5154.5,5215.8,5243.7,5278.4,5275.8,5316.0,5271.6,-2.6,-0.05,5278.4,5154.5,225.4,4.46,5284.1,5017.5,-6.9,-0.13,5395.3,4613.2,649.5,14.04,5395.3,4613.2,627.8,13.51,42762.9,43271.4,43578.3,43867.0,43847.7,43867.0,42762.9,1948.7,4.65,43867.0,41624.4,27.5,0.06,44475.2,37184.2,7007.7,19.02,44475.2,36840.0,6834.9,18.47,,
XMD,S&P/ASX MidCap 50,4204.7,4244.8,4268.7,4324.3,4304.8,4355.3,4303.0,-19.5,-0.45,4324.3,4204.7,196.9,4.79,4324.3,4061.8,29.3,0.68,4326.4,3799.1,441.8,11.44,4326.4,3799.1,419.0,10.78,10998.4,11103.3,11195.2,11340.9,11297.0,11340.9,10998.4,551.8,5.14,11340.9,10621.3,126.6,1.13,11340.9,9756.1,1527.6,15.64,11340.9,9756.1,1470.0,14.96,,
