Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-12-08T23:15:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1317.2,1311.6,1318.3,1307.0,1316.2,1317.3,1306.7,9.2,0.70,1318.3,1307.0,0.4,0.03,1318.3,1248.2,58.6,4.66,1318.3,1179.0,143.5,12.24,1318.3,1165.7,81.6,6.61,9447.3,9407.2,9455.0,9374.1,9439.8,9455.0,9374.1,5.0,0.05,9455.0,8949.8,422.5,4.69,9455.0,8076.6,1406.3,17.51,9455.0,7985.3,987.3,11.68,,
XSJ,Consumer Staples,8832.2,8789.8,8816.7,8813.7,8890.3,8900.3,8797.2,76.6,0.87,8890.3,8789.8,119.6,1.36,8890.3,8384.7,350.8,4.11,8890.3,7241.1,1557.2,21.24,8890.3,7241.1,1266.3,16.61,67724.0,67399.1,67605.4,67582.1,68169.4,68169.4,67399.1,916.7,1.36,68169.4,64261.5,2721.7,4.16,68169.4,52987.4,14508.5,27.04,68169.4,52987.4,12380.0,22.19,,
XEJ,Energy,12282.8,12207.4,12252.0,12124.6,12194.0,12194.0,12125.4,69.4,0.57,12282.8,12124.6,-32.1,-0.26,12386.3,11726.6,-322.0,-2.57,14705.5,11554.9,-549.2,-4.31,14705.5,11554.9,-1225.3,-9.13,83984.4,83468.8,83773.9,82903.0,83377.0,83984.4,82903.0,-219.5,-0.26,85578.7,80181.3,-2201.7,-2.57,98057.5,77918.0,-1595.9,-1.88,98057.5,77918.0,-6103.8,-6.82,,
XFJ,Financials,4654.4,4631.4,4655.4,4638.6,4689.9,4695.2,4641.9,51.3,1.11,4689.9,4631.4,76.3,1.65,4689.9,4474.2,21.4,0.46,4721.5,3913.1,783.9,20.07,4721.5,3901.4,677.1,16.87,43614.4,43399.0,43624.1,43466.1,43947.1,43947.1,43399.0,714.5,1.65,43947.1,41925.5,855.5,1.99,43947.1,34730.9,9496.2,27.56,43947.1,34318.9,8648.3,24.50,,
XXJ,Financial-x-A-REIT,5321.7,5296.6,5326.2,5311.8,5363.3,5366.9,5315.9,51.5,0.97,5363.3,5296.6,90.0,1.71,5363.3,5094.2,30.2,0.57,5420.3,4433.9,857.9,19.04,5420.3,4433.9,742.6,16.07,47972.8,47746.7,48013.3,47883.1,48347.8,48347.8,47746.7,811.2,1.71,48347.8,45922.1,1133.5,2.40,48347.8,38178.9,10237.8,26.86,48347.8,37844.1,9263.9,23.70,,
XHJ,Health Care,11455.3,11475.3,11402.6,11455.9,11665.7,11681.7,11456.7,209.8,1.83,11665.7,11402.6,334.0,2.95,11665.7,10565.5,957.0,8.94,11665.7,7756.1,3678.1,46.05,11665.7,7756.1,3713.7,46.70,70210.4,70332.7,69887.6,70214.0,71500.1,71500.1,69887.6,2047.6,2.95,71500.1,64756.4,5884.6,8.97,71500.1,46279.9,23838.5,50.02,71500.1,46279.9,24051.0,50.69,,
XNJ,Industrials,3382.3,3354.2,3364.5,3354.9,3398.7,3400.6,3365.4,43.8,1.31,3398.7,3354.2,22.6,0.67,3398.7,3234.0,49.6,1.48,3815.2,3159.7,60.9,1.83,3815.2,3159.7,-56.7,-1.64,26744.9,26522.4,26604.1,26528.4,26874.6,26874.6,26522.4,178.3,0.67,26874.6,25541.2,424.5,1.60,29446.6,24610.7,1374.4,5.39,29446.6,24610.7,625.6,2.38,,
XIJ,Info Technology,593.1,590.9,588.0,585.8,587.7,590.0,584.8,1.9,0.32,593.1,585.8,-4.4,-0.74,595.5,571.0,-5.4,-0.92,610.5,482.8,89.2,17.89,610.5,482.8,89.3,17.92,3768.5,3754.4,3735.7,3722.1,3733.7,3768.5,3722.1,-28.0,-0.74,3783.6,3628.0,-34.7,-0.92,3878.4,2950.6,687.0,22.55,3878.4,2950.6,687.9,22.58,,
XMJ,Materials,10107.7,10009.7,10029.0,10030.8,10105.9,10123.1,10068.7,75.1,0.75,10107.7,10009.7,-2.2,-0.02,10246.7,9703.4,-236.6,-2.29,11833.2,8986.0,-386.7,-3.69,11833.2,8986.0,-1047.1,-9.39,67323.9,66670.7,66799.6,66811.4,67311.9,67323.9,66670.7,-14.4,-0.02,68765.6,64567.2,-1453.7,-2.11,76582.8,58941.4,-594.9,-0.88,76582.8,58941.4,-4864.0,-6.74,,
XPJ,A-REIT,968.2,962.4,965.5,957.6,974.7,980.6,958.0,17.1,1.79,974.7,957.6,13.3,1.38,974.7,945.5,-0.6,-0.06,978.1,785.8,197.2,25.36,978.1,777.5,168.7,20.93,24828.1,24677.8,24757.0,24554.6,24994.5,24994.5,24554.6,341.4,1.38,25008.7,24245.6,-14.2,-0.06,25080.3,19271.5,5926.4,31.08,25080.3,19068.1,5545.3,28.51,,
XTJ,Telecommunications,1486.5,1475.8,1490.0,1486.7,1490.6,1497.3,1486.7,3.9,0.26,1490.6,1475.8,17.9,1.22,1490.6,1403.8,73.1,5.15,1490.6,1101.4,355.1,31.27,1490.6,1101.4,386.5,35.00,16424.5,16306.0,16463.9,16426.6,16470.1,16470.1,16306.0,198.3,1.22,16470.1,15511.1,807.4,5.15,16470.1,11476.1,4850.7,41.75,16470.1,11278.9,5176.3,45.83,,
XUJ,Utilities,5082.5,5014.7,5044.2,5083.9,5085.8,5110.7,5072.9,1.9,0.04,5085.8,5014.7,-13.7,-0.27,5099.5,4865.3,91.6,1.83,5119.5,4527.2,541.4,11.91,5119.5,4514.1,584.5,12.98,49411.7,48752.7,49039.6,49424.9,49443.4,49443.4,48752.7,-133.3,-0.27,49576.7,47142.4,1052.3,2.17,49576.7,42294.1,7260.9,17.21,49576.7,41466.6,8139.6,19.71,,
XMM,Metals & Mining,3460.5,3425.4,3431.4,3432.0,3457.4,3466.2,3445.4,25.4,0.74,3460.5,3425.4,-10.7,-0.31,3529.9,3333.4,-108.5,-3.04,4252.2,3071.9,-264.3,-7.10,4252.2,3071.9,-526.0,-13.20,4728.4,4680.5,4688.7,4689.4,4724.2,4728.4,4680.5,-14.7,-0.31,4871.7,4554.8,-147.6,-3.03,5661.9,4138.3,-231.2,-4.67,5661.9,4138.3,-579.7,-10.93,,
XGD,Gold,5406.2,5298.5,5242.1,5171.5,5210.1,5279.7,5172.7,38.6,0.75,5406.2,5171.5,-261.3,-4.78,5746.3,5171.5,-551.4,-9.57,7178.9,4550.0,-823.9,-13.65,7178.9,4550.0,-1613.0,-23.64,6234.4,6110.2,6045.2,5963.8,6008.3,6234.4,5963.8,-301.3,-4.78,6644.0,5963.8,-635.7,-9.57,8202.2,5214.8,-885.5,-12.84,8202.2,5214.8,-1787.1,-22.92,,
XJR,S&P/ASX 200 Res,4134.8,4098.4,4108.0,4098.6,4126.8,4133.0,4110.6,28.2,0.69,4134.8,4098.4,-9.2,-0.22,4198.4,3969.5,-115.1,-2.71,4925.8,3728.7,-242.5,-5.55,4925.8,3728.7,-526.6,-11.32,21144.1,20957.7,21006.9,20958.9,21103.2,21144.1,20957.7,-47.1,-0.22,21689.6,20298.5,-586.4,-2.70,24542.0,18796.9,-665.9,-3.06,24542.0,18796.9,-2081.6,-8.98,,
,
