Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-05-24T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 19,May 20,May 21,May 22,May 23,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 19,May 20,May 21,May 22,May 23,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5390.3,5401.7,5403.9,5458.1,5470.3,5484.3,5458.1,12.2,0.22,5470.3,5390.3,11.4,0.21,5516.1,5390.3,-31.9,-0.58,5516.1,5088.7,117.2,2.19,5516.1,5088.7,506.0,10.19,44959.8,45057.0,45075.0,45527.8,45628.8,45628.8,44959.8,96.7,0.21,45792.2,44959.8,-17.7,-0.04,45792.2,41681.2,1783.8,4.07,45792.2,37129.1,5995.0,15.13,,
XAF,All Australian 50,5519.8,5528.5,5536.7,5589.6,5605.1,5619.8,5589.6,15.5,0.28,5605.1,5519.8,14.8,0.26,5650.1,5519.8,-20.5,-0.36,5650.1,5175.5,147.3,2.70,5650.1,5175.5,523.4,10.30,47343.1,47419.9,47490.3,47944.3,48076.9,48076.9,47343.1,129.2,0.27,48201.0,47246.3,160.6,0.34,48201.0,43505.3,2198.5,4.79,48201.0,39049.4,6500.0,15.63,,
XAT,All Australian 200,5367.5,5378.5,5382.7,5437.4,5450.4,5464.9,5437.4,13.0,0.24,5450.4,5367.5,13.2,0.24,5493.5,5367.5,-24.7,-0.45,5493.5,5028.8,145.7,2.75,5493.5,5028.8,501.2,10.13,45710.3,45805.9,45841.8,46307.4,46418.3,46418.3,45710.3,114.4,0.25,46566.2,45658.2,69.6,0.15,46566.2,42022.3,2090.9,4.72,46566.2,37733.6,6148.9,15.27,,
XTL,S&P/ASX 20,3420.5,3425.4,3430.6,3463.2,3475.5,3484.4,3463.2,12.3,0.36,3475.5,3420.5,11.1,0.32,3508.1,3420.5,-19.7,-0.56,3508.1,3184.2,97.1,2.87,3508.1,3184.2,362.4,11.64,57745.1,57827.1,57915.2,58465.7,58672.6,58672.6,57745.1,187.5,0.32,58789.3,57526.6,168.5,0.29,58789.3,52576.0,2889.9,5.18,58789.3,47032.2,8579.8,17.13,,
XFL,S&P/ASX 50,5583.7,5592.4,5601.1,5654.9,5670.6,5685.7,5654.9,15.7,0.28,5670.6,5583.7,15.5,0.27,5715.6,5583.7,-20.4,-0.36,5715.6,5238.2,143.7,2.60,5715.6,5238.2,534.8,10.41,47806.5,47883.3,47957.7,48418.6,48553.0,48553.0,47806.5,135.7,0.28,48671.7,47708.6,164.8,0.34,48671.7,43959.9,2170.1,4.68,48671.7,39422.6,6595.4,15.72,,
XTO,S&P/ASX 100,4499.3,4508.9,4514.1,4559.1,4570.9,4583.0,4559.1,11.8,0.26,4570.9,4499.3,13.9,0.31,4605.4,4499.3,-16.9,-0.37,4605.4,4210.6,125.7,2.83,4605.4,4210.6,437.6,10.59,11657.0,11682.5,11696.1,11812.7,11843.2,11843.2,11657.0,36.6,0.31,11872.2,11644.6,32.6,0.28,11872.2,10700.4,546.4,4.84,11872.2,9607.8,1615.9,15.80,,
XJO,S&P/ASX 200,5409.0,5420.4,5424.6,5479.9,5492.8,5507.4,5479.9,12.9,0.24,5492.8,5409.0,13.8,0.25,5536.1,5409.0,-25.0,-0.45,5536.1,5070.3,140.6,2.63,5536.1,5070.3,509.3,10.22,45969.8,46068.5,46104.3,46574.9,46684.1,46684.1,45969.8,118.8,0.26,46834.9,45927.5,70.3,0.15,46834.9,42284.9,2049.0,4.59,46834.9,37962.9,6205.4,15.33,,
XVI,S&P/ASX 200 VIX,13.005,12.528,12.702,11.788,11.341,11.708,11.247,-0.447,-3.79,13.005,11.341,-0.166,-1.44,13.200,11.016,-0.046,-0.40,18.372,0.147,-0.221,-1.91,21.700,0.147,-5.859,-34.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5350.5,5361.0,5364.8,5419.2,5431.9,5446.1,5419.2,12.7,0.23,5431.9,5350.5,12.4,0.23,5476.4,5350.5,-27.0,-0.50,5476.4,5027.6,127.1,2.40,5476.4,5027.6,491.7,9.95,45308.9,45399.8,45431.6,45892.5,46000.1,46000.1,45308.9,107.2,0.23,46154.8,45286.2,45.2,0.10,46154.8,41785.8,1911.3,4.34,46154.8,37491.8,6002.8,15.01,,
XMD,S&P/ASX MidCap 50,4471.3,4504.1,4493.9,4552.9,4556.9,4569.6,4551.7,4.0,0.09,4556.9,4471.3,26.3,0.58,4597.1,4471.3,-20.4,-0.44,4613.1,4099.4,207.4,4.77,4613.1,4099.4,488.0,11.99,11890.0,11977.2,11950.0,12107.0,12117.5,12117.5,11890.0,69.8,0.58,12215.6,11890.0,-35.0,-0.29,12215.6,10758.1,703.1,6.16,12215.6,9756.1,1703.0,16.35,,
XSO,S&P/ASX Small Ords,2126.0,2125.8,2115.5,2141.5,2140.4,2145.9,2139.4,-1.1,-0.05,2141.5,2115.5,-14.6,-0.68,2192.3,2115.5,-43.4,-1.99,2277.1,2092.8,-53.2,-2.43,2277.1,2092.8,59.5,2.86,5297.5,5297.1,5271.4,5336.2,5333.4,5336.2,5271.4,-36.4,-0.68,5462.5,5271.4,-107.8,-1.98,5645.9,5156.7,-70.0,-1.30,5645.9,4574.9,307.9,6.13,,
XDJ,Consumer Discretionary,1779.8,1788.2,1781.6,1800.1,1796.5,1806.0,1794.6,-3.6,-0.20,1800.1,1779.8,-9.5,-0.53,1859.8,1779.8,-59.8,-3.22,1913.4,1715.0,-34.6,-1.89,1913.4,1715.0,202.9,12.74,13414.9,13478.1,13428.3,13567.6,13540.6,13567.6,13414.9,-71.5,-0.53,14017.9,13414.9,-450.6,-3.22,14336.1,12735.0,-56.7,-0.42,14336.1,10960.6,1902.2,16.34,,
XSJ,Consumer Staples,10022.7,10102.0,10155.1,10223.9,10242.1,10282.9,10216.0,18.2,0.18,10242.1,10022.7,130.9,1.29,10316.1,9960.4,11.2,0.11,10316.1,9567.9,226.1,2.26,10316.1,9567.9,321.4,3.24,81742.3,82388.5,82821.5,83383.2,83531.7,83531.7,81742.3,1067.9,1.30,84134.8,81233.7,92.0,0.11,84134.8,76594.5,3349.8,4.18,84134.8,71737.8,6054.2,7.81,,
XEJ,Energy,14165.1,14115.8,14180.5,14369.0,14388.1,14388.1,14273.6,19.1,0.13,14388.1,14115.8,-32.7,-0.23,14464.2,14011.9,224.6,1.59,14464.2,13017.6,765.2,5.62,14464.2,13017.6,1249.5,9.51,101214.3,100862.1,101324.4,102671.1,102807.4,102807.4,100862.1,-234.1,-0.23,103351.5,100119.4,1604.8,1.59,103351.5,91514.2,7037.4,7.35,103351.5,84450.3,11813.7,12.98,,
XFJ,Financials,6011.6,6022.3,6034.7,6085.3,6117.8,6134.8,6085.3,32.5,0.53,6117.8,6011.6,39.1,0.64,6215.0,6011.6,-57.8,-0.94,6215.0,5503.9,242.1,4.12,6215.0,5503.9,662.5,12.14,60893.8,61001.8,61127.9,61640.0,61969.1,61969.1,60893.8,395.6,0.64,62140.3,60671.8,234.4,0.38,62140.3,54492.0,3799.0,6.53,62140.3,49323.3,9739.7,18.65,,
XXJ,Financial-x-A-REIT,7088.1,7104.4,7120.0,7183.8,7222.2,7241.9,7183.8,38.4,0.53,7222.2,7088.1,49.0,0.68,7363.2,7088.1,-101.5,-1.39,7363.2,6467.5,240.6,3.45,7363.2,6467.5,919.5,14.59,68959.4,69118.3,69270.3,69890.7,70264.2,70264.2,68959.4,476.9,0.68,70561.9,68755.7,95.5,0.14,70561.9,61376.9,4008.1,6.05,70561.9,54895.6,12289.7,21.20,,
XHJ,Health Care,14327.9,14286.4,14317.2,14568.1,14591.3,14661.6,14555.9,23.2,0.16,14591.3,14286.4,126.6,0.88,14639.0,14158.8,342.1,2.40,14937.8,13849.2,224.0,1.56,14937.8,13849.2,1789.9,13.98,90726.8,90464.0,90659.1,92248.1,92394.7,92394.7,90464.0,801.6,0.88,92666.6,89626.9,2195.5,2.43,94445.0,86829.4,2347.9,2.61,94445.0,76975.9,13128.2,16.56,,
XNJ,Industrials,4093.0,4087.8,4076.4,4112.2,4117.3,4132.2,4109.6,5.1,0.12,4117.3,4076.4,-45.9,-1.10,4177.9,4057.5,32.2,0.79,4177.9,3771.2,148.4,3.74,4177.9,3771.2,438.7,11.93,34220.9,34177.3,34081.5,34381.2,34423.5,34423.5,34081.5,-383.9,-1.10,34930.4,33923.7,269.2,0.79,34930.4,31167.8,1622.0,4.94,34930.4,28042.2,4821.3,16.29,,
XIJ,Info Technology,788.2,781.3,774.4,786.5,786.9,793.0,784.3,0.4,0.05,788.2,774.4,-14.9,-1.86,805.3,774.4,-8.2,-1.04,813.5,702.5,45.4,6.13,813.5,702.5,70.8,9.89,5227.5,5182.0,5135.9,5216.4,5218.9,5227.5,5135.9,-99.3,-1.87,5340.8,5135.9,-54.9,-1.04,5395.4,4603.8,359.7,7.40,5395.4,4277.0,594.8,12.86,,
