Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-08-17T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5093.8,5141.6,5141.0,5136.7,5100.1,5136.7,5087.8,-36.6,-0.71,5141.6,5093.8,61.3,1.22,5141.6,4959.4,131.5,2.65,5202.5,4633.5,435.5,9.34,5202.5,4297.7,706.3,16.07,40851.6,41235.7,41246.9,41215.1,40921.6,41246.9,40851.6,511.3,1.27,41246.9,39747.9,1099.8,2.76,41528.7,37020.3,4279.0,11.68,41528.7,33371.0,7175.9,21.26,,
XAF,All Australian 50,5217.7,5261.9,5264.2,5261.4,5218.3,5261.4,5206.0,-43.1,-0.82,5264.2,5217.7,51.2,0.99,5264.2,5067.3,134.2,2.64,5314.5,4733.5,520.6,11.08,5314.5,4328.2,816.6,18.55,42885.5,43248.4,43284.3,43264.1,42909.9,43284.3,42885.5,440.8,1.04,43284.3,41616.6,1155.8,2.77,43481.5,38052.6,5147.8,13.63,43481.5,34391.4,8374.6,24.25,,
XAT,All Australian 200,5065.9,5114.9,5114.8,5110.4,5072.2,5110.4,5059.4,-38.2,-0.75,5114.9,5065.9,61.0,1.22,5114.9,4934.0,124.3,2.51,5188.4,4619.6,440.9,9.52,5188.4,4261.1,717.0,16.46,41414.4,41815.8,41832.9,41799.5,41487.2,41832.9,41414.4,520.2,1.27,41832.9,40309.3,1064.4,2.63,42210.6,37380.5,4432.9,11.96,42210.6,33696.8,7449.7,21.89,,
XTL,S&P/ASX 20,3225.7,3254.3,3256.8,3257.8,3228.1,3257.8,3221.2,-29.7,-0.91,3257.8,3225.7,34.3,1.07,3257.8,3115.1,103.8,3.32,3264.8,2885.8,361.5,12.61,3264.8,2631.5,552.0,20.63,52074.7,52536.4,52601.0,52617.4,52137.0,52617.4,52074.7,576.6,1.12,52617.4,50259.4,1729.2,3.43,52617.4,45563.7,6877.7,15.20,52617.4,41067.4,10938.0,26.55,,
XFL,S&P/ASX 50,5281.8,5326.2,5328.8,5325.0,5281.4,5325.0,5269.0,-43.6,-0.82,5328.8,5281.4,50.2,0.96,5328.8,5125.9,139.0,2.70,5368.0,4770.1,548.8,11.60,5368.0,4365.3,843.2,19.00,43347.3,43711.8,43749.4,43722.1,43364.0,43749.4,43347.3,432.0,1.01,43749.4,42035.4,1193.6,2.83,43854.8,38295.2,5372.3,14.14,43854.8,34640.3,8585.5,24.69,,
XTO,S&P/ASX 100,4236.0,4274.6,4274.2,4270.4,4236.2,4270.4,4226.3,-34.2,-0.80,4274.6,4236.0,42.2,1.01,4274.6,4120.3,102.8,2.49,4323.8,3855.7,415.5,10.87,4323.8,3515.9,651.2,18.17,10531.2,10626.9,10630.9,10622.2,10536.9,10630.9,10531.2,110.2,1.06,10630.9,10236.1,268.2,2.61,10697.4,9380.5,1242.2,13.36,10697.4,8455.1,2020.2,23.72,,
XJO,S&P/ASX 200,5108.7,5157.7,5157.4,5152.4,5113.9,5152.4,5101.3,-38.5,-0.75,5157.7,5108.7,58.7,1.16,5157.7,4972.1,127.9,2.56,5221.0,4656.0,464.9,10.00,5221.0,4278.8,743.8,17.02,41689.8,42090.6,42106.6,42068.1,41753.7,42106.6,41689.8,500.3,1.21,42106.6,40547.9,1092.3,2.69,42402.2,37467.1,4619.1,12.44,42402.2,33782.7,7650.4,22.43,,
XKO,S&P/ASX 300,5065.4,5114.3,5113.8,5109.5,5072.2,5109.5,5059.5,-37.3,-0.73,5114.3,5065.4,60.2,1.20,5114.3,4930.6,129.0,2.61,5178.7,4613.2,445.9,9.64,5178.7,4264.0,715.7,16.43,41202.3,41600.4,41614.0,41581.7,41278.3,41614.0,41202.3,511.1,1.25,41614.0,40079.3,1096.7,2.73,41922.4,37184.2,4438.3,12.05,41922.4,33565.6,7379.3,21.77,,
XMD,S&P/ASX MidCap 50,4043.0,4104.6,4083.9,4073.4,4046.8,4073.4,4032.3,-26.6,-0.65,4104.6,4043.0,56.1,1.40,4104.6,3947.1,23.1,0.57,4310.8,3799.1,183.8,4.76,4310.8,3482.0,404.8,11.11,10413.9,10572.6,10530.3,10503.0,10434.5,10572.6,10413.9,155.3,1.51,10572.6,10166.9,70.4,0.68,11026.5,9756.1,665.2,6.81,11026.5,8705.7,1406.8,15.58,,
XSO,S&P/ASX Small Ords,2146.9,2183.2,2182.2,2181.8,2186.3,2187.0,2174.8,4.5,0.21,2186.3,2146.9,79.7,3.78,2186.3,2094.5,87.9,4.19,2414.5,1888.4,-94.4,-4.14,2414.5,1888.4,-50.8,-2.27,5204.4,5293.3,5292.0,5291.0,5301.8,5301.8,5204.4,195.8,3.83,5301.8,5076.7,216.0,4.25,5770.0,4574.9,-143.1,-2.63,5770.0,4574.9,46.4,0.88,,
