Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-08-17T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1693.4,1701.6,1719.1,1705.1,1704.8,1706.3,1694.6,-0.3,-0.02,1719.1,1693.4,24.3,1.45,1719.1,1638.3,55.0,3.34,1719.1,1364.5,361.0,26.86,1719.1,1241.2,425.2,33.23,12384.4,12444.7,12590.3,12488.1,12485.7,12590.3,12384.4,195.8,1.59,12590.3,11981.2,420.3,3.48,12590.3,9792.3,2841.4,29.46,12590.3,8884.5,3473.3,38.54,,
XSJ,Consumer Staples,9746.9,9848.8,9939.9,9820.0,9695.7,9823.5,9636.8,-124.3,-1.27,9939.9,9695.7,-5.2,-0.05,9939.9,9596.1,83.4,0.87,10661.7,8912.8,821.3,9.25,10661.7,8384.7,1177.5,13.82,76258.0,77055.4,77768.5,76829.7,75857.6,77768.5,75857.6,-40.4,-0.05,77768.5,75078.1,652.2,0.87,83265.0,68413.1,7739.3,11.36,83265.0,63945.6,12036.0,18.86,,
XEJ,Energy,13270.7,13403.9,13388.2,13350.5,13464.4,13508.4,13286.1,113.9,0.85,13464.4,13270.7,297.6,2.26,13658.5,13155.5,51.2,0.38,13702.8,11998.9,1058.4,8.53,13702.8,11726.6,521.4,4.03,91908.6,92830.9,92722.3,92461.0,93249.8,93249.8,91908.6,2060.9,2.26,94594.6,91110.7,354.7,0.38,94901.2,83100.5,8423.2,9.93,94901.2,80181.3,5972.0,6.84,,
XFJ,Financials,5587.7,5635.0,5645.6,5660.2,5600.6,5660.2,5582.8,-59.6,-1.05,5660.2,5587.7,50.5,0.91,5660.2,5461.3,101.8,1.85,5851.4,4767.7,846.9,17.82,5851.4,4424.4,1104.3,24.56,53933.2,54389.1,54491.6,54640.2,54064.8,54640.2,53933.2,494.7,0.92,54640.2,52635.5,1068.0,2.02,55686.0,44797.5,9406.2,21.06,55686.0,40808.7,13063.0,31.86,,
XXJ,Financial-x-A-REIT,6539.9,6606.9,6632.3,6650.6,6576.4,6650.6,6551.2,-74.2,-1.12,6650.6,6539.9,89.1,1.37,6650.6,6364.5,161.7,2.52,6823.1,5485.5,1124.5,20.63,6823.1,5047.7,1419.6,27.53,60448.5,61067.5,61303.1,61472.0,60785.7,61472.0,60448.5,822.9,1.37,61472.0,58827.6,1494.3,2.52,62087.9,49449.4,11639.3,23.68,62087.9,44657.3,15781.3,35.07,,
XHJ,Health Care,13482.3,13871.6,13604.1,13313.3,13215.8,13342.2,13169.3,-97.5,-0.73,13871.6,13215.8,-361.4,-2.66,13871.6,13215.8,-375.7,-2.76,13871.6,11476.5,1583.2,13.61,13871.6,9783.1,3633.9,37.92,83482.4,85893.5,84266.2,82464.5,81860.9,85893.5,81860.9,-2209.5,-2.63,85893.5,81860.9,-2297.9,-2.73,85893.5,70340.0,10563.9,14.82,85893.5,59120.9,23955.8,41.37,,
XNJ,Industrials,3692.8,3760.9,3749.2,3741.7,3740.8,3743.8,3721.3,-0.9,-0.02,3760.9,3692.8,109.5,3.02,3760.9,3628.5,29.1,0.78,3970.5,3461.4,189.1,5.32,3970.5,3231.0,375.5,11.16,29916.4,30468.7,30391.2,30330.3,30323.1,30468.7,29916.4,905.1,3.08,30468.7,29395.6,253.5,0.84,31601.8,28042.2,2084.9,7.38,31601.8,25274.6,4096.6,15.62,,
XIJ,Info Technology,705.1,713.8,699.6,712.2,707.9,712.2,702.4,-4.3,-0.60,713.8,699.6,10.4,1.48,713.8,668.5,9.5,1.36,734.7,611.4,111.3,18.65,734.7,566.7,136.7,23.93,4553.2,4618.1,4526.0,4607.2,4579.3,4618.1,4526.0,75.1,1.67,4618.1,4316.8,69.4,1.54,4744.0,3884.8,788.6,20.80,4744.0,3577.0,976.9,27.12,,
XMJ,Materials,9796.9,9881.3,9837.9,9884.7,9787.6,9884.7,9748.4,-97.1,-0.98,9884.7,9787.6,268.9,2.82,9884.7,9082.7,731.4,8.08,11228.0,8283.8,-813.3,-7.67,11228.0,8283.8,29.4,0.30,66125.1,66694.6,66520.8,66837.1,66180.9,66837.1,66125.1,1936.4,3.01,66837.1,61122.4,5058.4,8.28,74792.0,55909.5,-4433.7,-6.28,74792.0,55909.5,2087.9,3.26,,
XPJ,A-REIT,1026.0,1024.1,1014.3,1015.9,1009.0,1015.9,1007.5,-6.9,-0.68,1026.0,1009.0,-17.7,-1.73,1046.7,1008.2,-19.7,-1.91,1135.4,960.8,35.2,3.61,1135.4,911.9,88.2,9.58,27745.4,27695.8,27430.5,27501.0,27313.9,27745.4,27313.9,-451.9,-1.63,28028.1,26996.9,-232.4,-0.84,29914.8,25044.0,1956.1,7.71,29914.8,23360.4,3726.6,15.80,,
XTJ,Telecommunications,1762.4,1766.9,1767.2,1760.3,1760.3,1763.2,1751.6,0.0,0.00,1767.2,1760.3,7.3,0.42,1768.9,1664.5,83.6,4.99,1773.8,1515.3,264.3,17.66,1773.8,1272.2,422.8,31.61,20064.7,20116.3,20119.3,20041.1,20041.1,20119.3,20041.1,83.8,0.42,20138.9,18947.5,955.7,5.01,20191.3,16745.5,3508.7,21.22,20191.3,14042.4,5792.1,40.65,,
XUJ,Utilities,5438.1,5398.0,5392.7,5312.0,5301.1,5327.4,5279.5,-10.9,-0.21,5438.1,5301.1,-114.2,-2.11,5549.3,5301.1,-238.8,-4.31,5815.8,5168.0,43.2,0.82,5815.8,4822.3,309.0,6.19,54938.3,54533.6,54479.8,53664.7,53553.8,54938.3,53553.8,-1154.2,-2.11,56062.1,53553.8,-2412.5,-4.31,57869.0,51459.2,1856.0,3.59,57869.0,46698.6,5850.9,12.27,,
XMM,Metals & Mining,3272.1,3295.0,3274.8,3299.9,3267.6,3299.9,3253.8,-32.3,-0.98,3299.9,3267.6,96.0,3.03,3299.9,2999.4,307.9,10.40,3841.7,2682.0,-375.8,-10.31,3841.7,2682.0,-97.8,-2.91,4525.8,4557.5,4539.1,4573.9,4529.2,4573.9,4525.8,142.6,3.25,4573.9,4093.5,435.7,10.64,5249.3,3709.5,-449.2,-9.02,5249.3,3709.5,-11.5,-0.25,,
XGD,Gold,2620.8,2634.2,2610.7,2679.1,2790.3,2807.3,2679.1,111.2,4.15,2790.3,2610.7,341.4,13.94,2790.3,2363.5,401.0,16.78,5191.8,2008.5,-2108.4,-43.04,6250.3,2008.5,-2453.5,-46.79,3034.5,3050.1,3022.8,3102.0,3230.8,3230.8,3022.8,396.9,14.01,3230.8,2735.0,465.9,16.85,5987.1,2324.2,-2418.3,-42.81,7201.8,2324.2,-2779.3,-46.24,,
XJR,S&P/ASX 200 Res,4090.0,4121.0,4102.1,4119.8,4099.5,4119.8,4081.8,-20.3,-0.49,4121.0,4090.0,108.2,2.71,4121.0,3865.4,277.2,7.25,4567.3,3468.3,-211.1,-4.90,4567.3,3468.3,6.5,0.16,21177.1,21337.4,21272.0,21363.9,21258.9,21363.9,21177.1,593.7,2.87,21363.9,19790.3,1468.6,7.42,23355.8,17957.3,-784.2,-3.56,23355.8,17957.3,601.3,2.91,,
,
