Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-12-01T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 26,Nov 27,Nov 28,Nov 29,Nov 30,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 26,Nov 27,Nov 28,Nov 29,Nov 30,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1291.8,1306.8,1304.3,1312.2,1315.8,1320.7,1312.2,3.6,0.27,1315.8,1291.8,30.2,2.35,1315.8,1244.7,54.2,4.30,1315.8,1179.0,143.1,12.20,1315.8,1165.7,56.9,4.52,9262.2,9370.0,9351.9,9408.6,9434.8,9434.8,9262.2,216.9,2.35,9434.8,8925.0,389.1,4.30,9434.8,8076.6,1401.3,17.44,9434.8,7985.3,816.2,9.47,,
XSJ,Consumer Staples,8641.2,8660.9,8707.2,8801.5,8770.7,8821.8,8750.9,-30.8,-0.35,8801.5,8641.2,172.3,2.00,8801.5,8384.7,170.4,1.98,8801.5,7241.1,1437.6,19.60,8801.5,7241.1,1024.8,13.23,66227.5,66410.6,66765.5,67488.4,67252.8,67488.4,66227.5,1353.5,2.05,67488.4,64261.5,1339.3,2.03,67488.4,52987.4,13591.8,25.33,67488.4,52987.4,10632.5,18.78,,
XEJ,Energy,12086.0,12130.6,12028.4,12115.4,12226.1,12240.9,12110.6,110.7,0.91,12226.1,12028.4,209.0,1.74,12559.9,11726.6,-288.3,-2.30,14705.5,11554.9,-517.1,-4.06,14705.5,11554.9,-1727.3,-12.38,82638.9,82943.9,82245.2,82839.6,83596.5,83596.5,82245.2,1428.8,1.74,85878.9,80181.3,-1971.5,-2.30,98057.5,77918.0,-1376.4,-1.62,98057.5,77918.0,-9446.3,-10.15,,
XFJ,Financials,4528.1,4548.1,4548.1,4578.5,4613.7,4623.4,4578.5,35.2,0.77,4613.7,4528.1,84.6,1.87,4676.9,4474.2,-40.0,-0.86,4721.5,3913.1,707.8,18.12,4721.5,3901.4,534.8,13.11,42430.7,42618.3,42618.7,42903.5,43232.6,43232.6,42430.7,791.8,1.87,43232.6,41925.5,301.4,0.70,43548.8,34730.9,8781.7,25.49,43548.8,34318.9,7352.6,20.49,,
XXJ,Financial-x-A-REIT,5155.3,5182.2,5185.7,5224.9,5273.3,5286.4,5224.9,48.4,0.93,5273.3,5155.3,118.7,2.30,5345.6,5094.2,-40.3,-0.76,5420.3,4433.9,767.9,17.04,5420.3,4433.9,580.8,12.38,46472.5,46715.5,46747.0,47099.6,47536.6,47536.6,46472.5,1070.4,2.30,47536.6,45922.1,527.5,1.12,47953.4,38178.9,9426.6,24.74,47953.4,37844.1,7845.6,19.77,,
XHJ,Health Care,10580.2,11014.2,11100.7,11293.1,11331.7,11342.7,11234.2,38.6,0.34,11331.7,10580.2,688.1,6.46,11331.7,10514.3,888.3,8.51,11331.7,7756.1,3344.1,41.87,11331.7,7756.1,3228.5,39.84,64847.0,67506.7,68037.1,69216.1,69452.5,69452.5,64847.0,4217.0,6.46,69452.5,63990.1,5462.4,8.54,69452.5,46279.9,21790.9,45.72,69452.5,46279.9,21101.5,43.64,,
XNJ,Industrials,3340.4,3363.6,3338.4,3343.3,3376.1,3377.8,3343.3,32.8,0.98,3376.1,3338.4,77.4,2.35,3415.6,3234.0,-16.4,-0.48,3815.2,3159.7,38.3,1.15,3815.2,3159.7,-136.7,-3.89,26386.9,26570.7,26371.2,26436.9,26696.2,26696.2,26371.2,638.4,2.45,26975.0,25541.2,-96.3,-0.36,29446.6,24610.7,1196.0,4.69,29446.6,24610.7,36.1,0.14,,
XIJ,Info Technology,578.3,582.3,584.8,591.6,592.1,598.9,591.4,0.5,0.08,592.1,578.3,9.1,1.55,595.5,571.0,17.5,3.04,610.5,482.8,93.6,18.77,610.5,482.8,83.5,16.42,3674.5,3699.5,3715.2,3758.5,3761.7,3761.7,3674.5,57.4,1.55,3783.6,3628.0,111.0,3.04,3878.4,2950.6,715.0,23.47,3878.4,2950.6,653.5,21.03,,
XMJ,Materials,9978.2,10052.6,9946.2,10024.9,10108.1,10151.4,10024.9,83.2,0.83,10108.1,9946.2,199.1,2.01,10342.5,9703.4,22.7,0.23,11833.2,8986.0,-384.5,-3.66,11833.2,8986.0,-1360.7,-11.86,66461.3,66956.8,66247.9,66772.2,67326.3,67326.3,66247.9,1334.3,2.02,68765.6,64567.2,270.2,0.40,76582.8,58941.4,-580.5,-0.85,76582.8,58941.4,-6893.3,-9.29,,
XPJ,A-REIT,961.9,962.4,959.3,961.6,961.4,965.6,960.3,-0.2,-0.02,962.4,959.3,-2.5,-0.26,975.3,945.5,-13.3,-1.36,978.1,785.8,183.9,23.65,978.1,777.5,138.3,16.80,24665.6,24678.0,24598.2,24658.6,24653.0,24678.0,24598.2,-63.5,-0.26,25008.7,24245.6,-340.7,-1.36,25080.3,19271.5,5585.0,29.29,25080.3,19068.1,4790.8,24.12,,
XTJ,Telecommunications,1442.5,1465.5,1479.0,1472.3,1472.7,1473.8,1462.2,0.4,0.03,1479.0,1442.5,13.8,0.94,1479.0,1394.3,64.5,4.58,1479.0,1101.4,337.2,29.69,1479.0,1096.6,379.1,34.67,15938.2,16192.4,16341.4,16267.8,16271.8,16341.4,15938.2,151.6,0.94,16341.4,15405.9,711.9,4.58,16341.4,11476.1,4652.4,40.04,16341.4,11217.1,5086.2,45.47,,
XUJ,Utilities,5039.4,5053.9,5028.9,5045.6,5099.5,5115.6,5040.7,53.9,1.07,5099.5,5028.9,131.6,2.65,5099.5,4865.3,121.6,2.44,5119.5,4527.2,555.1,12.22,5119.5,4501.3,537.7,11.79,48992.8,49133.3,48890.4,49052.8,49576.7,49576.7,48890.4,1279.1,2.65,49576.7,47142.4,1343.4,2.79,49576.7,42294.1,7394.2,17.53,49576.7,41303.8,7718.0,18.44,,
XMM,Metals & Mining,3432.3,3457.4,3417.5,3438.1,3468.1,3483.3,3438.1,30.0,0.87,3468.1,3417.5,64.9,1.91,3565.9,3333.4,-6.3,-0.18,4252.2,3071.9,-253.6,-6.81,4252.2,3071.9,-629.1,-15.35,4689.8,4724.2,4669.7,4697.9,4738.8,4738.8,4669.7,88.7,1.91,4871.7,4554.8,-8.0,-0.17,5661.9,4138.3,-216.6,-4.37,5661.9,4138.3,-716.5,-13.13,,
XGD,Gold,5520.9,5523.1,5423.3,5443.0,5471.4,5479.5,5438.0,28.4,0.52,5523.1,5423.3,12.8,0.23,5761.5,5298.3,-136.2,-2.43,7178.9,4550.0,-562.6,-9.32,7194.8,4550.0,-1771.2,-24.46,6366.7,6369.2,6254.1,6276.9,6309.6,6369.2,6254.1,14.9,0.24,6644.0,6109.9,-156.9,-2.43,8202.2,5214.8,-584.2,-8.47,8219.0,5214.8,-1964.1,-23.74,,
XJR,S&P/ASX 200 Res,4088.5,4116.0,4072.5,4099.3,4136.0,4150.7,4099.3,36.7,0.90,4136.0,4072.5,79.2,1.95,4241.9,3969.5,-22.2,-0.53,4925.8,3728.7,-233.3,-5.34,4925.8,3728.7,-665.8,-13.87,20907.2,21047.7,20825.6,20962.5,21150.3,21150.3,20825.6,405.2,1.95,21689.6,20298.5,-111.2,-0.52,24542.0,18796.9,-618.8,-2.84,24542.0,18796.9,-2774.0,-11.59,,
,
