Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-05-16T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 11,May 12,May 13,May 14,May 15,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 8,May 11,May 12,May 13,May 14,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5627.6,5673.1,5710.8,5692.5,5730.0,5741.4,5692.5,37.5,0.66,5730.0,5627.6,94.6,1.68,5954.8,5627.6,-147.3,-2.51,5954.8,5278.8,341.4,6.34,5954.8,5278.8,271.1,4.97,48876.9,48809.3,49203.9,49621.6,49462.2,49621.6,48809.3,585.3,1.20,51568.0,48809.3,-1426.3,-2.80,51568.0,45110.3,3415.3,7.42,51568.0,43681.7,3930.1,8.63,,
XAF,All Australian 50,5676.7,5727.6,5767.3,5749.2,5786.2,5797.1,5749.2,37.0,0.64,5786.2,5676.7,95.2,1.67,6076.2,5676.7,-211.1,-3.52,6081.0,5389.2,288.0,5.24,6081.0,5389.2,195.9,3.50,50849.7,50722.3,51176.7,51656.3,51493.8,51656.3,50722.3,644.1,1.27,54182.3,50722.3,-1984.8,-3.71,54222.3,47407.4,3127.4,6.47,54222.3,45852.9,3546.1,7.40,,
XAT,All Australian 200,5572.2,5621.6,5662.3,5648.6,5686.3,5697.9,5648.6,37.7,0.67,5686.3,5572.2,104.5,1.87,5926.9,5572.2,-162.0,-2.77,5926.9,5251.9,323.2,6.03,5926.9,5251.9,249.1,4.58,49472.2,49387.1,49824.5,50287.0,50165.1,50287.0,49387.1,692.9,1.40,52442.3,49387.1,-1576.1,-3.05,52442.3,45851.2,3344.2,7.14,52442.3,44281.4,3861.1,8.34,,
XTL,S&P/ASX 20,3467.1,3499.4,3529.0,3516.5,3535.8,3543.2,3515.9,19.3,0.55,3535.8,3467.1,57.9,1.66,3733.7,3467.1,-150.3,-4.08,3760.5,3321.7,137.0,4.03,3760.5,3321.7,71.4,2.06,61183.2,60993.5,61561.1,62272.0,62051.5,62272.0,60993.5,868.3,1.42,65514.9,60993.5,-2629.3,-4.06,65985.5,57424.2,3295.7,5.61,65985.5,55673.0,3566.4,6.10,,
XFL,S&P/ASX 50,5743.8,5795.7,5836.4,5817.7,5855.6,5866.7,5817.7,37.9,0.65,5855.6,5743.8,97.3,1.69,6147.4,5743.8,-211.8,-3.49,6152.9,5453.2,292.2,5.25,6152.9,5453.2,200.5,3.55,51360.7,51231.6,51694.5,52183.3,52016.0,52183.3,51231.6,655.3,1.28,54720.8,51231.6,-1993.2,-3.69,54764.7,47882.7,3165.6,6.48,54764.7,46300.1,3598.7,7.43,,
XTO,S&P/ASX 100,4682.6,4723.8,4756.4,4739.6,4772.5,4781.5,4739.6,32.9,0.69,4772.5,4682.6,80.1,1.71,4995.1,4682.6,-164.1,-3.32,4996.2,4422.0,259.5,5.75,4996.2,4422.0,215.5,4.73,12657.9,12631.6,12742.7,12858.1,12812.5,12858.1,12631.6,154.6,1.22,13449.8,12631.6,-478.4,-3.60,13449.8,11747.2,823.6,6.87,13449.8,11295.6,1006.0,8.52,,
XJO,S&P/ASX 200,5625.2,5674.7,5715.1,5696.6,5735.5,5747.0,5696.6,38.9,0.68,5735.5,5625.2,100.9,1.79,5982.7,5625.2,-172.9,-2.93,5982.7,5299.2,324.5,6.00,5982.7,5299.2,256.5,4.68,49834.5,49752.1,50189.9,50648.4,50483.7,50648.4,49752.1,649.2,1.30,52822.2,49752.1,-1677.4,-3.22,52822.2,46166.2,3344.5,7.09,52822.2,44533.8,3918.4,8.41,,
XVI,S&P/ASX 200 VIX,19.462,17.912,16.464,16.719,16.421,17.137,16.193,-0.298,-1.78,19.462,16.421,-2.791,-14.53,19.692,0.171,2.928,21.70,19.692,0.171,1.840,12.62,19.692,0.171,4.914,42.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5568.2,5616.4,5655.5,5637.5,5675.7,5686.9,5637.5,38.2,0.68,5675.7,5568.2,98.4,1.76,5912.7,5568.2,-163.4,-2.80,5912.7,5240.7,326.8,6.11,5912.7,5240.7,256.2,4.73,49141.4,49061.7,49486.2,49928.0,49769.4,49928.0,49061.7,628.0,1.28,52008.8,49061.7,-1586.4,-3.09,52008.8,45487.5,3343.8,7.20,52008.8,43915.8,3876.5,8.45,,
XMD,S&P/ASX MidCap 50,5119.6,5155.6,5186.7,5155.0,5209.1,5221.2,5155.0,54.1,1.05,5209.1,5119.6,95.5,1.87,5327.2,5094.1,-107.6,-2.02,5363.8,4638.6,461.6,9.72,5363.8,4638.6,678.5,14.98,14090.7,14107.3,14206.4,14292.1,14204.7,14292.1,14107.3,114.0,0.81,14671.0,14036.9,-425.6,-2.91,14759.9,12623.2,1285.2,9.95,14759.9,11578.7,2157.0,17.90,,
XSO,S&P/ASX Small Ords,2208.8,2224.4,2241.1,2243.1,2253.4,2262.3,2243.1,10.3,0.46,2253.4,2208.8,52.1,2.37,2253.4,2168.6,72.8,3.34,2253.4,2001.2,209.0,10.22,2253.4,2001.2,98.4,4.57,5664.1,5683.6,5723.5,5766.6,5771.8,5771.8,5683.6,107.7,1.90,5781.1,5578.1,162.6,2.90,5781.1,5089.5,574.2,11.05,5781.1,4882.3,401.9,7.48,,
XDJ,Consumer Discretionary,1944.4,1952.7,1976.4,1980.0,2004.9,2005.6,1980.0,24.9,1.26,2004.9,1944.4,68.7,3.55,2021.0,1935.9,35.7,1.81,2021.0,1713.3,251.6,14.35,2021.0,1713.3,198.9,11.01,15111.4,15175.0,15240.3,15424.9,15453.1,15453.1,15175.0,341.7,2.26,15772.9,15109.4,88.9,0.58,15772.9,13162.6,1983.3,14.72,15772.9,12935.8,1841.0,13.52,,
XSJ,Consumer Staples,8944.1,9065.4,9215.3,9268.2,9379.1,9383.6,9267.8,110.9,1.20,9379.1,8944.1,357.4,3.96,9415.6,8944.1,111.2,1.20,10122.8,8944.1,206.0,2.25,10122.8,8944.1,-732.1,-7.24,76717.9,76057.7,77089.8,78364.2,78814.2,78814.2,76057.7,2096.3,2.73,80067.8,76057.7,2.5,0.00,85291.5,75246.2,2305.4,3.01,85291.5,73342.3,-3649.5,-4.43,,
XEJ,Energy,11554.1,11580.6,11667.8,11653.8,11573.1,11760.4,11502.9,-80.7,-0.69,11667.8,11554.1,188.8,1.66,12090.7,11384.3,61.7,0.54,12090.7,10301.0,-28.3,-0.24,12090.7,10301.0,-2847.7,-19.75,85110.9,86380.2,86578.3,87230.3,87125.6,87230.3,86380.2,2014.7,2.37,90391.5,85110.9,1064.5,1.24,90391.5,74854.3,2821.2,3.35,111140.9,74854.3,-15915.9,-15.45,,
XFJ,Financials,6435.4,6486.0,6539.7,6524.3,6548.0,6574.9,6507.0,23.7,0.36,6548.0,6435.4,80.0,1.24,7100.4,6435.4,-507.6,-7.19,7186.4,6165.5,292.6,4.68,7186.4,6165.5,469.3,7.72,68344.6,68000.2,68535.2,69399.4,69236.0,69399.4,68000.2,891.4,1.30,74749.3,68000.2,-5029.0,-6.77,75638.7,64303.3,3996.8,6.13,75638.7,59639.1,7662.5,12.44,,
XXJ,Financial-x-A-REIT,7441.6,7508.1,7585.9,7559.5,7574.9,7616.5,7526.1,15.4,0.20,7585.9,7441.6,88.0,1.17,8299.4,7441.6,-673.0,-8.16,8394.2,7130.2,292.7,4.02,8394.2,7130.2,401.7,5.60,75862.4,75402.4,76076.4,77252.0,76983.1,77252.0,75402.4,1120.7,1.48,83727.9,75402.4,-6207.7,-7.46,84666.9,71254.0,4210.6,5.79,84666.9,66776.9,7195.8,10.31,,
XHJ,Health Care,18325.0,18261.4,18301.3,18080.7,18327.2,18392.6,18080.7,246.5,1.36,18327.2,18080.7,-73.3,-0.40,19718.9,18080.7,-1451.7,-7.34,19933.9,17005.1,840.0,4.80,19933.9,17005.1,3862.5,26.70,118896.6,118409.0,117997.8,118255.5,116830.4,118409.0,116830.4,-2066.2,-1.74,127803.2,116830.4,-10972.7,-8.59,128804.9,108911.1,4831.8,4.31,128804.9,88629.9,25237.4,27.55,,
XNJ,Industrials,4674.4,4723.7,4771.2,4770.4,4819.6,4831.1,4770.4,49.2,1.03,4819.6,4674.4,151.2,3.24,4819.6,4638.7,55.1,1.16,4819.6,4233.2,497.8,11.52,4819.6,4233.2,656.4,15.77,40458.8,40510.9,40938.0,41350.1,41342.8,41350.1,40510.9,884.0,2.18,41350.1,40201.5,51.2,0.12,41350.1,36323.0,4259.2,11.49,41350.1,32870.0,6535.4,18.78,,
XIJ,Info Technology,788.7,801.9,805.5,806.8,809.6,817.5,806.3,2.8,0.35,809.6,788.7,21.5,2.73,826.3,785.7,-1.7,-0.22,853.7,757.6,26.9,3.44,853.7,757.6,7.8,0.97,5373.7,5378.4,5468.3,5492.9,5501.6,5501.6,5378.4,127.8,2.38,5634.3,5357.6,-30.9,-0.56,5803.2,5098.0,234.9,4.46,5803.2,4958.9,183.4,3.45,,
