Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-11-13T23:15:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 8,Nov 9,Nov 10,Nov 11,Nov 12,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 8,Nov 9,Nov 10,Nov 11,Nov 12,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1567.8,1560.6,1556.4,1549.6,1539.4,1549.5,1536.7,-10.2,-0.66,1567.8,1539.4,-31.3,-1.99,1572.1,1533.5,-1.4,-0.09,1670.5,1424.3,-97.4,-5.95,1670.5,1424.3,-80.3,-4.96,10218.9,10172.4,10144.6,10100.2,10034.0,10218.9,10034.0,-204.1,-1.99,10246.9,9973.9,12.5,0.12,10680.0,9106.3,-244.2,-2.38,10680.0,9106.3,-134.4,-1.32,,
XSJ,Consumer Staples,8224.8,8190.7,8091.3,8085.0,8028.7,8086.1,8010.0,-56.3,-0.70,8224.8,8028.7,-206.4,-2.51,8291.2,8028.7,-113.2,-1.39,8415.1,7095.7,219.4,2.81,8415.1,7095.7,536.7,7.16,57292.5,57055.2,56362.5,56318.9,55926.6,57292.5,55926.6,-1437.8,-2.51,57584.1,55926.6,-620.6,-1.10,58402.4,47464.4,3688.5,7.06,58402.4,47464.4,5864.2,11.71,,
XEJ,Energy,16182.0,15778.6,15606.2,15757.3,15712.9,15836.0,15646.8,-44.4,-0.28,16182.0,15606.2,-306.2,-1.91,16182.0,15135.2,550.0,3.63,16753.3,13714.7,-406.3,-2.52,16753.3,13714.7,-145.8,-0.92,105534.2,102903.0,101778.5,102764.0,102474.7,105534.2,101778.5,-1996.8,-1.91,105534.2,98707.1,3586.9,3.63,106793.3,88395.3,-276.4,-0.27,106793.3,88395.3,1437.4,1.42,,
XFJ,Financials,4396.4,4357.8,4331.2,4344.8,4306.2,4341.6,4292.6,-38.6,-0.89,4396.4,4306.2,-148.8,-3.34,4492.3,4306.2,-70.1,-1.60,5040.0,4077.7,-497.4,-10.35,5040.0,4077.7,-464.3,-9.73,36111.4,35794.2,35576.2,35687.8,35519.4,36111.4,35519.4,-854.3,-2.35,36514.0,35186.1,-46.2,-0.13,39826.8,32702.7,-1999.8,-5.33,39826.8,32702.7,-1664.3,-4.48,,
XXJ,Financials-x-A-REIT,5104.3,5051.3,5014.1,5034.0,4987.5,5029.4,4969.4,-46.5,-0.92,5104.3,4987.5,-174.2,-3.37,5212.5,4987.5,-72.6,-1.43,5934.6,4674.3,-619.9,-11.06,5934.6,4674.3,-576.2,-10.36,40257.5,39839.3,39546.0,39702.9,39533.1,40257.5,39533.1,-888.8,-2.20,40604.3,38902.7,116.2,0.29,44955.1,35932.3,-2505.7,-5.96,44955.1,35932.3,-2175.0,-5.21,,
XHJ,Health Care,8458.7,8458.7,8431.0,8479.2,8428.1,8522.9,8420.2,-51.1,-0.60,8479.2,8428.1,35.1,0.42,8479.2,8012.5,381.4,4.74,9195.2,7848.5,-324.4,-3.71,9195.2,7848.5,-0.8,-0.01,49068.6,49068.7,48907.9,49187.6,48891.0,49187.6,48891.0,203.7,0.42,49187.6,46480.3,2212.6,4.74,52486.9,44799.6,-442.9,-0.90,52486.9,44799.6,1380.8,2.91,,
XNJ,Industrials,3802.9,3774.4,3747.0,3765.5,3725.9,3762.9,3724.3,-39.6,-1.05,3802.9,3725.9,-94.9,-2.48,3849.6,3725.9,-4.8,-0.13,4145.5,3140.1,-279.2,-6.97,4145.5,3140.1,-153.3,-3.95,27868.2,27676.9,27476.3,27611.8,27321.3,27868.2,27321.3,-677.7,-2.42,28209.8,27321.3,-17.2,-0.06,29527.1,22749.0,-1205.6,-4.23,29527.1,22749.0,-176.5,-0.64,,
XIJ,Info Technology,628.4,632.9,620.9,609.4,603.2,609.4,600.4,-6.2,-1.02,632.9,603.2,-33.3,-5.23,637.8,594.1,0.9,0.16,736.7,559.3,-69.5,-10.33,736.7,559.3,-39.9,-6.20,3695.0,3721.7,3651.0,3583.6,3547.0,3721.7,3547.0,-195.4,-5.22,3750.3,3493.3,5.7,0.16,4262.9,3236.2,-291.7,-7.60,4262.9,3236.2,-122.6,-3.34,,
XMJ,Materials,13979.9,13903.2,13738.5,13922.9,13825.1,14037.5,13782.0,-97.8,-0.70,13979.9,13738.5,-160.2,-1.15,13985.3,12973.6,923.0,7.15,13985.3,10889.1,1047.9,8.20,13985.3,10889.1,2089.3,17.80,88488.1,88002.7,86960.2,88181.4,87561.9,88488.1,86960.2,-960.7,-1.09,88522.5,81665.9,5896.0,7.22,88522.5,68188.9,8242.2,10.39,88522.5,68188.9,14716.8,20.20,,
XPJ,A-REIT,846.5,846.5,847.2,846.0,840.0,846.1,839.4,-6.0,-0.71,847.2,840.0,-27.5,-3.17,875.3,840.0,-21.6,-2.51,920.6,813.8,-57.3,-6.39,920.6,813.8,-55.6,-6.21,19229.0,19228.8,19244.1,19218.7,19082.0,19244.1,19082.0,-623.5,-3.16,19862.8,19082.0,-468.8,-2.40,20582.4,17970.7,-351.1,-1.81,20582.4,17970.7,-60.6,-0.32,,
XTJ,Telecommunications,927.0,919.8,914.8,920.0,911.1,920.0,907.6,-8.9,-0.97,927.0,911.1,-15.8,-1.71,932.8,906.7,-0.9,-0.10,1182.5,904.8,-264.2,-22.48,1205.3,904.8,-221.8,-19.58,8650.6,8583.1,8536.7,8585.2,8501.9,8650.6,8501.9,-147.9,-1.71,8704.4,8461.5,-7.5,-0.09,10067.0,8441.9,-1503.7,-15.03,10261.1,8441.9,-1117.7,-11.62,,
XUJ,Utilities,4611.6,4579.7,4516.0,4568.8,4574.0,4595.4,4540.5,5.2,0.11,4611.6,4516.0,-29.5,-0.64,4614.3,4402.5,132.9,2.99,4614.3,3998.4,246.0,5.68,4614.3,3998.4,404.5,9.70,39563.7,39290.1,38744.0,39196.5,39241.5,39563.7,38744.0,-252.9,-0.64,39587.2,37769.8,1140.3,2.99,39587.2,33266.4,3912.8,11.08,39587.2,33099.3,5654.6,16.84,,
XMM,Metals & Mining,5084.3,5064.2,4997.9,5077.2,5043.8,5125.4,5027.3,-33.4,-0.66,5084.3,4997.9,-51.8,-1.02,5095.6,4698.4,365.0,7.80,5095.6,3866.0,508.1,11.20,5095.6,3866.0,857.4,20.48,6643.9,6617.6,6531.0,6634.7,6591.0,6643.9,6531.0,-67.6,-1.02,6658.7,6113.8,477.3,7.81,6658.7,5001.6,773.3,13.29,6658.7,5001.6,1221.4,22.75,,
XGD,Gold,8243.3,8421.8,8207.4,8329.7,8240.3,8420.0,8213.4,-89.4,-1.07,8421.8,8207.4,9.0,0.11,8421.8,7583.4,409.1,5.22,8421.8,5090.0,2383.7,40.70,8421.8,5090.0,2421.0,41.60,9356.5,9559.1,9315.7,9454.6,9353.1,9559.1,9315.7,10.2,0.11,9559.1,8607.5,464.3,5.22,9559.1,5742.7,2748.4,41.61,9559.1,5742.7,2790.6,42.52,,
XJR,Resources,5877.2,5825.4,5751.8,5833.4,5798.8,5880.5,5778.7,-34.6,-0.59,5877.2,5751.8,-77.8,-1.32,5877.2,5454.6,371.1,6.84,5877.2,4611.8,376.4,6.94,5877.2,4611.8,719.8,14.17,28705.7,28452.8,28093.3,28491.9,28322.6,28705.7,28093.3,-380.0,-1.32,28705.7,26510.1,1812.5,6.84,28705.7,22285.5,2363.2,9.10,28705.7,22285.5,4010.4,16.50,,
,
