Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-04-27T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 19,Apr 22,Apr 23,Apr 24,Apr 26,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 19,Apr 22,Apr 23,Apr 24,Apr 26,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1574.0,1593.6,1616.4,1637.4,1625.5,1639.9,1623.1,-11.9,-0.73,1637.4,1574.0,40.4,2.55,1637.4,1561.7,62.8,4.02,1637.4,1364.5,281.7,20.96,1637.4,1195.0,332.6,25.72,11495.3,11638.7,11805.2,11958.9,11871.6,11958.9,11495.3,294.6,2.54,11958.9,11381.3,488.9,4.30,11958.9,9792.3,2227.3,23.09,11958.9,8383.2,2801.2,30.88,,
XSJ,Consumer Staples,10284.4,10309.0,10521.9,10661.7,10578.1,10670.8,10573.7,-83.6,-0.78,10661.7,10284.4,239.9,2.32,10661.7,9886.4,617.8,6.20,10661.7,8912.8,1703.7,19.20,10661.7,7529.2,2957.4,38.81,80318.0,80510.6,82173.1,83265.0,82611.7,83265.0,80318.0,1873.6,2.32,83265.0,77210.2,4824.7,6.20,83265.0,68413.1,14493.3,21.28,83265.0,56304.5,25622.4,44.96,,
XEJ,Energy,12218.5,12368.4,12879.2,13061.5,13006.9,13098.1,12977.2,-54.6,-0.42,13061.5,12218.5,1008.0,8.40,13322.5,11998.9,-252.5,-1.90,13702.8,11998.9,600.9,4.84,14406.8,11554.9,-1042.0,-7.42,84621.1,85659.2,89197.4,90459.6,90081.7,90459.6,84621.1,6981.2,8.40,92267.4,83100.5,-1748.7,-1.90,94901.2,83100.5,5255.1,6.20,97148.7,77918.0,-4653.8,-4.91,,
XFJ,Financials,5476.3,5503.7,5563.8,5681.6,5649.5,5700.8,5647.9,-32.1,-0.56,5681.6,5476.3,117.1,2.12,5681.6,5338.6,287.1,5.35,5681.6,4767.7,895.8,18.84,5681.6,3913.1,1378.3,32.27,51948.5,52207.8,52778.0,53895.2,53590.9,53895.2,51948.5,1110.2,2.12,53895.2,50642.4,2723.4,5.35,53895.2,44797.5,8932.3,20.00,53895.2,35513.2,15470.1,40.58,,
XXJ,Financial-x-A-REIT,6317.4,6364.0,6437.7,6584.4,6558.7,6617.4,6553.4,-25.7,-0.39,6584.4,6317.4,159.8,2.50,6584.4,6190.5,318.0,5.10,6584.4,5485.5,1106.8,20.30,6584.4,4433.9,1639.5,33.33,57485.9,57909.6,58580.6,59915.8,59681.2,59915.8,57485.9,1453.7,2.50,59915.8,56331.5,2893.1,5.09,59915.8,49449.4,10534.8,21.44,59915.8,38694.8,17596.0,41.81,,
XHJ,Health Care,12362.5,12486.9,12613.4,12918.5,12805.8,12943.7,12747.6,-112.7,-0.87,12918.5,12362.5,474.1,3.84,12918.5,12223.3,440.1,3.56,12918.5,11476.5,1173.2,10.09,12918.5,8868.8,3849.5,42.98,76532.4,77302.0,78085.7,79974.3,79276.4,79974.3,76532.4,2934.9,3.84,79974.3,75670.5,2724.1,3.56,79974.3,70340.0,7979.4,11.19,79974.3,53595.3,25152.1,46.47,,
XNJ,Industrials,3718.5,3745.4,3785.4,3862.0,3844.3,3871.9,3837.7,-17.7,-0.46,3862.0,3718.5,180.0,4.91,3867.3,3664.3,41.2,1.08,3970.5,3605.6,292.6,8.24,3970.5,3159.7,120.9,3.25,29924.1,30140.2,30462.1,31078.5,30935.9,31078.5,29924.1,1448.0,4.91,31114.8,29487.9,341.0,1.11,31601.8,28667.2,2697.7,9.55,31601.8,24610.7,2167.0,7.53,,
XIJ,Info Technology,664.5,663.3,675.6,676.5,675.6,680.8,672.6,-0.9,-0.13,676.5,663.3,18.5,2.81,681.9,656.6,6.4,0.95,714.8,611.4,79.0,13.23,714.8,483.9,138.4,25.77,4291.2,4283.1,4362.8,4368.5,4362.4,4368.5,4283.1,119.1,2.81,4403.4,4239.8,40.9,0.95,4600.7,3884.8,571.7,15.08,4600.7,3019.4,1010.7,30.15,,
XMJ,Materials,8945.7,9063.3,8955.5,9050.0,9226.4,9319.2,9146.9,176.4,1.95,9226.4,8945.7,546.9,6.30,9734.7,8679.5,-416.8,-4.32,11228.0,8679.5,-1374.5,-12.97,11228.0,8679.5,-1599.2,-14.77,60293.5,61086.1,60360.0,60996.4,62185.9,62185.9,60293.5,3686.0,6.30,65609.8,58499.9,-2807.3,-4.32,74792.0,58499.9,-8428.7,-11.94,74792.0,58499.9,-8697.9,-12.27,,
XPJ,A-REIT,1088.5,1080.3,1088.3,1101.9,1085.4,1104.4,1085.4,-16.5,-1.50,1101.9,1080.3,0.9,0.08,1101.9,1013.4,69.1,6.80,1101.9,960.8,111.6,11.46,1101.9,845.3,228.4,26.66,28653.0,28438.3,28648.3,29005.8,28570.9,29005.8,28438.3,23.5,0.08,29005.8,26677.3,1817.4,6.79,29005.8,25044.0,3213.1,12.67,29005.8,21053.7,7249.2,34.00,,
XTJ,Telecommunications,1640.3,1641.4,1667.9,1681.1,1695.0,1698.4,1680.9,13.9,0.83,1695.0,1640.3,44.6,2.70,1695.0,1542.5,155.2,10.08,1695.0,1515.3,199.0,13.30,1695.0,1208.0,489.4,40.59,18672.2,18683.9,18986.2,19135.7,19294.8,19294.8,18672.2,508.1,2.70,19294.8,17524.5,1770.2,10.10,19294.8,16745.5,2762.4,16.71,19294.8,12866.4,6453.6,50.26,,
XUJ,Utilities,5594.7,5647.6,5689.1,5815.8,5776.8,5827.9,5755.1,-39.0,-0.67,5815.8,5594.7,172.9,3.09,5815.8,5500.4,266.4,4.83,5815.8,5233.6,518.9,9.87,5815.8,4670.7,937.7,19.38,55669.0,56196.1,56608.3,57869.0,57481.0,57869.0,55669.0,1720.0,3.08,57869.0,54730.6,2650.2,4.83,57869.0,51459.2,5783.2,11.19,57869.0,43986.4,11908.0,26.13,,
XMM,Metals & Mining,2954.5,2986.0,2937.9,2961.2,3039.5,3072.1,3002.1,78.3,2.64,3039.5,2937.9,182.9,6.40,3255.4,2856.6,-190.6,-5.90,3841.7,2856.6,-603.9,-16.58,3907.2,2856.6,-773.5,-20.29,4086.3,4129.8,4063.3,4095.5,4203.9,4203.9,4063.3,253.0,6.40,4502.5,3950.9,-263.6,-5.90,5249.3,3950.9,-774.4,-15.56,5263.2,3950.9,-932.4,-18.15,,
XGD,Gold,3296.2,3334.3,3241.7,3245.9,3421.6,3481.4,3254.8,175.7,5.41,3421.6,3241.7,291.5,9.31,4401.4,3130.1,-1009.0,-22.77,5191.8,3130.1,-1477.1,-30.15,6250.3,3130.1,-2158.2,-38.68,3814.1,3858.2,3751.1,3756.0,3959.3,3959.3,3751.1,337.3,9.31,5126.8,3621.9,-1167.6,-22.77,5987.1,3621.9,-1689.9,-29.91,7201.8,3621.9,-2433.5,-38.07,,
XJR,S&P/ASX 200 Res,3702.4,3744.9,3748.4,3785.1,3849.1,3881.0,3822.8,64.0,1.69,3849.1,3702.4,253.1,7.04,4056.2,3596.0,-177.2,-4.40,4567.3,3596.0,-461.5,-10.71,4684.8,3596.0,-718.4,-15.73,19169.5,19389.5,19407.3,19597.5,19928.7,19928.7,19169.5,1310.3,7.04,21000.9,18618.4,-917.7,-4.40,23355.8,18618.4,-2114.5,-9.59,23616.8,18618.4,-3096.8,-13.45,,
,
