Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-09-25T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 20,Sep 21,Sep 22,Sep 23,Sep 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 20,Sep 21,Sep 22,Sep 23,Sep 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1565.6,1568.3,1569.5,1554.1,1545.1,1553.2,1538.1,-9.0,-0.58,1569.5,1545.1,-23.6,-1.51,1569.5,1457.4,69.5,4.71,1670.5,1424.3,-91.7,-5.60,1670.5,1424.3,-57.7,-3.60,10122.6,10141.2,10149.0,10049.5,10007.2,10149.0,10007.2,-126.7,-1.25,10149.0,9358.5,531.2,5.61,10680.0,9106.3,-271.1,-2.64,10680.0,9106.3,4.0,0.04,,
XSJ,Consumer Staples,8210.8,8175.4,8252.2,8272.1,8249.7,8272.7,8186.5,-22.4,-0.27,8272.1,8175.4,19.2,0.23,8280.6,7620.7,541.3,7.02,8280.6,7095.7,440.4,5.64,8280.6,7095.7,737.6,9.82,56984.9,56739.0,57271.6,57410.2,57254.5,57410.2,56739.0,132.8,0.23,57410.2,52489.5,4160.7,7.84,57410.2,47464.4,5016.3,9.60,57410.2,47464.4,7099.7,14.16,,
XEJ,Energy,15115.0,15081.3,15166.4,15147.5,15093.6,15172.3,15010.1,-53.9,-0.36,15166.4,15081.3,-63.0,-0.42,15166.4,14487.5,253.8,1.71,16753.3,13714.7,-1025.6,-6.36,16907.8,13714.7,-1379.2,-8.37,98575.1,98355.8,98910.4,98787.4,98435.6,98910.4,98355.8,-411.1,-0.42,98910.4,93762.4,2393.3,2.49,106793.3,88395.3,-4315.5,-4.20,107707.9,88395.3,-6447.1,-6.15,,
XFJ,Financials,4481.4,4471.8,4479.2,4477.8,4434.3,4468.8,4419.5,-43.5,-0.97,4481.4,4434.3,-49.9,-1.11,4531.6,4143.3,220.6,5.23,5040.0,4077.7,-369.3,-7.69,5058.4,4077.7,-407.6,-8.42,36409.5,36331.3,36391.4,36380.7,36036.8,36409.5,36036.8,-395.5,-1.09,36814.2,33566.7,1899.4,5.56,39826.8,32702.7,-1482.4,-3.95,39826.8,32702.7,-1266.1,-3.39,,
XXJ,Financials-x-A-REIT,5180.6,5163.7,5181.1,5186.7,5132.3,5174.5,5117.3,-54.4,-1.05,5186.7,5132.3,-53.4,-1.03,5238.6,4744.8,304.7,6.31,5934.6,4674.3,-475.1,-8.47,5934.6,4674.3,-502.7,-8.92,40355.6,40224.0,40359.7,40403.6,39979.6,40403.6,39979.6,-415.6,-1.03,40803.3,36843.2,2494.1,6.65,44955.1,35932.3,-2059.2,-4.90,44955.1,35932.3,-1700.3,-4.08,,
XHJ,Health Care,8087.9,8049.1,8161.6,8301.2,8335.1,8411.4,8247.1,33.9,0.41,8335.1,8049.1,222.6,2.74,8388.6,7928.7,409.1,5.16,9195.2,7848.5,-417.4,-4.77,9195.2,7848.5,-418.6,-4.78,46869.0,46644.3,47296.4,48105.3,48301.5,48301.5,46644.3,1348.7,2.87,48301.5,45242.5,3059.0,6.76,52486.9,44799.6,-1032.4,-2.09,52486.9,44799.6,-993.2,-2.01,,
XNJ,Industrials,3718.3,3723.7,3716.0,3699.5,3681.6,3694.3,3663.3,-17.9,-0.48,3723.7,3681.6,-41.9,-1.13,3723.7,3421.6,246.7,7.18,4145.5,3140.1,-323.5,-8.08,4145.5,3140.1,-178.7,-4.63,27200.5,27239.7,27183.0,27062.7,26939.0,27239.7,26939.0,-299.4,-1.10,27239.7,24806.2,2037.0,8.18,29527.1,22749.0,-1587.8,-5.57,29527.1,22749.0,-372.0,-1.36,,
XIJ,Info Technology,597.4,599.4,597.1,602.4,599.0,602.4,592.9,-3.4,-0.56,602.4,597.1,-4.0,-0.66,603.0,561.6,14.1,2.40,736.7,559.3,-73.7,-10.95,736.7,559.3,-56.6,-8.63,3512.8,3524.4,3511.2,3542.3,3522.1,3542.3,3511.2,-23.3,-0.66,3545.4,3284.8,100.6,2.94,4262.9,3236.2,-316.6,-8.25,4262.9,3236.2,-219.1,-5.86,,
XMJ,Materials,12474.4,12425.0,12428.2,12511.5,12421.7,12456.6,12379.5,-89.8,-0.72,12511.5,12421.7,-95.9,-0.77,12595.0,11577.2,695.9,5.94,13373.9,10889.1,-355.5,-2.78,13373.9,10850.9,1094.0,9.66,78900.4,78591.3,78611.5,79138.1,78571.1,79138.1,78571.1,-570.4,-0.72,79630.5,72640.3,5009.3,6.81,83367.2,68188.9,-748.5,-0.94,83367.2,67283.0,8335.3,11.87,,
XPJ,A-REIT,883.2,886.6,879.9,873.1,868.3,873.0,863.1,-4.8,-0.55,886.6,868.3,-13.8,-1.56,908.7,857.6,-2.0,-0.23,920.6,813.8,-29.0,-3.23,962.2,813.8,-52.2,-5.67,20005.9,20082.2,19932.0,19778.0,19702.8,20082.2,19702.8,-277.7,-1.39,20582.4,19405.1,10.0,0.05,20582.4,17970.7,269.7,1.39,20582.4,17887.8,55.7,0.28,,
XTJ,Telecommunications,954.2,937.2,918.4,923.6,919.8,923.6,908.1,-3.8,-0.41,954.2,918.4,-29.1,-3.07,989.0,918.4,-43.9,-4.55,1182.5,918.4,-255.5,-21.74,1205.3,918.4,-210.4,-18.62,8903.2,8744.6,8569.5,8617.3,8581.9,8903.2,8569.5,-271.7,-3.07,9227.4,8569.5,-386.6,-4.31,10067.0,8569.5,-1423.8,-14.23,10261.1,8569.5,-1015.0,-10.58,,
XUJ,Utilities,4475.1,4471.0,4475.7,4461.5,4415.2,4455.2,4409.4,-46.3,-1.04,4475.7,4415.2,-38.8,-0.87,4475.7,4195.9,128.7,3.00,4577.1,3998.4,87.2,2.01,4577.1,3998.4,242.7,5.82,38322.3,38287.4,38327.8,38206.0,37878.6,38327.8,37878.6,-263.9,-0.69,38327.8,35569.6,1697.7,4.69,38327.8,33266.4,2549.8,7.22,38327.8,32862.8,4312.8,12.85,,
XMM,Metals & Mining,4485.6,4467.6,4472.2,4509.0,4472.0,4487.6,4460.5,-37.0,-0.82,4509.0,4467.6,-29.0,-0.64,4520.4,4131.2,295.0,7.06,4772.8,3866.0,-63.7,-1.40,4772.8,3832.7,469.5,11.73,5856.6,5833.3,5839.4,5887.4,5839.1,5887.4,5833.3,-35.0,-0.60,5899.5,5350.9,428.9,7.93,6174.4,5001.6,21.4,0.37,6174.4,4915.1,706.7,13.77,,
XGD,Gold,7887.8,7774.9,7753.8,7805.0,7657.2,7801.5,7637.4,-147.8,-1.89,7887.8,7657.2,-223.3,-2.83,7887.8,6578.5,1051.6,15.92,7887.8,5090.0,1800.6,30.74,7887.8,5090.0,2317.7,43.41,8923.1,8795.4,8771.5,8829.4,8662.3,8923.1,8662.3,-252.6,-2.83,8923.1,7437.4,1194.2,15.99,8923.1,5742.7,2057.6,31.15,8923.1,5742.7,2647.3,44.01,,
XJR,Resources,5258.5,5239.8,5249.2,5280.9,5242.0,5262.1,5227.2,-38.9,-0.74,5280.9,5239.8,-34.3,-0.65,5283.4,4905.0,265.9,5.34,5684.5,4611.8,-180.4,-3.33,5684.5,4611.8,276.4,5.57,25667.4,25576.8,25622.7,25777.8,25588.0,25777.8,25576.8,-157.2,-0.61,25779.6,23747.5,1496.4,6.21,27346.9,22285.5,-371.5,-1.43,27346.9,22285.5,1826.8,7.69,,
,
