Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-11-29T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 24,Nov 25,Nov 26,Nov 27,Nov 28,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 24,Nov 25,Nov 26,Nov 27,Nov 28,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2082.9,2065.5,2090.7,2075.8,2041.8,2075.8,2041.4,-34.0,-1.64,2090.7,2041.8,-20.1,-0.97,2123.9,2041.8,-63.1,-3.00,2290.0,2036.7,-151.8,-6.92,2290.0,2036.7,-103.2,-4.81,5277.7,5233.6,5297.4,5259.7,5173.5,5297.4,5173.5,-50.9,-0.97,5381.2,5173.5,-159.0,-2.98,5754.2,5156.7,-229.9,-4.26,5754.2,5074.3,-95.6,-1.82,,
XDJ,Consumer Discretionary,1806.8,1807.6,1830.1,1813.1,1797.8,1813.1,1796.8,-15.3,-0.84,1830.1,1797.8,-6.9,-0.38,1865.1,1797.8,-18.1,-1.00,1913.4,1688.9,-33.3,-1.82,1913.4,1688.9,-4.0,-0.22,13855.0,13861.2,14033.5,13903.6,13798.5,14033.5,13798.5,-40.1,-0.29,14301.8,13798.5,-110.5,-0.79,14336.1,12735.0,201.2,1.48,14336.1,12735.0,427.1,3.19,,
XSJ,Consumer Staples,9367.3,9329.5,9359.2,9445.9,9254.7,9446.1,9254.7,-191.2,-2.02,9445.9,9254.7,-34.9,-0.38,10092.0,9254.7,-598.5,-6.07,10424.5,9254.7,-761.3,-7.60,10424.5,9254.7,-626.6,-6.34,78076.3,77761.1,78008.8,78731.7,77145.1,78731.7,77145.1,-283.2,-0.37,84116.4,77145.1,-4981.3,-6.07,85101.4,76594.5,-3036.8,-3.79,85101.4,75952.5,-1898.7,-2.40,,
XEJ,Energy,13216.6,13049.2,13147.5,12781.3,11805.3,12781.3,11805.3,-976.0,-7.64,13216.6,11805.3,-1095.0,-8.49,13746.9,11805.3,-1629.8,-12.13,15327.0,11805.3,-1817.6,-13.34,15327.0,11805.3,-1382.5,-10.48,96041.5,94825.0,95539.3,92878.2,85785.9,96041.5,85785.9,-7957.3,-8.49,99894.8,85785.9,-11843.6,-12.13,111140.9,85785.9,-9984.1,-10.43,111140.9,85785.9,-6924.9,-7.47,,
XFJ,Financials,6072.2,6067.5,6145.4,6176.1,6099.7,6176.1,6097.9,-76.4,-1.24,6176.1,6067.5,54.1,0.90,6326.2,6045.6,-138.7,-2.22,6347.7,5503.9,224.0,3.81,6347.7,5503.9,147.9,2.48,63180.1,63131.2,63942.0,64260.8,63466.5,64260.8,63131.2,563.3,0.90,65253.3,62903.2,-593.3,-0.93,65253.3,54492.0,5296.4,9.11,65253.3,54492.0,4693.1,7.99,,
XXJ,Financial-x-A-REIT,7084.8,7085.1,7173.1,7209.0,7105.3,7209.1,7101.5,-103.7,-1.44,7209.0,7084.8,50.9,0.72,7400.9,7054.4,-212.8,-2.91,7434.3,6467.5,123.7,1.77,7434.3,6467.5,54.3,0.77,70799.0,70802.5,71681.0,72040.0,71004.1,72040.0,70799.0,509.0,0.72,73263.5,70495.1,-1009.1,-1.40,73263.5,61376.9,4748.0,7.17,73263.5,61376.9,4089.1,6.11,,
XHJ,Health Care,16141.8,16078.6,16336.5,16646.1,16557.9,16666.6,16557.9,-88.2,-0.53,16646.1,16078.6,620.8,3.90,16646.1,15907.0,570.6,3.57,16646.1,13849.2,2190.6,15.25,16646.1,13849.2,2358.0,16.61,103381.8,102976.7,104628.6,106611.6,106046.9,106611.6,102976.7,3976.0,3.90,106611.6,101877.9,3689.1,3.60,106611.6,86829.4,16000.0,17.77,106611.6,85487.9,17049.0,19.16,,
XNJ,Industrials,4109.7,4086.1,4136.7,4139.3,4104.9,4142.4,4104.7,-34.4,-0.83,4139.3,4086.1,37.3,0.92,4184.7,4067.6,19.1,0.47,4299.8,3771.2,136.0,3.43,4299.8,3771.2,209.4,5.37,35026.3,34825.2,35256.1,35278.7,34984.7,35278.7,34825.2,317.9,0.92,35665.0,34666.9,162.5,0.47,36428.8,31167.8,2183.2,6.66,36428.8,30581.2,2981.9,9.32,,
XIJ,Info Technology,760.3,762.0,771.6,765.0,762.0,767.4,757.3,-3.0,-0.39,771.6,760.3,3.2,0.42,807.7,758.8,-26.1,-3.32,837.6,702.5,20.5,2.77,837.6,702.5,30.0,4.10,5111.2,5122.9,5187.3,5143.1,5122.8,5187.3,5111.2,21.5,0.42,5429.9,5101.3,-175.9,-3.32,5555.5,4603.8,263.6,5.43,5555.5,4603.8,325.7,6.79,,
XMJ,Materials,9060.5,8909.1,9017.6,8921.5,8761.1,8921.5,8698.3,-160.4,-1.80,9060.5,8761.1,-8.1,-0.09,9406.0,8761.1,-357.9,-3.92,10774.9,8761.1,-1448.6,-14.19,10774.9,8761.1,-1215.4,-12.18,64157.3,63097.6,63866.0,63185.3,62049.4,64157.3,62049.4,-44.9,-0.07,66551.5,62049.4,-2471.1,-3.83,73944.4,62049.4,-7991.9,-11.41,73944.4,62049.4,-6380.6,-9.32,,
XPJ,A-REIT,1136.5,1130.1,1147.5,1153.1,1152.6,1156.5,1150.2,-0.5,-0.04,1153.1,1130.1,21.7,1.92,1170.9,1128.1,22.0,1.95,1170.9,980.1,167.7,17.03,1170.9,980.1,136.0,13.38,32557.3,32374.9,32873.9,33033.5,33018.2,33033.5,32374.9,620.6,1.92,33544.2,32316.0,630.9,1.95,33544.2,27037.3,5857.2,21.56,33544.2,26036.8,5490.8,19.95,,
XTJ,Telecommunications,1990.8,1979.4,1996.8,2018.5,2000.5,2018.6,1994.5,-18.0,-0.89,2018.5,1979.4,9.4,0.47,2040.2,1951.0,48.2,2.47,2040.2,1741.3,178.9,9.82,2040.2,1741.3,253.5,14.51,24566.9,24426.3,24641.5,24908.8,24687.0,24908.8,24426.3,116.1,0.47,25176.7,24076.5,594.5,2.47,25176.7,20377.3,3370.1,15.81,25176.7,20103.7,4244.3,20.76,,
XUJ,Utilities,5906.6,5881.9,5935.8,5902.5,5870.3,5902.5,5836.7,-32.2,-0.55,5935.8,5870.3,1.4,0.02,6096.4,5868.9,-11.2,-0.19,6096.4,5357.0,490.8,9.12,6096.4,5357.0,490.7,9.12,64004.0,63736.7,64321.2,63959.5,63611.2,64321.2,63611.2,15.1,0.02,65866.2,63544.8,66.4,0.10,65866.2,55642.3,7735.4,13.84,65866.2,53514.4,8385.0,15.18,,
XMM,Metals & Mining,2844.2,2788.1,2823.5,2786.8,2729.1,2786.8,2703.5,-57.7,-2.07,2844.2,2729.1,-8.9,-0.32,2963.2,2729.1,-159.4,-5.52,3522.5,2729.1,-610.2,-18.27,3522.5,2729.1,-536.5,-16.43,4119.9,4038.6,4089.9,4036.8,3953.2,4119.9,3953.2,-12.8,-0.32,4292.3,3953.2,-230.9,-5.52,4948.8,3953.2,-737.4,-15.72,4948.8,3953.2,-633.8,-13.82,,
XGD,Gold,1907.8,1980.0,2008.1,1972.9,1922.2,1972.9,1919.0,-50.7,-2.57,2008.1,1907.8,69.7,3.76,2008.1,1665.3,20.8,1.09,2679.6,1665.3,23.8,1.26,2679.6,1665.3,73.3,3.97,2224.5,2308.7,2341.5,2300.4,2241.3,2341.5,2224.5,81.3,3.76,2341.5,1941.8,24.2,1.09,3119.4,1941.8,32.8,1.49,3119.4,1941.8,90.4,4.20,,
XJR,S&P/ASX 200 Res,3711.6,3646.2,3686.6,3621.1,3481.3,3621.1,3471.1,-139.8,-3.86,3711.6,3481.3,-106.8,-2.98,3868.9,3481.3,-287.1,-7.62,4376.0,3481.3,-705.0,-16.84,4376.0,3481.3,-600.3,-14.71,20148.0,19793.3,20012.5,19657.1,18898.2,20148.0,18898.2,-579.4,-2.97,21001.9,18898.2,-1558.3,-7.62,23407.3,18898.2,-3114.2,-14.15,23407.3,18898.2,-2563.2,-11.94,,
,
