Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-05-18T23:15:19+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 13,May 14,May 15,May 16,May 17,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 13,May 14,May 15,May 16,May 17,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5194.8,5202.5,5173.3,5144.2,5159.8,5172.8,5147.0,15.6,0.30,5202.5,5144.2,-31.3,-0.60,5202.5,4911.3,166.2,3.33,5202.5,4712.3,495.2,10.62,5202.5,4033.4,1061.0,25.88,41467.2,41528.7,41296.3,41063.3,41189.7,41528.7,41063.3,-157.6,-0.38,41528.7,39055.7,1479.2,3.72,41528.7,37020.3,4547.1,12.41,41528.7,30869.4,9886.4,31.58,,
XAF,All Australian 50,5298.5,5312.9,5289.7,5269.3,5283.3,5297.9,5273.4,14.0,0.27,5312.9,5269.3,-8.6,-0.16,5312.9,5021.6,186.7,3.66,5312.9,4733.5,585.6,12.46,5312.9,3983.7,1245.9,30.86,43348.6,43465.9,43276.2,43109.2,43225.8,43465.9,43109.2,57.1,0.13,43465.9,40883.3,1732.1,4.17,43465.9,38052.6,5463.6,14.47,43465.9,31167.4,11722.3,37.21,,
XAT,All Australian 200,5177.8,5188.4,5158.3,5132.7,5147.2,5161.5,5135.3,14.5,0.28,5188.4,5132.7,-27.4,-0.53,5188.4,4897.8,168.9,3.39,5188.4,4671.7,515.9,11.14,5188.4,3973.9,1112.7,27.58,42124.3,42210.6,41965.8,41757.3,41877.4,42210.6,41757.3,-117.2,-0.28,42210.6,39679.4,1545.6,3.83,42210.6,37380.5,4823.0,13.02,42210.6,30947.5,10533.8,33.61,,
XTL,S&P/ASX 20,3244.8,3252.6,3242.5,3232.4,3244.7,3253.1,3236.7,12.3,0.38,3252.6,3232.4,1.3,0.04,3264.3,3074.1,122.6,3.93,3264.3,2885.8,378.1,13.19,3264.3,2396.0,816.6,33.63,52211.5,52336.8,52174.4,52011.9,52209.7,52336.8,52011.9,207.0,0.40,52336.8,49174.3,2266.8,4.54,52336.8,45563.7,6950.5,15.36,52336.8,36842.5,14989.8,40.27,,
XFL,S&P/ASX 50,5351.3,5365.7,5343.0,5322.4,5336.7,5351.1,5326.6,14.3,0.27,5365.7,5322.4,-7.6,-0.14,5365.7,5071.1,189.2,3.68,5365.7,4770.1,604.1,12.76,5365.7,4010.1,1270.7,31.25,43716.2,43833.6,43648.2,43480.1,43599.2,43833.6,43480.1,66.2,0.15,43833.6,41226.7,1751.5,4.19,43833.6,38295.2,5607.5,14.76,43833.6,31334.8,11911.6,37.59,,
XTO,S&P/ASX 100,4314.1,4323.8,4301.1,4282.9,4295.0,4307.1,4285.8,12.1,0.28,4323.8,4282.9,-14.2,-0.33,4323.8,4082.0,150.3,3.63,4323.8,3855.7,474.3,12.41,4323.8,3260.5,985.7,29.79,10673.4,10697.4,10641.4,10596.3,10626.6,10697.4,10596.3,-7.0,-0.07,10697.4,10054.7,417.5,4.09,10697.4,9380.5,1331.8,14.33,10697.4,7719.3,2811.0,35.97,,
XJO,S&P/ASX 200,5210.3,5221.0,5191.7,5165.7,5180.8,5194.9,5168.6,15.1,0.29,5221.0,5165.7,-25.3,-0.49,5221.0,4924.4,176.2,3.52,5221.0,4690.3,531.9,11.44,5221.0,3985.0,1134.3,28.03,42315.7,42402.2,42164.5,41953.3,42077.9,42402.2,41953.3,-100.3,-0.24,42402.2,39826.0,1603.8,3.96,42402.2,37467.1,4943.4,13.31,42402.2,30989.0,10686.1,34.04,,
XKO,S&P/ASX 300,5168.8,5178.7,5149.6,5122.1,5137.2,5150.6,5124.8,15.1,0.29,5178.7,5122.1,-27.6,-0.53,5178.7,4885.8,171.0,3.44,5178.7,4669.1,510.9,11.04,5178.7,3977.4,1098.3,27.19,41842.0,41922.4,41687.3,41464.5,41588.6,41922.4,41464.5,-121.4,-0.29,41922.4,39388.4,1552.1,3.88,41922.4,37184.2,4748.6,12.89,41922.4,30841.3,10343.9,33.11,,
XMD,S&P/ASX MidCap 50,4309.8,4303.2,4243.2,4211.0,4227.3,4244.6,4204.8,16.3,0.39,4309.8,4211.0,-83.5,-1.94,4310.8,4021.0,130.2,3.18,4310.8,3914.1,364.3,9.43,4310.8,3435.4,642.5,17.92,11023.9,11007.0,10854.7,10772.4,10814.2,11023.9,10772.4,-212.4,-1.93,11026.5,10277.9,341.8,3.26,11026.5,9898.6,1044.9,10.70,11026.5,8495.1,2013.1,22.87,,
XSO,S&P/ASX Small Ords,2244.6,2240.0,2217.0,2174.0,2184.3,2184.3,2170.1,10.3,0.47,2244.6,2174.0,-69.3,-3.07,2253.6,2095.4,25.5,1.18,2414.5,2095.4,-96.4,-4.23,2414.5,2044.8,9.3,0.43,5419.1,5408.0,5352.4,5248.6,5273.6,5419.1,5248.6,-167.0,-3.07,5440.6,5055.9,64.8,1.24,5770.0,5055.9,-171.3,-3.15,5770.0,4798.2,190.4,3.75,,
