Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-05-18T23:15:19+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,May 13,May 14,May 15,May 16,May 17,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,May 13,May 14,May 15,May 16,May 17,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1689.2,1694.1,1684.3,1664.9,1669.9,1671.7,1651.0,5.0,0.30,1694.1,1664.9,-12.1,-0.72,1694.1,1574.0,68.2,4.26,1694.1,1364.5,326.1,24.26,1694.1,1195.0,423.0,33.93,12337.1,12372.8,12301.5,12159.6,12195.8,12372.8,12159.6,-88.8,-0.72,12372.8,11495.3,497.8,4.26,12372.8,9792.3,2551.5,26.46,12372.8,8383.2,3448.7,39.43,,
XSJ,Consumer Staples,10357.1,10345.2,10264.5,10442.8,10284.3,10452.4,10212.6,-158.5,-1.52,10442.8,10264.5,42.8,0.42,10661.7,10146.4,-39.9,-0.39,10661.7,8912.8,1409.9,15.89,10661.7,7529.2,2627.9,34.32,80885.6,80792.6,80162.4,81554.9,80317.3,81554.9,80162.4,334.1,0.42,83265.0,79240.6,-311.7,-0.39,83265.0,68413.1,12199.0,17.91,83265.0,56304.5,23061.6,40.28,,
XEJ,Energy,13320.1,13302.6,13272.0,13224.9,13374.0,13476.8,13122.8,149.1,1.13,13374.0,13224.9,31.3,0.23,13374.0,11998.9,810.9,6.45,13702.8,11998.9,968.0,7.80,13702.8,11554.9,1019.4,8.25,92250.3,92129.5,91917.7,91591.5,92624.1,92624.1,91591.5,216.9,0.23,92624.1,83100.5,5616.2,6.45,94901.2,83100.5,7797.4,9.19,94901.2,77918.0,9313.8,11.18,,
XFJ,Financials,5765.9,5782.4,5783.5,5755.3,5773.9,5793.7,5761.7,18.6,0.32,5783.5,5755.3,19.4,0.34,5851.4,5476.3,207.8,3.73,5851.4,4767.7,1020.2,21.46,5851.4,3913.1,1805.4,45.49,55203.4,55360.9,55371.5,55101.4,55280.0,55371.5,55101.4,482.1,0.88,55506.1,51948.5,2480.3,4.70,55506.1,44797.5,10621.5,23.78,55506.1,35513.2,19451.4,54.29,,
XXJ,Financial-x-A-REIT,6668.9,6689.8,6703.5,6658.0,6684.3,6711.1,6664.8,26.3,0.40,6703.5,6658.0,19.9,0.30,6823.1,6317.4,244.2,3.79,6823.1,5485.5,1232.4,22.60,6823.1,4433.9,2168.4,48.02,61342.2,61535.3,61660.5,61242.0,61484.2,61660.5,61242.0,573.3,0.94,62087.9,57485.9,2881.4,4.92,62087.9,49449.4,12337.7,25.10,62087.9,38694.8,22322.0,57.00,,
XHJ,Health Care,13247.3,13392.9,13404.4,13132.4,13155.3,13250.3,13135.9,22.9,0.17,13404.4,13132.4,23.6,0.18,13404.4,12331.7,710.9,5.71,13404.4,11476.5,1522.7,13.09,13404.4,8868.8,4273.0,48.11,82009.6,82911.1,83000.1,81316.2,81457.8,83000.1,81316.2,163.7,0.20,83000.1,76341.5,4418.6,5.74,83000.1,70340.0,10160.8,14.25,83000.1,53595.3,27780.6,51.75,,
XNJ,Industrials,3891.1,3909.7,3836.1,3803.7,3810.7,3825.9,3783.3,7.0,0.18,3909.7,3803.7,-94.1,-2.41,3909.7,3664.3,55.9,1.49,3970.5,3605.6,259.0,7.29,3970.5,3159.7,426.3,12.59,31312.9,31462.0,30870.3,30609.4,30665.6,31462.0,30609.4,-757.0,-2.41,31462.0,29487.9,449.5,1.49,31601.8,28667.2,2427.4,8.60,31601.8,24610.7,4516.0,17.27,,
XIJ,Info Technology,706.8,721.7,722.0,713.1,715.7,722.7,710.6,2.6,0.36,722.0,706.8,17.9,2.56,722.0,657.1,50.4,7.57,722.0,611.4,119.1,19.96,722.0,483.9,203.2,39.64,4563.8,4660.4,4662.0,4605.0,4621.5,4662.0,4563.8,115.3,2.56,4662.0,4243.4,325.1,7.57,4662.0,3884.8,830.8,21.92,4662.0,3019.4,1423.5,44.51,,
XMJ,Materials,9657.9,9662.3,9472.9,9333.0,9423.2,9467.0,9379.4,90.2,0.97,9662.3,9333.0,-326.5,-3.35,9749.7,8679.5,328.8,3.62,11228.0,8679.5,-1177.7,-11.11,11228.0,8679.5,-176.0,-1.83,65094.0,65123.8,63847.2,62904.4,63528.7,65123.8,62904.4,-2183.7,-3.32,65712.4,58499.9,2232.6,3.64,74792.0,58499.9,-7085.9,-10.03,74792.0,58499.9,659.8,1.05,,
XPJ,A-REIT,1130.3,1131.8,1120.8,1126.9,1126.3,1143.9,1122.6,-0.6,-0.05,1131.8,1120.8,6.2,0.55,1131.8,1080.3,37.4,3.43,1131.8,960.8,152.5,15.66,1131.8,848.9,281.0,33.25,29782.0,29820.4,29532.5,29693.0,29676.9,29820.4,29532.5,163.5,0.55,29820.4,28438.3,1011.9,3.53,29820.4,25044.0,4319.1,17.03,29820.4,21143.7,8623.2,40.96,,
XTJ,Telecommunications,1738.6,1734.5,1732.2,1752.5,1753.3,1758.6,1745.1,0.8,0.05,1753.3,1732.2,22.6,1.31,1754.3,1640.3,92.3,5.55,1754.3,1515.3,257.3,17.20,1754.3,1208.0,545.3,45.14,19790.3,19743.3,19717.2,19948.8,19957.5,19957.5,19717.2,257.3,1.31,19969.2,18672.2,1049.8,5.55,19969.2,16745.5,3425.1,20.72,19969.2,12866.4,7091.0,55.11,,
XUJ,Utilities,5734.0,5706.2,5715.4,5654.6,5699.7,5726.5,5670.3,45.1,0.80,5734.0,5654.6,-19.7,-0.35,5815.8,5578.1,44.9,0.79,5815.8,5233.6,441.8,8.40,5815.8,4764.9,913.8,19.09,57055.6,56779.2,56870.8,56264.9,56713.7,57055.6,56264.9,-196.9,-0.35,57869.0,55504.3,446.5,0.79,57869.0,51459.2,5016.0,9.70,57869.0,45021.0,11641.9,25.83,,
XMM,Metals & Mining,3193.8,3189.2,3115.5,3061.2,3100.2,3115.0,3081.4,39.0,1.27,3193.8,3061.2,-133.1,-4.12,3233.3,2856.6,94.1,3.13,3841.7,2856.6,-543.2,-14.91,3841.7,2856.6,-231.4,-6.95,4417.3,4410.9,4309.0,4233.9,4287.8,4417.3,4233.9,-184.0,-4.11,4471.8,3950.9,130.2,3.13,5249.3,3950.9,-690.5,-13.87,5249.3,3950.9,-200.0,-4.46,,
XGD,Gold,3303.8,3246.6,3152.1,2983.6,2941.9,2985.4,2914.3,-41.7,-1.40,3303.8,2941.9,-501.3,-14.56,3477.9,2941.9,-413.2,-12.32,5191.8,2941.9,-1956.8,-39.94,6250.3,2941.9,-2179.2,-42.55,3823.0,3756.7,3647.4,3452.4,3404.2,3823.0,3404.2,-580.1,-14.56,4024.5,3404.2,-478.2,-12.32,5987.1,3404.2,-2245.0,-39.74,7201.8,3404.2,-2463.1,-41.98,,
XJR,S&P/ASX 200 Res,4017.2,4012.1,3943.4,3892.0,3940.1,3960.7,3902.5,48.1,1.24,4017.2,3892.0,-113.8,-2.81,4053.9,3596.0,160.9,4.26,4567.3,3596.0,-370.5,-8.60,4567.3,3596.0,-65.4,-1.63,20799.1,20772.7,20417.2,20150.8,20399.8,20799.1,20150.8,-589.4,-2.81,20989.2,18618.4,832.7,4.26,23355.8,18618.4,-1643.3,-7.46,23355.8,18618.4,207.4,1.03,,
,
