Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-09-26T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 21,Sep 22,Sep 23,Sep 24,Sep 25,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 21,Sep 22,Sep 23,Sep 24,Sep 25,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,1949.0,1960.2,1937.3,1965.5,1967.8,1979.6,1960.5,2.3,0.12,1967.8,1937.3,-11.0,-0.56,2001.9,1907.0,17.3,0.89,2263.3,1907.0,-76.6,-3.75,2263.3,1907.0,-181.2,-8.43,5091.2,5120.6,5065.3,5139.1,5145.8,5145.8,5065.3,-22.2,-0.43,5182.7,4952.4,103.3,2.05,5823.6,4952.4,-51.7,-0.99,5823.6,4882.3,-288.7,-5.31,,
XDJ,Consumer Discretionary,1731.6,1739.8,1714.4,1739.8,1755.6,1760.7,1739.8,15.8,0.91,1755.6,1714.4,-12.8,-0.72,1818.3,1712.1,-27.6,-1.55,2021.0,1712.1,2.3,0.13,2021.0,1712.1,-8.0,-0.46,13721.7,13787.3,13603.3,13805.1,13935.0,13935.0,13603.3,-79.1,-0.56,14296.6,13503.4,-61.0,-0.44,15772.9,13162.6,465.2,3.45,15772.9,12935.8,433.7,3.21,,
XSJ,Consumer Staples,8129.8,8227.7,8074.9,8248.4,8289.2,8368.8,8248.4,40.8,0.49,8289.2,8074.9,40.7,0.49,8747.6,8074.9,-178.0,-2.10,10122.8,8074.9,-883.9,-9.64,10122.8,8074.9,-1452.6,-14.91,70940.6,71795.0,70461.9,71975.4,72331.9,72331.9,70461.9,354.9,0.49,75507.7,70461.9,-654.2,-0.90,85291.5,70461.9,-4176.9,-5.46,85291.5,70461.9,-8866.2,-10.92,,
XEJ,Energy,8458.8,8687.5,8498.4,8600.8,8428.5,8660.4,8418.4,-172.3,-2.00,8687.5,8428.5,-237.3,-2.74,9376.8,8356.1,-232.1,-2.68,12090.7,8356.1,-3173.0,-27.35,12090.7,8356.1,-5711.2,-40.39,64769.0,66519.9,65072.3,65856.1,64536.4,66519.9,64536.4,-1816.8,-2.74,71442.7,63982.2,-532.9,-0.82,90391.5,63982.2,-19767.9,-23.45,102547.0,63982.2,-38212.5,-37.19,,
XFJ,Financials,5855.5,5887.8,5742.8,5828.0,5765.0,5877.6,5765.0,-63.0,-1.08,5887.8,5742.8,-227.5,-3.80,6058.7,5738.1,-193.9,-3.25,7186.4,5737.6,-490.4,-7.84,7186.4,5737.6,-135.7,-2.30,63299.1,63655.5,62087.8,63009.0,62327.4,63655.5,62087.8,-2452.3,-3.79,65355.8,62024.9,-1898.2,-2.96,75638.7,61840.9,-2911.8,-4.46,75638.7,59639.1,1736.4,2.87,,
XXJ,Financial-x-A-REIT,6714.0,6746.6,6569.6,6650.3,6566.8,6709.0,6566.8,-83.5,-1.26,6746.6,6566.8,-316.5,-4.60,6946.5,6539.6,-255.2,-3.74,8394.2,6539.6,-715.4,-9.82,8394.2,6539.6,-344.5,-4.98,69576.8,69924.7,68090.1,68927.2,68061.2,69924.7,68061.2,-3270.1,-4.58,71803.7,67764.4,-2387.1,-3.39,84666.9,67762.0,-4711.2,-6.47,84666.9,66776.9,50.8,0.07,,
XHJ,Health Care,17866.6,17977.8,17773.2,18074.7,18027.3,18250.2,17973.8,-47.4,-0.26,18074.7,17773.2,38.6,0.21,18634.8,17713.3,-145.2,-0.80,19933.9,17005.1,540.1,3.09,19933.9,17005.1,2747.3,17.98,116757.0,117483.3,116176.7,118147.4,117837.7,118147.4,116176.7,282.9,0.24,120657.0,115755.0,250.4,0.21,128804.9,108911.1,5839.0,5.21,128804.9,95128.7,20032.3,20.48,,
XNJ,Industrials,4564.1,4635.5,4610.1,4692.5,4669.8,4731.3,4663.4,-22.7,-0.48,4692.5,4564.1,36.2,0.78,4692.5,4491.2,122.8,2.70,4968.2,4233.2,347.9,8.05,4968.2,4233.2,637.5,15.81,40225.3,40855.2,40630.7,41357.6,41156.9,41357.6,40225.3,327.2,0.80,41357.6,39377.7,1448.4,3.65,43057.2,36323.0,4073.2,10.98,43057.2,32870.0,6807.1,19.82,,
XIJ,Info Technology,710.8,716.1,710.6,717.2,713.0,723.4,708.5,-4.2,-0.59,717.2,710.6,-5.6,-0.78,718.6,673.9,39.6,5.88,853.7,664.8,-69.7,-8.90,853.7,664.8,-64.2,-8.25,4922.6,4958.9,4925.2,4970.8,4942.2,4970.8,4922.6,-34.4,-0.69,4976.6,4634.5,307.7,6.64,5803.2,4575.2,-324.5,-6.16,5803.2,4575.2,-263.8,-5.07,,
XMJ,Materials,7910.2,7890.8,7651.8,7704.4,7735.0,7777.3,7667.6,30.6,0.40,7910.2,7651.8,-379.5,-4.68,8207.0,7651.8,-41.3,-0.53,9946.3,7592.5,-992.8,-11.37,9946.3,7592.5,-1635.1,-17.45,58546.2,58401.9,56643.8,57033.4,57259.4,58546.2,56643.8,-2797.9,-4.66,60543.2,56482.6,776.9,1.38,70664.0,55147.6,-4632.8,-7.49,70664.0,55147.6,-9029.6,-13.62,,
XPJ,A-REIT,1208.3,1219.2,1199.7,1233.8,1231.8,1245.0,1229.5,-2.0,-0.16,1233.8,1199.7,7.1,0.58,1251.8,1199.7,-7.8,-0.63,1343.7,1197.3,45.6,3.84,1343.7,1197.3,152.5,14.13,36333.4,36661.5,36076.4,37100.4,37039.1,37100.4,36076.4,214.7,0.58,37641.3,36076.4,-235.2,-0.63,39203.9,34828.8,2533.6,7.34,39203.9,30884.2,6121.8,19.80,,
XTJ,Telecommunications,1993.0,2025.6,2011.9,2048.9,2030.5,2068.7,2030.5,-18.4,-0.90,2048.9,1993.0,9.6,0.47,2095.6,1957.3,-38.6,-1.86,2321.2,1957.3,-56.3,-2.70,2321.2,1957.3,158.6,8.47,25763.3,26184.6,26014.7,26494.0,26255.9,26494.0,25763.3,131.3,0.50,27088.8,25302.3,-489.7,-1.83,28970.5,25302.3,501.8,1.95,28970.5,22729.7,3167.9,13.72,,
XUJ,Utilities,6408.1,6505.7,6433.2,6558.5,6549.2,6598.2,6511.6,-9.3,-0.14,6558.5,6408.1,43.1,0.66,6727.6,6337.6,38.5,0.59,6918.1,5936.5,635.0,10.74,6918.1,5936.5,745.5,12.84,72759.8,73868.0,73044.5,74467.7,74361.6,74467.7,72759.8,489.5,0.66,76179.9,71959.7,637.6,0.86,76606.1,65111.5,9495.3,14.64,76606.1,62222.8,11657.3,18.59,,
XMM,Metals & Mining,2301.0,2291.1,2203.8,2214.7,2230.6,2240.8,2208.9,15.9,0.72,2301.0,2203.8,-132.8,-5.62,2403.6,2203.8,-19.3,-0.86,3045.0,2197.3,-416.4,-15.73,3045.0,2197.3,-773.0,-25.74,3495.3,3480.2,3347.6,3364.2,3388.3,3495.3,3347.6,-201.7,-5.62,3622.8,3344.5,43.8,1.31,4412.5,3266.4,-446.1,-11.63,4412.5,3266.4,-962.1,-22.11,,
XGD,Gold,2442.8,2402.1,2346.2,2430.1,2509.5,2529.5,2430.1,79.4,3.27,2509.5,2346.2,32.2,1.30,2509.5,2146.6,317.6,14.49,2736.3,2069.2,462.2,22.57,2736.3,2069.2,372.6,17.44,2860.2,2812.5,2747.1,2845.3,2938.3,2938.3,2747.1,37.7,1.30,2938.3,2508.0,377.3,14.73,3196.9,2412.7,551.1,23.08,3196.9,1941.8,446.6,17.93,,
XJR,S&P/ASX 200 Res,2795.2,2808.6,2713.7,2732.0,2728.4,2755.7,2709.2,-3.6,-0.13,2808.6,2713.7,-141.3,-4.93,2970.7,2713.7,-38.9,-1.41,3741.5,2713.7,-661.9,-19.52,3741.5,2713.7,-1200.1,-30.55,15942.9,16019.0,15478.1,15582.4,15561.5,16019.0,15478.1,-806.2,-4.93,16656.8,15451.2,110.3,0.71,20500.6,15138.7,-2842.4,-15.44,21159.9,15138.7,-5762.5,-27.02,,
,
