Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-07-26T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 21,Jul 22,Jul 23,Jul 24,Jul 25,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 21,Jul 22,Jul 23,Jul 24,Jul 25,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2210.8,2214.3,2235.0,2227.6,2222.2,2227.6,2208.8,-5.4,-0.24,2235.0,2210.8,20.3,0.92,2235.0,2131.3,82.3,3.85,2277.1,2092.8,28.6,1.30,2277.1,2092.8,103.4,4.88,5530.7,5539.5,5591.0,5572.8,5559.3,5591.0,5530.7,50.9,0.92,5591.0,5328.3,224.2,4.20,5645.9,5156.7,155.8,2.88,5645.9,5074.3,424.1,8.26,,
XDJ,Consumer Discretionary,1826.8,1828.0,1838.2,1843.9,1834.7,1843.9,1830.6,-9.2,-0.50,1843.9,1826.8,22.4,1.23,1843.9,1782.0,69.3,3.92,1913.4,1715.0,3.6,0.20,1913.4,1715.0,187.2,11.36,13790.3,13799.4,13876.8,13919.4,13850.3,13919.4,13790.3,169.0,1.24,13919.4,13321.1,529.2,3.97,14336.1,12735.0,253.0,1.86,14336.1,12078.6,1801.5,14.95,,
XSJ,Consumer Staples,10043.1,9998.2,10049.9,10101.4,10017.5,10103.0,10000.8,-83.9,-0.83,10101.4,9998.2,-20.1,-0.20,10101.4,9717.7,249.0,2.55,10323.4,9567.9,1.5,0.02,10323.4,9567.9,237.3,2.43,81988.0,81621.5,82044.0,82463.7,81778.9,82463.7,81621.5,-164.5,-0.20,82463.7,79311.7,2110.2,2.65,84194.5,76594.5,1597.0,1.99,84194.5,75614.4,5260.5,6.87,,
XEJ,Energy,14524.6,14509.1,14594.6,14630.3,14620.0,14650.0,14529.3,-10.3,-0.07,14630.3,14509.1,152.1,1.05,14630.3,14270.0,318.5,2.23,14630.3,13017.6,997.1,7.32,14630.3,13017.6,1274.2,9.55,103782.8,103672.1,104283.0,104538.4,104464.6,104538.4,103672.1,1087.0,1.05,104538.4,101963.6,2275.7,2.23,104538.4,91514.2,8694.7,9.08,104538.4,90393.6,12036.0,13.02,,
XFJ,Financials,6177.5,6174.5,6211.1,6224.7,6241.7,6241.7,6222.2,17.0,0.27,6241.7,6174.5,79.0,1.28,6241.7,6007.5,158.6,2.61,6241.7,5503.9,366.0,6.23,6241.7,5503.9,657.8,11.78,62815.9,62785.2,63156.9,63295.7,63468.9,63468.9,62785.2,803.8,1.28,63468.9,61084.6,1768.7,2.87,63468.9,54492.0,5298.8,9.11,63468.9,53179.2,9652.0,17.93,,
XXJ,Financial-x-A-REIT,7258.6,7254.1,7293.1,7312.8,7340.6,7340.6,7312.8,27.8,0.38,7340.6,7254.1,96.7,1.33,7340.6,7071.9,177.3,2.47,7363.2,6467.5,359.0,5.14,7363.2,6467.5,827.2,12.70,70620.9,70577.1,70956.8,71147.9,71419.2,71419.2,70577.1,940.9,1.33,71419.2,68804.3,1726.8,2.48,71419.2,61376.9,5163.1,7.79,71419.2,59658.7,11215.9,18.63,,
XHJ,Health Care,14372.3,14356.2,14366.2,14409.1,14342.9,14409.1,14332.2,-66.2,-0.46,14409.1,14342.9,2.8,0.02,14452.0,14192.4,148.0,1.04,14937.8,13849.2,-24.4,-0.17,14937.8,13849.2,770.9,5.68,91008.3,90906.3,90969.7,91240.9,90821.9,91240.9,90821.9,18.1,0.02,91512.8,89868.7,937.0,1.04,94445.0,86829.4,775.1,0.86,94445.0,81860.9,6784.0,8.07,,
XNJ,Industrials,4146.0,4148.5,4172.4,4168.5,4167.4,4175.2,4152.0,-1.1,-0.03,4172.4,4146.0,35.7,0.86,4172.4,4028.6,97.1,2.39,4199.0,3771.2,198.5,5.00,4199.0,3771.2,505.9,13.82,34917.7,34938.8,35139.6,35106.6,35097.5,35139.6,34917.7,300.5,0.86,35139.6,33928.4,1037.0,3.04,35139.6,31167.8,2295.9,7.00,35139.6,29395.6,5434.5,18.32,,
XIJ,Info Technology,809.4,811.8,818.6,824.3,822.5,824.3,817.4,-1.8,-0.22,824.3,809.4,15.5,1.92,824.3,787.9,28.9,3.64,824.3,702.5,81.0,10.93,824.3,702.5,150.6,22.42,5368.2,5384.5,5429.4,5467.2,5455.3,5467.2,5368.2,103.0,1.93,5467.2,5225.5,191.5,3.64,5467.2,4603.8,596.1,12.27,5467.2,4316.8,1116.7,25.74,,
XMJ,Materials,10274.4,10343.8,10440.1,10433.4,10396.6,10433.4,10358.5,-36.8,-0.35,10440.1,10274.4,94.0,0.91,10440.1,9695.3,673.5,6.93,10774.9,9487.2,186.9,1.83,10774.9,9487.2,1125.8,12.14,71617.4,72101.6,72772.3,72725.6,72469.4,72772.3,71617.4,655.0,0.91,72772.3,67581.1,4694.9,6.93,73944.4,66130.4,2428.1,3.47,73944.4,62307.7,9898.6,15.82,,
XPJ,A-REIT,1109.0,1109.3,1119.5,1118.6,1114.4,1118.6,1109.3,-4.2,-0.38,1119.5,1109.0,10.6,0.96,1119.5,1066.4,36.8,3.41,1119.5,980.1,129.5,13.15,1119.5,980.1,69.3,6.63,31753.0,31762.8,32054.0,32029.4,31909.4,32054.0,31753.0,305.6,0.97,32054.0,30312.1,1597.3,5.27,32054.0,27037.3,4748.4,17.48,32054.0,26036.8,3921.9,14.01,,
XTJ,Telecommunications,1886.6,1885.6,1893.3,1903.5,1894.2,1907.0,1893.5,-9.3,-0.49,1903.5,1885.6,6.7,0.35,1903.5,1812.3,91.1,5.05,1903.5,1741.3,72.6,3.99,1903.5,1741.3,197.5,11.64,22681.3,22669.1,22761.6,22884.0,22772.5,22884.0,22669.1,80.1,0.35,22884.0,21677.9,1094.6,5.05,22884.0,20377.3,1455.6,6.83,22884.0,19321.6,3458.9,17.91,,
XUJ,Utilities,5873.0,5897.7,5907.2,5911.4,5913.9,5922.0,5896.0,2.5,0.04,5913.9,5873.0,23.2,0.39,6026.6,5873.0,-2.4,-0.04,6026.6,5357.0,534.4,9.93,6026.6,5357.0,477.0,8.77,62668.1,62931.0,63032.1,63077.2,63104.2,63104.2,62668.1,248.1,0.39,64217.5,62346.1,758.1,1.22,64217.5,55642.3,7228.4,12.94,64217.5,53264.6,8178.2,14.89,,
XMM,Metals & Mining,3352.2,3379.1,3417.0,3410.9,3399.1,3410.9,3386.0,-11.8,-0.35,3417.0,3352.2,34.8,1.03,3417.0,3135.0,244.5,7.75,3522.5,3063.2,59.8,1.79,3522.5,3063.2,319.8,10.38,4779.9,4818.2,4872.2,4863.6,4846.7,4872.2,4779.9,49.6,1.03,4872.2,4470.2,348.6,7.75,4948.8,4367.8,156.1,3.33,4948.8,4241.0,587.7,13.80,,
XGD,Gold,2495.6,2493.9,2498.1,2376.9,2343.1,2376.9,2324.9,-33.8,-1.42,2498.1,2343.1,-147.0,-5.90,2498.1,2273.9,66.5,2.92,2679.6,2003.5,444.7,23.43,2679.6,2003.5,-300.9,-11.38,2905.6,2903.7,2908.5,2767.5,2728.1,2908.5,2728.1,-171.1,-5.90,2908.5,2647.5,77.5,2.92,3119.4,2330.8,519.6,23.53,3562.6,2001.8,-331.5,-10.83,,
XJR,S&P/ASX 200 Res,4263.3,4286.3,4328.1,4328.3,4317.1,4328.3,4300.2,-11.2,-0.26,4328.3,4263.3,47.3,1.11,4328.3,4058.9,244.6,6.01,4345.1,3970.3,130.8,3.12,4345.1,3970.3,396.7,10.12,22767.7,22890.4,23113.9,23114.5,23055.1,23114.5,22767.7,252.9,1.11,23114.5,21676.0,1306.3,6.01,23114.5,20876.7,1042.7,4.74,23114.5,20172.9,2756.9,13.58,,
,
