Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-08-13T23:15:13+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 8,Aug 9,Aug 10,Aug 11,Aug 12,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 8,Aug 9,Aug 10,Aug 11,Aug 12,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1165.0,1158.7,1181.3,1174.7,1194.7,1211.1,1174.7,20.0,1.70,1194.7,1158.7,-0.6,-0.05,1324.0,1158.7,-134.3,-10.11,1557.8,1158.7,-306.1,-20.39,1572.1,1158.7,-308.0,-20.50,7759.3,7717.3,7867.9,7829.6,7962.3,7962.3,7717.3,1.6,0.02,8851.6,7717.3,-889.3,-10.05,10210.5,7717.3,-1820.0,-18.60,10246.9,7717.3,-1679.3,-17.42,,
XSJ,Consumer Staples,7011.2,7028.6,7185.8,7198.9,7266.8,7301.8,7187.7,67.9,0.94,7266.8,7011.2,116.2,1.62,7838.2,7011.2,-437.7,-5.68,8013.9,7011.2,-447.7,-5.80,8415.1,7011.2,-356.5,-4.68,49979.4,50103.3,51224.5,51317.7,51870.3,51870.3,49979.4,897.0,1.76,55874.7,49979.4,-3051.1,-5.56,56701.2,49979.4,-1927.5,-3.58,58402.4,49979.4,-131.7,-0.25,,
XEJ,Energy,12726.9,12956.3,13454.0,13465.9,13498.1,13854.0,13430.2,32.2,0.24,13498.1,12726.9,446.2,3.42,15050.6,12726.9,-1130.9,-7.73,17736.5,12726.9,-2616.3,-16.24,17736.5,12726.9,-1321.3,-8.92,83817.5,85328.2,88605.8,88684.0,88896.5,88896.5,83817.5,2938.6,3.42,99120.7,83817.5,-7447.5,-7.73,116809.6,83817.5,-16196.7,-15.41,116809.6,83817.5,-6645.3,-6.96,,
XFJ,Financials,3638.7,3720.2,3808.5,3817.0,3827.7,3877.7,3797.6,10.7,0.28,3827.7,3638.7,85.2,2.28,4214.5,3638.7,-292.2,-7.09,4666.6,3638.7,-534.1,-12.24,4666.6,3638.7,-468.9,-10.91,30965.7,31659.3,32477.1,32549.4,32640.6,32640.6,30965.7,791.6,2.49,35865.7,30965.7,-2420.6,-6.90,38822.8,30965.7,-3423.0,-9.49,38822.8,30965.7,-1875.8,-5.43,,
XXJ,Financial-x-A-REIT,4195.3,4297.0,4433.6,4460.1,4461.8,4524.4,4426.7,1.7,0.04,4461.8,4195.3,149.6,3.47,4889.0,4195.3,-289.1,-6.08,5430.9,4195.3,-602.0,-11.89,5430.9,4195.3,-491.7,-9.93,34224.8,35054.7,36169.4,36385.6,36399.0,36399.0,34224.8,1220.2,3.47,39884.3,34224.8,-2358.3,-6.08,43285.0,34224.8,-3741.8,-9.32,43285.0,34224.8,-1679.4,-4.41,,
XHJ,Health Care,7425.7,7335.0,7595.5,7536.7,7697.9,7756.3,7531.2,161.2,2.14,7697.9,7335.0,87.0,1.14,8627.8,7335.0,-550.8,-6.68,9186.8,7335.0,-1235.3,-13.83,9186.8,7335.0,-436.5,-5.37,43561.5,43029.6,44557.6,44212.4,45158.1,45158.1,43029.6,510.2,1.14,50613.1,43029.6,-3231.1,-6.68,53892.5,43029.6,-6663.1,-12.86,53892.5,43029.6,-1273.8,-2.74,,
XNJ,Industrials,3171.2,3188.3,3238.7,3219.7,3264.8,3301.7,3219.7,45.1,1.40,3264.8,3171.2,-11.2,-0.34,3617.2,3171.2,-234.6,-6.70,3870.5,3171.2,-471.7,-12.62,3870.5,3171.2,-135.1,-3.97,23776.3,23904.1,24281.7,24139.8,24477.6,24477.6,23776.3,-84.2,-0.34,27120.0,23776.3,-1759.3,-6.71,28566.6,23776.3,-3082.6,-11.19,28566.6,23776.3,-160.3,-0.65,,
XIJ,Info Technology,473.5,464.8,461.6,458.0,467.5,474.0,458.0,9.5,2.07,473.5,458.0,-9.9,-2.06,550.6,458.0,-77.5,-14.22,666.6,458.0,-177.2,-27.49,666.6,458.0,-104.6,-18.28,2836.1,2783.7,2764.6,2743.0,2800.3,2836.1,2743.0,-58.8,-2.06,3297.7,2743.0,-464.0,-14.21,3919.5,2743.0,-990.6,-26.13,3919.5,2743.0,-510.0,-15.41,,
XMJ,Materials,11694.7,11823.1,12211.9,12112.5,12220.6,12336.9,12112.5,108.1,0.89,12220.6,11694.7,92.3,0.76,13770.2,11694.7,-1153.1,-8.62,15046.2,11694.7,-1860.0,-13.21,15046.2,11577.2,64.8,0.53,74771.4,75592.4,78140.1,77504.1,78195.7,78195.7,74771.4,651.8,0.84,88041.5,74771.4,-7310.6,-8.55,96133.1,74771.4,-11015.5,-12.35,96133.1,72640.3,1953.1,2.56,,
XPJ,A-REIT,726.0,735.3,722.0,708.9,720.5,726.5,708.9,11.6,1.64,735.3,708.9,-28.6,-3.82,824.5,708.9,-100.8,-12.27,887.0,708.9,-119.3,-14.21,908.7,708.9,-138.6,-16.14,17221.6,17443.7,17353.3,17036.7,17316.7,17443.7,17036.7,-453.8,-2.55,19559.0,17036.7,-2165.2,-11.11,20646.7,17036.7,-2037.3,-10.53,20646.7,17036.7,-2123.4,-10.92,,
XTJ,Telecommunications,966.9,959.0,972.7,1025.0,1044.0,1054.0,1025.0,19.0,1.85,1044.0,959.0,49.0,4.92,1051.7,959.0,22.1,2.16,1052.8,891.0,84.4,8.80,1052.8,891.0,42.3,4.23,9460.9,9383.7,9517.3,10029.2,10215.1,10215.1,9383.7,479.0,4.92,10285.5,9383.7,221.6,2.22,10295.5,8708.4,1240.6,13.82,10295.5,8339.6,1290.2,14.46,,
XUJ,Utilities,4004.3,4045.3,4147.0,4134.1,4164.1,4200.2,4134.1,30.0,0.73,4164.1,4004.3,41.0,1.00,4394.5,4004.3,-179.9,-4.14,4452.1,3990.1,-249.3,-5.65,4614.3,3990.1,-43.4,-1.03,36081.2,36450.5,37366.7,37250.6,37520.7,37520.7,36081.2,369.8,1.00,39596.5,36081.2,-1621.0,-4.14,39709.6,35021.3,-936.4,-2.43,39709.6,35021.3,2007.1,5.65,,
XMM,Metals & Mining,4239.8,4286.5,4427.6,4398.2,4432.1,4478.0,4398.2,33.9,0.77,4432.1,4239.8,31.2,0.71,5003.7,4239.8,-415.6,-8.57,5491.6,4239.8,-713.6,-13.87,5491.6,4131.2,85.9,1.98,5586.5,5647.9,5838.9,5800.1,5844.8,5844.8,5586.5,46.1,0.80,6592.9,5586.5,-542.5,-8.49,7235.3,5586.5,-879.3,-13.08,7235.3,5350.9,215.7,3.83,,
XGD,Gold,7281.2,7341.9,7452.4,7717.3,7723.5,7820.2,7708.4,6.2,0.08,7723.5,7281.2,317.7,4.29,7864.5,7281.2,328.9,4.45,8435.7,6946.7,-375.6,-4.64,8435.7,6501.7,1295.8,20.16,8283.4,8352.4,8478.1,8779.4,8786.5,8786.5,8283.4,361.6,4.29,8946.7,8283.4,374.4,4.45,9595.8,7902.5,-406.4,-4.42,9595.8,7350.6,1519.6,20.91,,
XJR,S&P/ASX 200 Res,4833.5,4893.1,5061.3,5033.6,5066.3,5137.5,5033.6,32.7,0.65,5066.3,4833.5,64.2,1.28,5698.4,4833.5,-473.4,-8.55,6355.0,4833.5,-842.5,-14.26,6355.0,4833.5,-68.4,-1.33,23814.3,24108.2,24954.2,24817.3,24978.7,24978.7,23814.3,333.6,1.35,28076.1,23814.3,-2315.2,-8.48,31311.1,23814.3,-3881.5,-13.45,31311.1,23747.5,143.0,0.58,,
,
