Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-08-13T23:15:13+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 8,Aug 9,Aug 10,Aug 11,Aug 12,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 8,Aug 9,Aug 10,Aug 11,Aug 12,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4056.7,4096.7,4207.4,4203.5,4237.9,4280.5,4203.5,34.4,0.82,4237.9,4056.7,68.2,1.64,4674.1,4056.7,-325.6,-7.14,5064.9,4056.7,-609.0,-12.56,5064.9,4056.7,-243.0,-5.42,29710.8,30003.6,30841.0,30813.8,31070.6,31070.6,29710.8,535.6,1.75,34228.0,29710.8,-2347.3,-7.02,36827.4,29710.8,-3742.2,-10.75,36827.4,29710.8,-487.7,-1.55,,
XAF,All Australian 50,3944.2,4003.4,4111.6,4117.1,4145.5,4188.1,4117.1,28.4,0.69,4145.5,3944.2,85.9,2.12,4554.7,3944.2,-321.6,-7.20,4939.1,3944.2,-536.7,-11.46,4939.1,3944.2,-313.5,-7.03,29372.5,29813.5,30655.7,30696.4,30912.8,30912.8,29372.5,680.6,2.25,33919.3,29372.5,-2354.2,-7.08,36488.5,29372.5,-3233.7,-9.47,36488.5,29372.5,-902.7,-2.84,,
XAT,All Australian 200,3984.4,4034.7,4141.3,4139.6,4169.8,4213.5,4139.6,30.2,0.73,4169.8,3984.4,65.2,1.59,4604.3,3984.4,-326.8,-7.27,4976.2,3984.4,-580.7,-12.22,4976.2,3984.4,-288.0,-6.46,29608.0,29982.1,30804.1,30791.9,31020.8,31020.8,29608.0,519.5,1.70,34214.6,29608.0,-2393.5,-7.16,36695.0,29608.0,-3570.2,-10.32,36695.0,29608.0,-763.2,-2.40,,
XTL,S&P/ASX 20,2390.4,2427.7,2500.7,2510.3,2522.9,2549.6,2508.1,12.6,0.50,2522.9,2390.4,65.2,2.65,2758.4,2390.4,-185.2,-6.84,2998.7,2390.4,-309.2,-10.92,2998.7,2390.4,-178.3,-6.60,34882.9,35427.7,36534.5,36674.1,36857.9,36857.9,34882.9,991.6,2.76,40254.3,34882.9,-2661.6,-6.73,43396.5,34882.9,-3595.7,-8.89,43396.5,34882.9,-863.9,-2.29,,
XFL,S&P/ASX 50,3959.3,4018.1,4126.8,4133.9,4164.5,4207.3,4133.9,30.6,0.74,4164.5,3959.3,90.3,2.22,4568.2,3959.3,-316.4,-7.06,4953.4,3959.3,-528.8,-11.27,4953.4,3959.3,-308.0,-6.89,29459.8,29896.9,30741.7,30795.1,31027.4,31027.4,29459.8,712.5,2.35,33990.3,29459.8,-2312.9,-6.94,36564.0,29459.8,-3175.3,-9.28,36564.0,29459.8,-864.2,-2.71,,
XTO,S&P/ASX 100,3244.2,3286.6,3375.8,3375.5,3401.1,3436.2,3375.5,25.6,0.76,3401.1,3244.2,59.8,1.79,3746.1,3244.2,-265.9,-7.25,4049.1,3244.2,-452.2,-11.74,4049.1,3244.2,-245.3,-6.73,7321.6,7417.4,7626.5,7626.0,7684.8,7684.8,7321.6,144.1,1.91,8454.3,7321.6,-591.1,-7.14,9067.0,7321.6,-833.6,-9.79,9067.0,7321.6,-205.4,-2.60,,
XJO,S&P/ASX 200,3986.1,4034.8,4141.3,4140.8,4172.6,4216.1,4140.8,31.8,0.77,4172.6,3986.1,67.2,1.64,4602.9,3986.1,-322.8,-7.18,4971.2,3986.1,-572.6,-12.07,4971.2,3986.1,-287.0,-6.44,29587.1,29948.7,30768.8,30766.0,31006.0,31006.0,29587.1,533.4,1.75,34164.3,29587.1,-2361.1,-7.08,36617.7,29587.1,-3512.6,-10.18,36617.7,29587.1,-764.6,-2.41,,
XKO,S&P/ASX 300,3990.0,4037.3,4144.1,4143.5,4175.5,4218.9,4143.5,32.0,0.77,4175.5,3990.0,64.9,1.58,4608.8,3990.0,-324.3,-7.21,4984.1,3990.0,-585.3,-12.29,4984.1,3990.0,-276.7,-6.22,29548.3,29898.6,30718.2,30714.4,30955.5,30955.5,29548.3,514.3,1.69,34129.9,29548.3,-2367.2,-7.10,36632.1,29548.3,-3604.9,-10.43,36632.1,29548.3,-705.7,-2.23,,
XMD,S&P/ASX MidCap 50,3703.1,3702.1,3804.5,3751.0,3785.1,3826.2,3751.0,34.1,0.91,3804.5,3702.1,-54.4,-1.42,4301.9,3702.1,-361.5,-8.72,4573.1,3702.1,-682.4,-15.28,4573.1,3702.1,-220.2,-5.50,8751.7,8749.4,8991.3,8864.8,8945.6,8991.3,8749.4,-128.4,-1.42,10166.8,8749.4,-854.2,-8.72,10728.9,8749.4,-1403.0,-13.56,10728.9,8749.4,-162.4,-1.78,,
XSO,S&P/ASX Small Ords,2319.1,2319.6,2365.9,2364.0,2385.3,2413.5,2364.0,21.3,0.90,2385.3,2319.1,-10.3,-0.43,2687.1,2319.1,-173.7,-6.79,2946.3,2319.1,-507.2,-17.53,2946.3,2319.1,-18.4,-0.77,5280.2,5281.3,5386.8,5383.7,5432.5,5432.5,5280.2,-21.7,-0.40,6116.7,5280.2,-392.5,-6.74,6625.3,5280.2,-1069.8,-16.45,6625.3,5248.7,95.8,1.80,,
