Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-10-22T23:15:15+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4337.9,4249.5,4274.8,4206.8,4203.4,4228.3,4193.5,-3.4,-0.08,4337.9,4203.4,-65.6,-1.54,4337.9,3927.6,49.8,1.20,5064.9,3927.6,-643.5,-13.28,5064.9,3927.6,-516.2,-10.94,32267.7,31611.4,31799.9,31294.1,31268.9,32267.7,31268.9,-485.8,-1.53,32267.7,29204.1,406.1,1.32,36827.4,29204.1,-3543.9,-10.18,36827.4,29204.1,-2391.8,-7.11,,
XAF,All Australian 50,4253.5,4168.6,4193.5,4121.9,4116.7,4143.9,4106.6,-5.2,-0.13,4253.5,4116.7,-69.2,-1.65,4253.5,3853.0,71.8,1.77,4939.1,3853.0,-565.5,-12.08,4939.1,3853.0,-497.3,-10.78,32215.4,31572.0,31760.6,31218.2,31179.4,32215.4,31179.4,-523.6,-1.65,32215.4,29181.9,555.8,1.82,36488.5,29181.9,-2967.1,-8.69,36488.5,29181.9,-2192.0,-6.57,,
XAT,All Australian 200,4271.5,4182.7,4209.5,4140.9,4137.6,4164.1,4127.6,-3.3,-0.08,4271.5,4137.6,-63.5,-1.51,4271.5,3855.4,71.1,1.75,4976.2,3855.4,-612.9,-12.90,4976.2,3855.4,-513.3,-11.04,32265.6,31594.3,31796.8,31279.0,31254.2,32265.6,31254.2,-479.3,-1.51,32265.6,29116.8,560.3,1.83,36695.0,29116.8,-3336.8,-9.65,36695.0,29116.8,-2345.1,-6.98,,
XTL,S&P/ASX 20,2583.8,2534.7,2549.3,2503.4,2498.8,2516.6,2492.7,-4.6,-0.18,2583.8,2498.8,-43.7,-1.72,2583.8,2334.2,54.6,2.23,2998.7,2334.2,-333.3,-11.77,2998.7,2334.2,-283.1,-10.18,38379.9,37649.6,37866.4,37185.5,37117.0,38379.9,37117.0,-649.0,-1.72,38379.9,34671.5,819.5,2.26,43396.5,34671.5,-3336.6,-8.25,43396.5,34671.5,-2279.2,-5.79,,
XFL,S&P/ASX 50,4276.6,4191.6,4216.5,4144.7,4139.9,4166.8,4129.8,-4.8,-0.12,4276.6,4139.9,-69.5,-1.65,4276.6,3876.7,72.8,1.79,4953.4,3876.7,-553.4,-11.79,4953.4,3876.7,-486.5,-10.52,32357.8,31715.1,31903.0,31359.9,31323.5,32357.8,31323.5,-526.2,-1.65,32357.8,29332.3,562.8,1.83,36564.0,29332.3,-2879.2,-8.42,36564.0,29332.3,-2116.4,-6.33,,
XTO,S&P/ASX 100,3484.7,3414.4,3436.5,3379.8,3378.1,3399.8,3369.8,-1.7,-0.05,3484.7,3378.1,-51.2,-1.49,3484.7,3155.5,65.0,1.96,4049.1,3155.5,-475.2,-12.33,4049.1,3155.5,-404.7,-10.70,7996.6,7835.3,7886.1,7756.1,7752.1,7996.6,7752.1,-117.5,-1.49,7996.6,7240.1,154.1,2.03,9067.0,7240.1,-766.4,-9.00,9067.0,7240.1,-542.9,-6.54,,
XJO,S&P/ASX 200,4275.4,4186.9,4213.7,4144.9,4141.9,4168.6,4131.9,-3.0,-0.07,4275.4,4141.9,-63.7,-1.52,4275.4,3863.9,70.1,1.72,4971.2,3863.9,-603.3,-12.71,4971.2,3863.9,-506.3,-10.89,32255.8,31588.0,31790.4,31271.5,31248.4,32255.8,31248.4,-481.0,-1.52,32255.8,29145.7,552.4,1.80,36617.7,29145.7,-3270.1,-9.47,36617.7,29145.7,-2300.4,-6.86,,
XKO,S&P/ASX 300,4271.8,4183.9,4209.9,4141.2,4138.5,4164.6,4128.4,-2.7,-0.07,4271.8,4138.5,-63.9,-1.52,4271.8,3860.9,62.4,1.53,4984.1,3860.9,-622.3,-13.07,4984.1,3860.9,-514.3,-11.05,32150.2,31488.2,31684.3,31166.8,31146.6,32150.2,31146.6,-481.3,-1.52,32150.2,29050.7,494.7,1.61,36632.1,29050.7,-3413.8,-9.88,36632.1,29050.7,-2370.9,-7.07,,
XMD,S&P/ASX MidCap 50,3807.9,3720.9,3762.5,3717.4,3735.5,3757.9,3719.7,18.1,0.49,3807.9,3717.4,-5.8,-0.15,3807.9,3408.2,123.4,3.41,4573.1,3408.2,-732.0,-16.39,4573.1,3408.2,-514.5,-12.10,9146.5,8937.7,9037.6,8929.2,8972.7,9146.5,8929.2,-13.9,-0.15,9146.5,8186.5,320.7,3.71,10728.9,8186.5,-1375.9,-13.30,10728.9,8186.5,-800.7,-8.19,,
XSO,S&P/ASX Small Ords,2408.9,2349.7,2358.4,2323.5,2318.9,2339.2,2310.5,-4.6,-0.20,2408.9,2318.9,-42.6,-1.80,2408.9,2137.3,-58.1,-2.44,2946.3,2137.3,-573.6,-19.83,2946.3,2137.3,-387.3,-14.31,5545.9,5409.6,5429.7,5349.3,5338.7,5545.9,5338.7,-98.1,-1.80,5545.9,4915.5,-119.4,-2.19,6625.3,4915.5,-1163.6,-17.90,6625.3,4915.5,-722.6,-11.92,,
