Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-10-22T23:15:15+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1236.3,1214.3,1228.4,1215.4,1220.1,1228.1,1215.2,4.7,0.39,1236.3,1214.3,-3.0,-0.25,1236.3,1151.4,38.2,3.23,1557.8,1140.6,-280.7,-18.70,1572.1,1140.6,-334.5,-21.52,8449.3,8298.7,8395.5,8306.3,8338.8,8449.3,8298.7,-20.4,-0.24,8449.3,7866.6,317.4,3.96,10210.5,7636.0,-1443.5,-14.76,10246.9,7636.0,-1772.4,-17.53,,
XSJ,Consumer Staples,7608.1,7577.7,7620.6,7559.2,7455.6,7585.1,7422.6,-103.6,-1.37,7620.6,7455.6,-84.2,-1.12,7621.7,7341.5,56.2,0.76,8013.9,7011.2,-258.9,-3.36,8291.2,7011.2,-787.6,-9.55,55595.3,55372.9,55686.6,55237.8,54481.1,55686.6,54481.1,-615.3,-1.12,55694.5,53646.9,431.1,0.80,56701.2,49979.4,683.2,1.27,57584.1,49979.4,-2769.5,-4.84,,
XEJ,Energy,13689.7,13413.0,13480.2,13194.2,13193.4,13421.5,13138.7,-0.8,-0.01,13689.7,13193.4,-325.9,-2.41,13689.7,11605.0,314.1,2.44,17736.5,11605.0,-2921.0,-18.13,17736.5,11605.0,-2058.6,-13.50,91284.0,89438.9,89887.4,87979.9,87974.7,91284.0,87974.7,-2173.3,-2.41,91284.0,77383.0,2094.2,2.44,116809.6,77383.0,-17118.5,-16.29,116809.6,77383.0,-11493.8,-11.56,,
XFJ,Financials,4061.7,3986.2,4034.3,3986.6,3987.5,4024.0,3982.4,0.9,0.02,4061.7,3986.2,-3.5,-0.09,4061.7,3596.7,275.7,7.43,4666.6,3596.7,-374.3,-8.58,4666.6,3596.7,-367.5,-8.44,35115.4,34462.3,34878.2,34465.9,34473.7,35115.4,34462.3,-30.5,-0.09,35115.4,31086.1,2392.5,7.46,38822.8,30965.7,-1590.0,-4.41,38822.8,30965.7,-919.0,-2.60,,
XXJ,Financial-x-A-REIT,4707.4,4618.8,4676.0,4618.7,4615.3,4661.6,4610.1,-3.4,-0.07,4707.4,4615.3,-7.3,-0.16,4707.4,4119.7,361.9,8.51,5430.9,4119.7,-448.5,-8.86,5430.9,4119.7,-412.0,-8.19,39012.9,38279.1,38752.7,38278.1,38249.6,39012.9,38249.6,-61.2,-0.16,39012.9,34142.5,2998.8,8.51,43285.0,34142.5,-1891.2,-4.71,43285.0,34142.5,-911.9,-2.33,,
XHJ,Health Care,7968.8,7840.4,7941.9,7819.7,7861.3,7926.0,7801.3,41.6,0.53,7968.8,7819.7,-25.0,-0.32,7968.8,7405.9,338.1,4.49,9186.8,7082.8,-1071.9,-12.00,9186.8,7082.8,-336.8,-4.11,47525.2,46759.4,47364.6,46635.4,46884.0,47525.2,46635.4,-148.9,-0.32,47525.2,44167.7,2016.6,4.49,53892.5,41891.0,-4937.3,-9.53,53892.5,41891.0,-673.0,-1.42,,
XNJ,Industrials,3348.5,3279.7,3307.6,3263.6,3271.5,3296.9,3250.5,7.9,0.24,3348.5,3263.6,-25.3,-0.77,3348.5,3031.9,50.7,1.57,3870.5,3031.9,-465.0,-12.44,3870.5,3031.9,-533.3,-14.02,25401.9,24879.7,25091.8,24757.9,24817.8,25401.9,24757.9,-192.0,-0.77,25401.9,22990.4,413.5,1.69,28566.6,22990.4,-2742.4,-9.95,28566.6,22990.4,-3063.8,-10.99,,
XIJ,Info Technology,489.4,479.2,487.9,475.0,476.9,484.2,474.2,1.9,0.40,489.4,475.0,-7.5,-1.55,489.4,462.0,-7.1,-1.47,666.6,458.0,-167.8,-26.03,666.6,458.0,-130.8,-21.52,2991.1,2928.6,2982.0,2902.7,2914.9,2991.1,2902.7,-45.5,-1.54,2991.1,2823.8,-37.5,-1.27,3919.5,2743.0,-876.1,-23.11,3919.5,2743.0,-658.4,-18.43,,
XMJ,Materials,11827.9,11414.0,11354.3,11039.3,11042.4,11109.4,10994.2,3.1,0.03,11827.9,11039.3,-532.4,-4.60,11827.9,10436.7,-718.3,-6.11,15046.2,10436.7,-3038.2,-21.58,15046.2,10436.7,-2070.4,-15.79,76441.2,73766.2,73380.8,71344.6,71364.8,76441.2,71344.6,-3440.7,-4.60,76441.2,67434.3,-4564.0,-6.01,96133.1,67434.3,-17846.5,-20.00,96133.1,67434.3,-11635.1,-14.02,,
XPJ,A-REIT,788.7,774.9,783.0,775.6,779.7,784.0,775.8,4.1,0.53,788.7,774.9,2.2,0.29,788.7,741.7,15.9,2.08,887.0,708.9,-60.1,-7.16,887.0,708.9,-85.1,-9.84,19009.6,18677.5,18872.8,18692.2,18792.9,19009.6,18677.5,54.4,0.29,19009.6,17847.3,414.2,2.25,20646.7,17036.7,-561.0,-2.90,20646.7,17036.7,-831.1,-4.24,,
XTJ,Telecommunications,1064.7,1071.0,1087.6,1077.7,1074.0,1081.3,1064.8,-3.7,-0.34,1087.6,1064.7,22.0,2.09,1087.6,1030.9,17.7,1.68,1087.6,891.0,114.4,11.92,1087.6,891.0,165.6,18.23,10890.2,10954.9,11125.1,11023.2,10985.7,11125.1,10890.2,225.3,2.09,11125.1,10543.2,183.4,1.70,11125.1,8708.4,2011.2,22.41,11125.1,8339.6,2508.6,29.59,,
XUJ,Utilities,4405.7,4343.9,4383.8,4353.4,4353.1,4390.4,4343.1,-0.3,-0.01,4405.7,4343.9,-21.8,-0.50,4405.7,4178.3,66.2,1.54,4550.9,3990.1,-60.3,-1.37,4614.3,3990.1,-164.4,-3.64,40300.3,39735.2,40100.1,39822.2,39819.5,40300.3,39735.2,-198.9,-0.50,40300.3,38220.0,635.8,1.62,41005.7,35021.3,1362.3,3.54,41005.7,35021.3,1063.3,2.74,,
XMM,Metals & Mining,4259.2,4102.4,4073.0,3944.8,3945.4,3969.7,3926.4,0.6,0.02,4259.2,3944.8,-217.6,-5.23,4259.2,3732.7,-312.2,-7.33,5491.6,3732.7,-1200.3,-23.33,5491.6,3732.7,-803.3,-16.92,5671.0,5462.3,5423.1,5252.4,5253.2,5671.0,5252.4,-289.7,-5.23,5671.0,4968.6,-410.1,-7.24,7235.3,4968.6,-1470.9,-21.88,7235.3,4968.6,-952.1,-15.34,,
XGD,Gold,7241.9,7164.6,7050.4,6690.3,6668.5,6695.9,6625.6,-21.8,-0.33,7241.9,6668.5,-480.6,-6.72,7454.8,6432.0,-1041.8,-13.51,8435.7,6432.0,-1430.6,-17.66,8435.7,6432.0,-972.0,-12.72,8272.4,8184.2,8053.7,7642.4,7617.4,8272.4,7617.4,-549.0,-6.72,8774.6,7347.4,-1157.2,-13.19,9595.8,7347.4,-1575.4,-17.14,9595.8,7347.4,-1054.9,-12.16,,
XJR,S&P/ASX 200 Res,4933.0,4769.7,4748.8,4610.4,4611.7,4642.6,4592.4,1.3,0.03,4933.0,4610.4,-221.2,-4.58,4933.0,4291.7,-239.5,-4.94,6355.0,4291.7,-1297.1,-21.95,6355.0,4291.7,-890.2,-16.18,24577.7,23764.4,23660.2,22970.3,22976.9,24577.7,22970.3,-1102.3,-4.58,24577.7,21378.1,-1174.7,-4.86,31311.1,21378.1,-5883.3,-20.39,31311.1,21378.1,-3895.7,-14.50,,
,
