Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-09-24T23:15:14+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4164.1,4124.8,4153.6,4044.7,3978.5,4037.1,3957.3,-66.2,-1.64,4164.1,3978.5,-251.4,-5.94,4382.7,3978.5,-261.3,-6.16,5064.9,3978.5,-868.4,-17.92,5064.9,3978.5,-673.0,-14.47,30939.1,30648.1,30862.8,30054.4,29564.3,30939.1,29564.3,-1855.0,-5.90,32414.5,29564.3,-1702.6,-5.45,36827.4,29564.3,-5248.5,-15.08,36827.4,29564.3,-3581.3,-10.80,,
XAF,All Australian 50,4052.3,4011.8,4044.9,3940.6,3881.5,3953.0,3861.2,-59.1,-1.50,4052.3,3881.5,-237.0,-5.75,4264.5,3881.5,-263.3,-6.35,4939.1,3881.5,-800.7,-17.10,4939.1,3881.5,-702.0,-15.32,30678.9,30372.7,30623.6,29833.7,29386.0,30678.9,29386.0,-1785.0,-5.73,32132.8,29386.0,-1753.1,-5.63,36488.5,29372.5,-4760.6,-13.94,36488.5,29372.5,-3752.3,-11.32,,
XAT,All Australian 200,4076.5,4034.6,4066.5,3958.6,3896.2,3961.6,3874.6,-62.4,-1.58,4076.5,3896.2,-249.1,-6.01,4304.8,3896.2,-274.5,-6.58,4976.2,3896.2,-854.3,-17.98,4976.2,3896.2,-707.5,-15.37,30768.4,30453.1,30693.9,29880.5,29409.6,30768.4,29409.6,-1868.6,-5.97,32341.4,29409.6,-1825.3,-5.84,36695.0,29409.6,-5181.3,-14.98,36695.0,29409.6,-3830.0,-11.52,,
XTL,S&P/ASX 20,2448.8,2423.8,2444.3,2381.7,2347.4,2396.6,2334.6,-34.3,-1.44,2448.8,2347.4,-140.3,-5.64,2582.8,2347.4,-169.2,-6.72,2998.7,2347.4,-484.7,-17.12,2998.7,2347.4,-428.9,-15.45,36365.7,35994.0,36297.6,35369.0,34858.8,36365.7,34858.8,-2069.4,-5.60,38160.0,34858.8,-2241.7,-6.04,43396.5,34858.8,-5594.8,-13.83,43396.5,34858.8,-4450.7,-11.32,,
XFL,S&P/ASX 50,4073.4,4033.8,4067.1,3962.9,3904.3,3975.8,3883.5,-58.6,-1.48,4073.4,3904.3,-234.3,-5.66,4283.6,3904.3,-258.7,-6.21,4953.4,3904.3,-789.0,-16.81,4953.4,3904.3,-691.4,-15.04,30808.1,30509.0,30760.7,29972.4,29529.3,30808.1,29529.3,-1762.9,-5.63,32246.0,29529.3,-1717.9,-5.50,36564.0,29459.8,-4673.3,-13.66,36564.0,29459.8,-3676.5,-11.07,,
XTO,S&P/ASX 100,3320.2,3286.8,3313.1,3227.2,3179.9,3235.1,3162.9,-47.3,-1.47,3320.2,3179.9,-194.4,-5.76,3504.1,3179.9,-218.3,-6.42,4049.1,3179.9,-673.4,-17.48,4049.1,3179.9,-573.0,-15.27,7614.0,7537.8,7598.0,7401.2,7292.7,7614.0,7292.7,-443.0,-5.73,7998.5,7292.7,-439.4,-5.68,9067.0,7292.7,-1225.7,-14.39,9067.0,7292.7,-932.4,-11.34,,
XJO,S&P/ASX 200,4081.5,4040.2,4071.8,3964.9,3903.2,3968.3,3882.2,-61.7,-1.56,4081.5,3903.2,-246.2,-5.93,4307.5,3903.2,-270.2,-6.48,4971.2,3903.2,-842.0,-17.74,4971.2,3903.2,-698.7,-15.18,30768.3,30458.2,30696.1,29891.2,29426.3,30768.3,29426.3,-1844.7,-5.90,32322.4,29426.3,-1790.9,-5.74,36617.7,29426.3,-5092.3,-14.75,36617.7,29426.3,-3769.8,-11.36,,
XKO,S&P/ASX 300,4086.5,4045.5,4076.1,3967.4,3904.2,3967.9,3882.4,-63.2,-1.59,4086.5,3904.2,-249.8,-6.01,4311.9,3904.2,-272.3,-6.52,4984.1,3904.2,-856.6,-17.99,4984.1,3904.2,-698.3,-15.17,30729.1,30421.0,30651.9,29835.4,29360.8,30729.1,29360.8,-1866.5,-5.98,32276.1,29360.8,-1804.0,-5.79,36632.1,29360.8,-5199.6,-15.04,36632.1,29360.8,-3774.8,-11.39,,
XMD,S&P/ASX MidCap 50,3637.8,3591.4,3612.1,3509.2,3461.5,3497.4,3435.2,-47.7,-1.36,3637.8,3461.5,-244.7,-6.60,3950.0,3461.5,-305.2,-8.10,4573.1,3461.5,-1006.0,-22.52,4573.1,3461.5,-712.9,-17.08,8711.5,8602.3,8652.0,8408.4,8294.1,8711.5,8294.1,-576.7,-6.50,9417.9,8294.1,-641.8,-7.18,10728.9,8294.1,-2054.5,-19.85,10728.9,8294.1,-1288.8,-13.45,,
XSO,S&P/ASX Small Ords,2392.0,2367.7,2377.0,2297.3,2233.8,2284.6,2213.3,-63.5,-2.76,2392.0,2233.8,-201.8,-8.28,2518.0,2233.8,-177.8,-7.37,2946.3,2233.8,-658.7,-22.77,2946.3,2233.8,-367.1,-14.11,5492.1,5436.4,5458.1,5275.4,5130.5,5492.1,5130.5,-461.7,-8.26,5760.5,5130.5,-370.1,-6.73,6625.3,5130.5,-1371.8,-21.10,6625.3,5130.5,-687.9,-11.82,,
XDJ,Consumer Discretionary,1167.0,1166.6,1181.9,1162.2,1158.9,1164.6,1148.1,-3.3,-0.28,1181.9,1158.9,-16.5,-1.41,1233.0,1144.4,-1.1,-0.09,1557.8,1140.6,-341.9,-22.78,1572.1,1140.6,-386.2,-25.00,7919.7,7917.2,8021.4,7887.8,7869.2,8021.4,7869.2,-101.6,-1.28,8308.8,7760.5,103.7,1.34,10210.5,7636.0,-1913.1,-19.56,10246.9,7636.0,-2138.0,-21.36,,
XSJ,Consumer Staples,7333.6,7367.5,7399.4,7372.6,7355.3,7396.1,7297.0,-17.3,-0.23,7399.4,7333.6,-44.1,-0.60,7542.8,7273.0,-153.9,-2.05,8013.9,7011.2,-359.2,-4.66,8415.1,7011.2,-894.4,-10.84,53569.2,53816.8,54049.9,53874.3,53747.5,54049.9,53569.2,-302.7,-0.56,54426.8,52693.1,-437.2,-0.81,56701.2,49979.4,-50.3,-0.09,58402.4,49979.4,-3506.9,-6.13,,
XEJ,Energy,12743.6,12662.7,12879.3,12427.2,12074.8,12391.4,12074.8,-352.4,-2.84,12879.3,12074.8,-1009.6,-7.72,13643.7,12074.8,-1189.0,-8.96,17736.5,12074.8,-4039.6,-25.07,17736.5,12074.8,-3018.8,-20.00,84975.1,84435.9,85880.6,82865.5,80515.7,85880.6,80515.7,-6732.4,-7.72,90895.8,80515.7,-7241.1,-8.25,116809.6,80515.7,-24577.5,-23.39,116809.6,80515.7,-17919.9,-18.20,,
XFJ,Financials,3743.1,3693.4,3711.8,3625.0,3596.7,3687.8,3569.1,-28.3,-0.78,3743.1,3596.7,-219.9,-5.76,3990.2,3596.7,-230.3,-6.02,4666.6,3596.7,-765.1,-17.54,4666.6,3596.7,-837.6,-18.89,32351.6,31922.0,32081.1,31330.5,31086.1,32351.6,31086.1,-1900.6,-5.76,34440.1,31086.1,-1807.7,-5.50,38822.8,30965.7,-4977.6,-13.80,38822.8,30965.7,-4950.7,-13.74,,
XXJ,Financial-x-A-REIT,4295.1,4237.6,4253.4,4153.2,4119.7,4241.8,4088.2,-33.5,-0.81,4295.1,4119.7,-258.2,-5.90,4590.8,4119.7,-312.5,-7.05,5430.9,4119.7,-944.1,-18.64,5430.9,4119.7,-1012.6,-19.73,35595.8,35119.7,35250.8,34420.4,34142.5,35595.8,34142.5,-2140.0,-5.90,37984.2,34142.5,-2356.0,-6.46,43285.0,34142.5,-5998.3,-14.94,43285.0,34142.5,-5837.1,-14.60,,
XHJ,Health Care,7240.8,7301.9,7523.2,7405.9,7427.5,7471.6,7356.3,21.6,0.29,7523.2,7240.8,123.2,1.69,7869.7,7082.8,-207.6,-2.72,9186.8,7082.8,-1505.7,-16.86,9186.8,7082.8,-907.6,-10.89,43183.1,43547.6,44867.4,44167.7,44296.5,44867.4,43183.1,1095.4,2.54,46298.8,41891.0,-528.7,-1.18,53892.5,41891.0,-7524.7,-14.52,53892.5,41891.0,-4005.0,-8.29,,
