Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-09-24T23:15:14+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XNJ,Industrials,3219.3,3190.9,3220.8,3143.8,3110.4,3143.8,3083.6,-33.4,-1.06,3220.8,3110.4,-166.8,-5.09,3371.5,3110.4,-207.6,-6.26,3870.5,3110.4,-626.1,-16.76,3870.5,3110.4,-571.2,-15.52,24393.0,24178.2,24404.4,23820.7,23567.8,24404.4,23567.8,-1264.1,-5.09,25330.6,23567.8,-1344.9,-5.40,28566.6,23567.8,-3992.5,-14.49,28566.6,23567.8,-3371.3,-12.51,,
XIJ,Info Technology,475.3,473.0,484.0,486.6,479.0,486.6,474.9,-7.6,-1.56,486.6,473.0,-6.1,-1.27,510.5,473.0,-8.6,-1.76,666.6,458.0,-165.7,-25.70,666.6,458.0,-120.0,-20.03,2899.5,2885.3,2952.4,2968.1,2922.1,2968.1,2885.3,-37.3,-1.26,3094.2,2885.3,-33.1,-1.12,3919.5,2743.0,-868.8,-22.92,3919.5,2743.0,-600.0,-17.04,,
XMJ,Materials,11881.9,11686.7,11760.7,11246.5,10858.1,11095.5,10813.2,-388.4,-3.45,11881.9,10858.1,-1220.8,-10.11,12574.9,10858.1,-1294.9,-10.66,15046.2,10858.1,-3222.5,-22.89,15046.2,10858.1,-1563.6,-12.59,76704.9,75450.6,75928.8,72608.6,70101.4,76704.9,70101.4,-7875.4,-10.10,80615.2,70101.4,-7731.0,-9.93,96133.1,70101.4,-19109.9,-21.42,96133.1,70101.4,-8469.8,-10.78,,
XPJ,A-REIT,765.1,755.3,763.8,746.6,741.7,747.2,735.9,-4.9,-0.66,765.1,741.7,-39.7,-5.08,804.8,741.7,-4.2,-0.56,887.0,708.9,-98.1,-11.69,887.0,708.9,-126.6,-14.58,18410.1,18174.3,18378.7,17963.4,17847.3,18410.1,17847.3,-955.4,-5.08,19365.1,17847.3,-79.3,-0.44,20646.7,17036.7,-1506.6,-7.78,20646.7,17036.7,-1855.5,-9.42,,
XTJ,Telecommunications,1049.8,1043.0,1056.3,1056.3,1049.8,1056.3,1043.0,-6.5,-0.62,1056.3,1043.0,-0.4,-0.03,1067.4,1018.7,15.8,1.53,1082.6,891.0,90.2,9.40,1082.6,891.0,130.0,14.14,10735.9,10666.7,10802.3,10802.3,10736.6,10802.3,10666.7,-3.4,-0.03,10906.8,10418.3,170.6,1.61,10906.8,8708.4,1762.1,19.63,10906.8,8339.6,2154.7,25.11,,
XUJ,Utilities,4329.8,4317.4,4286.9,4221.8,4183.2,4230.4,4149.6,-38.6,-0.91,4329.8,4183.2,-231.7,-5.25,4550.9,4183.2,-124.5,-2.89,4550.9,3990.1,-230.2,-5.22,4614.3,3990.1,-232.0,-5.25,39576.2,39462.4,39183.7,38588.5,38235.7,39576.2,38235.7,-2118.0,-5.25,41005.7,38235.7,-578.8,-1.49,41005.7,35021.3,-221.4,-0.58,41005.7,35021.3,357.2,0.94,,
XMM,Metals & Mining,4305.8,4234.2,4257.6,4057.2,3904.3,3997.2,3892.0,-152.9,-3.77,4305.8,3904.3,-468.3,-10.71,4560.5,3904.3,-502.9,-11.41,5491.6,3904.3,-1241.4,-24.12,5491.6,3904.3,-567.7,-12.69,5726.7,5632.0,5663.3,5396.7,5193.3,5726.7,5193.3,-622.2,-10.70,6019.4,5193.3,-623.1,-10.71,7235.3,5193.3,-1530.8,-22.77,7235.3,5193.3,-645.8,-11.06,,
XGD,Gold,7629.0,7604.5,7710.3,7454.8,7123.3,7443.8,7083.8,-331.5,-4.45,7710.3,7123.3,-501.7,-6.58,7931.9,7123.3,-715.3,-9.13,8435.7,6946.7,-975.8,-12.05,8435.7,6946.7,-533.9,-6.97,8682.1,8654.3,8774.6,8483.9,8106.7,8774.6,8106.7,-570.9,-6.58,9025.2,8106.7,-810.8,-9.09,9595.8,7902.5,-1086.2,-11.82,9595.8,7902.5,-555.6,-6.41,,
XJR,S&P/ASX 200 Res,4883.1,4811.9,4851.2,4637.8,4474.5,4581.0,4469.7,-163.3,-3.52,4883.1,4474.5,-496.9,-10.00,5189.3,4474.5,-547.2,-10.90,6355.0,4474.5,-1434.3,-24.27,6355.0,4474.5,-767.5,-14.64,24308.4,23955.7,24151.5,23089.2,22276.3,24308.4,22276.3,-2472.1,-9.99,25671.8,22276.3,-2523.8,-10.18,31311.1,22276.3,-6583.9,-22.81,31311.1,22276.3,-3311.7,-12.94,,
,
