Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-12-26T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 18,Dec 21,Dec 22,Dec 23,Dec 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 18,Dec 21,Dec 22,Dec 23,Dec 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5156.5,5157.8,5167.7,5193.5,5256.1,5259.3,5193.5,62.6,1.21,5256.1,5156.5,105.5,2.05,5312.6,4963.9,-20.8,-0.40,5954.8,4958.1,-132.5,-2.46,5954.8,4958.1,-113.3,-2.11,46009.0,46022.8,46110.5,46341.3,46899.8,46899.8,46009.0,943.5,2.05,47397.6,44289.6,-171.0,-0.36,51568.0,43929.2,852.9,1.85,51568.0,43929.2,1094.6,2.39,,
XAF,All Australian 50,5100.6,5107.5,5110.1,5134.8,5206.1,5210.7,5134.8,71.3,1.39,5206.1,5100.6,111.6,2.19,5265.3,4897.4,-16.5,-0.32,6081.0,4897.4,-292.1,-5.31,6081.0,4897.4,-278.4,-5.08,47036.2,47102.2,47125.7,47353.6,48010.9,48010.9,47036.2,1031.6,2.20,48555.1,45161.9,-140.6,-0.29,54222.3,45161.9,-355.5,-0.73,54222.3,45161.9,-160.1,-0.33,,
XAT,All Australian 200,5053.2,5056.2,5063.8,5088.7,5154.3,5158.1,5088.7,65.6,1.29,5154.3,5053.2,106.1,2.10,5211.0,4857.3,-18.9,-0.37,5926.9,4857.3,-208.8,-3.89,5926.9,4857.3,-191.8,-3.59,46136.3,46165.8,46235.6,46462.8,47061.7,47061.7,46136.3,970.5,2.11,47573.5,44346.9,-157.5,-0.33,52442.3,44141.5,240.9,0.51,52442.3,44141.5,467.6,1.00,,
XTL,S&P/ASX 20,3050.1,3057.9,3051.4,3072.0,3120.8,3125.1,3072.0,48.8,1.59,3120.8,3050.1,74.9,2.46,3154.4,2921.6,-0.9,-0.03,3760.5,2921.6,-278.0,-8.18,3760.5,2921.6,-261.6,-7.73,55561.1,55701.9,55584.7,55959.7,56848.0,56848.0,55561.1,1364.1,2.46,57461.3,53219.9,-15.9,-0.03,65985.5,53219.9,-1907.8,-3.25,65985.5,53219.9,-1623.9,-2.78,,
XFL,S&P/ASX 50,5155.5,5162.6,5165.6,5190.8,5262.9,5267.6,5190.8,72.1,1.39,5262.9,5155.5,113.1,2.20,5321.2,4950.1,-15.7,-0.30,6152.9,4950.1,-300.5,-5.40,6152.9,4950.1,-286.9,-5.17,47459.2,47526.6,47554.1,47786.1,48450.5,48450.5,47459.2,1043.6,2.20,48984.4,45567.9,-133.4,-0.27,54764.7,45567.9,-399.9,-0.82,54764.7,45567.9,-205.6,-0.42,,
XTO,S&P/ASX 100,4238.8,4240.5,4246.1,4267.3,4323.3,4327.0,4267.3,56.0,1.31,4323.3,4238.8,89.1,2.10,4374.4,4073.0,-21.4,-0.49,4996.2,4073.0,-189.7,-4.20,4996.2,4073.0,-178.1,-3.96,11784.9,11790.1,11805.8,11864.7,12020.4,12020.4,11784.9,248.2,2.11,12161.8,11324.1,-56.0,-0.46,13449.8,11301.0,31.5,0.26,13449.8,11301.0,81.5,0.68,,
XJO,S&P/ASX 200,5106.7,5109.0,5116.7,5141.8,5207.6,5211.5,5141.8,65.8,1.28,5207.6,5106.7,105.6,2.07,5266.1,4909.6,-18.7,-0.36,5982.7,4909.6,-203.4,-3.76,5982.7,4909.6,-186.9,-3.46,46521.4,46545.2,46614.8,46843.3,47443.4,47443.4,46521.4,964.4,2.07,47970.6,44725.1,-155.5,-0.33,52822.2,44471.4,304.2,0.65,52822.2,44471.4,525.9,1.12,,
XVI,S&P/ASX 200 VIX,18.245,17.869,16.803,15.991,15.441,15.816,15.333,-0.550,-3.44,18.245,15.441,-2.161,-12.28,22.201,15.441,-2.177,-12.36,30.244,0.171,0.860,5.90,30.244,0.171,2.284,17.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5062.4,5065.0,5073.1,5097.9,5162.5,5166.2,5097.9,64.6,1.27,5162.5,5062.4,105.3,2.08,5218.0,4869.8,-17.1,-0.33,5912.7,4869.8,-186.4,-3.49,5912.7,4869.8,-168.4,-3.16,45932.6,45957.7,46031.4,46256.3,46842.6,46842.6,45932.6,957.6,2.09,47340.8,44184.0,-140.0,-0.30,52008.8,43892.1,417.0,0.90,52008.8,43892.1,652.6,1.41,,
XMD,S&P/ASX MidCap 50,4937.1,4905.4,4938.2,4966.3,5004.3,5017.9,4966.3,38.0,0.77,5004.3,4905.4,71.6,1.45,5090.6,4770.7,-94.7,-1.86,5363.8,4637.4,256.8,5.41,5363.8,4637.4,274.0,5.79,13878.8,13789.6,13882.0,13961.1,14067.7,14067.7,13789.6,201.2,1.45,14325.2,13410.9,-257.5,-1.80,14759.9,12623.2,1148.2,8.89,14759.9,12623.2,1221.7,9.51,,
XSO,S&P/ASX Small Ords,2099.0,2102.3,2111.6,2119.8,2136.9,2137.8,2119.8,17.1,0.81,2136.9,2099.0,39.2,1.87,2136.9,2041.3,28.8,1.37,2263.3,1907.0,92.5,4.52,2263.3,1907.0,119.6,5.93,5508.6,5517.4,5541.7,5563.3,5608.1,5608.1,5508.6,103.0,1.87,5608.1,5356.2,79.0,1.43,5823.6,4952.4,410.5,7.90,5823.6,4952.4,494.0,9.66,,
XDJ,Consumer Discretionary,1917.2,1919.4,1936.1,1936.2,1948.8,1952.9,1936.2,12.6,0.65,1948.8,1917.2,49.3,2.60,1948.8,1827.9,58.8,3.11,2021.0,1712.1,195.5,11.15,2021.0,1712.1,207.2,11.90,15261.0,15278.0,15410.7,15411.6,15512.3,15512.3,15261.0,392.5,2.60,15512.3,14544.8,486.2,3.24,15772.9,13162.6,2042.6,15.16,15772.9,13162.6,2139.9,16.00,,
XSJ,Consumer Staples,8433.8,8467.8,8481.6,8500.1,8625.7,8660.1,8500.1,125.6,1.48,8625.7,8433.8,267.8,3.20,8625.7,7976.9,253.7,3.03,10122.8,7962.0,-547.4,-5.97,10122.8,7962.0,-531.9,-5.81,73597.7,73894.0,74014.0,74175.4,75271.8,75271.8,73597.7,2336.7,3.20,75271.8,69610.3,2217.3,3.04,85291.5,69476.3,-1236.9,-1.62,85291.5,69476.3,-1107.9,-1.45,,
