Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-12-26T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 18,Dec 21,Dec 22,Dec 23,Dec 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 18,Dec 21,Dec 22,Dec 23,Dec 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XEJ,Energy,7481.7,7559.2,7614.2,7728.2,7963.9,7992.3,7728.2,235.7,3.05,7963.9,7481.7,443.8,5.90,8787.6,7257.7,-587.0,-6.87,12090.7,7257.7,-3637.6,-31.35,12090.7,7257.7,-3711.5,-31.79,57287.1,57880.8,58301.9,59174.2,60979.0,60979.0,57287.1,3397.8,5.90,67286.6,55572.0,-4495.0,-6.87,90391.5,55572.0,-23325.3,-27.67,90391.5,55572.0,-23862.8,-28.13,,
XFJ,Financials,6058.8,6066.0,6060.4,6092.6,6164.7,6173.0,6092.6,72.1,1.18,6164.7,6058.8,113.1,1.87,6227.1,5802.4,32.3,0.53,7186.4,5644.5,-90.7,-1.45,7186.4,5644.5,-88.2,-1.41,66457.4,66535.7,66473.9,66827.4,67618.0,67618.0,66457.4,1240.8,1.87,68303.3,63644.8,358.6,0.53,75638.7,61027.7,2378.8,3.65,75638.7,61027.7,2557.4,3.93,,
XXJ,Financial-x-A-REIT,6896.7,6915.1,6904.1,6945.1,7035.1,7051.1,6945.1,90.0,1.30,7035.1,6896.7,146.8,2.13,7145.0,6596.3,27.6,0.39,8394.2,6423.0,-247.0,-3.39,8394.2,6423.0,-201.8,-2.79,72716.9,72911.3,72794.5,73227.1,74176.5,74176.5,72716.9,1548.3,2.13,75335.2,69549.3,295.8,0.40,84666.9,66571.1,1404.1,1.93,84666.9,66571.1,1856.4,2.57,,
XHJ,Health Care,19536.8,19366.5,19543.5,19416.0,19418.7,19587.1,19291.8,2.7,0.01,19543.5,19366.5,-112.3,-0.58,19866.2,19027.3,-63.5,-0.33,19933.9,17005.1,1931.5,11.04,19933.9,17005.1,1914.4,10.94,127839.1,126724.3,127882.9,127048.7,127066.0,127882.9,126724.3,-734.9,-0.58,129987.6,124505.0,-408.8,-0.32,129987.6,108911.1,15067.3,13.45,129987.6,108911.1,14958.3,13.34,,
XNJ,Industrials,4778.3,4764.2,4816.0,4776.4,4770.9,4798.8,4755.9,-5.5,-0.12,4816.0,4764.2,6.9,0.14,4964.7,4643.3,-172.3,-3.49,5004.6,4233.2,449.0,10.39,5004.6,4233.2,430.0,9.91,42157.4,42033.2,42490.5,42141.2,42091.9,42490.5,42033.2,60.6,0.14,43787.1,40966.4,-1505.5,-3.45,44139.2,36323.0,5008.3,13.51,44139.2,36323.0,5079.0,13.72,,
XIJ,Info Technology,788.7,784.7,792.7,794.0,797.6,801.1,794.0,3.6,0.45,797.6,784.7,-0.6,-0.07,798.2,775.0,13.6,1.74,853.7,664.8,14.9,1.90,853.7,664.8,24.2,3.13,5470.8,5443.4,5498.6,5508.0,5532.6,5532.6,5443.4,-4.0,-0.07,5536.6,5375.6,98.9,1.82,5803.2,4575.2,266.0,5.05,5803.2,4575.2,328.7,6.32,,
XMJ,Materials,6686.7,6724.0,6696.0,6852.4,7075.5,7093.9,6852.4,223.1,3.26,7075.5,6686.7,327.2,4.85,7235.0,6476.0,-198.1,-2.72,9946.3,6476.0,-1652.3,-18.93,9946.3,6476.0,-1506.6,-17.56,49641.7,49935.7,49728.2,50889.6,52546.2,52546.2,49641.7,2447.8,4.89,53932.9,48077.2,-1386.6,-2.57,70664.0,48077.2,-9346.1,-15.10,70664.0,48077.2,-8313.1,-13.66,,
XPJ,A-REIT,1299.5,1290.9,1294.3,1297.0,1304.6,1305.4,1296.2,7.6,0.59,1304.6,1290.9,6.5,0.50,1304.6,1251.1,16.0,1.24,1343.7,1197.3,118.4,9.98,1343.7,1197.3,78.9,6.44,39086.0,38828.1,38929.5,39009.2,39237.9,39237.9,38828.1,196.3,0.50,39237.9,37629.6,481.1,1.24,39237.9,34828.8,4732.5,13.72,39237.9,34505.4,4127.0,11.75,,
XTJ,Telecommunications,1984.6,1968.8,1965.5,1962.5,1974.4,1982.9,1962.3,11.9,0.61,1984.6,1962.5,1.8,0.09,2001.6,1878.2,10.8,0.55,2321.2,1861.8,-112.4,-5.39,2321.2,1861.8,-93.4,-4.52,25679.1,25473.7,25432.0,25392.6,25546.7,25679.1,25392.6,23.8,0.09,25898.0,24301.4,140.4,0.55,28970.5,24089.3,-207.5,-0.81,28970.5,24089.3,27.1,0.11,,
XUJ,Utilities,6781.3,6734.9,6770.8,6773.5,6859.5,6870.5,6773.5,86.0,1.27,6859.5,6734.9,93.6,1.38,6983.1,6585.7,-147.2,-2.10,7050.5,5936.5,945.3,15.98,7050.5,5936.5,961.4,16.30,77171.9,76643.7,77053.3,77083.4,78062.7,78062.7,76643.7,1065.3,1.38,79737.4,74946.4,-1674.7,-2.10,80235.6,65111.5,13196.4,20.34,80235.6,64760.4,13667.6,21.22,,
XMM,Metals & Mining,1814.7,1837.8,1819.3,1878.5,1958.6,1963.7,1878.5,80.1,4.26,1958.6,1814.7,110.3,5.97,2023.5,1771.7,-68.0,-3.36,3045.0,1771.7,-688.4,-26.01,3045.0,1771.7,-630.5,-24.35,2757.7,2792.8,2764.7,2854.6,2976.5,2976.5,2757.7,167.6,5.97,3079.8,2692.4,-103.3,-3.36,4412.5,2692.4,-857.9,-22.38,4412.5,2692.4,-774.1,-20.64,,
XGD,Gold,2558.7,2585.7,2596.7,2625.9,2650.0,2670.0,2625.9,24.1,0.92,2650.0,2558.7,8.5,0.32,2650.0,2264.8,276.2,11.63,3060.9,2069.2,602.6,29.43,3060.9,2069.2,718.1,37.17,3000.9,3032.7,3045.5,3079.8,3108.0,3108.0,3000.9,10.0,0.32,3108.0,2656.2,323.9,11.63,3589.9,2412.7,720.8,30.19,3589.9,2384.6,855.5,37.98,,
XJR,S&P/ASX 200 Res,2271.1,2298.4,2286.9,2349.2,2441.9,2447.2,2349.2,92.7,3.95,2441.9,2271.1,138.3,6.00,2563.9,2211.6,-118.9,-4.64,3741.5,2211.6,-948.4,-27.97,3741.5,2211.6,-908.3,-27.11,12957.3,13113.3,13047.6,13403.2,13931.9,13931.9,12957.3,789.1,6.00,14628.2,12617.7,-678.5,-4.64,20500.6,12617.7,-4472.0,-24.30,20500.6,12617.7,-4254.5,-23.39,,
,
