Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-09-28T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2206.6,2207.7,2224.5,2228.8,2235.6,2236.5,2228.8,6.8,0.31,2235.6,2206.6,5.7,0.26,2244.8,2162.3,32.7,1.49,2414.5,2414.5,-45.1,-1.98,2414.5,2414.5,-9.0,-0.40,5404.4,5409.6,5450.8,5461.5,5478.5,5478.5,5404.4,25.7,0.47,5488.2,5258.5,124.3,2.32,5770.0,4574.9,33.7,0.62,5770.0,4574.9,142.4,2.67,,
XDJ,Consumer Discretionary,1768.4,1767.7,1785.2,1788.0,1800.1,1802.9,1788.0,12.1,0.68,1800.1,1767.7,33.2,1.88,1800.1,1722.9,46.6,2.66,1800.1,1800.1,456.3,33.95,1800.1,1800.1,557.0,44.81,13086.4,13091.9,13221.9,13242.3,13332.1,13332.1,13086.4,281.7,2.16,13332.1,12679.8,463.4,3.60,13332.1,9792.3,3687.9,38.24,13332.1,8894.2,4433.9,49.83,,
XSJ,Consumer Staples,9883.0,9893.7,10036.4,10054.9,10059.2,10076.2,10004.5,4.3,0.04,10059.2,9883.0,67.4,0.67,10130.0,9774.5,330.2,3.39,10661.7,10661.7,1184.8,13.35,10661.7,10661.7,1610.9,19.07,79023.9,79109.5,80250.6,80399.2,80433.1,80433.1,79023.9,576.3,0.72,80433.1,77084.9,3348.3,4.34,83265.0,68413.1,12314.8,18.08,83265.0,64261.5,15684.2,24.22,,
XEJ,Energy,14012.8,14050.7,14217.6,14259.6,14371.5,14426.5,14259.6,111.9,0.78,14371.5,14012.8,206.0,1.45,14371.5,13520.0,769.4,5.66,14371.5,14371.5,1965.5,15.84,14371.5,14371.5,1953.3,15.73,98510.6,98777.2,99950.7,100245.9,101032.3,101032.3,98510.6,1448.4,1.45,101032.3,94961.7,5493.6,5.75,101032.3,83100.5,16205.7,19.10,101032.3,80181.3,16121.9,18.99,,
XFJ,Financials,5807.9,5779.8,5825.0,5841.9,5841.1,5866.8,5832.9,-0.8,-0.01,5841.9,5779.8,24.9,0.43,5841.9,5576.9,183.2,3.24,5851.4,5851.4,1087.4,22.87,5851.4,5851.4,1321.5,29.24,56601.6,56329.5,56770.1,56934.9,56927.0,56934.9,56329.5,245.1,0.43,56934.9,54225.4,1914.0,3.48,56934.9,44797.5,12268.4,27.47,56934.9,41789.1,15240.3,36.56,,
XXJ,Financial-x-A-REIT,6844.5,6808.4,6869.4,6898.1,6890.4,6928.8,6881.0,-7.7,-0.11,6898.1,6808.4,35.3,0.51,6898.1,6544.0,240.9,3.62,6898.1,6898.1,1438.5,26.39,6898.1,6898.1,1707.9,32.95,63970.2,63632.7,64203.1,64471.0,64399.0,64471.0,63632.7,329.5,0.51,64471.0,60997.8,2417.0,3.90,64471.0,49449.4,15252.5,31.03,64471.0,45922.1,18549.4,40.46,,
XHJ,Health Care,13675.3,13642.3,13757.2,13719.5,13872.6,13872.6,13719.5,153.1,1.12,13872.6,13642.3,198.7,1.45,14173.5,13642.3,-24.8,-0.18,14173.5,14173.5,2240.0,19.26,14173.5,14173.5,3410.0,32.59,85671.7,85465.2,86184.8,85948.7,86907.7,86907.7,85465.2,1244.5,1.45,88163.6,85465.2,719.8,0.84,88163.6,70340.0,15610.7,21.90,88163.6,63876.7,22800.1,35.57,,
XNJ,Industrials,3952.5,3948.0,3990.5,3996.2,4015.5,4020.7,3996.2,19.3,0.48,4015.5,3948.0,32.7,0.82,4015.5,3717.3,254.2,6.76,4015.5,4015.5,463.8,13.06,4015.5,4015.5,718.8,21.80,32418.6,32381.8,32730.5,32777.0,32935.2,32935.2,32381.8,280.5,0.86,32935.2,30152.8,2425.7,7.95,32935.2,28042.2,4697.0,16.63,32935.2,25541.2,6909.6,26.55,,
XIJ,Info Technology,713.1,710.8,716.2,721.4,724.8,729.0,721.4,3.4,0.47,724.8,710.8,9.7,1.36,734.1,694.1,18.5,2.62,734.7,734.7,128.2,21.48,734.7,734.7,147.3,25.50,4668.7,4653.9,4689.4,4723.5,4745.6,4745.6,4653.9,63.7,1.36,4806.4,4527.4,138.5,3.01,4806.4,3884.8,954.9,25.19,4806.4,3628.0,1076.2,29.33,,
XMJ,Materials,9816.5,9756.0,9805.6,9886.2,9886.2,9919.0,9881.0,0.0,0.00,9886.2,9756.0,-25.5,-0.26,10003.8,9490.1,194.4,2.01,11228.0,11228.0,-714.7,-6.74,11228.0,11228.0,-43.3,-0.44,67211.5,66800.6,67140.2,67692.2,67692.0,67692.2,66800.6,-164.7,-0.24,68487.6,64192.2,2145.2,3.27,74792.0,55909.5,-2922.5,-4.14,74792.0,55909.5,1689.4,2.56,,
XPJ,A-REIT,1024.2,1021.9,1022.9,1018.1,1024.0,1025.5,1018.1,5.9,0.58,1024.2,1018.1,-0.9,-0.09,1033.8,997.3,9.9,0.98,1135.4,1135.4,50.2,5.15,1135.4,1135.4,97.6,10.54,27726.0,27670.4,27698.7,27567.6,27727.2,27727.2,27567.6,-16.0,-0.06,27985.3,26996.6,276.6,1.01,29914.8,25044.0,2369.4,9.34,29914.8,23794.2,3996.4,16.84,,
XTJ,Telecommunications,1714.5,1708.5,1707.6,1717.9,1737.9,1741.6,1717.9,20.0,1.16,1737.9,1707.6,19.9,1.16,1737.9,1657.5,52.3,3.11,1773.8,1773.8,241.9,16.17,1773.8,1773.8,394.8,29.39,20053.8,19983.3,19972.5,20093.1,20327.7,20327.7,19972.5,232.8,1.16,20327.7,19381.8,618.2,3.14,20327.7,16745.5,3795.3,22.96,20327.7,14692.8,5489.4,36.99,,
XUJ,Utilities,5465.7,5440.6,5465.4,5478.5,5536.4,5543.5,5473.5,57.9,1.06,5536.4,5440.6,37.4,0.68,5575.2,5348.2,226.4,4.26,5815.8,5815.8,278.5,5.30,5815.8,5815.8,560.6,11.27,55948.2,55691.4,55945.2,56079.7,56671.8,56671.8,55691.4,383.0,0.68,56989.3,53644.2,3027.6,5.64,57869.0,51459.2,4974.0,9.62,57869.0,47142.4,8458.8,17.54,,
XMM,Metals & Mining,3252.0,3232.0,3249.6,3277.2,3271.3,3284.1,3269.3,-5.9,-0.18,3277.2,3232.0,-18.6,-0.57,3320.1,3169.7,32.0,0.99,3841.7,3841.7,-372.1,-10.21,3841.7,3841.7,-155.3,-4.53,4566.0,4538.3,4563.0,4601.7,4593.5,4601.7,4538.3,-25.8,-0.56,4661.7,4393.5,103.5,2.31,5249.3,3709.5,-384.8,-7.73,5249.3,3709.5,-86.8,-1.86,,
XGD,Gold,2634.1,2610.4,2636.2,2637.0,2586.8,2638.1,2577.9,-50.2,-1.90,2637.0,2586.8,-222.6,-7.92,3048.0,2585.4,-470.8,-15.40,5191.8,5191.8,-2311.9,-47.19,5191.8,5191.8,-3587.2,-58.10,3051.1,3023.5,3053.5,3054.4,2996.2,3054.4,2996.2,-257.9,-7.93,3540.4,2994.6,-544.2,-15.37,5987.1,2324.2,-2652.9,-46.96,7201.8,2324.2,-4117.7,-57.88,,
XJR,S&P/ASX 200 Res,4136.6,4122.3,4152.1,4180.1,4185.7,4200.4,4180.1,5.6,0.13,4185.7,4122.3,2.5,0.06,4203.8,4012.4,102.2,2.50,4567.3,4567.3,-124.9,-2.90,4567.3,4567.3,85.8,2.09,21744.5,21670.3,21827.3,21974.2,22003.8,22003.8,21670.3,14.1,0.06,22098.0,20893.8,739.3,3.48,23355.8,17957.3,-39.3,-0.18,23355.8,17957.3,1044.5,4.98,,
,
