Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-09-28T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5245.8,5229.5,5270.1,5288.2,5302.3,5307.7,5288.2,14.1,0.27,5302.3,5229.5,31.5,0.60,5302.3,5077.9,171.5,3.34,5302.3,5302.3,637.7,13.67,5302.3,5302.3,896.0,20.33,42615.3,42487.1,42817.1,42963.8,43078.9,43078.9,42487.1,271.3,0.63,43078.9,41009.2,1646.4,3.97,43078.9,37020.3,6436.3,17.57,43078.9,34178.2,8763.7,25.54,,
XAF,All Australian 50,5358.5,5337.8,5380.5,5399.8,5410.3,5418.8,5399.8,10.5,0.19,5410.3,5337.8,29.8,0.55,5410.3,5185.2,173.4,3.31,5410.3,5410.3,712.6,15.17,5410.3,5410.3,982.6,22.19,44647.1,44474.9,44830.8,44991.2,45079.2,45079.2,44474.9,251.5,0.56,45079.2,42969.0,1682.0,3.88,45079.2,38052.6,7317.1,19.38,45079.2,35183.4,9825.9,27.87,,
XAT,All Australian 200,5209.2,5191.2,5232.8,5250.9,5263.3,5270.6,5250.9,12.4,0.24,5263.3,5191.2,29.8,0.57,5263.3,5044.5,165.5,3.25,5263.3,5263.3,632.0,13.65,5263.3,5263.3,894.8,20.48,43155.0,43008.8,43353.5,43503.4,43606.4,43606.4,43008.8,256.9,0.59,43606.4,41549.8,1620.0,3.86,43606.4,37380.5,6552.1,17.68,43606.4,34495.2,8975.6,25.92,,
XTL,S&P/ASX 20,3306.1,3291.4,3317.8,3332.4,3335.5,3342.6,3332.4,3.1,0.09,3335.5,3291.4,14.9,0.45,3335.5,3201.8,102.4,3.17,3335.5,3335.5,468.9,16.36,3335.5,3335.5,639.5,23.72,54121.1,53881.4,54312.7,54551.2,54602.4,54602.4,53881.4,243.5,0.45,54602.4,52184.0,1908.4,3.62,54602.4,45563.7,9343.1,20.64,54602.4,42090.9,12443.1,29.51,,
XFL,S&P/ASX 50,5422.2,5401.0,5443.5,5463.3,5474.3,5482.8,5463.3,11.0,0.20,5474.3,5401.0,30.2,0.56,5474.3,5248.9,172.9,3.26,5474.3,5474.3,741.7,15.67,5474.3,5474.3,1010.3,22.63,45105.9,44929.0,45282.5,45447.3,45538.7,45538.7,44929.0,254.0,0.56,45538.7,43426.7,1677.2,3.82,45538.7,38295.2,7547.0,19.86,45538.7,35398.8,10043.2,28.29,,
XTO,S&P/ASX 100,4355.3,4339.0,4373.6,4389.5,4399.3,4405.8,4389.5,9.8,0.22,4399.3,4339.0,25.8,0.59,4399.3,4214.4,140.8,3.31,4399.3,4399.3,578.6,15.14,4399.3,4399.3,801.0,22.26,10972.5,10931.9,11019.0,11059.0,11083.7,11083.7,10931.9,65.9,0.60,11083.7,10557.9,415.7,3.90,11083.7,9380.5,1788.9,19.25,11083.7,8647.2,2412.4,27.82,,
XJO,S&P/ASX 200,5252.5,5234.2,5275.9,5294.5,5307.1,5314.3,5294.5,12.6,0.24,5307.1,5234.2,30.4,0.58,5307.1,5087.2,165.9,3.23,5307.1,5307.1,658.2,14.16,5307.1,5307.1,920.1,20.97,43431.5,43283.0,43628.5,43781.6,43885.8,43885.8,43283.0,261.2,0.60,43885.8,41823.4,1620.7,3.83,43885.8,37467.1,6751.3,18.18,43885.8,34568.7,9162.2,26.39,,
XVI,S&P/ASX 200 VIX,13.397,13.523,13.413,12.776,12.232,12.245,11.762,-0.544,-4.26,13.523,12.232,-0.679,-5.26,16.326,12.232,-1.596,-11.54,21.700,12.232,-4636.718,-99.74,21.700,12.232,-4374.786,-99.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5207.7,5189.9,5231.2,5249.5,5261.5,5268.6,5249.5,12.0,0.23,5261.5,5189.9,29.5,0.56,5261.5,5047.0,161.7,3.17,5261.5,5261.5,635.2,13.73,5261.5,5261.5,889.1,20.33,42916.9,42773.3,43113.2,43264.1,43363.5,43363.5,42773.3,253.8,0.59,43363.5,41353.9,1579.7,3.78,43363.5,37184.2,6523.5,17.71,43363.5,34326.6,8857.9,25.67,,
XMD,S&P/ASX MidCap 50,4214.0,4205.0,4242.5,4257.4,4275.2,4282.0,4257.4,17.8,0.42,4275.2,4205.0,37.8,0.89,4277.4,4057.4,153.4,3.72,4310.8,4310.8,412.2,10.67,4310.8,4310.8,685.9,19.11,10974.8,10955.6,11053.2,11092.1,11138.4,11138.4,10955.6,102.7,0.93,11139.9,10505.5,484.4,4.55,11139.9,9756.1,1369.0,14.01,11139.9,8970.1,2140.9,23.79,,
