Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-12-11T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 6,Dec 7,Dec 8,Dec 9,Dec 10,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 6,Dec 7,Dec 8,Dec 9,Dec 10,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1516.7,1525.5,1511.2,1500.3,1497.1,1503.7,1494.2,-3.2,-0.21,1525.5,1497.1,-20.0,-1.32,1549.6,1484.2,-59.3,-3.81,1670.5,1424.3,-139.7,-8.53,1670.5,1424.3,-86.2,-5.45,9886.4,9943.2,9850.3,9779.1,9758.2,9943.2,9758.2,-130.3,-1.32,10144.6,9674.5,-386.4,-3.81,10680.0,9106.3,-520.0,-5.06,10680.0,9106.3,-182.1,-1.83,,
XSJ,Consumer Staples,7648.3,7725.8,7661.1,7639.5,7612.1,7653.4,7593.2,-27.4,-0.36,7725.8,7612.1,-68.1,-0.89,8085.0,7612.1,-479.2,-5.92,8415.1,7095.7,-197.2,-2.53,8415.1,7095.7,179.6,2.42,53287.0,53827.3,53376.4,53274.5,53083.3,53827.3,53083.3,-426.1,-0.80,56362.5,53083.3,-3279.2,-5.82,58402.4,47464.4,845.2,1.62,58402.4,47464.4,3366.0,6.77,,
XEJ,Energy,15910.9,15984.0,15892.6,16012.6,16082.8,16124.1,16004.6,70.2,0.44,16082.8,15892.6,327.6,2.08,16082.8,15099.7,476.6,3.05,16753.3,13714.7,-36.4,-0.23,16753.3,13714.7,805.1,5.27,103765.9,104242.4,103646.4,104429.2,104887.2,104887.2,103646.4,2136.5,2.08,104887.2,98475.6,3108.7,3.05,106793.3,88395.3,2136.1,2.08,106793.3,88395.3,7500.5,7.70,,
XFJ,Financials,4308.6,4342.8,4316.2,4381.2,4414.2,4422.4,4381.2,33.0,0.75,4414.2,4308.6,85.6,1.98,4414.2,4210.9,83.0,1.92,5040.0,4077.7,-389.4,-8.11,5040.0,4077.7,-164.1,-3.58,35540.4,35822.7,35603.7,36139.3,36412.2,36412.2,35540.4,706.1,1.98,36412.2,34733.8,836.0,2.35,39826.8,32702.7,-1106.9,-2.95,39826.8,32702.7,726.9,2.04,,
XXJ,Financials-x-A-REIT,4985.1,5028.1,4989.7,5073.0,5113.5,5123.4,5073.0,40.5,0.80,5113.5,4985.1,106.7,2.13,5113.5,4852.2,99.4,1.98,5934.6,4674.3,-493.9,-8.81,5934.6,4674.3,-234.9,-4.39,39515.6,39856.8,39551.9,40212.4,40533.2,40533.2,39515.6,845.2,2.13,40533.2,38460.0,987.2,2.50,44955.1,35932.3,-1505.6,-3.58,44955.1,35932.3,439.4,1.10,,
XHJ,Health Care,8831.3,8846.6,8794.1,8941.6,8885.2,8941.6,8852.2,-56.4,-0.63,8941.6,8794.1,148.0,1.69,8941.6,8382.5,454.2,5.39,9195.2,7848.5,132.7,1.52,9195.2,7848.5,656.5,7.98,51230.1,51319.0,51014.3,51870.0,51542.6,51870.0,51014.3,858.4,1.69,51870.0,48626.5,2634.7,5.39,52486.9,44799.6,2208.6,4.48,52486.9,44799.6,5161.2,11.13,,
XNJ,Industrials,3742.2,3764.7,3739.8,3782.7,3768.8,3788.3,3760.3,-13.9,-0.37,3782.7,3739.8,4.2,0.11,3782.7,3676.0,21.8,0.58,4145.5,3140.1,-236.3,-5.90,4145.5,3140.1,-0.4,-0.01,27440.7,27605.5,27423.6,27737.9,27636.0,27737.9,27423.6,30.7,0.11,27737.9,26955.7,159.8,0.58,29527.1,22749.0,-890.8,-3.12,29527.1,22749.0,917.7,3.43,,
XIJ,Info Technology,614.6,619.2,625.9,630.2,633.9,636.3,629.0,3.7,0.59,633.9,614.6,11.0,1.77,633.9,595.3,13.0,2.09,736.7,559.3,-38.8,-5.77,736.7,559.3,-1.8,-0.29,3613.8,3641.1,3680.1,3705.7,3727.3,3727.3,3613.8,64.7,1.77,3727.3,3500.6,76.3,2.09,4262.9,3236.2,-111.4,-2.90,4262.9,3236.2,99.5,2.74,,
XMJ,Materials,13795.8,13960.1,13898.5,13996.1,13944.9,13996.1,13860.9,-51.2,-0.37,13996.1,13795.8,172.2,1.25,13996.1,13226.3,206.4,1.50,13996.1,10889.1,1167.7,9.14,13996.1,10889.1,1875.0,15.53,87406.8,88447.8,88057.2,88676.1,88351.5,88676.1,87406.8,1091.2,1.25,88676.1,83798.8,1391.4,1.60,88676.1,68188.9,9031.9,11.39,88676.1,68188.9,13422.7,17.91,,
XPJ,A-REIT,845.2,848.8,850.6,855.9,860.4,864.4,855.6,4.5,0.53,860.4,845.2,9.9,1.17,860.4,828.9,13.2,1.56,920.6,813.8,-36.9,-4.11,920.6,813.8,9.0,1.06,19199.4,19281.1,19321.8,19442.8,19545.3,19545.3,19199.4,225.8,1.17,19545.3,18829.1,301.2,1.57,20582.4,17970.7,112.2,0.58,20582.4,17970.7,1348.5,7.41,,
XTJ,Telecommunications,965.9,961.2,954.8,948.7,942.4,948.7,933.0,-6.3,-0.66,965.9,942.4,-29.0,-2.98,987.4,892.3,27.6,3.02,1182.5,892.3,-232.9,-19.82,1205.3,892.3,-236.1,-20.04,9027.5,8983.1,8923.7,8866.7,8807.4,9027.5,8807.4,-271.2,-2.99,9228.4,8339.6,270.7,3.17,10067.0,8339.6,-1198.2,-11.98,10261.1,8339.6,-1220.0,-12.17,,
XUJ,Utilities,4420.8,4444.5,4469.0,4490.6,4451.1,4492.1,4451.1,-39.5,-0.88,4490.6,4420.8,21.7,0.49,4599.5,4341.8,-64.9,-1.44,4614.3,3998.4,123.1,2.84,4614.3,3998.4,328.0,7.95,38056.6,38261.0,38471.3,38657.8,38317.5,38657.8,38056.6,186.9,0.49,39459.6,37376.7,-426.5,-1.10,39587.2,33266.4,2988.7,8.46,39587.2,33266.4,5004.7,15.02,,
XMM,Metals & Mining,5022.1,5087.2,5065.2,5101.8,5086.1,5101.8,5058.3,-15.7,-0.31,5101.8,5022.1,75.2,1.50,5101.8,4812.9,88.2,1.76,5101.8,3866.0,550.4,12.13,5101.8,3866.0,802.1,18.72,6562.6,6647.8,6619.0,6666.7,6646.3,6666.7,6562.6,98.3,1.50,6666.7,6289.3,115.2,1.76,6666.7,5001.6,828.6,14.24,6666.7,5001.6,1151.4,20.95,,
XGD,Gold,8019.2,8118.7,8075.7,7955.3,7927.7,7961.6,7874.5,-27.6,-0.35,8118.7,7927.7,-27.5,-0.35,8329.7,7730.2,-279.7,-3.41,8421.8,5090.0,2071.1,35.36,8421.8,5090.0,2147.9,37.16,9102.1,9215.1,9166.3,9029.6,8998.3,9215.1,8998.3,-31.2,-0.35,9454.6,8774.1,-317.5,-3.41,9559.1,5742.7,2393.6,36.24,9559.1,5742.7,2480.2,38.05,,
XJR,Resources,5798.9,5863.3,5837.5,5882.1,5867.1,5882.1,5838.1,-15.0,-0.26,5882.1,5798.9,89.5,1.55,5882.1,5563.8,115.3,2.00,5882.1,4611.8,444.7,8.20,5882.1,4611.8,746.2,14.57,28323.3,28637.9,28511.9,28729.6,28656.6,28729.6,28323.3,437.4,1.55,28729.6,27174.9,563.3,2.01,28729.6,22285.5,2697.1,10.39,28729.6,22285.5,4140.6,16.89,,
,
