Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-12-11T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 6,Dec 7,Dec 8,Dec 9,Dec 10,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 6,Dec 7,Dec 8,Dec 9,Dec 10,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4779.4,4816.0,4791.7,4827.5,4830.0,4834.7,4819.0,2.5,0.05,4830.0,4779.4,49.9,1.04,4830.0,4673.2,50.5,1.06,5024.1,4250.6,-52.7,-1.08,5024.1,4250.6,178.6,3.84,34277.7,34540.7,34366.2,34624.9,34643.4,34643.4,34277.7,360.0,1.05,34643.4,33512.9,427.4,1.25,35111.0,29893.9,944.8,2.80,35111.0,29893.9,2583.6,8.06,,
XAF,All Australian 50,4640.4,4679.4,4651.3,4696.2,4705.8,4708.8,4691.5,9.6,0.20,4705.8,4640.4,53.5,1.15,4705.8,4544.7,46.6,1.00,5017.2,4220.3,-156.8,-3.22,5017.2,4220.3,69.7,1.50,33811.7,34095.8,33891.1,34218.3,34288.4,34288.4,33811.7,389.9,1.15,34288.4,33114.5,415.4,1.23,35500.5,30076.1,335.1,0.99,35500.5,30076.1,1941.3,6.00,,
XAT,All Australian 200,4692.0,4730.4,4703.2,4744.7,4749.4,4753.4,4735.9,4.7,0.10,4749.4,4692.0,52.4,1.12,4749.4,4587.3,45.7,0.97,5001.2,4218.4,-121.5,-2.50,5001.2,4218.4,113.1,2.44,34114.6,34393.5,34195.7,34500.2,34534.3,34534.3,34114.6,383.4,1.12,34534.3,33352.9,402.2,1.18,35368.8,30043.8,522.8,1.54,35368.8,30043.8,2202.9,6.81,,
XTL,S&P/ASX 20,2802.1,2827.6,2809.3,2841.3,2848.4,2849.9,2838.9,7.1,0.25,2848.4,2802.1,39.7,1.41,2848.4,2737.8,32.8,1.17,3060.6,2560.9,-101.2,-3.43,3060.6,2560.9,31.9,1.13,40024.8,40389.5,40127.1,40584.9,40686.4,40686.4,40024.8,567.3,1.41,40686.4,39106.3,560.7,1.40,42369.7,35716.1,404.9,1.01,42369.7,35716.1,2222.4,5.78,,
XFL,S&P/ASX 50,4651.5,4690.7,4662.9,4708.5,4718.1,4721.1,4703.7,9.6,0.20,4718.1,4651.5,54.2,1.16,4718.1,4555.3,48.7,1.04,5036.9,4235.3,-160.8,-3.30,5036.9,4235.3,66.3,1.43,33867.9,34154.0,33951.2,34283.1,34353.4,34353.4,33867.9,395.1,1.16,34353.4,33167.7,427.8,1.26,35624.5,30164.1,300.1,0.88,35624.5,30164.1,1906.6,5.88,,
XTO,S&P/ASX 100,3813.7,3843.9,3822.0,3856.8,3862.8,3865.4,3851.1,6.0,0.16,3862.8,3813.7,42.2,1.11,3862.8,3730.3,39.4,1.03,4095.8,3455.4,-125.0,-3.13,4095.8,3455.4,65.5,1.73,8419.3,8485.8,8437.4,8515.1,8528.1,8528.1,8419.3,93.8,1.11,8528.1,8235.1,104.5,1.24,8789.4,7468.5,80.2,0.95,8789.4,7468.5,493.5,6.14,,
XJO,S&P/ASX 200,4688.6,4726.8,4699.9,4741.3,4745.9,4750.0,4732.5,4.6,0.10,4745.9,4688.6,51.7,1.10,4745.9,4584.4,46.1,0.98,5001.9,4222.1,-124.7,-2.56,5001.9,4222.1,110.7,2.39,34056.1,34333.7,34138.1,34441.3,34475.0,34475.0,34056.1,378.3,1.11,34475.0,33298.7,404.4,1.19,35345.6,30045.0,489.1,1.44,35345.6,30045.0,2173.5,6.73,,
XKO,S&P/ASX 300,4698.4,4736.2,4709.1,4749.1,4754.7,4758.3,4741.7,5.6,0.12,4754.7,4698.4,52.3,1.11,4754.7,4594.6,47.2,1.00,4995.0,4214.7,-113.5,-2.33,4995.0,4214.7,119.0,2.57,34056.4,34330.6,34134.6,34426.8,34467.5,34467.5,34056.4,382.0,1.12,34467.5,33303.7,410.1,1.20,35236.9,29938.5,552.0,1.63,35236.9,29938.5,2214.3,6.87,,
XMD,S&P/ASX Midcap 50,4376.7,4392.9,4376.0,4393.8,4383.0,4393.9,4370.0,-10.8,-0.25,4393.8,4376.0,28.0,0.64,4393.8,4236.7,39.8,0.92,4548.5,3797.0,-78.6,-1.76,4548.5,3797.0,174.9,4.16,10086.3,10123.7,10084.6,10133.0,10107.9,10133.0,10084.6,71.6,0.71,10133.0,9763.7,107.9,1.08,10139.9,8628.5,161.8,1.63,10139.9,8628.5,777.5,8.33,,
XSO,S&P/ASX Small Ords,2776.0,2802.4,2786.2,2792.3,2785.7,2795.1,2781.3,-6.6,-0.24,2802.4,2776.0,33.3,1.21,2802.4,2689.0,20.7,0.75,2802.4,2229.7,160.5,6.11,2802.4,2229.7,285.8,11.43,6225.0,6284.3,6247.9,6261.4,6246.7,6284.3,6225.0,74.6,1.21,6284.3,6024.4,52.8,0.85,6284.3,4946.8,495.1,8.61,6284.3,4946.8,782.3,14.32,,
