Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-09-27T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 22,Sep 23,Sep 24,Sep 25,Sep 26,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 22,Sep 23,Sep 24,Sep 25,Sep 26,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2174.6,2186.3,2171.5,2172.7,2149.0,2172.7,2141.2,-23.7,-1.09,2186.3,2149.0,-53.6,-2.43,2290.0,2149.0,-125.9,-5.54,2290.0,2092.8,-44.6,-2.03,2290.0,2092.8,-86.6,-3.88,5488.7,5518.5,5486.0,5489.8,5434.6,5518.5,5434.6,-123.3,-2.22,5754.2,5434.6,-261.9,-4.60,5754.2,5156.7,31.2,0.58,5754.2,5074.3,-43.9,-0.80,,
XDJ,Consumer Discretionary,1784.0,1804.0,1779.2,1779.5,1763.7,1779.5,1752.0,-15.8,-0.89,1804.0,1763.7,-27.4,-1.53,1862.7,1763.7,-103.7,-5.55,1913.4,1715.0,-67.4,-3.68,1913.4,1715.0,-36.4,-2.02,13621.0,13774.3,13603.1,13618.5,13501.3,13774.3,13501.3,-174.5,-1.28,14150.1,13501.3,-648.8,-4.59,14336.1,12735.0,-96.0,-0.71,14336.1,12735.0,169.2,1.27,,
XSJ,Consumer Staples,9788.4,9876.9,9823.0,9844.6,9741.8,9844.6,9727.1,-102.8,-1.04,9876.9,9741.8,-102.7,-1.04,10297.0,9741.8,-519.9,-5.07,10424.5,9567.9,-274.2,-2.74,10424.5,9567.9,-317.4,-3.16,81585.7,82323.9,81874.4,82054.6,81198.0,82323.9,81198.0,-855.4,-1.04,84156.1,81198.0,-2654.2,-3.17,85101.4,76594.5,1016.2,1.27,85101.4,75952.5,764.9,0.95,,
XEJ,Energy,14459.5,14499.7,14426.6,14370.6,14139.6,14370.6,14139.6,-231.0,-1.61,14499.7,14139.6,-434.6,-2.98,15327.0,14139.6,-979.0,-6.48,15327.0,13017.6,516.7,3.79,15327.0,13017.6,-231.9,-1.61,105073.2,105365.1,104834.1,104427.3,102748.9,105365.1,102748.9,-3157.9,-2.98,111140.9,102748.9,-5612.6,-5.18,111140.9,91514.2,6978.9,7.29,111140.9,90393.6,1716.6,1.70,,
XFJ,Financials,5960.4,6021.9,5965.6,5972.8,5900.6,5972.8,5892.6,-72.2,-1.21,6021.9,5900.6,-152.6,-2.52,6347.7,5900.6,-369.5,-5.89,6347.7,5503.9,24.9,0.42,6347.7,5503.9,59.5,1.02,61202.2,61834.0,61255.6,61329.6,60591.1,61834.0,60591.1,-1557.5,-2.51,65101.3,60591.1,-3598.4,-5.61,65101.3,54492.0,2421.0,4.16,65101.3,54492.0,3664.1,6.44,,
XXJ,Financial-x-A-REIT,6979.9,7066.3,6996.7,6998.6,6911.3,6998.6,6901.4,-87.3,-1.25,7066.3,6911.3,-199.2,-2.80,7434.3,6911.3,-437.5,-5.95,7434.3,6467.5,-70.3,-1.01,7434.3,6467.5,20.9,0.30,68685.9,69535.7,68850.6,68869.7,68010.4,69535.7,68010.4,-1951.3,-2.79,73055.9,68010.4,-4053.8,-5.63,73055.9,61376.9,1754.3,2.65,73055.9,61376.9,3611.5,5.61,,
XHJ,Health Care,15170.1,15371.6,15375.6,15434.7,15280.0,15434.7,15266.0,-154.7,-1.00,15434.7,15170.1,46.0,0.30,15712.5,15103.2,-170.5,-1.10,15712.5,13849.2,912.7,6.35,15712.5,13849.2,1407.4,10.15,97102.1,98391.9,98417.5,98795.8,97805.4,98795.8,97102.1,294.7,0.30,99766.9,96673.7,-63.7,-0.07,99766.9,86829.4,7758.5,8.62,99766.9,85058.8,10897.6,12.54,,
XNJ,Industrials,4075.6,4111.7,4081.6,4078.1,4032.2,4078.1,4024.9,-45.9,-1.13,4111.7,4032.2,-96.9,-2.35,4299.8,4032.2,-184.7,-4.38,4299.8,3771.2,63.3,1.59,4299.8,3771.2,16.7,0.42,34708.2,35015.5,34766.3,34736.1,34349.8,35015.5,34349.8,-802.4,-2.28,36428.8,34349.8,-1191.6,-3.35,36428.8,31167.8,1548.2,4.72,36428.8,30581.2,1414.5,4.29,,
XIJ,Info Technology,779.0,795.5,787.7,792.1,777.2,792.1,773.7,-14.9,-1.88,795.5,777.2,-4.7,-0.60,811.5,777.2,-29.9,-3.70,837.6,702.5,35.7,4.82,837.6,702.5,52.4,7.23,5218.0,5328.8,5276.5,5305.9,5206.0,5328.8,5206.0,-31.2,-0.60,5425.1,5206.0,-189.3,-3.51,5555.5,4603.8,346.8,7.14,5555.5,4568.7,460.4,9.70,,
XMJ,Materials,9473.7,9538.3,9490.3,9516.1,9370.1,9427.5,9340.3,-146.0,-1.53,9538.3,9370.1,-279.4,-2.90,10186.8,9370.1,-755.1,-7.46,10774.9,9370.1,-839.6,-8.22,10774.9,9370.1,-516.1,-5.22,67001.6,67459.0,67131.8,67314.0,66289.0,67459.0,66289.0,-1955.8,-2.87,71141.3,66289.0,-4422.2,-6.25,73944.4,66130.4,-3752.3,-5.36,73944.4,64475.8,-1403.0,-2.07,,
XPJ,A-REIT,1091.5,1089.2,1082.4,1089.8,1079.2,1089.8,1075.8,-10.6,-0.97,1091.5,1079.2,-8.6,-0.80,1161.6,1078.5,-63.2,-5.53,1161.6,980.1,94.3,9.57,1161.6,980.1,55.2,5.39,31258.0,31194.4,30997.8,31211.1,30917.2,31258.0,30917.2,-237.4,-0.76,33267.3,30885.8,-1796.7,-5.49,33267.3,27037.3,3756.2,13.83,33267.3,26036.8,3190.0,11.50,,
XTJ,Telecommunications,1879.4,1914.1,1906.9,1906.5,1872.0,1906.5,1872.0,-34.5,-1.81,1914.1,1872.0,-28.8,-1.51,1994.7,1872.0,-127.5,-6.38,1999.5,1741.3,50.4,2.77,1999.5,1741.3,134.1,7.71,23172.7,23600.1,23519.3,23513.4,23088.0,23600.1,23088.0,-348.6,-1.49,24594.2,23088.0,-954.5,-3.97,24594.2,20377.3,1771.1,8.31,24594.2,19861.2,2760.3,13.58,,
XUJ,Utilities,5809.6,5898.4,5815.9,5851.5,5803.7,5851.5,5789.0,-47.8,-0.82,5898.4,5803.7,-32.1,-0.55,6061.8,5803.7,-217.6,-3.61,6071.2,5357.0,424.2,7.89,6071.2,5357.0,267.3,4.83,62767.6,63727.0,62835.5,63220.8,62704.3,63727.0,62704.3,-347.3,-0.55,65099.7,62704.3,-1545.6,-2.41,65099.7,55642.3,6828.5,12.22,65099.7,53514.4,6032.5,10.64,,
XMM,Metals & Mining,3042.8,3057.4,3043.9,3053.3,3003.6,3053.3,2993.2,-49.7,-1.63,3057.4,3003.6,-101.3,-3.26,3288.3,3003.6,-266.4,-8.15,3522.5,3003.6,-335.7,-10.05,3522.5,3003.6,-267.7,-8.18,4406.3,4427.4,4408.1,4421.6,4350.4,4427.4,4350.4,-145.9,-3.25,4699.4,4350.4,-323.0,-6.91,4948.8,4350.4,-340.2,-7.25,4948.8,4350.4,-243.1,-5.29,,
XGD,Gold,2055.4,2100.1,2120.9,2097.8,2136.9,2156.3,2097.8,39.1,1.86,2136.9,2055.4,40.4,1.93,2357.7,2055.4,-159.1,-6.93,2679.6,2003.5,238.5,12.57,2679.6,2003.5,-449.9,-17.39,2396.6,2448.8,2473.0,2446.0,2491.6,2491.6,2396.6,47.1,1.93,2745.1,2396.6,-181.6,-6.79,3119.4,2330.8,283.2,12.82,3119.4,2001.8,-504.6,-16.84,,
XJR,S&P/ASX 200 Res,3993.4,4010.4,3990.8,3994.4,3928.5,3963.7,3921.0,-65.9,-1.65,4010.4,3928.5,-129.1,-3.18,4263.3,3928.5,-322.5,-7.59,4376.0,3928.5,-257.8,-6.16,4376.0,3928.5,-257.2,-6.14,21673.9,21765.9,21660.5,21679.8,21324.0,21765.9,21324.0,-698.2,-3.17,22913.3,21324.0,-1437.5,-6.32,23407.3,20876.7,-688.4,-3.13,23407.3,20663.0,-679.8,-3.09,,
,
