Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-08-25T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1279.2,1283.6,1283.4,1269.3,1264.0,1269.3,1256.4,-5.3,-0.42,1283.6,1264.0,-15.6,-1.22,1283.6,1226.3,29.0,2.35,1313.3,1179.0,91.3,7.78,1313.3,1144.4,58.2,4.83,9014.0,9044.9,9043.4,8944.1,8911.2,9044.9,8911.2,-101.3,-1.12,9044.9,8606.8,243.3,2.81,9212.9,8076.6,877.7,10.92,9212.9,7760.5,833.6,10.32,,
XSJ,Consumer Staples,8534.8,8507.0,8546.9,8579.9,8456.9,8579.9,8427.9,-123.0,-1.43,8579.9,8456.9,-61.3,-0.72,8579.9,8077.0,362.8,4.48,8579.9,7241.1,1123.8,15.32,8579.9,7241.1,1019.8,13.71,63945.6,64502.7,64804.8,65055.4,64122.4,65055.4,63945.6,300.7,0.47,65055.4,60515.4,3478.5,5.74,65055.4,52987.4,10461.4,19.50,65055.4,52693.1,10458.5,19.49,,
XEJ,Energy,12963.7,13140.8,12945.6,12878.2,12744.9,12878.2,12634.0,-133.3,-1.04,13140.8,12744.9,-198.1,-1.53,13140.8,11800.2,867.5,7.30,14705.5,11554.9,1.7,0.01,14705.5,11554.9,-725.7,-5.39,87417.9,88611.6,87467.9,87012.9,86111.7,88611.6,86111.7,-1166.1,-1.34,88611.6,79572.1,6019.2,7.52,98057.5,77918.0,1138.8,1.34,98057.5,77383.0,-3179.2,-3.56,,
XFJ,Financials,4494.4,4507.7,4511.5,4506.6,4478.3,4506.6,4472.9,-28.3,-0.63,4511.5,4478.3,-18.0,-0.40,4511.5,4249.1,214.8,5.04,4511.5,3913.1,572.4,14.65,4511.5,3596.7,615.6,15.94,41275.6,41400.6,41436.2,41401.4,41185.9,41436.2,41185.9,184.2,0.45,41436.2,38670.7,2384.6,6.15,41436.2,34730.9,6735.0,19.55,41436.2,31086.1,7924.6,23.83,,
XXJ,Financial-x-A-REIT,5159.2,5178.3,5174.1,5171.6,5139.5,5171.6,5130.7,-32.1,-0.62,5178.3,5139.5,-17.3,-0.34,5178.3,4848.3,277.5,5.71,5178.3,4433.9,634.1,14.07,5178.3,4119.7,670.6,15.01,45408.2,45580.1,45543.7,45535.8,45310.7,45580.1,45310.7,306.3,0.68,45580.1,42312.4,2879.2,6.79,45580.1,38178.9,7200.8,18.89,45580.1,34142.5,8430.2,22.86,,
XHJ,Health Care,9783.1,9840.8,9896.3,9876.0,9874.5,9914.1,9813.3,-1.5,-0.02,9896.3,9783.1,292.6,3.05,9896.3,9250.0,572.4,6.15,9896.3,7756.1,1886.9,23.62,9896.3,7082.8,2180.9,28.35,59120.9,59469.9,59805.2,59682.4,59772.4,59805.2,59120.9,1867.4,3.22,59805.2,55899.1,3558.1,6.33,59805.2,46279.9,12110.8,25.41,59805.2,41891.0,14509.2,32.06,,
XNJ,Industrials,3390.0,3412.3,3387.0,3412.2,3401.4,3412.2,3375.3,-10.8,-0.32,3412.3,3387.0,36.1,1.07,3412.3,3159.7,219.2,6.89,3815.2,3159.7,63.6,1.91,3815.2,3031.9,100.1,3.03,26441.4,26615.0,26417.9,26614.0,26530.3,26615.0,26417.9,303.9,1.16,26615.0,24610.7,1744.0,7.04,29446.6,24610.7,1030.1,4.04,29446.6,22990.4,1742.9,7.03,,
XIJ,Info Technology,573.9,570.5,574.2,569.6,567.2,570.5,564.2,-2.4,-0.42,574.2,567.2,-4.0,-0.70,574.2,500.2,63.8,12.68,574.2,482.8,68.7,13.78,574.2,462.0,77.6,15.84,3619.5,3598.2,3621.3,3592.5,3577.0,3621.3,3577.0,-25.4,-0.71,3621.3,3120.9,436.1,13.89,3621.3,2950.6,530.3,17.41,3621.3,2823.8,609.3,20.53,,
XMJ,Materials,9736.9,9775.5,9741.5,9856.5,9716.4,9856.5,9654.8,-140.1,-1.42,9856.5,9716.4,-41.8,-0.43,9856.5,9049.7,663.7,7.33,11833.2,8986.0,-776.2,-7.40,12574.9,8986.0,-2449.3,-20.13,63952.6,64206.8,63983.2,64748.7,63828.4,64748.7,63828.4,-264.6,-0.41,64748.7,59358.6,4449.6,7.49,76582.8,58941.4,-4078.4,-6.01,80615.2,58941.4,-14095.5,-18.09,,
XPJ,A-REIT,916.1,915.3,924.0,920.0,914.0,920.4,913.7,-6.0,-0.65,924.0,914.0,-6.8,-0.74,927.8,892.9,15.6,1.73,927.8,785.8,136.5,17.55,927.8,741.7,157.0,20.74,23467.9,23447.2,23668.7,23568.0,23413.7,23668.7,23413.7,-173.6,-0.74,23668.7,22601.7,672.9,2.96,23668.7,19271.5,4345.7,22.79,23668.7,17847.3,5219.7,28.69,,
XTJ,Telecommunications,1272.2,1289.7,1279.3,1276.1,1280.7,1290.6,1271.2,4.6,0.36,1289.7,1272.2,-56.8,-4.25,1393.2,1272.2,-39.9,-3.02,1393.2,1101.4,145.2,12.78,1393.2,1018.7,229.2,21.80,14042.4,14235.4,14121.3,14085.3,14136.6,14235.4,14042.4,-112.4,-0.79,14842.3,13641.6,70.4,0.50,14842.3,11476.1,2517.2,21.66,14842.3,10418.3,3392.4,31.57,,
XUJ,Utilities,5012.5,5081.9,5062.7,5029.2,5012.1,5031.2,4980.3,-17.1,-0.34,5081.9,5012.1,20.0,0.40,5119.5,4929.8,-33.9,-0.67,5119.5,4527.2,467.7,10.29,5119.5,4178.3,580.5,13.10,47897.6,48561.0,48377.8,48057.5,47893.8,48561.0,47893.8,190.9,0.40,48920.0,47107.3,-324.2,-0.67,48920.0,42294.1,5711.3,13.54,48920.0,38220.0,7962.3,19.94,,
XMM,Metals & Mining,3354.3,3368.6,3361.3,3406.2,3357.1,3406.2,3333.5,-49.1,-1.44,3406.2,3354.3,-8.3,-0.25,3406.2,3100.1,259.6,8.38,4252.2,3071.9,-364.6,-9.80,4560.5,3071.9,-1057.7,-23.96,4525.8,4545.1,4535.2,4596.0,4529.7,4596.0,4525.8,-11.0,-0.24,4596.0,4172.8,356.9,8.55,5661.9,4138.3,-425.7,-8.59,6019.4,4138.3,-1296.9,-22.26,,
XGD,Gold,5234.5,5285.1,5360.3,5582.5,5617.4,5635.9,5552.5,34.9,0.63,5617.4,5234.5,373.6,7.13,5617.4,4680.6,1050.6,23.01,7178.9,4550.0,-416.6,-6.90,7931.9,4550.0,-2020.4,-26.45,5999.5,6057.5,6143.7,6398.3,6438.3,6438.3,5999.5,428.2,7.12,6438.3,5234.1,1204.2,23.01,8202.2,5214.8,-455.5,-6.61,9025.2,5214.8,-2250.7,-25.90,,
XJR,S&P/ASX 200 Res,4084.4,4112.1,4088.4,4121.0,4064.9,4121.0,4037.4,-56.1,-1.36,4121.0,4064.9,-28.1,-0.69,4121.0,3758.1,301.9,8.02,4925.8,3728.7,-304.4,-6.97,5189.3,3728.7,-982.7,-19.47,20613.8,20753.9,20645.3,20810.2,20527.0,20810.2,20527.0,-130.6,-0.63,20810.2,18945.2,1557.1,8.21,24542.0,18796.9,-1242.1,-5.71,25671.8,18796.9,-4411.5,-17.69,,
,
