Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-08-25T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4391.9,4410.8,4403.3,4411.8,4376.5,4411.8,4367.5,-35.3,-0.80,4411.8,4376.5,-17.3,-0.39,4411.8,4151.4,215.3,5.17,4504.8,4033.4,265.5,6.46,4504.8,3927.6,105.4,2.47,33870.6,34050.1,33996.4,34067.7,33811.5,34067.7,33811.5,65.7,0.19,34067.7,31842.7,1893.2,5.93,34266.8,30869.4,2978.1,9.66,34266.8,29204.1,2288.0,7.26,,
XAF,All Australian 50,4393.1,4414.1,4407.9,4418.0,4382.8,4418.0,4373.4,-35.2,-0.80,4418.0,4382.8,-18.9,-0.43,4418.0,4164.3,213.2,5.11,4418.0,3983.7,333.7,8.24,4418.0,3853.0,223.5,5.37,34660.2,34868.9,34825.8,34905.6,34646.2,34905.6,34646.2,110.8,0.32,34905.6,32626.5,1978.2,6.06,34905.6,31167.4,3682.5,11.89,34905.6,29181.9,3367.5,10.77,,
XAT,All Australian 200,4349.2,4368.6,4361.0,4368.8,4334.0,4368.8,4324.2,-34.8,-0.80,4368.8,4334.0,-21.2,-0.49,4368.8,4111.3,213.3,5.18,4426.4,3973.9,283.3,6.99,4426.4,3855.4,137.4,3.27,34152.8,34341.9,34287.1,34353.4,34098.7,34353.4,34098.7,61.2,0.18,34353.4,32087.9,1938.0,6.03,34353.4,30947.5,3223.6,10.44,34353.4,29116.8,2640.0,8.39,,
XTL,S&P/ASX 20,2669.4,2685.2,2679.9,2684.0,2663.5,2684.0,2656.9,-20.5,-0.76,2685.2,2663.5,-12.6,-0.47,2685.2,2524.9,135.6,5.37,2685.2,2396.0,213.8,8.73,2685.2,2334.2,138.6,5.49,41377.8,41687.9,41614.3,41678.1,41386.2,41687.9,41377.8,187.2,0.45,41687.9,38825.1,2515.7,6.47,41687.9,36842.5,4641.1,12.63,41687.9,34671.5,4125.0,11.07,,
XFL,S&P/ASX 50,4429.3,4450.0,4443.9,4454.0,4419.1,4454.0,4409.6,-34.9,-0.78,4454.0,4419.1,-19.1,-0.43,4454.0,4198.9,215.1,5.12,4454.0,4010.1,342.6,8.41,4454.0,3876.7,240.7,5.76,34900.6,35107.1,35065.0,35144.4,34888.0,35144.4,34888.0,109.5,0.31,35144.4,32856.6,1992.1,6.06,35144.4,31334.8,3752.6,12.05,35144.4,29332.3,3494.9,11.13,,
XTO,S&P/ASX 100,3578.3,3594.5,3590.0,3595.8,3566.8,3595.8,3559.0,-29.0,-0.81,3595.8,3566.8,-18.2,-0.51,3595.8,3392.4,168.1,4.95,3618.2,3260.5,250.1,7.54,3618.2,3155.5,150.0,4.39,8543.9,8592.0,8582.6,8597.4,8532.8,8597.4,8532.8,16.0,0.19,8597.4,8048.3,469.4,5.82,8597.4,7719.3,851.2,11.08,8597.4,7240.1,751.0,9.65,,
XJO,S&P/ASX 200,4364.3,4383.4,4376.0,4383.7,4349.0,4383.7,4339.1,-34.7,-0.79,4383.7,4349.0,-21.1,-0.48,4383.7,4123.9,215.8,5.22,4435.9,3985.0,292.4,7.21,4435.9,3863.9,149.0,3.55,34218.7,34405.2,34352.3,34417.4,34163.3,34417.4,34163.3,60.0,0.18,34417.4,32138.8,1952.2,6.06,34417.4,30989.0,3284.2,10.64,34417.4,29145.7,2718.1,8.64,,
XKO,S&P/ASX 300,4351.8,4371.1,4363.4,4371.8,4337.1,4371.8,4327.2,-34.7,-0.79,4371.8,4337.1,-19.4,-0.45,4371.8,4111.3,216.4,5.25,4432.4,3977.4,284.8,7.03,4432.4,3860.9,133.8,3.18,34019.4,34206.9,34151.0,34221.8,33968.3,34221.8,33968.3,69.2,0.20,34221.8,31948.0,1946.9,6.08,34221.8,30841.3,3201.7,10.41,34221.8,29050.7,2574.8,8.20,,
XMD,S&P/ASX MidCap 50,3640.5,3652.3,3651.5,3636.2,3599.4,3636.2,3571.1,-36.8,-1.01,3652.3,3599.4,-42.6,-1.17,3652.3,3452.7,119.9,3.45,3950.9,3435.4,20.5,0.57,3950.9,3408.2,-241.0,-6.28,9030.7,9059.8,9057.8,9030.2,8945.1,9059.8,8945.1,-82.6,-0.91,9059.8,8551.6,327.2,3.80,9693.0,8495.1,282.9,3.27,9693.0,8186.5,-171.5,-1.88,,
XSO,S&P/ASX Small Ords,2254.4,2262.3,2244.8,2257.2,2242.6,2257.2,2235.2,-14.6,-0.65,2262.3,2242.6,5.5,0.25,2262.3,2044.8,182.8,8.87,2526.6,2044.8,33.2,1.50,2526.6,2044.8,-206.0,-8.41,5296.2,5317.6,5276.4,5308.8,5275.7,5317.6,5275.7,20.3,0.39,5317.6,4798.2,442.4,9.15,5892.6,4798.2,166.9,3.27,5892.6,4798.2,-313.3,-5.61,,
