Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-10-11T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 6,Oct 7,Oct 8,Oct 9,Oct 10,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 6,Oct 7,Oct 8,Oct 9,Oct 10,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5292.6,5284.8,5241.6,5293.3,5185.7,5293.3,5185.7,-107.6,-2.03,5293.3,5185.7,-129.7,-2.44,5546.9,5185.7,-388.7,-6.97,5656.9,5088.7,-167.4,-3.13,5656.9,5088.7,-43.1,-0.83,44859.6,44794.9,44429.8,44868.8,43957.8,44868.8,43957.8,-1095.2,-2.43,47198.7,43957.8,-3240.9,-6.87,47783.6,41681.2,112.8,0.26,47783.6,41443.6,1464.2,3.45,,
XAF,All Australian 50,5389.3,5384.8,5342.1,5399.5,5290.4,5399.5,5290.3,-109.1,-2.02,5399.5,5290.4,-129.5,-2.39,5640.3,5290.4,-375.9,-6.63,5751.6,5175.5,-167.4,-3.07,5751.6,5175.5,-42.9,-0.80,46975.4,46935.6,46563.7,47064.3,46113.0,47064.3,46113.0,-1128.5,-2.39,49386.0,46113.0,-3273.0,-6.63,49995.8,43505.3,234.6,0.51,49995.8,43428.7,1675.8,3.77,,
XAT,All Australian 200,5251.9,5243.5,5200.8,5255.9,5148.2,5255.9,5147.9,-107.7,-2.05,5255.9,5148.2,-129.7,-2.46,5505.0,5148.2,-385.1,-6.96,5617.0,5028.8,-156.5,-2.95,5617.0,5028.8,-39.4,-0.76,45458.2,45386.4,45018.0,45494.7,44563.6,45494.7,44563.6,-1119.0,-2.45,47865.1,44563.6,-3301.5,-6.90,48471.7,42022.3,236.2,0.53,48471.7,41869.0,1578.0,3.67,,
XTL,S&P/ASX 20,3326.3,3323.8,3296.8,3332.1,3266.7,3332.1,3265.7,-65.4,-1.96,3332.1,3266.7,-79.7,-2.38,3488.3,3266.7,-239.2,-6.82,3551.7,3184.2,-111.7,-3.31,3551.7,3184.2,-15.2,-0.46,56998.3,56954.7,56492.1,57096.9,55976.4,57096.9,55976.4,-1366.8,-2.38,60076.5,55976.4,-4100.0,-6.82,60670.4,52576.0,193.8,0.35,60670.4,52576.0,2252.1,4.19,,
XFL,S&P/ASX 50,5452.5,5447.4,5404.3,5462.1,5351.5,5462.1,5351.5,-110.6,-2.02,5462.1,5351.5,-131.7,-2.40,5706.6,5351.5,-381.6,-6.66,5818.9,5238.2,-175.4,-3.17,5818.9,5238.2,-44.7,-0.83,47439.9,47395.2,47020.2,47523.6,46560.6,47523.6,46560.6,-1146.6,-2.40,49878.1,46560.6,-3317.4,-6.65,50484.7,43959.9,177.7,0.38,50484.7,43886.4,1671.3,3.72,,
XTO,S&P/ASX 100,4400.4,4394.3,4359.7,4406.2,4316.0,4406.2,4315.4,-90.2,-2.05,4406.2,4316.0,-105.3,-2.38,4607.6,4316.0,-314.6,-6.79,4699.7,4210.6,-129.2,-2.91,4699.7,4210.6,-22.1,-0.51,11587.2,11571.1,11479.8,11602.3,11365.0,11602.3,11365.0,-277.0,-2.38,12189.0,11365.0,-824.0,-6.76,12340.3,10700.4,68.2,0.60,12340.3,10670.3,434.6,3.98,,
XJO,S&P/ASX 200,5292.9,5284.2,5241.3,5296.7,5188.3,5295.7,5187.6,-108.4,-2.05,5296.7,5188.3,-129.9,-2.44,5546.1,5188.3,-386.0,-6.92,5658.5,5070.3,-163.9,-3.06,5658.5,5070.3,-42.6,-0.81,45718.3,45644.6,45274.1,45752.8,44816.7,45752.8,44816.7,-1120.2,-2.44,48118.9,44816.7,-3302.2,-6.86,48729.0,42284.9,181.6,0.41,48729.0,42141.4,1554.6,3.59,,
XVI,S&P/ASX 200 VIX,15.181,15.516,16.296,14.633,17.192,17.423,16.528,2.559,17.49,17.192,14.633,2.483,16.88,17.192,12.022,5.470,46.66,18.372,0.147,5.630,48.69,18.372,0.147,2.848,19.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5239.2,5231.3,5188.0,5242.2,5134.9,5242.2,5134.6,-107.3,-2.05,5242.2,5134.9,-129.0,-2.45,5491.2,5134.9,-383.9,-6.96,5601.5,5027.6,-169.9,-3.20,5601.5,5027.6,-51.3,-0.99,45088.7,45022.1,44650.2,45117.8,44194.5,45117.8,44194.5,-1106.7,-2.44,47462.5,44194.5,-3268.0,-6.89,48058.9,41785.8,105.8,0.24,48058.9,41624.4,1443.6,3.38,,
XMD,S&P/ASX MidCap 50,4434.6,4411.5,4377.4,4423.0,4325.0,4423.0,4318.7,-98.0,-2.22,4434.6,4325.0,-96.2,-2.17,4661.8,4325.0,-374.0,-7.96,4774.6,4099.4,-24.5,-0.56,4774.6,4099.4,96.4,2.28,11997.9,11935.2,11843.2,11966.4,11701.3,11997.9,11701.3,-260.1,-2.17,12677.0,11701.3,-975.7,-7.70,12861.6,10758.1,286.9,2.51,12861.6,10621.3,675.3,6.13,,
