Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-11-27T23:15:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 22,Nov 23,Nov 24,Nov 25,Nov 26,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 22,Nov 23,Nov 24,Nov 25,Nov 26,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1537.5,1515.6,1503.6,1510.6,1500.9,1505.6,1497.6,-9.7,-0.64,1537.5,1500.9,-38.0,-2.47,1572.1,1500.9,-58.0,-3.72,1670.5,1424.3,-135.9,-8.30,1670.5,1424.3,-66.0,-4.21,10021.8,9878.8,9800.8,9846.6,9782.9,10021.8,9782.9,-248.1,-2.47,10246.9,9782.9,-355.9,-3.51,10680.0,9106.3,-495.4,-4.82,10680.0,9106.3,-54.2,-0.55,,
XSJ,Consumer Staples,7937.4,7840.9,7825.6,7778.2,7788.4,7806.2,7764.8,10.2,0.13,7937.4,7778.2,-201.6,-2.52,8235.1,7778.2,-462.4,-5.60,8415.1,7095.7,-20.9,-0.27,8415.1,7095.7,278.6,3.71,55290.4,54618.3,54511.9,54181.2,54252.9,55290.4,54181.2,-1404.1,-2.52,57364.4,54181.2,-3050.7,-5.32,58402.4,47464.4,2014.7,3.86,58402.4,47464.4,4071.5,8.11,,
XEJ,Energy,15385.2,15130.2,15099.7,15135.3,15254.5,15380.5,15135.7,119.2,0.79,15385.2,15099.7,-25.6,-0.17,16182.0,15099.7,-159.2,-1.03,16753.3,13714.7,-864.7,-5.36,16753.3,13714.7,-82.3,-0.54,100337.3,98674.5,98475.6,98708.0,99485.0,100337.3,98475.6,-167.1,-0.17,105534.2,98475.6,-1038.5,-1.03,106793.3,88395.3,-3266.1,-3.18,106793.3,88395.3,1721.5,1.76,,
XFJ,Financials,4272.3,4225.5,4221.1,4216.2,4210.9,4229.2,4207.2,-5.3,-0.13,4272.3,4210.9,-51.3,-1.20,4492.3,4210.9,-183.4,-4.17,5040.0,4077.7,-592.7,-12.34,5040.0,4077.7,-250.7,-5.62,35239.8,34854.1,34817.4,34776.8,34733.8,35239.8,34733.8,-422.8,-1.20,36514.0,34733.8,-983.9,-2.75,39826.8,32702.7,-2785.3,-7.42,39826.8,32702.7,-41.9,-0.12,,
XXJ,Financials-x-A-REIT,4936.6,4873.9,4872.8,4860.0,4852.2,4879.3,4847.0,-7.8,-0.16,4936.6,4852.2,-84.6,-1.71,5212.5,4852.2,-233.5,-4.59,5934.6,4674.3,-755.2,-13.47,5934.6,4674.3,-331.6,-6.40,39129.1,38632.5,38623.8,38522.4,38460.0,39129.1,38460.0,-670.5,-1.71,40604.3,38460.0,-1156.5,-2.92,44955.1,35932.3,-3578.8,-8.51,44955.1,35932.3,-400.3,-1.03,,
XHJ,Health Care,8592.0,8548.4,8594.3,8601.2,8665.9,8688.5,8593.4,64.7,0.75,8665.9,8548.4,172.0,2.03,8665.9,8165.2,441.8,5.37,9195.2,7848.5,-86.6,-0.99,9195.2,7848.5,396.6,4.80,49841.8,49589.0,49855.3,49895.1,50270.6,50270.6,49589.0,997.9,2.03,50270.6,47366.2,2563.2,5.37,52486.9,44799.6,936.7,1.90,52486.9,44799.6,3660.6,7.85,,
XNJ,Industrials,3734.9,3698.0,3691.2,3684.1,3692.4,3700.1,3677.6,8.3,0.23,3734.9,3684.1,-16.8,-0.45,3820.8,3683.2,-142.9,-3.73,4145.5,3140.1,-312.7,-7.81,4145.5,3140.1,14.2,0.39,27387.0,27116.5,27067.0,27015.2,27075.5,27387.0,27015.2,-123.4,-0.45,28105.1,27008.0,-1029.5,-3.66,29527.1,22749.0,-1451.3,-5.09,29527.1,22749.0,1002.6,3.85,,
XIJ,Info Technology,607.0,604.4,595.6,603.6,603.4,604.8,601.7,-0.2,-0.03,607.0,595.6,2.1,0.36,637.8,595.3,-16.7,-2.69,736.7,559.3,-69.3,-10.30,736.7,559.3,-3.0,-0.50,3569.5,3554.1,3502.0,3549.5,3548.3,3569.5,3502.0,12.9,0.36,3750.3,3500.6,-97.7,-2.68,4262.9,3236.2,-290.4,-7.57,4262.9,3236.2,87.5,2.53,,
XMJ,Materials,13544.2,13317.0,13301.7,13369.9,13416.8,13518.8,13386.5,46.9,0.35,13544.2,13301.7,-71.7,-0.53,13985.3,13035.7,168.0,1.27,13985.3,10889.1,639.6,5.01,13985.3,10889.1,1435.9,11.98,85812.8,84373.0,84276.3,84708.3,85005.6,85812.8,84276.3,-454.3,-0.53,88522.5,82511.8,1145.1,1.37,88522.5,68188.9,5686.0,7.17,88522.5,68188.9,10628.8,14.29,,
XPJ,A-REIT,844.0,842.6,838.0,843.5,844.2,845.5,841.4,0.7,0.08,844.2,838.0,12.9,1.55,868.6,828.9,-16.5,-1.92,920.6,813.8,-53.1,-5.92,920.6,813.8,-11.6,-1.35,19172.6,19140.3,19036.8,19161.0,19175.7,19175.7,19036.8,292.0,1.55,19731.3,18829.1,-376.6,-1.93,20582.4,17970.7,-257.4,-1.32,20582.4,17970.7,885.4,4.84,,
XTJ,Telecommunications,921.9,947.2,959.7,987.4,979.8,997.5,972.7,-7.6,-0.77,987.4,921.9,68.4,7.51,987.4,892.3,62.5,6.81,1182.5,892.3,-195.5,-16.63,1205.3,892.3,-175.0,-15.15,8616.0,8853.0,8970.0,9228.4,9157.6,9228.4,8616.0,639.6,7.51,9228.4,8339.6,597.4,6.98,10067.0,8339.6,-848.0,-8.48,10261.1,8339.6,-667.9,-6.80,,
XUJ,Utilities,4438.9,4389.6,4380.5,4430.1,4424.3,4431.5,4384.9,-5.8,-0.13,4438.9,4380.5,-32.3,-0.72,4611.6,4380.5,-188.0,-4.08,4614.3,3998.4,96.3,2.22,4614.3,3998.4,293.8,7.11,38212.6,37787.7,37709.9,38136.6,38086.6,38212.6,37709.9,-147.0,-0.38,39570.2,37709.9,-1483.6,-3.75,39587.2,33266.4,2757.8,7.81,39587.2,33099.3,4714.2,14.13,,
XMM,Metals & Mining,4930.3,4843.8,4839.1,4862.0,4882.6,4920.3,4870.0,20.6,0.42,4930.3,4839.1,-32.0,-0.65,5095.6,4721.4,78.4,1.63,5095.6,3866.0,346.9,7.65,5095.6,3866.0,603.5,14.10,6442.7,6329.7,6323.6,6353.4,6380.4,6442.7,6323.6,-41.8,-0.65,6658.7,6169.8,102.5,1.63,6658.7,5001.6,562.7,9.67,6658.7,5001.6,891.8,16.25,,
XGD,Gold,7828.4,7730.2,7784.8,7779.4,7829.9,7841.2,7783.2,50.5,0.65,7829.9,7730.2,-23.6,-0.30,8421.8,7583.4,48.7,0.63,8421.8,5090.0,1973.3,33.69,8421.8,5090.0,1671.0,27.13,8885.5,8774.1,8836.0,8829.9,8887.3,8887.3,8774.1,-26.7,-0.30,9559.1,8607.5,55.3,0.63,9559.1,5742.7,2282.7,34.56,9559.1,5742.7,1941.8,27.96,,
XJR,Resources,5670.3,5572.1,5563.8,5592.9,5620.6,5659.7,5612.1,27.7,0.50,5670.3,5563.8,-27.7,-0.49,5877.2,5474.7,58.8,1.06,5877.2,4611.8,198.2,3.65,5877.2,4611.8,501.7,9.80,27695.2,27215.4,27174.9,27317.0,27452.7,27695.2,27174.9,-134.9,-0.49,28705.7,26739.9,287.3,1.06,28705.7,22285.5,1493.3,5.75,28705.7,22285.5,2946.2,12.02,,
,
