Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-07-14T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 9,Jul 10,Jul 11,Jul 12,Jul 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 9,Jul 10,Jul 11,Jul 12,Jul 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4159.8,4137.9,4135.0,4106.0,4118.3,4138.4,4100.0,12.3,0.30,4159.8,4106.0,-80.7,-1.92,4213.8,4056.3,6.8,0.16,4504.8,4033.4,7.3,0.18,4674.1,3927.6,-424.4,-9.34,31906.5,31739.1,31716.5,31493.8,31588.7,31906.5,31493.8,-618.4,-1.92,32319.5,31107.4,119.4,0.38,34266.8,30869.4,755.3,2.45,34266.8,29204.1,-1676.7,-5.04,,
XAF,All Australian 50,4134.3,4117.8,4121.3,4093.8,4107.9,4129.2,4086.4,14.1,0.34,4134.3,4093.8,-61.8,-1.48,4182.5,4030.7,49.5,1.22,4413.6,3983.7,58.8,1.45,4554.7,3853.0,-330.8,-7.45,32391.3,32262.3,32289.2,32074.1,32184.3,32391.3,32074.1,-484.8,-1.48,32768.7,31579.5,432.5,1.36,34251.1,31167.4,1220.5,3.94,34251.1,29181.9,-871.1,-2.64,,
XAT,All Australian 200,4104.3,4084.3,4082.7,4054.0,4068.4,4089.1,4048.1,14.4,0.36,4104.3,4054.0,-75.6,-1.82,4158.4,4000.1,16.8,0.42,4426.4,3973.9,17.7,0.44,4604.3,3855.4,-406.0,-9.07,32033.2,31876.4,31864.7,31640.2,31752.4,32033.2,31640.2,-590.5,-1.83,32454.6,31213.6,198.8,0.63,34230.5,30947.5,877.2,2.84,34230.5,29116.8,-1496.9,-4.50,,
XTL,S&P/ASX 20,2504.6,2490.3,2493.6,2476.9,2486.4,2497.9,2471.8,9.5,0.38,2504.6,2476.9,-37.4,-1.48,2530.4,2429.9,42.6,1.74,2659.9,2396.0,36.7,1.50,2758.4,2334.2,-199.3,-7.42,38512.3,38293.0,38344.2,38087.6,38233.1,38512.3,38087.6,-574.8,-1.48,38909.3,37364.0,655.0,1.74,40503.5,36842.5,1488.1,4.05,40503.5,34671.5,-959.2,-2.45,,
XFL,S&P/ASX 50,4168.2,4152.0,4155.9,4128.1,4142.3,4163.8,4120.7,14.2,0.34,4168.2,4128.1,-61.3,-1.46,4216.0,4061.8,55.4,1.36,4442.6,4010.1,65.8,1.62,4568.2,3876.7,-309.3,-6.95,32616.5,32489.6,32519.7,32302.5,32413.5,32616.5,32302.5,-480.0,-1.46,32990.1,31779.1,478.2,1.50,34434.2,31334.8,1278.1,4.10,34434.2,29332.3,-709.1,-2.14,,
XTO,S&P/ASX 100,3378.7,3363.5,3363.9,3341.1,3353.0,3369.9,3336.0,11.9,0.36,3378.7,3341.1,-56.1,-1.65,3419.5,3291.2,27.1,0.81,3618.2,3260.5,36.3,1.10,3746.1,3155.5,-292.7,-8.03,8015.9,7979.9,7980.8,7926.8,7954.9,8015.9,7926.8,-133.1,-1.65,8112.7,7807.0,80.3,1.02,8503.6,7719.3,273.3,3.56,8503.6,7240.1,-273.0,-3.32,,
XJO,S&P/ASX 200,4118.3,4098.0,4096.5,4068.0,4082.2,4103.0,4062.3,14.2,0.35,4118.3,4068.0,-75.6,-1.82,4172.2,4013.3,18.4,0.45,4435.9,3985.0,25.6,0.63,4602.9,3863.9,-391.3,-8.75,32094.5,31936.7,31925.2,31702.5,31813.8,32094.5,31702.5,-588.9,-1.82,32513.7,31270.8,211.1,0.67,34257.1,30989.0,934.6,3.03,34257.1,29145.7,-1390.6,-4.19,,
XKO,S&P/ASX 300,4108.8,4088.3,4086.2,4057.5,4071.3,4091.8,4051.9,13.8,0.34,4108.8,4057.5,-77.3,-1.86,4162.8,4002.9,16.0,0.40,4432.4,3977.4,19.0,0.47,4608.8,3860.9,-406.5,-9.08,31928.7,31769.2,31753.3,31530.2,31637.3,31928.7,31530.2,-601.1,-1.86,32347.5,31100.2,190.8,0.61,34136.0,30841.3,870.8,2.83,34136.0,29050.7,-1522.3,-4.59,,
XMD,S&P/ASX MidCap 50,3537.9,3503.9,3479.8,3453.6,3469.4,3483.6,3450.1,15.8,0.46,3537.9,3453.6,-115.4,-3.22,3637.3,3435.4,-130.0,-3.61,3950.9,3435.4,-109.5,-3.06,4301.9,3408.2,-676.5,-16.32,8762.6,8678.4,8618.7,8553.9,8593.0,8762.6,8553.9,-285.7,-3.22,8941.4,8495.1,-255.2,-2.88,9693.0,8495.1,-69.1,-0.80,10166.8,8186.5,-1205.2,-12.30,,
XSO,S&P/ASX Small Ords,2126.3,2103.5,2088.0,2067.1,2070.4,2081.7,2066.4,3.3,0.16,2126.3,2067.1,-93.5,-4.32,2207.7,2067.1,-90.7,-4.20,2526.6,2067.1,-139.0,-6.29,2687.1,2067.1,-498.5,-19.41,4989.4,4935.9,4899.5,4850.5,4858.2,4989.4,4850.5,-219.4,-4.32,5166.3,4850.5,-199.1,-3.94,5892.6,4850.5,-250.7,-4.91,6116.7,4850.5,-989.5,-16.92,,
XDJ,Consumer Discretionary,1242.3,1230.0,1225.1,1224.4,1226.0,1231.2,1221.7,1.6,0.13,1242.3,1224.4,-22.7,-1.82,1248.7,1196.0,-8.2,-0.67,1313.3,1179.0,53.3,4.54,1315.4,1140.6,-58.0,-4.52,8719.7,8633.0,8598.3,8593.5,8604.8,8719.7,8593.5,-159.7,-1.82,8764.5,8394.7,-53.5,-0.62,9212.9,8076.6,571.3,7.11,9212.9,7636.0,52.9,0.62,,
XSJ,Consumer Staples,7751.3,7712.1,7754.8,7760.3,7793.9,7845.5,7760.3,33.6,0.43,7793.9,7712.1,44.8,0.58,7793.9,7589.2,174.9,2.30,7899.1,7241.1,460.8,6.28,7899.1,7011.2,107.6,1.40,58075.4,57782.1,58101.5,58142.5,58394.9,58394.9,57782.1,336.2,0.58,58394.9,56753.0,1418.4,2.49,59070.7,52987.4,4733.9,8.82,59070.7,49979.4,3602.8,6.58,,
XEJ,Energy,11888.5,11794.0,11658.3,11557.8,11554.9,11663.6,11479.3,-2.9,-0.03,11888.5,11554.9,-583.9,-4.81,12757.8,11554.9,-946.3,-7.57,14705.5,11554.9,-1188.3,-9.33,15050.6,11554.9,-3110.1,-21.21,80167.3,79529.9,78614.8,77937.3,77918.0,80167.3,77918.0,-3937.3,-4.81,86028.9,77918.0,-6380.6,-7.57,98057.5,77918.0,-7054.9,-8.30,99120.7,77383.0,-18663.4,-19.32,,
XFJ,Financials,4181.3,4168.5,4185.3,4168.9,4198.6,4214.1,4165.3,29.7,0.71,4198.6,4168.5,-4.8,-0.11,4204.6,3979.5,204.7,5.13,4331.2,3913.1,292.7,7.49,4331.2,3596.7,135.1,3.33,38053.6,37937.3,38089.8,37940.4,38210.6,38210.6,37937.3,-43.7,-0.11,38263.1,36115.0,1964.8,5.42,38661.3,34730.9,3759.6,10.91,38661.3,30965.7,3629.8,10.50,,
XXJ,Financial-x-A-REIT,4776.0,4749.3,4768.4,4753.9,4785.8,4799.9,4749.2,31.9,0.67,4785.8,4749.3,-16.5,-0.34,4802.3,4514.7,251.3,5.54,4982.4,4433.9,280.4,6.22,4982.4,4119.7,105.1,2.25,41681.1,41448.0,41615.0,41488.4,41766.7,41766.7,41448.0,-143.9,-0.34,41910.6,39399.6,2194.1,5.54,42631.7,38178.9,3656.7,9.60,42631.7,34142.5,3581.7,9.38,,
XHJ,Health Care,9178.9,9223.3,9128.3,9232.5,9209.1,9260.1,9179.0,-23.4,-0.25,9232.5,9128.3,42.1,0.46,9244.5,8986.4,-47.6,-0.51,9277.2,7756.1,1221.5,15.29,9277.2,7082.8,816.4,9.73,55469.8,55738.0,55163.6,55793.3,55652.1,55793.3,55163.6,254.6,0.46,55940.0,54306.2,-287.9,-0.51,56063.9,46279.9,7990.5,16.77,56063.9,41891.0,6418.0,13.04,,
XNJ,Industrials,3244.8,3211.4,3176.4,3182.8,3183.1,3209.0,3182.8,0.3,0.01,3244.8,3176.4,-88.0,-2.69,3334.4,3163.1,-81.8,-2.51,3815.2,3163.1,-154.7,-4.63,3815.2,3031.9,-325.9,-9.29,25273.6,25013.8,24740.8,24791.3,24793.1,25273.6,24740.8,-685.4,-2.69,25811.0,24637.2,-479.8,-1.90,29446.6,24637.2,-707.2,-2.77,29446.6,22990.4,-1515.3,-5.76,,
XIJ,Info Technology,493.7,489.8,491.4,493.8,495.1,497.5,491.6,1.3,0.26,495.1,489.8,-0.1,-0.03,505.0,489.2,-11.8,-2.33,560.6,482.8,-3.4,-0.69,560.6,458.0,-34.1,-6.45,3080.2,3056.0,3066.3,3081.4,3089.0,3089.0,3056.0,-1.1,-0.03,3163.1,3052.3,-74.0,-2.34,3498.2,2950.6,42.3,1.39,3498.2,2743.0,-80.8,-2.55,,
XMJ,Materials,9449.5,9349.2,9304.3,9078.4,9085.3,9161.5,9029.7,6.9,0.08,9449.5,9078.4,-617.0,-6.36,9857.1,9078.4,-545.7,-5.67,11833.2,9078.4,-1407.3,-13.41,13770.2,9078.4,-4324.3,-32.25,61981.2,61323.2,61028.9,59547.1,59592.3,61981.2,59547.1,-4047.1,-6.36,64605.9,59547.1,-3531.6,-5.59,76582.8,59547.1,-8314.5,-12.24,88041.5,59547.1,-26143.7,-30.49,,
XPJ,A-REIT,874.1,882.5,886.0,878.7,886.7,894.5,877.8,8.0,0.91,886.7,874.1,8.9,1.02,889.4,859.8,26.9,3.13,889.4,785.8,109.2,14.04,889.4,708.9,72.2,8.87,22125.9,22336.5,22425.6,22240.7,22444.4,22444.4,22125.9,227.4,1.02,22505.0,21416.0,1028.4,4.80,22505.0,19271.5,3376.4,17.71,22505.0,17036.7,3123.5,16.17,,
XTJ,Telecommunications,1293.7,1303.5,1320.0,1317.2,1313.4,1323.5,1307.1,-3.8,-0.29,1320.0,1293.7,32.9,2.57,1320.0,1230.7,77.3,6.26,1320.0,1101.4,177.9,15.66,1320.0,959.0,287.9,28.07,13779.9,13883.8,14060.1,14029.4,13989.6,14060.1,13779.9,350.3,2.57,14060.1,13108.2,823.8,6.26,14060.1,11476.1,2370.2,20.40,14060.1,9383.7,3960.3,39.49,,
XUJ,Utilities,4821.3,4862.0,4850.9,4832.9,4885.9,4896.9,4832.9,53.0,1.10,4885.9,4821.3,66.8,1.39,4986.9,4783.3,-79.9,-1.61,4986.9,4527.2,341.5,7.52,4986.9,4004.3,556.1,12.84,46070.3,46459.4,46354.0,46181.1,46687.6,46687.6,46070.3,637.9,1.39,47118.3,45707.4,-231.9,-0.49,47118.3,42294.1,4505.0,10.68,47118.3,36081.2,7673.8,19.67,,
XMM,Metals & Mining,3269.8,3226.8,3210.0,3121.4,3122.9,3148.4,3100.3,1.5,0.05,3269.8,3121.4,-241.3,-7.17,3433.0,3121.4,-225.3,-6.73,4252.2,3121.4,-598.8,-16.09,5003.7,3121.4,-1745.7,-35.86,4404.9,4346.9,4324.4,4205.0,4207.1,4404.9,4205.0,-325.0,-7.17,4624.7,4205.0,-303.5,-6.73,5661.9,4205.0,-748.3,-15.10,6592.9,4205.0,-2207.9,-34.42,,
XGD,Gold,4951.5,4819.8,4771.1,4580.7,4590.0,4618.0,4546.5,9.3,0.20,4951.5,4580.7,-520.8,-10.19,5351.5,4580.7,-668.3,-12.71,7178.9,4580.7,-1444.0,-23.93,7931.9,4580.7,-3119.2,-40.46,5675.0,5524.1,5468.3,5250.1,5260.7,5675.0,5250.1,-596.9,-10.19,6133.5,5250.1,-766.0,-12.71,8202.2,5250.1,-1633.1,-23.69,9025.2,5250.1,-3509.3,-40.02,,
XJR,S&P/ASX 200 Res,3912.6,3867.4,3841.1,3753.9,3755.2,3786.0,3734.7,1.3,0.03,3912.6,3753.9,-262.9,-6.54,4132.8,3753.9,-280.7,-6.95,4925.8,3753.9,-614.1,-14.05,5698.4,3753.9,-1805.0,-32.46,19724.2,19495.9,19363.5,18923.8,18930.3,19724.2,18923.8,-1325.3,-6.54,20833.9,18923.8,-1415.1,-6.96,24542.0,18923.8,-2838.8,-13.04,28076.1,18923.8,-8464.8,-30.90,,
,
