Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-12-07T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1782.6,1776.9,1783.0,1754.5,1754.1,1754.8,1735.5,-0.4,-0.02,1783.0,1754.1,-47.7,-2.64,1826.9,1754.1,-56.6,-3.12,1827.2,1827.2,410.3,30.53,1827.2,1827.2,437.9,33.27,13229.4,13186.9,13232.5,13020.9,13017.5,13232.5,13017.5,-354.0,-2.65,13549.1,13017.5,-411.4,-3.06,13551.7,9792.3,3373.2,34.98,13551.7,9418.9,3577.6,37.90,,
XSJ,Consumer Staples,9878.1,9823.5,9777.3,9629.2,9637.1,9698.6,9627.7,7.9,0.08,9878.1,9629.2,-244.2,-2.47,10204.7,9629.2,-468.2,-4.63,10661.7,10661.7,762.7,8.59,10661.7,10661.7,746.8,8.40,79017.8,78581.4,78211.8,77027.0,77090.3,79017.8,77027.0,-1953.5,-2.47,81596.5,77027.0,-3711.9,-4.59,83265.0,68413.1,8971.9,13.17,83265.0,66959.0,8920.9,13.09,,
XEJ,Energy,13187.9,13231.9,13370.0,13214.5,13294.1,13305.8,13184.3,79.6,0.60,13370.0,13187.9,106.3,0.81,14047.2,13187.8,-752.6,-5.36,14371.5,14371.5,888.1,7.16,14371.5,14371.5,1100.1,9.02,92711.8,93021.1,93991.7,92898.3,93458.0,93991.7,92711.8,747.1,0.81,98752.3,92710.8,-5291.3,-5.36,101032.3,83100.5,8631.3,10.18,101032.3,83100.5,10080.9,12.09,,
XFJ,Financials,5892.2,5873.1,5889.3,5770.4,5745.6,5771.1,5690.2,-24.8,-0.43,5892.2,5745.6,-206.2,-3.46,6047.8,5745.6,-341.7,-5.61,6089.7,6089.7,991.9,20.87,6089.7,6089.7,1055.7,22.51,58184.4,57996.3,58156.3,56981.5,56737.1,58184.4,56737.1,-2036.3,-3.46,59476.0,56737.1,-2589.3,-4.36,59476.0,44797.5,12078.5,27.05,59476.0,43869.1,12789.9,29.10,,
XXJ,Financial-x-A-REIT,6991.9,6961.5,6975.8,6828.3,6804.1,6829.3,6727.7,-24.2,-0.35,6991.9,6804.1,-246.9,-3.50,7154.5,6804.1,-408.9,-5.67,7213.9,7213.9,1352.2,24.80,7213.9,7213.9,1440.8,26.86,66354.0,66065.4,66200.9,64801.6,64571.9,66354.0,64571.9,-2343.1,-3.50,67544.8,64571.9,-2842.2,-4.22,67544.8,49449.4,15425.5,31.39,67544.8,48186.4,16224.1,33.56,,
XHJ,Health Care,14109.6,14179.4,14121.1,13955.8,13868.8,13997.7,13846.5,-87.0,-0.62,14179.4,13868.8,-331.1,-2.33,14280.9,13849.9,-18.1,-0.13,14280.9,14280.9,2236.2,19.22,14280.9,14280.9,2203.1,18.88,88432.1,88869.2,88504.0,87467.6,86922.8,88869.2,86922.8,-2075.1,-2.33,89505.2,86803.9,-84.4,-0.10,89505.2,70340.0,15625.8,21.92,89505.2,70238.8,15422.8,21.57,,
XNJ,Industrials,3859.3,3860.3,3874.7,3816.8,3789.2,3816.8,3785.3,-27.6,-0.72,3874.7,3789.2,-106.3,-2.73,3994.4,3789.2,-178.6,-4.50,4079.6,4079.6,237.5,6.69,4079.6,4079.6,390.5,11.49,31704.7,31713.0,31831.8,31356.3,31129.5,31831.8,31129.5,-873.3,-2.73,32776.8,31129.5,-1429.5,-4.39,33472.2,28042.2,2891.3,10.24,33472.2,26814.7,4254.9,15.83,,
XIJ,Info Technology,721.6,717.2,720.7,721.3,724.0,729.0,718.0,2.7,0.37,724.0,717.2,-8.0,-1.09,752.1,717.2,-16.3,-2.20,752.1,752.1,127.4,21.35,752.1,752.1,136.3,23.20,4728.9,4699.9,4722.8,4727.1,4744.7,4744.7,4699.9,-52.4,-1.09,4928.9,4699.9,-106.8,-2.20,4928.9,3884.8,954.0,25.17,4928.9,3689.3,1011.0,27.08,,
XMJ,Materials,9895.7,9758.7,9837.5,9824.3,9822.6,9862.5,9761.6,-1.7,-0.02,9895.7,9758.7,-153.9,-1.54,10205.3,9758.7,-342.7,-3.37,11228.0,11228.0,-778.3,-7.34,11228.0,11228.0,-283.3,-2.80,67875.4,66936.2,67476.6,67386.1,67374.2,67875.4,66936.2,-1055.9,-1.54,69900.1,66936.2,-2251.9,-3.23,74792.0,55909.5,-3240.4,-4.59,74792.0,55909.5,62.2,0.09,,
XPJ,A-REIT,996.2,999.9,1007.0,992.5,983.7,992.7,983.7,-8.8,-0.89,1007.0,983.7,-32.9,-3.24,1052.0,983.7,-54.7,-5.26,1135.4,1135.4,9.9,1.01,1135.4,1135.4,9.0,0.92,26973.8,27074.4,27267.3,26873.9,26636.0,27267.3,26636.0,-891.4,-3.24,28486.9,26636.0,-1480.5,-5.27,29914.8,25044.0,1278.2,5.04,29914.8,24913.5,1641.6,6.57,,
XTJ,Telecommunications,1746.6,1737.4,1744.6,1720.4,1720.0,1725.2,1712.5,-0.4,-0.02,1746.6,1720.0,-27.0,-1.55,1791.8,1720.0,-69.6,-3.89,1793.1,1793.1,224.0,14.97,1793.1,1793.1,229.4,15.39,20438.0,20329.4,20414.5,20130.7,20125.8,20438.0,20125.8,-316.9,-1.55,20966.2,20125.8,-815.1,-3.89,20982.1,16745.5,3593.4,21.74,20982.1,16079.1,3655.7,22.20,,
XUJ,Utilities,5336.8,5318.4,5326.8,5291.5,5291.3,5305.7,5266.5,-0.2,-0.00,5336.8,5291.3,-88.3,-1.64,5532.9,5291.3,-209.0,-3.80,5815.8,5815.8,33.4,0.64,5815.8,5815.8,205.5,4.04,54786.4,54597.4,54684.2,54321.8,54319.6,54786.4,54319.6,-906.6,-1.64,56636.0,54319.6,-1982.4,-3.52,57869.0,51459.2,2621.8,5.07,57869.0,49321.1,4876.2,9.86,,
XMM,Metals & Mining,3236.0,3186.8,3216.6,3216.8,3220.4,3233.2,3197.7,3.6,0.11,3236.0,3186.8,-45.2,-1.38,3376.6,3186.8,-160.0,-4.73,3841.7,3841.7,-423.0,-11.61,3841.7,3841.7,-237.0,-6.85,4545.5,4476.4,4518.2,4518.6,4523.5,4545.5,4476.4,-63.5,-1.38,4748.3,4476.4,-224.9,-4.74,5249.3,3709.5,-454.8,-9.14,5249.3,3709.5,-200.7,-4.25,,
XGD,Gold,1868.6,1736.0,1720.7,1732.5,1738.3,1748.2,1713.5,5.8,0.33,1868.6,1720.7,-110.6,-5.98,2283.9,1720.7,-571.2,-24.73,5191.8,5191.8,-3160.4,-64.51,5191.8,5191.8,-3471.8,-66.64,2173.9,2019.6,2001.8,2015.6,2022.3,2173.9,2001.8,-128.6,-5.98,2686.8,2001.8,-664.5,-24.73,5987.1,2001.8,-3626.8,-64.20,6048.4,2001.8,-3986.0,-66.34,,
XJR,S&P/ASX 200 Res,4055.0,4015.2,4055.2,4041.6,4051.0,4061.4,4024.8,9.4,0.23,4055.2,4015.2,-30.6,-0.75,4253.8,4015.2,-206.3,-4.85,4567.3,4567.3,-259.6,-6.02,4567.3,4567.3,-75.8,-1.84,21321.6,21112.6,21322.8,21251.5,21300.8,21322.8,21112.6,-160.6,-0.75,22385.6,21112.6,-1084.7,-4.85,23355.8,17957.3,-742.3,-3.37,23355.8,17957.3,197.6,0.94,,
,
