Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-11-14T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 9,Nov 10,Nov 11,Nov 12,Nov 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 6,Nov 9,Nov 10,Nov 11,Nov 12,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2088.7,2077.2,2082.3,2085.5,2057.4,2085.5,2048.6,-28.1,-1.35,2088.7,2057.4,-59.5,-2.81,2127.9,2027.5,30.2,1.49,2263.3,1907.0,13.0,0.64,2263.3,1907.0,-40.1,-1.91,5552.2,5478.1,5448.0,5461.6,5469.8,5478.1,5448.0,-82.4,-1.48,5580.6,5313.7,156.0,2.94,5823.6,4952.4,272.2,5.24,5823.6,4882.3,155.0,2.92,,
XDJ,Consumer Discretionary,1847.2,1831.2,1841.7,1846.4,1828.9,1846.4,1809.4,-17.5,-0.95,1847.2,1828.9,-38.1,-2.04,1883.6,1820.9,24.4,1.35,2021.0,1712.1,75.6,4.31,2021.0,1712.1,-22.7,-1.23,14842.6,14685.0,14558.1,14641.2,14679.0,14685.0,14558.1,-163.6,-1.10,14958.1,14329.9,349.1,2.44,15772.9,13162.6,1209.3,8.98,15772.9,12956.7,480.1,3.38,,
XSJ,Consumer Staples,8190.2,8212.2,8274.8,8253.2,8059.6,8253.2,8029.7,-193.6,-2.35,8274.8,8059.6,-266.2,-3.20,9023.8,8059.6,-631.2,-7.26,10122.8,8059.6,-1113.5,-12.14,10122.8,8059.6,-1772.0,-18.02,72651.1,71467.7,71659.7,72206.2,72018.0,72206.2,71467.7,-633.1,-0.87,78742.0,71467.7,-3818.6,-5.04,85291.5,70461.9,-4490.8,-5.87,85291.5,70461.9,-9927.9,-12.12,,
XEJ,Energy,8614.1,8619.6,8658.1,8379.5,8090.6,8379.5,8029.1,-288.9,-3.45,8658.1,8090.6,-746.0,-8.44,9136.3,8090.6,-902.1,-10.03,12090.7,8041.8,-3510.8,-30.26,12090.7,8041.8,-4926.8,-37.85,67661.2,65957.9,66000.3,66295.0,64161.2,66295.0,64161.2,-3500.0,-5.17,69956.7,64161.2,-4695.3,-6.82,90391.5,61576.0,-20143.1,-23.89,96041.5,61576.0,-30432.9,-32.17,,
XFJ,Financials,5902.8,5865.0,5904.2,5951.2,5881.9,5951.2,5826.9,-69.3,-1.16,5951.2,5865.0,-118.4,-1.97,6200.4,5865.0,-61.9,-1.04,7186.4,5644.5,-373.5,-5.97,7186.4,5644.5,-297.3,-4.81,65431.1,64422.4,64009.4,64757.3,65272.2,65272.2,64009.4,-158.9,-0.24,67038.0,64009.4,1008.7,1.57,75638.7,61027.7,33.0,0.05,75638.7,61027.7,978.8,1.52,,
XXJ,Financial-x-A-REIT,6723.8,6691.6,6739.3,6806.1,6720.0,6806.1,6655.1,-86.1,-1.27,6806.1,6691.6,-101.6,-1.49,7089.7,6691.6,-88.6,-1.30,8394.2,6423.0,-562.2,-7.72,8394.2,6423.0,-486.5,-6.75,71426.5,70472.9,70135.4,71052.3,71756.1,71756.1,70135.4,329.6,0.46,73480.9,70135.4,1188.7,1.68,84666.9,66571.1,-1016.4,-1.40,84666.9,66571.1,-259.3,-0.36,,
XHJ,Health Care,19001.9,18923.9,19110.3,19147.7,18965.5,19147.7,18847.3,-182.2,-0.95,19147.7,18923.9,-35.5,-0.19,19147.7,17851.6,1225.4,6.91,19933.9,17005.1,1478.3,8.45,19933.9,17005.1,2615.1,15.99,124282.2,124288.0,123777.9,124996.9,125241.3,125241.3,123777.9,959.1,0.77,125241.3,116034.5,9206.8,7.93,128804.9,108911.1,13242.7,11.82,128804.9,101877.9,20558.4,19.64,,
XNJ,Industrials,4826.1,4792.0,4824.8,4839.0,4797.9,4839.0,4748.4,-41.1,-0.85,4839.0,4792.0,-109.5,-2.23,4907.4,4750.2,39.6,0.83,4968.2,4233.2,476.1,11.02,4968.2,4233.2,631.0,15.14,43281.6,42564.8,42264.2,42553.3,42678.8,42678.8,42264.2,-602.9,-1.39,43281.6,41891.4,715.6,1.71,43281.6,36323.0,5595.1,15.09,43281.6,34458.1,7165.2,20.18,,
XIJ,Info Technology,732.3,717.7,718.3,737.7,742.2,745.2,728.3,4.5,0.61,742.2,717.7,0.2,0.03,742.5,717.7,17.0,2.35,853.7,664.8,-40.5,-5.17,853.7,664.8,-32.6,-4.20,5142.9,5075.5,4974.4,4978.7,5113.3,5113.3,4974.4,-29.6,-0.58,5146.6,4974.4,87.1,1.73,5803.2,4575.2,-153.4,-2.91,5803.2,4575.2,-95.4,-1.83,,
XMJ,Materials,7636.8,7654.8,7574.3,7489.7,7329.0,7489.7,7245.2,-160.7,-2.15,7654.8,7329.0,-603.0,-7.60,8404.3,7329.0,-960.2,-11.58,9946.3,7329.0,-1398.7,-16.03,9946.3,7329.0,-1827.6,-19.96,58739.6,56553.4,56686.8,56090.7,55482.3,56686.8,55482.3,-3257.3,-5.55,62236.8,55482.3,-5898.8,-9.61,70664.0,55054.5,-6410.0,-10.36,70664.0,55054.5,-9317.9,-14.38,,
XPJ,A-REIT,1261.5,1242.7,1248.1,1245.1,1237.4,1247.0,1224.8,-7.7,-0.62,1261.5,1237.4,-57.8,-4.47,1301.7,1228.4,4.5,0.37,1343.7,1197.3,51.2,4.32,1343.7,1197.3,77.9,6.72,38957.6,37941.6,37376.3,37538.9,37448.5,37941.6,37376.3,-1509.0,-3.87,39152.8,36947.5,367.3,0.99,39203.9,34828.8,2943.1,8.53,39203.9,32374.9,4233.3,12.75,,
XTJ,Telecommunications,1899.0,1903.3,1919.5,1901.3,1861.8,1901.3,1859.7,-39.5,-2.08,1919.5,1861.8,-67.5,-3.50,2012.4,1861.8,-126.8,-6.38,2321.2,1861.8,-225.0,-10.78,2321.2,1861.8,-178.4,-8.74,24963.2,24570.7,24626.3,24836.3,24601.1,24836.3,24570.7,-362.1,-1.45,26038.2,24570.7,-1129.3,-4.39,28970.5,24570.7,-1153.1,-4.48,28970.5,24340.0,-575.6,-2.29,,
XUJ,Utilities,6815.5,6763.4,6822.4,6762.4,6711.1,6762.4,6633.4,-51.3,-0.76,6822.4,6711.1,-253.8,-3.64,6978.9,6625.8,68.9,1.04,6978.9,5936.5,796.9,13.47,6978.9,5936.5,690.6,11.47,79081.5,77385.2,76793.6,77464.5,76783.0,77464.5,76783.0,-2298.5,-2.91,79241.3,75231.4,1365.0,1.81,79241.3,65111.5,11916.7,18.37,79241.3,62965.7,11736.4,18.04,,
XMM,Metals & Mining,2167.0,2185.8,2151.2,2121.4,2071.7,2121.4,2044.3,-49.7,-2.34,2185.8,2071.7,-202.6,-8.91,2490.2,2071.7,-368.5,-15.10,3045.0,2071.7,-575.3,-21.73,3045.0,2071.7,-788.2,-27.56,3456.2,3293.2,3321.7,3269.2,3223.8,3321.7,3223.8,-232.4,-6.72,3784.3,3223.8,-484.6,-13.07,4412.5,3223.8,-610.6,-15.93,4412.5,3223.8,-918.9,-22.18,,
XGD,Gold,2385.6,2410.9,2441.6,2458.7,2380.1,2458.7,2375.2,-78.6,-3.20,2458.7,2380.1,-139.3,-5.53,3060.9,2380.1,-464.3,-16.32,3060.9,2069.2,332.7,16.25,3060.9,2069.2,633.7,36.28,2954.9,2797.9,2827.6,2863.6,2883.7,2883.7,2797.9,-71.2,-2.41,3589.9,2797.9,-452.3,-13.56,3589.9,2412.7,496.5,20.80,3589.9,1984.2,847.4,41.61,,
XJR,S&P/ASX 200 Res,2687.0,2703.1,2676.5,2622.5,2551.4,2622.5,2524.1,-71.1,-2.71,2703.1,2551.4,-249.2,-8.90,2987.1,2551.4,-410.4,-13.86,3741.5,2551.4,-838.9,-24.74,3741.5,2551.4,-1158.9,-31.24,15978.4,15330.2,15422.1,15270.0,14962.4,15422.1,14962.4,-1015.9,-6.36,17042.4,14962.4,-1935.4,-11.45,20500.6,14825.0,-3441.5,-18.70,20500.6,14825.0,-5178.8,-25.71,,
,
