Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-10-06T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 1,Oct 2,Oct 3,Oct 4,Oct 5,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 1,Oct 2,Oct 3,Oct 4,Oct 5,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSJ,Consumer Staples,8427.6,8495.0,8487.9,8531.8,8633.4,8676.2,8531.8,101.6,1.19,8633.4,8427.6,185.1,2.19,8800.7,8427.6,-80.9,-0.93,8800.7,7241.1,1300.3,17.73,8800.7,7241.1,1110.0,14.75,64590.2,65106.8,65052.6,65388.9,66167.7,66167.7,64590.2,1418.8,2.19,66855.0,64590.2,-31.0,-0.05,66855.0,52987.4,12506.7,23.31,66855.0,52987.4,11191.5,20.36,,
XEJ,Energy,12400.3,12559.6,12579.7,12570.8,12626.5,12674.7,12570.8,55.7,0.44,12626.5,12400.3,208.3,1.68,12959.2,12344.8,213.2,1.72,14705.5,11554.9,-116.7,-0.92,14705.5,11554.9,-705.8,-5.29,84787.9,85876.8,86014.3,85953.3,86334.6,86334.6,84787.9,1424.2,1.68,88609.3,84408.2,1505.0,1.77,98057.5,77918.0,1361.7,1.60,98057.5,77918.0,-2566.5,-2.89,,
XFJ,Financials,4530.7,4570.1,4585.5,4632.5,4661.5,4664.3,4621.9,29.0,0.63,4661.5,4530.7,141.9,3.14,4661.5,4424.4,219.0,4.93,4661.5,3913.1,755.6,19.34,4661.5,3727.3,729.2,18.54,41789.1,42152.4,42295.2,42728.4,42996.0,42996.0,41789.1,1309.3,3.14,42996.0,40808.7,2037.1,4.97,42996.0,34730.9,8545.0,24.80,42996.0,32787.7,8999.7,26.47,,
XXJ,Financial-x-A-REIT,5195.0,5235.1,5247.7,5305.3,5341.1,5345.3,5291.3,35.8,0.67,5341.1,5195.0,158.6,3.06,5341.1,5047.7,275.5,5.44,5341.1,4433.9,835.7,18.55,5341.1,4253.3,799.6,17.61,45960.4,46314.8,46426.6,46935.7,47252.2,47252.2,45960.4,1402.7,3.06,47252.2,44657.3,2459.6,5.49,47252.2,38178.9,9142.3,23.99,47252.2,35976.2,9613.8,25.54,,
XHJ,Health Care,10461.4,10550.9,10473.1,10470.5,10588.4,10614.1,10470.5,117.9,1.13,10588.4,10461.4,125.8,1.20,10588.4,9889.4,169.3,1.63,10588.4,7756.1,2600.8,32.56,10588.4,7551.3,2738.6,34.89,64099.9,64648.5,64171.7,64155.9,64878.1,64878.1,64099.9,770.6,1.20,64878.1,60563.3,1472.2,2.32,64878.1,46279.9,17216.6,36.12,64878.1,45034.8,18063.2,38.58,,
XNJ,Industrials,3283.0,3310.7,3324.2,3331.9,3358.4,3361.0,3331.9,26.5,0.80,3358.4,3283.0,61.7,1.87,3358.4,3269.0,127.4,3.94,3815.2,3159.7,20.6,0.62,3815.2,3159.7,107.8,3.32,25918.1,26136.4,26242.8,26303.9,26512.9,26512.9,25918.1,487.3,1.87,26512.9,25274.6,1238.3,4.90,29446.6,24610.7,1012.7,3.97,29446.6,24610.7,1863.9,7.56,,
XIJ,Info Technology,578.7,585.2,590.1,590.6,592.1,592.1,585.1,1.5,0.25,592.1,578.7,14.6,2.52,601.3,566.7,9.6,1.65,601.3,482.8,93.6,18.77,601.3,471.9,120.7,25.62,3676.6,3718.1,3749.5,3752.0,3762.1,3762.1,3676.6,92.7,2.53,3807.4,3594.8,74.2,2.01,3807.4,2950.6,715.4,23.48,3807.4,2884.2,881.4,30.60,,
XMJ,Materials,9945.6,10076.8,10046.2,9965.9,10138.0,10138.0,9965.9,172.1,1.73,10138.0,9945.6,208.5,2.10,10277.7,9220.1,1064.6,11.73,11833.2,8986.0,-354.6,-3.38,11989.3,8986.0,-1398.4,-12.12,66110.2,66986.0,66782.1,66248.6,67392.5,67392.5,66110.2,1389.9,2.11,68248.8,60231.5,7161.0,11.89,76582.8,58941.4,-514.3,-0.76,77484.2,58941.4,-7164.8,-9.61,,
XPJ,A-REIT,928.9,941.6,949.4,955.7,959.3,960.6,954.2,3.6,0.38,959.3,928.9,32.9,3.55,959.3,921.2,22.6,2.41,959.3,785.8,181.8,23.38,959.3,767.2,181.6,23.36,23794.2,24120.4,24321.3,24481.4,24575.1,24575.1,23794.2,844.2,3.56,24575.1,23598.3,579.8,2.42,24575.1,19271.5,5507.0,28.88,24575.1,18512.7,5832.1,31.12,,
XTJ,Telecommunications,1330.0,1343.9,1350.3,1347.2,1354.3,1354.5,1342.3,7.1,0.53,1354.3,1330.0,11.2,0.83,1354.3,1299.7,37.8,2.87,1393.2,1101.4,218.8,19.26,1393.2,1051.4,313.8,30.15,14692.8,14846.5,14917.2,14883.8,14961.8,14961.8,14692.8,123.5,0.83,14961.8,14354.7,430.5,2.96,14961.8,11476.1,3342.4,28.77,14961.8,10754.8,4320.2,40.60,,
XUJ,Utilities,4987.2,5028.9,5016.5,5023.1,5073.6,5076.5,5022.3,50.5,1.01,5073.6,4987.2,97.8,1.97,5089.3,4822.3,-7.3,-0.14,5119.5,4527.2,529.2,11.65,5119.5,4296.8,796.8,18.63,48323.4,48727.0,48607.0,48670.8,49159.9,49159.9,48323.4,946.9,1.96,49224.4,46698.6,16.5,0.03,49390.0,42294.1,6977.4,16.54,49390.0,39304.0,10038.8,25.66,,
XMM,Metals & Mining,3431.8,3476.3,3458.7,3426.2,3488.1,3488.1,3426.2,61.9,1.81,3488.1,3426.2,61.5,1.79,3570.5,3162.5,376.5,12.10,4252.2,3071.9,-233.6,-6.28,4298.2,3071.9,-651.6,-15.74,4687.3,4748.4,4724.4,4680.0,4764.6,4764.6,4680.0,84.3,1.80,4871.8,4243.9,520.6,12.27,5661.9,4138.3,-190.8,-3.85,5723.0,4138.3,-747.3,-13.56,,
XGD,Gold,6152.9,6239.8,6149.2,6075.5,6250.3,6259.5,6075.5,174.8,2.88,6250.3,6075.5,76.3,1.24,6250.3,5398.1,992.2,18.87,7178.9,4550.0,216.3,3.58,7421.5,4550.0,-800.8,-11.36,7089.6,7189.6,7085.3,7000.4,7201.8,7201.8,7000.4,87.9,1.24,7201.8,6028.5,1173.3,19.46,8202.2,5214.8,308.0,4.47,8477.7,5214.8,-852.8,-10.59,,
XJR,S&P/ASX 200 Res,4102.6,4155.6,4142.2,4111.8,4170.2,4172.2,4111.8,58.4,1.42,4170.2,4102.6,70.3,1.71,4267.2,3882.7,347.4,9.09,4925.8,3728.7,-199.1,-4.56,5010.2,3728.7,-628.5,-13.10,20973.2,21245.1,21176.7,21020.9,21319.8,21319.8,20973.2,360.5,1.72,21797.7,19518.8,1801.0,9.23,24542.0,18796.9,-449.3,-2.06,24962.6,18796.9,-2588.6,-10.83,,
,
