Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-08-11T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 6,Aug 7,Aug 8,Aug 9,Aug 10,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 6,Aug 7,Aug 8,Aug 9,Aug 10,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSJ,Consumer Staples,8232.0,8218.8,8268.1,8179.2,8098.1,8185.5,8097.6,-81.1,-0.99,8268.1,8098.1,-58.3,-0.71,8268.1,7754.8,386.0,5.00,8268.1,7241.1,765.0,10.43,8268.1,7241.1,831.3,11.44,61676.6,61578.0,61947.3,61281.5,60673.7,61947.3,60673.7,-436.5,-0.71,61947.3,57782.1,2891.7,5.00,61947.3,52987.4,7012.8,13.07,61947.3,52693.1,8803.4,16.97,,
XEJ,Energy,12363.6,12474.6,12556.1,12666.4,12606.5,12742.1,12583.4,-59.9,-0.47,12666.4,12363.6,382.5,3.13,12666.4,11554.9,812.5,6.89,14705.5,11554.9,-136.7,-1.07,14705.5,11554.9,-891.6,-6.61,83371.0,84119.4,84669.2,85413.0,85009.0,85413.0,83371.0,2579.2,3.13,85413.0,77918.0,5479.1,6.89,98057.5,77918.0,36.1,0.04,98057.5,77383.0,-3887.5,-4.37,,
XFJ,Financials,4421.7,4450.0,4490.0,4466.3,4426.3,4466.8,4422.3,-40.0,-0.90,4490.0,4421.7,36.5,0.83,4490.0,4168.9,257.8,6.18,4490.0,3913.1,520.4,13.32,4490.0,3596.7,598.6,15.64,40240.8,40498.3,40862.5,40647.3,40283.5,40862.5,40240.8,332.3,0.83,40862.5,37937.3,2346.2,6.18,40862.5,34730.9,5832.5,16.93,40862.5,31086.1,7642.9,23.42,,
XXJ,Financial-x-A-REIT,5049.9,5085.5,5145.7,5122.8,5069.3,5123.4,5062.0,-53.5,-1.04,5145.7,5049.9,57.9,1.15,5145.7,4753.9,320.0,6.74,5145.7,4433.9,563.9,12.52,5145.7,4119.7,607.5,13.62,44071.6,44382.3,44907.6,44707.7,44240.5,44907.6,44071.6,504.8,1.15,44907.6,41448.0,2792.5,6.74,44907.6,38178.9,6130.6,16.09,44907.6,34142.5,7841.5,21.54,,
XHJ,Health Care,9447.1,9339.8,9339.8,9315.3,9288.8,9358.6,9248.6,-26.5,-0.28,9447.1,9288.8,-63.3,-0.68,9671.7,9128.3,65.5,0.71,9671.7,7756.1,1301.2,16.29,9671.7,7082.8,1590.9,20.67,57090.5,56441.7,56441.7,56293.8,56133.8,57090.5,56133.8,-382.3,-0.68,58447.4,55163.6,395.9,0.71,58447.4,46279.9,8472.2,17.78,58447.4,41891.0,10975.7,24.31,,
XNJ,Industrials,3226.6,3234.9,3237.9,3241.5,3256.9,3276.2,3240.4,15.4,0.48,3256.9,3226.6,80.4,2.53,3282.4,3159.7,45.5,1.42,3815.2,3159.7,-80.9,-2.42,3815.2,3031.9,-7.9,-0.24,25132.3,25196.8,25220.4,25248.3,25368.2,25368.2,25132.3,626.4,2.53,25567.0,24610.7,354.4,1.42,29446.6,24610.7,-132.0,-0.52,29446.6,22990.4,890.6,3.64,,
XIJ,Info Technology,523.6,512.1,534.5,546.2,540.5,546.2,537.6,-5.7,-1.04,546.2,512.1,24.9,4.83,546.2,491.4,50.7,10.36,560.6,482.8,42.0,8.42,560.6,462.0,73.0,15.61,3266.8,3195.2,3335.3,3408.0,3372.7,3408.0,3195.2,155.7,4.84,3408.0,3056.0,316.7,10.36,3498.2,2950.6,326.0,10.70,3498.2,2823.8,572.4,20.44,,
XMJ,Materials,9418.8,9497.5,9548.0,9681.7,9652.6,9737.2,9652.6,-29.1,-0.30,9681.7,9418.8,451.3,4.90,9681.7,8986.0,303.4,3.25,11833.2,8986.0,-840.0,-8.01,12633.3,8986.0,-2568.0,-21.01,61779.6,62296.2,62627.5,63504.0,63313.1,63504.0,61779.6,2959.6,4.90,63504.0,58941.4,1989.9,3.24,76582.8,58941.4,-4593.7,-6.76,80836.2,58941.4,-14882.6,-19.03,,
XPJ,A-REIT,924.9,927.8,922.9,914.2,913.1,918.9,913.1,-1.1,-0.12,927.8,913.1,-7.1,-0.77,927.8,878.7,30.6,3.47,927.8,785.8,135.6,17.44,927.8,737.8,192.6,26.73,23410.5,23484.1,23361.0,23140.8,23111.3,23484.1,23111.3,-180.0,-0.77,23484.1,22240.7,774.9,3.47,23484.1,19271.5,4043.3,21.20,23484.1,17732.0,5794.7,33.46,,
XTJ,Telecommunications,1392.9,1393.2,1359.4,1329.2,1290.0,1329.2,1290.0,-39.2,-2.95,1393.2,1290.0,-85.6,-6.22,1393.2,1290.0,-13.5,-1.03,1393.2,1101.4,154.5,13.60,1393.2,1018.7,246.0,23.57,14839.0,14842.3,14482.0,14160.9,13743.1,14842.3,13743.1,-911.4,-6.22,14842.3,13743.1,-140.7,-1.01,14842.3,11476.1,2123.7,18.28,14842.3,10304.6,3528.0,34.54,,
XUJ,Utilities,5088.7,5045.6,4977.2,5005.6,4937.4,5008.1,4937.4,-68.2,-1.36,5088.7,4937.4,-148.2,-2.91,5119.5,4832.9,75.4,1.55,5119.5,4527.2,393.0,8.65,5119.5,4178.3,773.3,18.57,48625.8,48214.0,47560.6,47831.4,47180.1,48625.8,47180.1,-1416.3,-2.91,48920.0,46181.1,720.7,1.55,48920.0,42294.1,4997.5,11.85,48920.0,38009.8,9659.3,25.74,,
XMM,Metals & Mining,3229.0,3258.3,3287.5,3342.1,3331.6,3362.0,3331.6,-10.5,-0.31,3342.1,3229.0,176.7,5.60,3342.1,3071.9,104.8,3.25,4252.2,3071.9,-390.1,-10.48,4583.6,3071.9,-1100.5,-24.83,4350.0,4389.5,4428.8,4502.3,4488.2,4502.3,4350.0,238.0,5.60,4502.3,4138.3,141.2,3.25,5661.9,4138.3,-467.2,-9.43,6044.6,4138.3,-1356.6,-23.21,,
XGD,Gold,4946.5,4980.0,5066.8,5083.7,5071.5,5115.4,5071.5,-12.2,-0.24,5083.7,4946.5,207.9,4.27,5083.7,4550.0,251.7,5.22,7178.9,4550.0,-962.5,-15.95,7931.9,4550.0,-2652.0,-34.34,5669.3,5707.8,5807.3,5826.6,5812.6,5826.6,5669.3,238.3,4.27,5826.6,5214.8,288.5,5.22,8202.2,5214.8,-1081.1,-15.68,9025.2,5214.8,-2973.8,-33.85,,
XJR,S&P/ASX 200 Res,3922.6,3959.4,3991.4,4050.1,4034.8,4073.2,4034.8,-15.3,-0.38,4050.1,3922.6,190.7,4.96,4050.1,3728.7,167.4,4.33,4925.8,3728.7,-334.5,-7.66,5240.9,3728.7,-1031.5,-20.36,19774.2,19959.9,20121.4,20416.9,20340.2,20416.9,19774.2,961.7,4.96,20416.9,18796.9,844.3,4.33,24542.0,18796.9,-1428.9,-6.56,25839.7,18796.9,-4638.5,-18.57,,
,
