Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-12-10T23:15:14+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XEJ,Energy,14091.1,13803.3,13887.8,13675.2,13419.3,13675.2,13375.7,-255.9,-1.87,14091.1,13419.3,-534.1,-3.83,14174.8,13038.6,-783.6,-5.52,17736.5,11605.0,-2695.1,-16.72,17736.5,11605.0,-2663.5,-16.56,93960.7,92041.4,92605.2,91187.5,89480.8,93960.7,89480.8,-3561.9,-3.83,94706.3,86942.6,-5225.5,-5.52,116809.6,77383.0,-15612.4,-14.86,116809.6,77383.0,-15406.4,-14.69,,
XFJ,Financials,4110.2,4068.2,4104.0,4090.6,4012.8,4090.6,3999.3,-77.8,-1.90,4110.2,4012.8,-66.1,-1.62,4110.2,3727.3,-116.5,-2.82,4666.6,3596.7,-349.0,-8.00,4666.6,3596.7,-401.4,-9.09,36155.2,35785.8,36101.3,35982.8,35298.8,36155.2,35298.8,-581.2,-1.62,36155.2,32787.7,-655.9,-1.82,38822.8,30965.7,-764.8,-2.12,38822.8,30965.7,-1113.4,-3.06,,
XXJ,Financial-x-A-REIT,4727.7,4678.9,4717.5,4702.6,4620.7,4702.6,4597.1,-81.9,-1.74,4727.7,4620.7,-71.8,-1.53,4727.7,4253.3,-157.5,-3.30,5430.9,4119.7,-443.1,-8.75,5430.9,4119.7,-492.8,-9.64,39988.8,39576.2,39902.9,39776.7,39083.9,39988.8,39083.9,-607.1,-1.53,39988.8,35976.2,-843.7,-2.11,43285.0,34142.5,-1056.9,-2.63,43285.0,34142.5,-1449.3,-3.58,,
XHJ,Health Care,8099.1,8005.6,8109.7,8035.1,7952.0,8035.1,7926.6,-83.1,-1.03,8109.7,7952.0,-151.2,-1.87,8109.7,7618.5,129.7,1.66,9186.8,7082.8,-981.2,-10.98,9186.8,7082.8,-933.2,-10.50,48326.8,47768.7,48389.7,47944.7,47449.1,48389.7,47449.1,-902.0,-1.87,48389.7,45459.2,797.9,1.71,53892.5,41891.0,-4372.2,-8.44,53892.5,41891.0,-4093.5,-7.94,,
XNJ,Industrials,3541.6,3499.1,3499.9,3507.2,3455.4,3507.2,3438.3,-51.8,-1.48,3541.6,3455.4,-57.4,-1.63,3541.6,3265.1,36.8,1.08,3870.5,3031.9,-281.1,-7.52,3870.5,3031.9,-313.4,-8.32,26878.6,26556.1,26586.6,26641.8,26249.0,26878.6,26249.0,-411.2,-1.54,26878.6,24780.1,314.9,1.21,28566.6,22990.4,-1311.2,-4.76,28566.6,22990.4,-1387.1,-5.02,,
XIJ,Info Technology,511.8,500.4,504.1,505.7,498.4,505.7,498.4,-7.3,-1.44,511.8,498.4,-10.2,-2.00,521.4,498.4,-27.6,-5.24,666.6,458.0,-146.3,-22.69,666.6,458.0,-135.5,-21.37,3127.7,3058.0,3080.7,3090.4,3045.9,3127.7,3045.9,-62.3,-2.01,3214.5,3045.9,-168.7,-5.25,3919.5,2743.0,-745.1,-19.65,3919.5,2743.0,-681.4,-18.28,,
XMJ,Materials,11587.5,11350.3,11424.6,11432.3,11153.0,11432.3,11080.3,-279.3,-2.44,11587.5,11153.0,-315.8,-2.75,11801.5,10634.5,-836.3,-6.98,15046.2,10436.7,-2927.6,-20.79,15046.2,10436.7,-2791.9,-20.02,74987.7,73452.7,73933.8,73983.6,72175.9,74987.7,72175.9,-2043.7,-2.75,77484.2,68820.4,-5308.3,-6.85,96133.1,67434.3,-17035.3,-19.10,96133.1,67434.3,-16175.6,-18.31,,
XPJ,A-REIT,830.1,822.1,831.7,828.4,806.0,828.4,806.0,-22.4,-2.70,831.7,806.0,-17.1,-2.08,831.7,767.2,-2.5,-0.31,887.0,708.9,-33.8,-4.03,887.0,708.9,-54.4,-6.33,20031.6,19837.2,20068.5,19990.6,19449.1,20068.5,19449.1,-413.2,-2.08,20068.5,18512.7,-60.8,-0.31,20646.7,17036.7,95.2,0.49,20646.7,17036.7,-96.2,-0.49,,
XTJ,Telecommunications,1099.8,1096.6,1110.0,1117.1,1104.1,1117.1,1104.1,-13.0,-1.16,1117.1,1096.6,10.5,0.96,1117.1,1065.9,31.8,2.97,1117.1,891.0,144.5,15.06,1117.1,891.0,161.7,17.16,11249.8,11217.1,11353.6,11426.9,11293.8,11426.9,11217.1,108.2,0.97,11426.9,10902.7,326.1,2.97,11426.9,8708.4,2319.3,25.84,11426.9,8708.4,2486.4,28.23,,
XUJ,Utilities,4571.3,4530.2,4548.9,4541.9,4501.3,4541.9,4488.1,-40.6,-0.89,4571.3,4501.3,-60.5,-1.33,4571.3,4340.0,-23.3,-0.52,4571.3,3990.1,87.9,1.99,4571.3,3990.1,50.2,1.13,41945.7,41568.8,41740.7,41676.4,41303.8,41945.7,41303.8,-555.0,-1.33,41945.7,39823.2,-84.3,-0.20,41945.7,35021.3,2846.6,7.40,41945.7,35021.3,2986.3,7.79,,
XMM,Metals & Mining,4141.9,4056.3,4082.8,4086.9,3983.4,4086.9,3955.0,-103.5,-2.53,4141.9,3983.4,-113.8,-2.78,4236.4,3793.2,-314.8,-7.32,5491.6,3732.7,-1162.3,-22.59,5491.6,3732.7,-1102.7,-21.68,5514.8,5400.9,5436.1,5441.6,5303.9,5514.8,5303.9,-151.4,-2.78,5723.0,5050.6,-419.1,-7.32,7235.3,4968.6,-1420.2,-21.12,7235.3,4968.6,-1342.4,-20.20,,
XGD,Gold,7194.8,6954.9,6880.5,6920.8,6823.1,6920.8,6747.4,-97.7,-1.41,7194.8,6823.1,-419.5,-5.79,7421.5,6707.8,-555.1,-7.52,8435.7,6432.0,-1276.0,-15.76,8435.7,6432.0,-1104.6,-13.93,8219.0,7944.9,7860.0,7906.0,7795.4,8219.0,7795.4,-478.3,-5.78,8477.7,7662.4,-632.8,-7.51,9595.8,7347.4,-1397.5,-15.20,9595.8,7347.4,-1202.9,-13.37,,
XJR,S&P/ASX 200 Res,4852.9,4752.3,4782.7,4767.9,4653.4,4767.9,4624.0,-114.5,-2.40,4852.9,4653.4,-148.4,-3.09,4943.8,4455.6,-356.8,-7.12,6355.0,4291.7,-1255.4,-21.25,6355.0,4291.7,-1213.7,-20.69,24178.8,23677.2,23828.7,23755.3,23184.8,24178.8,23184.8,-739.4,-3.09,24962.6,22199.2,-1777.7,-7.12,31311.1,21378.1,-5675.3,-19.66,31311.1,21378.1,-5471.7,-19.09,,
,
