Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-08-15T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 10,Aug 11,Aug 12,Aug 13,Aug 14,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 10,Aug 11,Aug 12,Aug 13,Aug 14,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5504.9,5473.1,5383.5,5389.0,5360.0,5402.7,5355.0,-29.0,-0.54,5504.9,5360.0,-112.3,-2.05,5688.5,5360.0,-201.9,-3.63,5954.8,5278.8,-28.6,-0.53,5954.8,5278.8,-199.6,-3.59,48046.8,47784.3,47021.1,47098.0,46844.6,48046.8,46844.6,-917.5,-1.92,49648.8,46844.6,-1699.0,-3.50,51568.0,45110.3,797.7,1.73,51568.0,43681.7,314.1,0.67,,
XAF,All Australian 50,5582.6,5540.4,5450.1,5457.8,5420.4,5467.6,5415.2,-37.4,-0.69,5582.6,5420.4,-124.8,-2.25,5800.5,5420.4,-248.8,-4.39,6081.0,5389.2,-77.8,-1.41,6081.0,5389.2,-250.6,-4.42,50247.0,49888.4,49101.6,49208.8,48871.6,50247.0,48871.6,-1039.0,-2.08,52207.9,48871.6,-2154.7,-4.22,54222.3,47407.4,505.2,1.04,54222.3,45852.9,81.7,0.17,,
XAT,All Australian 200,5458.4,5422.4,5331.9,5337.7,5306.7,5351.5,5301.7,-31.0,-0.58,5458.4,5306.7,-117.3,-2.16,5654.6,5306.7,-220.1,-3.98,5926.9,5251.9,-56.5,-1.05,5926.9,5251.9,-219.7,-3.98,48703.0,48398.3,47611.8,47696.1,47419.0,48703.0,47419.0,-976.0,-2.02,50452.9,47419.0,-1893.8,-3.84,52442.3,45851.2,598.2,1.28,52442.3,44281.4,194.6,0.41,,
XTL,S&P/ASX 20,3395.8,3369.7,3311.3,3317.8,3294.2,3321.5,3290.2,-23.6,-0.71,3395.8,3294.2,-79.8,-2.36,3539.0,3294.2,-156.8,-4.54,3760.5,3294.2,-104.6,-3.08,3760.5,3294.2,-212.2,-6.05,60127.6,59697.3,58702.6,58876.3,58458.2,60127.6,58458.2,-1282.5,-2.15,62663.2,58458.2,-2647.2,-4.33,65985.5,57424.2,-297.6,-0.51,65985.5,55673.0,-797.3,-1.35,,
XFL,S&P/ASX 50,5644.7,5603.4,5510.9,5518.6,5480.6,5528.5,5475.2,-38.0,-0.69,5644.7,5480.6,-126.1,-2.25,5865.4,5480.6,-251.4,-4.39,6152.9,5453.2,-82.8,-1.49,6152.9,5453.2,-255.2,-4.45,50716.4,50366.5,49562.4,49669.4,49327.1,50716.4,49327.1,-1047.4,-2.08,52699.2,49327.1,-2173.5,-4.22,54764.7,47882.7,476.7,0.98,54764.7,46300.1,67.7,0.14,,
XTO,S&P/ASX 100,4601.4,4569.2,4494.1,4498.3,4471.0,4509.1,4466.7,-27.3,-0.61,4601.4,4471.0,-101.5,-2.22,4767.5,4471.0,-186.9,-4.01,4996.2,4422.0,-42.0,-0.93,4996.2,4422.0,-154.9,-3.35,12497.7,12414.8,12216.7,12236.9,12162.5,12497.7,12162.5,-256.7,-2.07,12948.9,12162.5,-488.5,-3.86,13449.8,11747.2,173.7,1.45,13449.8,11295.6,137.0,1.14,,
XJO,S&P/ASX 200,5509.2,5473.2,5382.1,5387.9,5356.5,5401.9,5351.5,-31.4,-0.58,5509.2,5356.5,-118.2,-2.16,5706.7,5356.5,-220.9,-3.96,5982.7,5299.2,-54.5,-1.01,5982.7,5299.2,-210.0,-3.77,49050.0,48747.2,47956.9,48041.0,47761.6,49050.0,47761.6,-982.3,-2.02,50809.0,47761.6,-1896.0,-3.82,52822.2,46166.2,622.4,1.32,52822.2,44533.8,291.4,0.61,,
XVI,S&P/ASX 200 VIX,17.412,18.224,19.520,19.192,19.812,19.925,18.881,0.620,3.23,19.812,17.412,1.847,10.28,19.812,13.735,1.381,7.49,21.073,0.171,5.231,35.88,21.073,0.171,8.119,69.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5447.5,5412.9,5323.9,5329.4,5298.6,5342.9,5293.6,-30.8,-0.58,5447.5,5298.6,-115.8,-2.14,5641.5,5298.6,-216.3,-3.92,5912.7,5240.7,-50.4,-0.94,5912.7,5240.7,-212.6,-3.86,48314.6,48024.4,47255.2,47336.1,47061.9,48314.6,47061.9,-959.3,-2.00,50035.1,47061.9,-1850.7,-3.78,52008.8,45487.5,636.4,1.37,52008.8,43915.8,232.9,0.50,,
XMD,S&P/ASX MidCap 50,5027.6,5004.9,4925.1,4912.4,4913.7,4953.0,4908.6,1.3,0.03,5027.6,4912.4,-100.5,-2.00,5119.8,4912.4,-50.2,-1.01,5363.8,4638.6,166.3,3.50,5363.8,4638.6,279.9,6.04,13898.1,13835.3,13614.7,13584.1,13587.8,13898.1,13584.1,-273.2,-1.97,14153.0,13584.1,-134.5,-0.98,14759.9,12623.2,668.3,5.17,14759.9,11578.7,1191.8,9.61,,
XSO,S&P/ASX Small Ords,2052.6,2055.5,2021.2,2026.1,2021.1,2035.6,2018.8,-5.0,-0.25,2055.5,2021.1,-24.0,-1.17,2116.4,2021.1,-59.4,-2.86,2263.3,2001.2,-23.2,-1.14,2263.3,2001.2,-217.7,-9.72,5301.9,5309.4,5220.9,5233.3,5220.6,5309.4,5220.6,-62.1,-1.17,5466.7,5220.6,-153.5,-2.86,5823.6,5089.5,23.1,0.44,5823.6,4882.3,-380.6,-6.80,,
XDJ,Consumer Discretionary,1899.6,1895.7,1857.9,1864.4,1876.5,1889.6,1864.4,12.1,0.65,1899.6,1857.9,2.1,0.11,1919.9,1855.7,32.8,1.78,2021.0,1713.3,123.2,7.03,2021.0,1713.3,46.2,2.52,14849.8,14819.3,14523.4,14574.7,14669.3,14849.8,14523.4,16.5,0.11,15008.4,14412.9,256.4,1.78,15772.9,13162.6,1199.6,8.91,15772.9,12935.8,835.8,6.04,,
XSJ,Consumer Staples,8809.4,8794.4,8640.9,8617.2,8559.8,8655.4,8549.5,-57.4,-0.67,8809.4,8559.8,-276.0,-3.12,9109.4,8559.8,-122.2,-1.41,10122.8,8358.0,-613.3,-6.69,10122.8,8358.0,-1533.4,-15.19,74924.0,74796.4,73490.2,73289.3,72800.5,74924.0,72800.5,-2347.0,-3.12,77474.9,72800.5,-1039.0,-1.41,85291.5,71073.8,-3708.3,-4.85,85291.5,71073.8,-9596.2,-11.65,,
XEJ,Energy,10222.6,10328.7,9994.5,10146.7,9771.8,10152.1,9759.8,-374.9,-3.69,10328.7,9771.8,-432.3,-4.24,11011.9,9771.8,-971.2,-9.04,12090.7,9771.8,-1829.6,-15.77,12090.7,9771.8,-4741.2,-32.67,76425.7,77218.8,74720.6,75857.9,73055.3,77218.8,73055.3,-3231.7,-4.24,82326.2,73055.3,-7261.0,-9.04,90391.5,73055.3,-11249.0,-13.34,111140.9,73055.3,-30644.8,-29.55,,
XFJ,Financials,6377.5,6301.1,6232.2,6249.5,6217.0,6274.1,6211.7,-32.5,-0.52,6377.5,6217.0,-109.5,-1.73,6683.8,6217.0,-281.4,-4.33,7186.4,6165.5,-38.4,-0.61,7186.4,6165.5,40.9,0.66,68168.8,67403.2,66665.3,66941.5,66593.2,68168.8,66593.2,-1030.8,-1.52,71443.2,66593.2,-2868.0,-4.13,75638.7,64303.3,1354.0,2.08,75638.7,59639.1,3790.8,6.04,,
XXJ,Financial-x-A-REIT,7346.9,7254.5,7167.5,7189.2,7142.7,7210.5,7135.8,-46.5,-0.65,7346.9,7142.7,-138.5,-1.90,7756.5,7142.7,-379.8,-5.05,8394.2,7123.5,-139.4,-1.91,8394.2,7123.5,-90.7,-1.25,75245.9,74365.1,73473.6,73696.0,73219.5,75245.9,73219.5,-1354.5,-1.82,79441.3,73219.5,-3825.6,-4.97,84666.9,71254.0,447.0,0.61,84666.9,66776.9,2843.8,4.04,,
XHJ,Health Care,19133.9,18832.3,18643.8,18601.2,18623.7,18793.6,18568.5,22.5,0.12,19133.9,18601.2,-572.4,-2.98,19877.6,18601.2,-344.3,-1.82,19933.9,17005.1,1136.5,6.50,19933.9,17005.1,3755.1,25.26,123682.4,121732.8,120514.4,120305.8,120451.6,123682.4,120305.8,-3633.5,-2.93,128489.8,120305.8,-2158.6,-1.76,128804.9,108911.1,8452.9,7.55,128804.9,95035.7,26300.9,27.93,,
XNJ,Industrials,4779.1,4706.6,4659.1,4641.0,4639.2,4681.2,4637.3,-1.8,-0.04,4779.1,4639.2,-91.3,-1.93,4862.9,4639.2,-105.5,-2.22,4968.2,4233.2,317.4,7.34,4968.2,4233.2,498.9,12.05,41714.6,41081.3,40666.8,40509.4,40493.1,41714.6,40493.1,-796.5,-1.93,42445.7,40493.1,-920.5,-2.22,43057.2,36323.0,3409.4,9.19,43057.2,32870.0,5604.1,16.06,,
XIJ,Info Technology,798.6,790.7,733.2,706.1,699.2,707.2,694.2,-6.9,-0.98,798.6,699.2,-94.5,-11.91,829.3,699.2,-98.6,-12.36,853.7,699.2,-83.5,-10.67,853.7,699.2,-89.3,-11.33,5448.0,5393.6,5001.3,4816.5,4769.8,5448.0,4769.8,-644.9,-11.91,5657.0,4769.8,-672.8,-12.36,5803.2,4769.8,-496.9,-9.43,5803.2,4769.8,-460.2,-8.80,,
XMJ,Materials,8412.5,8501.3,8206.7,8260.9,8180.4,8273.8,8162.1,-80.5,-0.97,8501.3,8180.4,-196.0,-2.34,8788.4,8180.4,-544.4,-6.24,9946.3,8180.4,-547.3,-6.27,9946.3,8180.4,-2170.0,-20.97,60910.3,61553.5,59608.8,60002.1,59417.6,61553.5,59417.6,-1231.5,-2.03,63632.1,59417.6,-3753.6,-5.94,70664.0,58495.7,-2474.6,-4.00,73622.9,57471.6,-12866.4,-17.80,,
XPJ,A-REIT,1282.9,1271.8,1265.1,1267.0,1269.0,1281.2,1260.2,2.0,0.16,1282.9,1265.1,-10.2,-0.80,1306.9,1257.8,-3.4,-0.27,1343.7,1197.3,82.9,6.99,1343.7,1197.3,138.7,12.27,38243.3,37913.2,37713.3,38097.2,38159.9,38243.3,37713.3,25.6,0.07,38960.9,37494.8,227.4,0.60,39203.9,34828.8,3654.5,10.59,39203.9,30884.2,5789.3,17.88,,
XTJ,Telecommunications,2239.7,2232.2,2205.9,2159.9,2155.0,2160.8,2144.2,-4.9,-0.23,2239.7,2155.0,-68.5,-3.08,2296.1,2155.0,-78.0,-3.49,2321.2,2072.7,68.2,3.27,2321.2,2072.7,213.2,10.98,28258.4,28164.1,27831.9,27251.8,27190.2,28258.4,27190.2,-864.8,-3.08,28970.5,27190.2,-984.6,-3.49,28970.5,25580.0,1436.0,5.58,28970.5,22729.7,3841.3,16.45,,
XUJ,Utilities,6757.2,6685.0,6595.5,6629.8,6667.9,6709.5,6629.8,38.1,0.57,6757.2,6595.5,26.3,0.40,6790.2,6427.6,128.4,1.96,6918.1,5936.5,753.7,12.74,6918.1,5936.5,673.8,11.24,75930.0,75118.9,74113.5,74499.2,74927.3,75930.0,74113.5,295.4,0.40,76300.9,72226.5,1443.1,1.96,76606.1,65111.5,10061.1,15.51,76606.1,62222.8,10967.1,17.15,,
XMM,Metals & Mining,2445.3,2484.0,2383.8,2411.7,2379.5,2414.4,2372.9,-32.2,-1.34,2484.0,2379.5,-60.1,-2.46,2566.5,2379.5,-178.2,-6.97,3045.0,2379.5,-267.5,-10.10,3045.0,2379.5,-1023.8,-30.08,3619.6,3676.9,3543.6,3585.2,3537.3,3676.9,3537.3,-73.8,-2.04,3799.0,3537.3,-248.7,-6.57,4412.5,3537.3,-297.1,-7.75,4936.1,3537.3,-1326.5,-27.27,,
XGD,Gold,2099.9,2149.9,2171.5,2241.3,2146.9,2241.8,2143.2,-94.4,-4.21,2241.3,2099.9,42.9,2.04,2532.4,2099.9,-329.0,-13.29,2736.3,2069.2,99.6,4.86,2736.3,2069.2,-249.0,-10.39,2453.3,2511.8,2537.0,2618.5,2508.3,2618.5,2453.3,50.2,2.04,2958.7,2453.3,-384.4,-13.29,3196.9,2412.7,121.1,5.07,3196.9,1941.8,-281.2,-10.08,,
XJR,S&P/ASX 200 Res,3089.9,3133.8,3012.4,3050.5,2987.8,3053.3,2981.8,-62.7,-2.06,3133.8,2987.8,-95.8,-3.11,3258.1,2987.8,-240.3,-7.44,3741.5,2987.8,-402.5,-11.87,3741.5,2987.8,-1326.8,-30.75,17175.9,17420.0,16795.3,17007.3,16658.0,17420.0,16658.0,-482.8,-2.82,18110.8,16658.0,-1286.1,-7.17,20500.6,16658.0,-1745.9,-9.49,23407.3,16658.0,-6420.8,-27.82,,
,
