Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-11-30T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 25,Nov 26,Nov 27,Nov 28,Nov 29,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 25,Nov 26,Nov 27,Nov 28,Nov 29,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2178.7,2181.5,2147.8,2143.6,2145.0,2145.9,2136.7,1.4,0.07,2181.5,2143.6,-35.2,-1.61,2265.4,2143.6,-106.5,-4.73,2414.5,2414.5,-135.7,-5.95,2414.5,2414.5,-69.3,-3.13,5351.9,5358.8,5275.8,5265.7,5269.1,5358.8,5265.7,-86.3,-1.61,5559.7,5265.7,-256.5,-4.64,5770.0,4574.9,-175.7,-3.23,5770.0,4574.9,-5.2,-0.10,,
XDJ,Consumer Discretionary,1810.8,1806.7,1798.6,1808.2,1801.8,1808.4,1794.2,-6.4,-0.35,1810.8,1798.6,-2.4,-0.13,1827.2,1784.2,-3.3,-0.18,1827.2,1827.2,458.0,34.08,1827.2,1827.2,486.0,36.93,13429.9,13399.8,13339.2,13410.8,13371.5,13429.9,13339.2,-9.3,-0.07,13551.7,13232.4,-15.9,-0.12,13551.7,9792.3,3727.2,38.65,13551.7,9374.1,3936.7,41.72,,
XSJ,Consumer Staples,10112.0,10102.1,10045.8,9968.5,9881.3,9987.9,9852.8,-87.2,-0.87,10112.0,9881.3,-217.5,-2.15,10204.7,9881.3,-128.1,-1.28,10661.7,10661.7,1006.9,11.35,10661.7,10661.7,1110.6,12.66,80855.0,80810.4,80359.8,79741.5,79043.8,80855.0,79043.8,-1705.8,-2.11,81596.5,79043.8,-991.4,-1.24,83265.0,68413.1,10925.5,16.04,83265.0,66959.0,11791.1,17.53,,
XEJ,Energy,13504.7,13558.7,13412.9,13361.9,13187.8,13364.4,13140.9,-174.1,-1.30,13558.7,13187.8,-334.5,-2.47,14141.0,13187.8,-706.0,-5.08,14371.5,14371.5,781.8,6.30,14371.5,14371.5,961.7,7.87,94938.9,95318.4,94293.4,93934.7,92710.8,95318.4,92710.8,-2351.4,-2.47,99412.1,92710.8,-4963.4,-5.08,101032.3,83100.5,7884.2,9.29,101032.3,82903.0,9114.3,10.90,,
XFJ,Financials,5927.8,5953.1,5954.7,5965.2,5951.8,5968.3,5926.0,-13.4,-0.22,5965.2,5927.8,40.6,0.69,6089.7,5857.9,-130.4,-2.14,6089.7,6089.7,1198.1,25.20,6089.7,6089.7,1338.2,29.00,58536.2,58785.6,58801.8,58905.7,58773.3,58905.7,58536.2,401.4,0.69,59476.0,57846.2,-503.3,-0.85,59476.0,44797.5,14114.8,31.61,59476.0,43399.0,15540.7,35.95,,
XXJ,Financial-x-A-REIT,7006.7,7043.8,7049.0,7071.6,7051.0,7075.7,7019.2,-20.6,-0.29,7071.6,7006.7,61.7,0.88,7213.9,6917.0,-147.9,-2.05,7213.9,7213.9,1599.1,29.33,7213.9,7213.9,1777.7,33.71,66494.2,66846.2,66895.7,67109.8,66915.0,67109.8,66494.2,586.1,0.88,67544.8,65643.2,-368.1,-0.55,67544.8,49449.4,17768.5,36.15,67544.8,47746.7,19378.4,40.77,,
XHJ,Health Care,14231.1,14217.8,14151.0,14280.9,14199.9,14324.8,14158.4,-81.0,-0.57,14280.9,14151.0,140.8,1.00,14280.9,13849.9,164.8,1.17,14280.9,14280.9,2567.3,22.07,14280.9,14280.9,2868.2,25.31,89193.3,89110.0,88691.1,89505.2,88997.9,89505.2,88691.1,882.5,1.00,89505.2,86803.9,1062.0,1.21,89505.2,70340.0,17700.9,24.83,89505.2,69887.6,19545.4,28.14,,
XNJ,Industrials,3990.6,3971.8,3941.1,3925.0,3895.5,3926.4,3891.9,-29.5,-0.75,3990.6,3895.5,-67.5,-1.70,4039.6,3895.5,-123.5,-3.07,4079.6,4079.6,343.8,9.68,4079.6,4079.6,519.4,15.38,32755.8,32601.6,32349.5,32217.0,32002.8,32755.8,32002.8,-526.0,-1.62,33143.9,31995.8,-971.6,-2.95,33472.2,28042.2,3764.6,13.33,33472.2,26522.4,5306.6,19.88,,
XIJ,Info Technology,727.1,727.1,728.3,733.6,732.0,735.0,726.4,-1.6,-0.22,733.6,727.1,8.4,1.16,752.1,719.8,3.9,0.54,752.1,752.1,135.4,22.69,752.1,752.1,139.9,23.63,4765.0,4764.8,4772.6,4807.5,4797.1,4807.5,4764.8,54.8,1.15,4928.9,4717.3,25.8,0.54,4928.9,3884.8,1006.4,26.55,4928.9,3689.3,1035.4,27.52,,
XMJ,Materials,10114.6,10064.8,9926.5,9924.9,9976.5,10006.9,9924.9,51.6,0.52,10114.6,9924.9,-110.1,-1.09,10205.3,9924.9,-51.1,-0.51,11228.0,11228.0,-624.4,-5.89,11228.0,11228.0,-131.6,-1.30,69377.2,69035.5,68087.1,68075.9,68430.0,69377.2,68075.9,-754.8,-1.09,69900.1,68075.9,-252.9,-0.37,74792.0,55909.5,-2184.6,-3.09,74792.0,55909.5,1103.7,1.64,,
XPJ,A-REIT,1026.7,1024.6,1021.9,1014.8,1016.6,1017.4,1012.6,1.8,0.18,1026.7,1014.8,-5.2,-0.51,1052.0,1008.2,-28.0,-2.68,1135.4,1135.4,42.8,4.39,1135.4,1135.4,55.2,5.74,27799.6,27742.9,27671.7,27477.4,27527.4,27799.6,27477.4,-140.0,-0.51,28486.9,27299.5,-758.6,-2.68,29914.8,25044.0,2169.6,8.56,29914.8,24554.6,2874.4,11.66,,
XTJ,Telecommunications,1754.8,1754.9,1753.0,1750.9,1747.0,1754.5,1744.2,-3.9,-0.22,1754.9,1747.0,-1.0,-0.06,1793.1,1733.6,-38.1,-2.14,1793.1,1793.1,251.0,16.78,1793.1,1793.1,274.3,18.63,20533.5,20534.3,20512.6,20487.7,20442.7,20534.3,20442.7,-11.3,-0.06,20982.1,20285.8,-445.7,-2.13,20982.1,16745.5,3910.3,23.65,20982.1,16079.1,4170.8,25.63,,
XUJ,Utilities,5451.7,5459.2,5404.8,5395.9,5379.6,5401.6,5364.5,-16.3,-0.30,5459.2,5379.6,-82.4,-1.51,5552.7,5379.6,-92.0,-1.68,5815.8,5815.8,121.7,2.31,5815.8,5815.8,280.1,5.49,55965.9,56043.1,55485.0,55393.2,55226.2,56043.1,55226.2,-845.7,-1.51,56838.6,55226.2,-782.2,-1.40,57869.0,51459.2,3528.5,6.83,57869.0,48752.7,5649.5,11.40,,
XMM,Metals & Mining,3311.6,3299.8,3246.5,3240.5,3265.6,3275.1,3240.5,25.1,0.77,3311.6,3240.5,-43.6,-1.32,3380.4,3240.5,-71.1,-2.13,3841.7,3841.7,-377.8,-10.37,3841.7,3841.7,-202.5,-5.84,4651.6,4635.1,4560.2,4551.8,4587.0,4651.6,4551.8,-61.2,-1.32,4748.3,4551.8,-99.9,-2.13,5249.3,3709.5,-391.3,-7.86,5249.3,3709.5,-151.9,-3.20,,
XGD,Gold,1911.7,1922.9,1846.4,1836.9,1848.9,1856.5,1833.6,12.0,0.65,1922.9,1836.9,-125.2,-6.34,2432.9,1836.9,-631.6,-25.46,5191.8,5191.8,-3049.8,-62.26,5191.8,5191.8,-3622.5,-66.21,2223.9,2237.0,2148.0,2136.9,2150.9,2237.0,2136.9,-145.7,-6.34,2885.7,2136.9,-734.8,-25.46,5987.1,2136.9,-3498.2,-61.93,6234.4,2136.9,-4158.7,-65.91,,
XJR,S&P/ASX 200 Res,4151.1,4144.9,4084.7,4075.3,4081.6,4102.2,4075.3,6.3,0.15,4151.1,4075.3,-67.5,-1.63,4257.3,4075.3,-115.7,-2.76,4567.3,4567.3,-229.0,-5.31,4567.3,4567.3,-54.4,-1.32,21827.1,21794.6,21478.0,21428.8,21461.4,21827.1,21428.8,-355.0,-1.63,22385.6,21428.8,-608.4,-2.76,23355.8,17957.3,-581.7,-2.64,23355.8,17957.3,311.1,1.47,,
,
