Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-01-11T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 6,Jan 7,Jan 8,Jan 9,Jan 10,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 6,Jan 7,Jan 8,Jan 9,Jan 10,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5327.7,5318.8,5318.7,5327.5,5316.3,5327.5,5309.2,-11.2,-0.21,5327.7,5316.3,-35.5,-0.66,5369.8,5069.2,170.1,3.31,5369.8,5316.3,-36.8,-0.69,5369.8,5316.3,582.5,12.31,43637.1,43564.5,43563.3,43635.4,43543.7,43637.1,43543.7,-291.0,-0.66,43982.1,41443.6,1470.9,3.50,43982.1,43543.7,-301.3,-0.69,44191.5,37129.1,6354.8,17.09,,
XAF,All Australian 50,5431.1,5421.0,5419.1,5425.5,5412.4,5428.5,5409.8,-13.1,-0.24,5431.1,5412.4,-44.9,-0.82,5472.3,5174.5,147.1,2.79,5472.3,5412.4,-45.4,-0.83,5472.3,5412.4,662.5,13.95,45654.2,45569.3,45553.6,45607.1,45497.2,45654.2,45497.2,-377.7,-0.82,46001.0,43428.7,1305.9,2.95,46001.0,45497.2,-381.2,-0.83,46381.3,38248.0,7312.8,19.15,,
XAT,All Australian 200,5278.1,5270.2,5268.9,5277.5,5267.1,5278.4,5261.1,-10.4,-0.20,5278.1,5267.1,-35.8,-0.68,5320.6,5019.9,167.0,3.27,5320.6,5267.1,-37.6,-0.71,5320.6,5267.1,577.2,12.31,44105.0,44039.0,44028.0,44099.5,44013.1,44105.0,44013.1,-299.0,-0.67,44459.5,41869.0,1474.8,3.47,44459.5,44013.1,-314.3,-0.71,44742.6,37582.3,6487.3,17.29,,
XTL,S&P/ASX 20,3360.7,3351.5,3349.2,3351.1,3341.8,3353.3,3341.1,-9.3,-0.28,3360.7,3341.8,-33.7,-1.00,3385.4,3193.5,92.0,2.83,3385.4,3341.8,-36.6,-1.08,3385.4,3341.8,447.3,15.46,55489.6,55337.3,55300.1,55331.4,55177.2,55489.6,55177.2,-557.7,-1.00,55897.9,52728.6,1517.9,2.83,55897.9,55177.2,-605.5,-1.09,56458.8,45739.0,9477.6,20.74,,
XFL,S&P/ASX 50,5499.9,5489.4,5487.5,5493.6,5478.1,5494.4,5475.4,-15.5,-0.28,5499.9,5478.1,-48.8,-0.88,5541.7,5237.6,148.8,2.79,5541.7,5478.1,-48.8,-0.88,5541.7,5478.1,691.4,14.44,46156.5,46068.0,46052.0,46103.0,45973.2,46156.5,45973.2,-409.3,-0.88,46507.3,43886.4,1318.1,2.95,46507.3,45973.2,-409.7,-0.88,46862.3,38491.2,7544.1,19.63,,
XTO,S&P/ASX 100,4423.0,4415.4,4415.1,4422.0,4409.9,4422.0,4406.9,-12.1,-0.27,4423.0,4409.9,-34.2,-0.77,4457.1,4206.2,133.4,3.12,4457.1,4409.9,-35.3,-0.80,4457.1,4409.9,539.1,13.93,11240.2,11220.9,11220.2,11237.7,11207.1,11240.2,11207.1,-86.7,-0.77,11327.0,10670.3,358.4,3.30,11327.0,11207.1,-89.7,-0.79,11384.6,9430.9,1789.8,19.01,,
XJO,S&P/ASX 200,5324.9,5317.0,5316.0,5324.4,5312.4,5324.4,5306.3,-12.0,-0.23,5324.9,5312.4,-37.7,-0.70,5367.9,5062.5,168.8,3.28,5367.9,5312.4,-39.8,-0.74,5367.9,5312.4,602.9,12.80,44407.1,44341.3,44333.5,44403.2,44302.9,44407.1,44302.9,-314.5,-0.70,44766.0,42141.4,1487.0,3.47,44766.0,44302.9,-332.2,-0.74,45009.1,37677.2,6682.2,17.76,,
XVI,S&P/ASX 200 VIX,12.856,12.781,12.580,12.161,11.135,11.284,10.988,-1.026,-8.44,12.856,11.135,-1.026,-8.44,18.218,10.689,-4.354,-28.11,12.856,11.135,-0.427,-3.69,21.700,10.689,-4698.351,-99.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5277.8,5269.9,5268.7,5277.3,5265.3,5277.3,5258.9,-12.0,-0.23,5277.8,5265.3,-37.6,-0.71,5320.8,5017.5,168.4,3.30,5320.8,5265.3,-39.5,-0.74,5320.8,5265.3,576.1,12.28,43864.5,43799.3,43788.7,43860.5,43760.8,43864.5,43760.8,-312.4,-0.71,44221.7,41624.4,1478.0,3.50,44221.7,43760.8,-328.0,-0.74,44475.2,37399.3,6416.6,17.18,,
XMD,S&P/ASX MidCap 50,4323.0,4323.2,4333.4,4356.8,4348.4,4356.8,4332.5,-8.4,-0.19,4356.8,4323.0,9.7,0.22,4360.8,4061.8,246.9,6.02,4360.8,4323.0,-1.1,-0.03,4360.8,4323.0,379.9,9.57,11344.8,11345.4,11372.0,11433.6,11411.6,11433.6,11344.8,25.6,0.22,11444.1,10621.3,686.5,6.40,11444.1,11344.8,-2.8,-0.02,11444.1,9756.1,1375.5,13.71,,
