Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-09-13T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 8,Sep 9,Sep 10,Sep 11,Sep 12,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 8,Sep 9,Sep 10,Sep 11,Sep 12,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2261.7,2275.6,2251.5,2239.5,2237.5,2239.5,2228.9,-2.0,-0.09,2275.6,2237.5,-32.2,-1.42,2290.0,2209.5,25.5,1.15,2290.0,2092.8,43.9,2.00,2290.0,2092.8,24.6,1.11,5686.6,5724.5,5672.4,5645.5,5641.4,5724.5,5641.4,-63.2,-1.11,5754.2,5527.9,107.3,1.94,5754.2,5156.7,238.0,4.40,5754.2,5074.3,237.3,4.39,,
XDJ,Consumer Discretionary,1824.9,1842.2,1830.1,1811.1,1804.9,1811.1,1798.6,-6.2,-0.34,1842.2,1804.9,-36.7,-1.99,1872.5,1804.9,-1.8,-0.10,1913.4,1715.0,-26.2,-1.43,1913.4,1715.0,30.4,1.71,13889.0,14024.0,13948.0,13806.2,13759.0,14024.0,13759.0,-255.5,-1.82,14166.9,13654.7,104.3,0.76,14336.1,12735.0,161.7,1.19,14336.1,12735.0,664.2,5.07,,
XSJ,Consumer Staples,10157.9,10182.4,10075.5,9986.6,9973.0,10001.3,9939.7,-13.6,-0.14,10182.4,9973.0,-168.0,-1.66,10424.5,9973.0,-17.5,-0.18,10424.5,9567.9,-43.0,-0.43,10424.5,9567.9,-11.1,-0.11,83953.7,84156.1,83966.4,83238.4,83124.5,84156.1,83124.5,-689.5,-0.82,85101.4,81558.9,1565.6,1.92,85101.4,76594.5,2942.7,3.67,85101.4,75952.5,3329.6,4.17,,
XEJ,Energy,14970.3,14967.2,14880.0,14779.2,14724.0,14779.2,14700.7,-55.2,-0.37,14970.3,14724.0,-377.6,-2.50,15327.0,14395.7,321.6,2.23,15327.0,13017.6,1101.1,8.08,15327.0,13017.6,719.0,5.13,108753.8,108762.7,108129.2,107396.6,106995.3,108762.7,106995.3,-2712.5,-2.47,111140.9,102861.8,4085.6,3.97,111140.9,91514.2,11225.4,11.72,111140.9,90393.6,8539.0,8.67,,
XFJ,Financials,6249.5,6281.8,6256.3,6227.9,6195.8,6228.4,6163.0,-32.1,-0.52,6281.8,6195.8,-86.8,-1.38,6347.7,6139.0,54.7,0.89,6347.7,5503.9,320.1,5.45,6347.7,5503.9,480.6,8.41,64156.7,64492.3,64233.3,63942.4,63612.0,64492.3,63612.0,-821.4,-1.27,65101.3,62423.8,1166.6,1.87,65101.3,54492.0,5442.0,9.36,65101.3,54492.0,7918.2,14.22,,
XXJ,Financial-x-A-REIT,7332.2,7360.7,7347.5,7317.7,7273.6,7320.3,7235.7,-44.1,-0.60,7360.7,7273.6,-92.6,-1.26,7434.3,7199.0,64.8,0.90,7434.3,6467.5,292.0,4.18,7434.3,6467.5,541.3,8.04,72133.5,72420.3,72293.6,72000.6,71566.6,72420.3,71566.6,-819.4,-1.13,73055.9,70041.4,1430.1,2.04,73055.9,61376.9,5310.5,8.02,73055.9,61376.9,8651.1,13.75,,
XHJ,Health Care,15213.6,15395.1,15342.1,15337.5,15280.5,15338.5,15241.9,-57.0,-0.37,15395.1,15213.6,-131.9,-0.86,15712.5,14456.6,956.1,6.67,15712.5,13849.2,913.2,6.36,15712.5,13849.2,1390.0,10.01,97380.4,98542.3,98202.6,98173.1,97808.8,98542.3,97380.4,-289.1,-0.29,99766.9,90704.7,7104.0,7.83,99766.9,86829.4,7761.9,8.62,99766.9,85058.8,10898.1,12.54,,
XNJ,Industrials,4256.3,4250.8,4214.3,4212.0,4203.4,4212.7,4175.4,-8.6,-0.20,4256.3,4203.4,-53.9,-1.27,4299.8,4116.4,52.1,1.26,4299.8,3771.2,234.5,5.91,4299.8,3771.2,268.5,6.82,36069.1,36022.1,35821.5,35802.1,35728.8,36069.1,35728.8,-339.9,-0.94,36428.8,34668.5,767.0,2.19,36428.8,31167.8,2927.3,8.92,36428.8,30581.2,3498.7,10.86,,
XIJ,Info Technology,791.4,795.0,798.6,802.6,792.5,802.6,788.1,-10.1,-1.26,802.6,791.4,-6.2,-0.78,811.5,763.2,-15.5,-1.92,837.6,702.5,51.0,6.88,837.6,702.5,70.9,9.83,5290.8,5314.6,5338.4,5376.4,5308.5,5376.4,5290.8,-31.2,-0.58,5425.1,5061.8,-50.7,-0.95,5555.5,4603.8,449.3,9.25,5555.5,4568.7,584.2,12.37,,
XMJ,Materials,9774.0,9871.8,9795.2,9723.9,9783.3,9783.3,9723.9,59.4,0.61,9871.8,9723.9,5.5,0.06,10542.1,9723.9,-588.7,-5.68,10774.9,9487.2,-426.4,-4.18,10774.9,9487.2,-69.5,-0.71,69078.5,69779.7,69257.8,68757.9,69181.5,69779.7,68757.9,87.0,0.13,73622.9,68757.9,-3116.0,-4.31,73944.4,66130.4,-859.8,-1.23,73944.4,64475.8,1727.6,2.56,,
XPJ,A-REIT,1131.5,1146.2,1125.8,1117.4,1117.6,1117.6,1106.2,0.2,0.02,1146.2,1117.4,-24.5,-2.14,1161.6,1115.2,8.7,0.79,1161.6,980.1,132.7,13.47,1161.6,980.1,107.0,10.59,32405.7,32824.3,32240.8,32000.0,32005.3,32824.3,32000.0,-701.6,-2.15,33267.3,31749.9,255.4,0.80,33267.3,27037.3,4844.2,17.84,33267.3,26036.8,4649.0,16.99,,
XTJ,Telecommunications,1973.0,1984.8,1964.8,1956.8,1939.0,1956.8,1931.8,-17.8,-0.91,1984.8,1939.0,-29.8,-1.51,1999.5,1892.8,38.5,2.03,1999.5,1741.3,117.4,6.45,1999.5,1741.3,255.5,15.18,24327.1,24472.6,24225.8,24126.9,23907.5,24472.6,23907.5,-367.7,-1.51,24594.2,22759.4,1055.8,4.62,24594.2,20377.3,2590.6,12.15,24594.2,19829.2,4222.3,21.45,,
XUJ,Utilities,5967.8,6025.4,5986.0,5981.5,5998.5,5998.5,5943.4,17.0,0.28,6025.4,5967.8,14.4,0.24,6071.2,5958.1,-0.9,-0.01,6071.2,5357.0,619.0,11.51,6071.2,5357.0,612.2,11.37,64477.1,65099.7,64673.2,64624.6,64808.9,65099.7,64477.1,155.6,0.24,65099.7,63640.8,793.0,1.24,65099.7,55642.3,8933.2,15.99,65099.7,53514.4,9673.5,17.54,,
XMM,Metals & Mining,3143.2,3176.4,3150.9,3122.6,3147.3,3147.3,3122.6,24.7,0.79,3176.4,3122.6,7.5,0.24,3453.9,3122.6,-252.4,-7.42,3522.5,3063.2,-192.0,-5.75,3522.5,3063.2,-115.5,-3.54,4548.7,4597.5,4562.2,4521.5,4557.6,4597.5,4521.5,13.7,0.30,4936.1,4521.5,-290.1,-5.98,4948.8,4367.8,-133.0,-2.84,4948.8,4367.8,-23.6,-0.52,,
XGD,Gold,2217.4,2191.7,2213.6,2162.8,2194.1,2200.8,2160.2,31.3,1.45,2217.4,2162.8,2.9,0.13,2432.3,2162.8,-203.5,-8.49,2679.6,2003.5,295.7,15.58,2679.6,2003.5,-424.1,-16.20,2582.9,2553.0,2578.5,2521.8,2558.3,2582.9,2521.8,5.8,0.23,2831.9,2521.8,-233.3,-8.36,3119.4,2330.8,349.8,15.84,3261.7,2001.8,-474.3,-15.64,,
XJR,S&P/ASX 200 Res,4126.2,4157.0,4126.2,4091.9,4109.0,4109.0,4090.3,17.1,0.42,4157.0,4091.9,-26.4,-0.64,4376.0,4091.9,-192.3,-4.47,4376.0,3970.3,-77.3,-1.85,4376.0,3970.3,-34.5,-0.83,22382.2,22553.9,22392.2,22207.2,22301.2,22553.9,22207.2,-130.7,-0.58,23407.3,22207.2,-669.4,-2.91,23407.3,20876.7,288.8,1.31,23407.3,20663.0,520.2,2.39,,
,
