Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-09-13T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 8,Sep 9,Sep 10,Sep 11,Sep 12,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 8,Sep 9,Sep 10,Sep 11,Sep 12,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5578.9,5608.2,5574.4,5546.9,5532.3,5549.1,5511.9,-14.6,-0.26,5608.2,5532.3,-66.6,-1.19,5656.9,5507.9,9.2,0.17,5656.9,5088.7,179.2,3.35,5656.9,5088.7,317.6,6.09,47185.7,47439.1,47198.7,46967.6,46845.1,47439.1,46845.1,-476.0,-1.01,47783.6,46095.5,635.7,1.38,47783.6,41681.2,3000.1,6.84,47783.6,41443.6,4504.5,10.64,,
XAF,All Australian 50,5668.3,5697.0,5666.3,5640.3,5623.3,5644.6,5601.8,-17.0,-0.30,5697.0,5623.3,-65.5,-1.15,5751.6,5618.0,-7.5,-0.13,5751.6,5175.5,165.5,3.03,5751.6,5175.5,308.2,5.80,49355.0,49606.1,49386.0,49159.3,49011.7,49606.1,49011.7,-482.9,-0.98,49995.8,48333.7,586.5,1.21,49995.8,43505.3,3133.3,6.83,49995.8,43428.7,4728.9,10.68,,
XAT,All Australian 200,5536.0,5566.8,5533.3,5505.0,5489.7,5507.6,5468.5,-15.3,-0.28,5566.8,5489.7,-67.9,-1.22,5617.0,5474.8,-0.3,-0.01,5617.0,5028.8,185.0,3.49,5617.0,5028.8,312.7,6.04,47837.7,48107.7,47865.1,47622.5,47490.8,48107.7,47490.8,-496.5,-1.03,48471.7,46781.7,594.2,1.27,48471.7,42022.3,3163.4,7.14,48471.7,41869.0,4618.1,10.77,,
XTL,S&P/ASX 20,3504.4,3522.1,3505.9,3488.3,3477.1,3492.5,3463.6,-11.2,-0.32,3522.1,3477.1,-39.4,-1.12,3551.7,3470.0,0.8,0.02,3551.7,3184.2,98.7,2.92,3551.7,3184.2,198.3,6.05,59979.1,60281.5,60076.5,59774.4,59582.9,60281.5,59582.9,-544.7,-0.91,60670.4,58641.6,863.7,1.47,60670.4,52576.0,3800.3,6.81,60670.4,52576.0,5908.4,11.01,,
XFL,S&P/ASX 50,5735.0,5764.3,5733.1,5706.6,5689.6,5711.0,5667.8,-17.0,-0.30,5764.3,5689.6,-66.1,-1.15,5818.9,5681.8,-5.4,-0.09,5818.9,5238.2,162.7,2.94,5818.9,5238.2,311.2,5.79,49845.2,50101.3,49878.1,49647.2,49499.5,50101.3,49499.5,-483.7,-0.97,50484.7,48796.0,609.8,1.25,50484.7,43959.9,3116.5,6.72,50484.7,43886.4,4761.1,10.64,,
XTO,S&P/ASX 100,4631.6,4656.5,4630.6,4607.6,4594.5,4610.1,4576.8,-13.1,-0.28,4656.5,4594.5,-54.9,-1.18,4699.7,4584.1,-3.0,-0.07,4699.7,4210.6,149.3,3.36,4699.7,4210.6,268.6,6.21,12179.5,12245.6,12189.0,12128.4,12094.0,12245.6,12094.0,-122.7,-1.00,12340.3,11916.2,147.1,1.23,12340.3,10700.4,797.2,7.06,12340.3,10670.3,1197.8,10.99,,
XJO,S&P/ASX 200,5577.0,5607.9,5574.3,5546.1,5531.1,5548.7,5509.8,-15.0,-0.27,5607.9,5531.1,-67.6,-1.21,5658.5,5514.7,0.8,0.01,5658.5,5070.3,178.9,3.34,5658.5,5070.3,311.5,5.97,48090.7,48361.3,48118.9,47878.0,47749.1,48361.3,47749.1,-492.2,-1.02,48729.0,47026.2,605.3,1.28,48729.0,42284.9,3113.9,6.98,48729.0,42141.4,4605.3,10.67,,
XVI,S&P/ASX 200 VIX,12.168,11.347,11.722,12.022,12.335,12.657,11.879,0.313,2.60,12.335,11.347,0.321,2.67,13.100,10.755,-0.896,-6.77,18.372,0.147,0.773,6.69,18.372,0.147,-2.172,-14.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5521.8,5551.7,5518.8,5491.2,5476.4,5493.7,5455.4,-14.8,-0.27,5551.7,5476.4,-66.4,-1.20,5601.5,5459.7,1.5,0.03,5601.5,5027.6,171.6,3.23,5601.5,5027.6,300.2,5.80,47437.5,47699.4,47462.5,47227.4,47101.2,47699.4,47101.2,-481.5,-1.01,48058.9,46389.2,597.6,1.29,48058.9,41785.8,3012.4,6.83,48058.9,41624.4,4460.2,10.46,,
XMD,S&P/ASX MidCap 50,4695.3,4730.9,4699.0,4661.8,4654.2,4661.8,4629.4,-7.6,-0.16,4730.9,4654.2,-68.2,-1.44,4774.6,4607.1,9.0,0.19,4774.6,4099.4,304.7,7.00,4774.6,4099.4,419.5,9.91,12653.8,12754.2,12677.0,12576.7,12556.2,12754.2,12556.2,-167.4,-1.32,12861.6,12318.4,135.7,1.09,12861.6,10758.1,1141.8,10.00,12861.6,10621.3,1540.8,13.99,,
