Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-12-17T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 12,Dec 13,Dec 14,Dec 15,Dec 16,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 12,Dec 13,Dec 14,Dec 15,Dec 16,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4311.4,4251.7,4249.8,4197.8,4218.8,4224.3,4197.8,21.0,0.50,4311.4,4197.8,-45.3,-1.06,4379.5,4057.6,-95.0,-2.20,5064.9,3927.6,-628.1,-12.96,5064.9,3927.6,-634.2,-13.07,32280.8,31833.7,31819.5,31430.8,31588.2,32280.8,31430.8,-337.9,-1.06,32786.0,30374.1,-694.4,-2.15,36827.4,29204.1,-3224.5,-9.26,36827.4,29204.1,-3220.7,-9.25,,
XAF,All Australian 50,4230.6,4174.2,4173.4,4122.5,4140.2,4149.3,4121.1,17.7,0.43,4230.6,4122.5,-41.7,-1.00,4297.3,3962.7,-79.5,-1.88,4939.1,3853.0,-542.0,-11.58,4939.1,3853.0,-572.1,-12.14,32306.8,31876.1,31870.1,31481.3,31617.0,32306.8,31481.3,-318.1,-1.00,32816.7,30261.5,-601.9,-1.87,36488.5,29181.9,-2529.6,-7.41,36488.5,29181.9,-2718.6,-7.92,,
XAT,All Australian 200,4250.3,4190.0,4187.5,4136.2,4155.2,4162.3,4136.2,19.0,0.46,4250.3,4136.2,-45.3,-1.08,4319.1,3980.9,-89.7,-2.11,4976.2,3855.4,-595.3,-12.53,4976.2,3855.4,-612.0,-12.84,32342.6,31884.0,31864.5,31474.1,31619.1,32342.6,31474.1,-343.9,-1.08,32860.4,30286.3,-668.1,-2.07,36695.0,29116.8,-2971.8,-8.59,36695.0,29116.8,-3044.5,-8.78,,
XTL,S&P/ASX 20,2556.6,2520.3,2519.7,2488.1,2498.0,2504.4,2486.1,9.9,0.40,2556.6,2488.1,-26.8,-1.06,2599.2,2390.0,-55.9,-2.19,2998.7,2334.2,-334.1,-11.80,2998.7,2334.2,-352.2,-12.36,38348.6,37804.8,37794.4,37321.1,37469.7,38348.6,37321.1,-402.1,-1.06,38987.3,35849.6,-838.5,-2.19,43396.5,34671.5,-2983.9,-7.38,43396.5,34671.5,-3241.8,-7.96,,
XFL,S&P/ASX 50,4256.3,4200.2,4199.3,4148.4,4166.5,4175.6,4146.9,18.1,0.44,4256.3,4148.4,-41.0,-0.98,4323.5,3986.5,-77.4,-1.82,4953.4,3876.7,-526.8,-11.22,4953.4,3876.7,-557.1,-11.79,32470.0,32041.6,32035.2,31646.6,31785.0,32470.0,31646.6,-312.8,-0.97,32982.5,30412.0,-585.0,-1.81,36564.0,29332.3,-2417.6,-7.07,36564.0,29332.3,-2607.8,-7.58,,
XTO,S&P/ASX 100,3468.9,3422.3,3421.1,3380.9,3394.9,3401.3,3380.2,14.0,0.41,3468.9,3380.9,-34.1,-0.99,3524.0,3248.9,-66.6,-1.92,4049.1,3155.5,-458.4,-11.90,4049.1,3155.5,-477.0,-12.32,8021.6,7914.0,7911.1,7818.1,7850.5,8021.6,7818.1,-78.7,-0.99,8147.6,7511.6,-151.1,-1.89,9067.0,7240.1,-668.0,-7.84,9067.0,7240.1,-697.8,-8.16,,
XJO,S&P/ASX 200,4252.8,4193.4,4190.5,4139.8,4159.2,4166.1,4139.8,19.4,0.47,4252.8,4139.8,-43.8,-1.04,4321.3,3984.3,-88.2,-2.08,4971.2,3863.9,-586.0,-12.35,4971.2,3863.9,-603.9,-12.68,32319.7,31867.9,31845.8,31460.9,31608.7,32319.7,31460.9,-331.8,-1.04,32834.6,30273.2,-655.6,-2.03,36617.7,29145.7,-2909.9,-8.43,36617.7,29145.7,-2991.6,-8.65,,
XKO,S&P/ASX 300,4250.1,4190.8,4188.6,4137.0,4156.9,4163.4,4137.0,19.9,0.48,4250.1,4137.0,-44.9,-1.07,4318.5,3984.2,-87.8,-2.07,4984.1,3860.9,-603.9,-12.68,4984.1,3860.9,-617.9,-12.94,32215.5,31765.8,31749.1,31357.6,31509.4,32215.5,31357.6,-339.2,-1.06,32728.2,30193.7,-650.7,-2.02,36632.1,29050.7,-3050.9,-8.83,36632.1,29050.7,-3104.3,-8.97,,
XMD,S&P/ASX MidCap 50,3797.9,3739.5,3732.9,3701.2,3709.1,3719.2,3685.7,7.9,0.21,3797.9,3701.2,-43.6,-1.16,3861.3,3555.7,-105.3,-2.76,4573.1,3408.2,-758.4,-16.98,4573.1,3408.2,-725.9,-16.37,9149.5,9008.8,8992.9,8916.5,8935.6,9149.5,8916.5,-103.5,-1.15,9286.4,8551.3,-235.0,-2.56,10728.9,8186.5,-1412.9,-13.65,10728.9,8186.5,-1292.3,-12.63,,
XSO,S&P/ASX Small Ords,2383.9,2337.9,2332.9,2290.4,2317.4,2317.4,2290.4,27.0,1.18,2383.9,2290.4,-42.5,-1.80,2427.1,2254.8,-83.6,-3.48,2946.3,2137.3,-575.1,-19.88,2946.3,2137.3,-531.9,-18.67,5498.0,5391.9,5380.4,5282.4,5345.5,5498.0,5282.4,-97.2,-1.79,5597.4,5198.4,-185.5,-3.35,6625.3,4915.5,-1156.8,-17.79,6625.3,4915.5,-1045.3,-16.36,,
