Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-03-17T23:15:14+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4288.2,4336.5,4375.6,4366.9,4364.7,4373.5,4354.6,-2.2,-0.05,4375.6,4288.2,64.2,1.49,4389.0,4234.4,107.5,2.53,4389.0,4155.2,253.7,6.17,5064.9,3927.6,-351.1,-7.44,32550.3,32918.7,33221.2,33157.8,33142.4,33221.2,32550.3,498.6,1.53,33227.2,31958.2,1184.2,3.71,33227.2,31164.7,2309.1,7.49,36827.4,29204.1,-1104.2,-3.22,,
XAF,All Australian 50,4148.1,4197.1,4233.4,4225.0,4226.4,4228.6,4210.1,1.4,0.03,4233.4,4148.1,59.6,1.43,4259.2,4099.4,74.0,1.78,4269.4,4092.7,177.3,4.38,4939.1,3853.0,-363.9,-7.93,32146.7,32526.7,32815.6,32750.1,32760.9,32815.6,32146.7,468.8,1.45,32853.4,31764.6,979.2,3.08,32853.4,31296.5,1797.1,5.80,36488.5,29181.9,-1116.1,-3.29,,
XAT,All Australian 200,4188.1,4239.1,4278.3,4268.1,4267.1,4273.8,4254.3,-1.0,-0.02,4278.3,4188.1,62.9,1.50,4300.6,4135.9,91.6,2.19,4300.6,4095.7,216.4,5.34,4976.2,3855.4,-363.0,-7.84,32335.0,32729.0,33037.2,32960.0,32952.4,33037.2,32335.0,493.1,1.52,33065.6,31856.4,1096.0,3.44,33065.6,31218.0,2077.2,6.73,36695.0,29116.8,-1152.1,-3.38,,
XTL,S&P/ASX 20,2486.4,2517.6,2537.0,2530.1,2535.1,2535.1,2523.4,5.0,0.20,2537.0,2486.4,35.2,1.41,2564.1,2459.2,28.1,1.12,2585.2,2459.2,85.4,3.49,2998.7,2334.2,-239.7,-8.64,37804.2,38279.7,38585.2,38480.1,38555.8,38585.2,37804.2,545.3,1.43,38768.8,37390.7,922.3,2.45,38776.8,37130.7,1810.8,4.93,43396.5,34671.5,-1558.9,-3.89,,
XFL,S&P/ASX 50,4177.1,4225.8,4263.2,4254.9,4256.1,4258.7,4239.8,1.2,0.03,4263.2,4177.1,60.6,1.44,4287.4,4127.1,76.5,1.83,4297.0,4119.7,179.6,4.41,4953.4,3876.7,-349.4,-7.59,32332.0,32708.6,33005.6,32941.7,32950.9,33005.6,32332.0,476.4,1.47,33029.6,31940.7,999.4,3.13,33029.6,31465.6,1815.5,5.83,36564.0,29332.3,-1011.0,-2.98,,
XTO,S&P/ASX 100,3413.7,3454.4,3486.0,3478.3,3477.5,3482.0,3466.0,-0.8,-0.02,3486.0,3413.7,50.6,1.48,3504.2,3371.7,70.5,2.07,3504.2,3352.0,160.8,4.85,4049.1,3155.5,-289.6,-7.69,8010.6,8106.2,8182.0,8164.1,8162.4,8182.0,8010.6,120.6,1.50,8184.5,7898.0,264.4,3.35,8184.5,7763.4,480.7,6.26,9067.0,7240.1,-263.8,-3.13,,
XJO,S&P/ASX 200,4196.7,4247.6,4287.2,4277.8,4276.2,4283.6,4263.8,-1.6,-0.04,4287.2,4196.7,64.2,1.52,4306.8,4143.7,94.3,2.26,4306.8,4101.2,219.6,5.41,4971.2,3863.9,-350.2,-7.57,32354.0,32746.8,33058.0,32986.5,32974.6,33058.0,32354.0,502.7,1.55,33068.2,31862.6,1112.0,3.49,33068.2,31218.6,2095.5,6.79,36617.7,29145.7,-1065.9,-3.13,,
XKO,S&P/ASX 300,4200.9,4251.1,4291.1,4280.8,4279.5,4286.9,4267.7,-1.3,-0.03,4291.1,4200.9,64.1,1.52,4308.7,4147.4,97.1,2.32,4308.7,4097.1,227.2,5.61,4984.1,3860.9,-357.8,-7.72,32296.6,32683.1,32996.3,32918.6,32909.5,32996.3,32296.6,501.5,1.55,33003.9,31783.9,1125.7,3.54,33003.9,31106.7,2143.0,6.97,36632.1,29050.7,-1135.3,-3.33,,
XMD,S&P/ASX MidCap 50,3823.8,3878.3,3923.3,3905.9,3888.4,3918.9,3888.4,-17.5,-0.45,3923.3,3823.8,66.2,1.73,3928.5,3766.0,152.8,4.09,3928.5,3609.5,309.5,8.65,4573.1,3408.2,-357.2,-8.41,9360.4,9493.7,9603.9,9563.5,9522.3,9603.9,9360.4,165.7,1.77,9603.9,9051.4,470.9,5.20,9603.9,8736.2,860.1,9.93,10728.9,8186.5,-422.6,-4.25,,
XSO,S&P/ASX Small Ords,2460.1,2490.1,2519.5,2509.0,2506.5,2524.0,2503.3,-2.5,-0.10,2519.5,2460.1,48.1,1.96,2526.6,2412.2,114.6,4.79,2526.6,2240.7,297.1,13.45,2920.5,2137.3,-212.8,-7.83,5727.0,5797.6,5866.0,5842.6,5837.7,5866.0,5727.0,114.7,2.00,5866.0,5536.8,300.8,5.43,5866.0,5181.7,728.8,14.27,6617.6,4915.5,-316.0,-5.14,,
XDJ,Consumer Discretionary,1268.5,1277.6,1295.8,1297.3,1291.6,1298.6,1291.6,-5.7,-0.44,1297.3,1268.5,25.5,2.01,1297.3,1221.1,84.4,7.00,1297.3,1179.0,118.9,10.14,1514.8,1140.6,-166.8,-11.44,8835.2,8899.7,9027.0,9037.3,8997.5,9037.3,8835.2,178.8,2.03,9037.3,8298.4,699.0,8.42,9037.3,8076.6,964.0,12.00,10062.3,7636.0,-654.6,-6.78,,
XSJ,Consumer Staples,7290.5,7404.6,7456.9,7424.9,7466.6,7476.4,7424.9,41.7,0.56,7466.6,7290.5,146.2,2.00,7466.6,7290.5,197.6,2.72,7562.4,7241.1,133.5,1.82,7967.2,7011.2,-87.4,-1.16,54028.2,54873.3,55261.5,55024.1,55333.0,55333.0,54028.2,1083.7,2.00,55333.0,53191.7,2141.3,4.03,55339.0,52987.4,1672.0,3.12,56761.7,49979.4,1981.6,3.71,,
XEJ,Energy,14157.7,14179.4,14262.9,14195.1,14129.0,14227.0,14078.7,-66.1,-0.47,14262.9,14129.0,-107.6,-0.76,14705.5,13757.1,442.9,3.24,14705.5,12824.6,1385.8,10.87,17736.5,11605.0,-2132.4,-13.11,95469.3,95615.5,96178.7,95721.1,95275.7,96178.7,95275.7,-725.7,-0.76,98057.5,91260.2,4015.5,4.40,98057.5,85515.8,10302.8,12.12,116809.6,77383.0,-11819.3,-11.04,,
XFJ,Financials,3956.1,4013.3,4053.3,4062.4,4072.9,4075.7,4049.4,10.5,0.26,4072.9,3956.1,93.3,2.35,4072.9,3931.7,120.5,3.05,4072.9,3931.7,167.0,4.27,4615.7,3596.7,-248.6,-5.75,35303.2,35813.6,36170.0,36251.1,36345.5,36345.5,35303.2,833.2,2.35,36345.5,34929.4,1416.1,4.05,36345.5,34730.9,1894.6,5.50,38590.5,30965.7,223.1,0.62,,
XXJ,Financial-x-A-REIT,4537.8,4606.8,4654.9,4665.1,4691.0,4691.0,4655.2,25.9,0.56,4691.0,4537.8,124.7,2.73,4691.0,4502.6,163.3,3.61,4691.0,4502.6,185.6,4.12,5390.0,4119.7,-305.3,-6.11,38822.0,39412.1,39823.9,39911.3,40133.0,40133.0,38822.0,1066.8,2.73,40133.0,38298.5,1834.5,4.79,40133.0,38178.9,2023.0,5.31,43193.7,34142.5,94.4,0.24,,
XHJ,Health Care,8082.8,8210.8,8258.7,8266.5,8261.9,8303.2,8261.9,-4.6,-0.06,8266.5,8082.8,139.2,1.71,8266.5,7793.2,505.4,6.52,8266.5,7756.1,274.3,3.43,9186.8,7082.8,-48.8,-0.59,48524.9,49293.5,49845.9,49892.9,49864.9,49892.9,48524.9,1100.7,2.26,49892.9,46310.6,3554.3,7.67,49892.9,46279.9,2203.3,4.62,53892.5,41891.0,1130.5,2.32,,
XNJ,Industrials,3702.1,3764.9,3794.8,3804.4,3797.0,3816.1,3792.3,-7.4,-0.19,3804.4,3702.1,92.5,2.50,3804.4,3572.0,240.7,6.77,3804.4,3379.0,459.2,13.76,3806.1,3031.9,181.3,5.02,28561.4,29046.0,29277.0,29363.3,29306.2,29363.3,28561.4,726.2,2.54,29363.3,27181.6,2124.6,7.82,29363.3,25815.0,3806.0,14.93,29363.3,22990.4,2390.7,8.88,,
XIJ,Info Technology,505.6,513.0,535.7,535.5,533.3,537.9,529.5,-2.2,-0.41,535.7,505.6,29.9,5.94,535.7,493.8,37.8,7.63,535.7,482.8,34.8,6.98,601.2,458.0,-40.7,-7.09,3143.4,3189.5,3330.7,3329.4,3315.6,3330.7,3143.4,185.8,5.94,3330.7,3028.2,287.3,9.49,3330.7,2950.6,268.8,8.82,3601.2,2743.0,-112.6,-3.28,,
XMJ,Materials,11004.9,11114.4,11232.9,11100.3,11045.3,11109.4,11023.5,-55.0,-0.50,11232.9,11004.9,38.2,0.35,11575.3,10723.6,-131.8,-1.18,11833.2,10665.2,552.7,5.27,15046.2,10436.7,-2470.1,-18.28,72015.3,72731.7,73507.0,72639.5,72284.1,73507.0,72015.3,254.4,0.35,74961.2,70172.1,-52.5,-0.07,76582.8,69023.5,4377.2,6.45,96133.1,67434.3,-14043.4,-16.27,,
