Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-03-21T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2177.7,2154.2,2151.3,2175.0,2179.5,2181.4,2175.0,4.5,0.21,2179.5,2151.3,-8.6,-0.39,2233.1,2151.3,-10.5,-0.48,2233.1,2001.2,135.1,6.61,2233.1,2001.2,-20.1,-0.91,5577.6,5518.5,5513.8,5574.8,5587.6,5587.6,5513.8,-14.6,-0.26,5693.5,5504.6,13.8,0.25,5693.5,5089.5,390.1,7.50,5754.2,4882.3,120.6,2.21,,
XDJ,Consumer Discretionary,1933.2,1941.0,1930.1,1950.0,1964.0,1968.8,1950.0,14.0,0.72,1964.0,1930.1,10.3,0.53,2000.8,1930.1,10.0,0.51,2000.8,1713.3,210.7,12.02,2000.8,1713.3,130.6,7.12,15012.0,15072.1,14995.4,15149.9,15258.5,15258.5,14995.4,93.8,0.62,15468.0,14995.4,213.8,1.42,15468.0,13162.6,1788.8,13.28,15468.0,12935.8,1509.1,10.98,,
XSJ,Consumer Staples,9258.1,9311.2,9231.9,9303.1,9353.1,9408.8,9280.1,50.0,0.54,9353.1,9231.9,105.0,1.14,10122.8,9231.9,-684.4,-6.82,10122.8,9021.7,180.0,1.96,10122.8,9021.7,-487.3,-4.95,78064.1,78511.4,78505.5,79110.8,79536.1,79536.1,78064.1,1556.1,2.00,85291.5,77946.3,-4272.1,-5.10,85291.5,75246.2,3027.3,3.96,85291.5,73342.3,-719.1,-0.90,,
XEJ,Energy,10939.8,11102.0,11052.1,11175.7,11244.0,11269.2,11055.2,68.3,0.61,11244.0,10939.8,87.6,0.78,11825.1,10939.8,-535.5,-4.55,12048.3,10301.0,-357.4,-3.08,12048.3,10301.0,-2349.7,-17.29,81787.2,82999.9,82626.7,83551.3,84062.0,84062.0,81787.2,654.9,0.79,86782.6,81787.2,-1536.1,-1.79,87551.8,74854.3,-242.3,-0.29,111140.9,74854.3,-13069.6,-13.46,,
XFJ,Financials,6926.1,6990.4,6980.9,7148.2,7186.4,7192.3,7106.4,38.2,0.53,7186.4,6926.1,271.7,3.93,7186.4,6859.5,353.4,5.17,7186.4,6165.5,931.0,14.88,7186.4,6165.5,1264.2,21.35,72898.6,73575.6,73476.0,75236.4,75638.7,75638.7,72898.6,2866.2,3.94,75638.7,71737.6,3901.1,5.44,75638.7,64303.3,10399.5,15.94,75638.7,59367.3,16439.2,27.77,,
XXJ,Financial-x-A-REIT,8070.3,8173.3,8168.9,8353.3,8394.2,8405.9,8307.7,40.9,0.49,8394.2,8070.3,341.2,4.24,8394.2,7991.0,443.7,5.58,8394.2,7130.2,1112.0,15.27,8394.2,7130.2,1374.3,19.58,81399.9,82438.2,82394.3,84254.6,84666.9,84666.9,81399.9,3450.1,4.25,84666.9,79954.0,4712.9,5.89,84666.9,71254.0,11894.4,16.34,84666.9,66776.9,17408.9,25.88,,
XHJ,Health Care,19210.4,19093.5,19334.1,19616.7,19679.4,19872.0,19597.8,62.7,0.32,19679.4,19093.5,381.3,1.98,19679.4,18752.0,1046.7,5.62,19679.4,17005.1,2192.2,12.54,19679.4,17005.1,4979.5,33.87,124004.0,123249.4,124866.5,126691.9,127097.1,127097.1,123249.4,3030.3,2.44,127097.1,119432.4,7664.8,6.42,127097.1,108911.1,15098.5,13.48,127097.1,88629.9,34090.7,36.65,,
XNJ,Industrials,4631.0,4644.4,4664.1,4728.5,4750.5,4760.2,4725.5,22.0,0.47,4750.5,4631.0,102.1,2.20,4750.5,4557.2,171.9,3.75,4750.5,4233.2,428.7,9.92,4750.5,4233.2,690.3,17.00,40062.0,40177.9,40360.9,40918.1,41117.1,41117.1,40062.0,929.7,2.31,41117.1,39157.7,1779.5,4.52,41117.1,36323.0,4033.5,10.88,41117.1,32870.0,7208.4,21.26,,
XIJ,Info Technology,839.4,843.8,845.3,843.1,853.2,856.6,843.1,10.1,1.20,853.2,839.4,12.2,1.45,853.7,795.0,50.8,6.34,853.7,757.6,70.5,9.01,853.7,757.6,55.0,6.90,5705.7,5736.1,5746.0,5731.1,5800.0,5800.0,5705.7,83.1,1.45,5803.2,5388.2,362.0,6.66,5803.2,5098.0,533.4,10.13,5803.2,4943.9,506.3,9.56,,
XMJ,Materials,8950.1,9010.0,9042.3,9183.8,9198.3,9219.0,9123.0,14.5,0.16,9198.3,8950.1,177.2,1.96,9946.3,8950.1,-386.6,-4.03,9946.3,8248.8,470.6,5.39,9946.3,8248.8,-658.4,-6.68,64643.9,65075.9,65309.3,66331.7,66436.2,66436.2,64643.9,1280.0,1.96,70664.0,64643.9,-1554.5,-2.29,70664.0,58495.7,4543.9,7.34,73622.9,57471.6,-2132.0,-3.11,,
XPJ,A-REIT,1306.1,1291.4,1283.2,1324.8,1335.5,1335.5,1311.7,10.7,0.81,1335.5,1283.2,27.7,2.12,1336.3,1281.8,36.0,2.77,1343.7,1197.3,149.3,12.59,1343.7,1197.3,328.2,32.58,38309.7,37879.7,37640.1,38858.5,39172.5,39172.5,37640.1,811.5,2.12,39196.6,37596.7,1054.7,2.77,39203.9,34828.8,4667.0,13.53,39203.9,27720.1,11110.3,39.59,,
XTJ,Telecommunications,2170.5,2206.4,2220.1,2257.7,2246.7,2265.4,2244.0,-11.0,-0.49,2257.7,2170.5,54.0,2.46,2303.3,2147.7,-50.3,-2.19,2321.2,2072.7,159.9,7.66,2321.2,2072.7,500.7,28.68,27364.8,27818.5,27990.6,28464.6,28326.7,28464.6,27364.8,681.7,2.47,28464.6,27072.5,-21.5,-0.08,28647.5,25580.0,2572.6,9.99,28647.5,21003.4,7340.1,34.98,,
XUJ,Utilities,6440.5,6487.1,6409.8,6536.4,6553.7,6553.7,6477.2,17.3,0.26,6553.7,6409.8,49.9,0.77,6844.8,6409.8,-133.2,-1.99,6844.8,5936.5,639.5,10.81,6844.8,5936.5,1000.7,18.02,71317.9,71833.8,70977.9,72379.7,72570.7,72570.7,70977.9,552.1,0.77,75793.9,70977.9,-770.8,-1.05,75793.9,65111.5,7704.4,11.88,75793.9,57881.4,14206.8,24.34,,
XMM,Metals & Mining,2648.0,2669.7,2689.3,2731.7,2734.0,2739.4,2709.4,2.3,0.08,2734.0,2648.0,65.0,2.44,3045.0,2648.0,-185.0,-6.34,3045.0,2488.4,87.0,3.29,3045.0,2488.4,-440.6,-13.88,3919.0,3951.2,3980.2,4042.8,4046.4,4046.4,3919.0,96.3,2.44,4412.5,3919.0,-182.1,-4.31,4412.5,3604.6,212.0,5.53,4936.1,3537.4,-480.2,-10.61,,
XGD,Gold,2331.6,2339.1,2317.2,2445.6,2416.8,2463.1,2404.7,-28.8,-1.18,2445.6,2317.2,99.6,4.30,2727.5,2287.2,-200.8,-7.67,2727.5,2069.2,369.4,18.05,2727.5,2069.2,34.0,1.43,2720.8,2729.6,2704.0,2853.8,2820.3,2853.8,2704.0,116.3,4.30,3182.8,2669.0,-231.8,-7.60,3182.8,2412.7,433.1,18.14,3182.8,1941.8,46.4,1.67,,
XJR,S&P/ASX 200 Res,3327.6,3362.6,3377.0,3424.8,3433.0,3437.5,3400.8,8.3,0.24,3433.0,3327.6,66.2,1.97,3741.5,3327.6,-209.4,-5.75,3741.5,3157.8,42.7,1.26,3741.5,3157.8,-592.0,-14.71,18495.6,18689.9,18770.4,19035.6,19081.4,19081.4,18495.6,367.8,1.97,20466.3,18495.6,-691.4,-3.50,20466.3,17142.0,677.4,3.68,23407.3,16867.8,-2413.8,-11.23,,
,
