Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-06-25T23:15:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 20,Jun 21,Jun 22,Jun 23,Jun 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 20,Jun 21,Jun 22,Jun 23,Jun 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XFJ,Financials,4163.7,4211.5,4222.2,4194.6,4219.1,4238.5,4195.7,24.5,0.58,4222.2,4163.7,46.9,1.12,4354.6,4159.0,-101.9,-2.36,4666.6,4159.0,-142.7,-3.27,4666.6,4077.7,-54.0,-1.26,35341.9,35747.6,35838.7,35604.1,35903.7,35903.7,35341.9,489.4,1.38,36795.8,35302.5,-607.8,-1.66,38822.8,35302.5,-160.0,-0.44,38822.8,32702.7,1634.3,4.77,,
XXJ,Financial-x-A-REIT,4782.9,4840.5,4861.8,4818.8,4852.6,4878.1,4821.3,33.8,0.70,4861.8,4782.9,60.0,1.25,5028.9,4768.8,-141.4,-2.83,5430.9,4768.8,-211.2,-4.17,5430.9,4674.3,-70.7,-1.44,39017.0,39487.0,39661.2,39310.6,39587.5,39661.2,39017.0,490.9,1.26,40801.7,38902.0,-931.6,-2.30,43285.0,38902.0,-553.3,-1.38,43285.0,35932.3,1740.9,4.60,,
XHJ,Health Care,8297.8,8354.0,8327.1,8282.0,8248.5,8316.5,8172.0,-33.5,-0.40,8354.0,8248.5,-112.4,-1.34,8689.9,8248.5,-421.5,-4.86,9186.8,8248.5,-684.7,-7.66,9186.8,7893.1,49.0,0.60,48677.2,49007.0,48849.2,48584.9,48388.4,49007.0,48388.4,-659.0,-1.34,50977.7,48388.4,-2472.8,-4.86,53892.5,48388.4,-3432.8,-6.62,53892.5,45054.7,1585.0,3.39,,
XNJ,Industrials,3477.5,3507.2,3538.8,3529.4,3499.0,3532.7,3493.6,-30.4,-0.86,3538.8,3477.5,14.7,0.42,3657.8,3477.5,-113.8,-3.15,3870.5,3477.5,-237.5,-6.36,3870.5,3140.1,191.9,5.80,25916.1,26137.4,26372.8,26302.7,26233.6,26372.8,25916.1,267.1,1.03,27248.6,25916.1,-680.3,-2.53,28566.6,25916.1,-1326.7,-4.81,28566.6,22749.0,2274.6,9.49,,
XIJ,Info Technology,572.1,572.9,565.4,555.5,560.2,562.9,555.5,4.7,0.85,572.9,555.5,-18.3,-3.17,590.7,555.5,-9.6,-1.68,666.6,555.5,-84.5,-13.11,666.6,555.5,-85.3,-13.22,3426.6,3431.7,3386.7,3327.1,3355.6,3431.7,3327.1,-109.6,-3.16,3537.8,3327.1,-57.1,-1.67,3919.5,3327.1,-435.4,-11.48,3919.5,3236.2,-379.6,-10.16,,
XMJ,Materials,12740.1,12945.8,13092.4,12996.3,13042.2,13072.8,12980.6,45.9,0.35,13092.4,12740.1,119.7,0.93,13760.0,12740.1,-249.2,-1.88,15046.2,12740.1,-1038.4,-7.37,15046.2,11238.3,1223.5,10.35,81455.6,82770.3,83707.6,83093.7,83387.2,83707.6,81455.6,765.5,0.93,87976.2,81455.6,-1556.5,-1.83,96133.1,81455.6,-5824.0,-6.53,96133.1,70417.7,9332.4,12.60,,
XPJ,A-REIT,846.3,853.6,847.8,852.1,852.2,854.3,843.9,0.1,0.01,853.6,846.3,4.1,0.49,864.4,845.4,0.7,0.09,887.0,830.5,12.4,1.47,908.7,828.9,-5.0,-0.58,19769.7,19940.7,19805.2,19906.1,20209.8,20209.8,19769.7,398.7,2.01,20209.8,19749.1,319.0,1.60,20646.7,19222.9,855.9,4.42,20646.7,18801.0,1019.9,5.31,,
XTJ,Telecommunications,1037.2,1031.3,1037.9,1016.6,990.5,1016.6,987.4,-26.1,-2.57,1037.9,990.5,-49.8,-4.78,1052.8,990.5,-44.0,-4.25,1052.8,891.0,30.9,3.22,1126.6,891.0,-125.1,-11.21,10143.2,10085.9,10150.3,9941.4,9686.6,10150.3,9686.6,-486.6,-4.78,10295.5,9686.6,-430.0,-4.25,10295.5,8708.4,712.1,7.93,10295.5,8339.6,-246.0,-2.48,,
XUJ,Utilities,4318.9,4334.9,4357.3,4335.7,4229.2,4339.8,4227.6,-106.5,-2.46,4357.3,4229.2,-92.7,-2.14,4374.8,4229.2,-96.7,-2.24,4452.1,3990.1,-184.2,-4.17,4614.3,3990.1,82.3,1.99,38438.2,38580.1,38779.7,38587.5,38107.3,38779.7,38107.3,-357.1,-0.93,38935.0,37975.2,-263.6,-0.69,38935.0,35021.3,-349.9,-0.91,39587.2,33842.4,3105.3,8.87,,
XMM,Metals & Mining,4602.3,4678.1,4736.6,4697.0,4710.5,4722.1,4687.4,13.5,0.29,4736.6,4602.3,34.5,0.74,4999.6,4602.3,-108.7,-2.26,5491.6,4602.3,-435.2,-8.46,5491.6,4008.5,489.4,11.59,6064.0,6163.9,6241.0,6188.8,6206.5,6241.0,6064.0,45.5,0.74,6587.5,6064.0,-143.2,-2.26,7235.3,6064.0,-517.6,-7.70,7235.3,5186.0,745.5,13.65,,
XGD,Gold,7009.7,7111.2,7189.1,7145.0,7080.0,7145.0,7055.3,-65.0,-0.91,7189.1,7009.7,-47.6,-0.67,7697.7,7009.7,-269.3,-3.66,8435.7,7009.7,-1019.1,-12.58,8435.7,6048.9,468.9,7.09,7974.3,8089.8,8178.3,8128.1,8054.2,8178.3,7974.3,-54.2,-0.67,8756.3,7974.3,-305.8,-3.66,9595.8,7974.3,-1138.6,-12.39,9595.8,6838.7,580.0,7.76,,
XJR,S&P/ASX 200 Res,5314.8,5405.2,5463.6,5417.8,5427.0,5438.5,5398.0,9.2,0.17,5463.6,5314.8,23.7,0.44,5820.4,5314.8,-183.5,-3.27,6355.0,5314.8,-481.8,-8.15,6355.0,4751.8,434.4,8.70,26185.8,26631.3,26919.2,26693.4,26738.4,26919.2,26185.8,116.5,0.44,28676.9,26185.8,-904.3,-3.27,31311.1,26185.8,-2121.7,-7.35,31311.1,22962.2,2612.6,10.83,,
,
