Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-10-18T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 13,Oct 14,Oct 15,Oct 16,Oct 17,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 13,Oct 14,Oct 15,Oct 16,Oct 17,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5153.1,5204.0,5238.0,5244.3,5260.1,5295.8,5244.3,15.8,0.30,5260.1,5153.1,74.4,1.43,5437.3,5153.1,-151.3,-2.80,5656.9,5088.7,-93.0,-1.74,5656.9,5088.7,-60.9,-1.14,43681.7,44113.0,44401.4,44455.1,44589.4,44589.4,43681.7,631.6,1.44,46058.8,43681.7,-1248.4,-2.72,47783.6,41681.2,744.4,1.70,47783.6,41443.6,1344.8,3.11,,
XAF,All Australian 50,5260.6,5315.8,5359.0,5373.5,5389.6,5428.1,5373.5,16.1,0.30,5389.6,5260.6,99.2,1.88,5523.0,5260.6,-108.1,-1.97,5751.6,5175.5,-68.2,-1.25,5751.6,5175.5,-40.1,-0.74,45852.9,46334.4,46711.1,46837.5,46977.3,46977.3,45852.9,864.3,1.87,48137.0,45852.9,-939.2,-1.96,49995.8,43505.3,1098.9,2.40,49995.8,43428.7,1736.7,3.84,,
XAT,All Australian 200,5115.6,5167.7,5205.8,5215.6,5232.6,5269.3,5215.7,16.9,0.32,5232.6,5115.6,84.4,1.64,5391.8,5115.6,-134.4,-2.51,5617.0,5028.8,-72.1,-1.36,5617.0,5028.8,-45.3,-0.86,44281.4,44732.2,45062.0,45147.5,45294.3,45294.3,44281.4,730.7,1.64,46652.5,44281.4,-1144.1,-2.46,48471.7,42022.3,966.9,2.18,48471.7,41869.0,1560.1,3.57,,
XTL,S&P/ASX 20,3249.0,3284.2,3312.6,3324.4,3335.7,3359.3,3324.4,11.3,0.34,3335.7,3249.0,69.0,2.11,3415.0,3249.0,-61.1,-1.80,3551.7,3184.2,-42.7,-1.26,3551.7,3184.2,-13.1,-0.39,55673.0,56276.2,56764.0,56965.5,57159.1,57159.1,55673.0,1182.6,2.11,58518.3,55673.0,-1047.6,-1.80,60670.4,52576.0,1376.4,2.47,60670.4,52576.0,2338.3,4.27,,
XFL,S&P/ASX 50,5321.5,5376.8,5419.9,5434.7,5451.1,5490.1,5434.7,16.4,0.30,5451.1,5321.5,99.6,1.86,5587.9,5321.5,-111.0,-2.00,5818.9,5238.2,-75.8,-1.37,5818.9,5238.2,-43.8,-0.80,46300.1,46780.9,47155.9,47285.3,47427.8,47427.8,46300.1,867.2,1.86,48614.8,46300.1,-962.7,-1.99,50484.7,43959.9,1044.8,2.25,50484.7,43886.4,1717.0,3.76,,
XTO,S&P/ASX 100,4289.7,4333.1,4367.0,4375.9,4389.5,4420.8,4375.9,13.6,0.31,4389.5,4289.7,73.5,1.70,4512.0,4289.7,-102.1,-2.27,4699.7,4210.6,-55.7,-1.25,4699.7,4210.6,-23.6,-0.53,11295.6,11410.0,11499.3,11522.7,11558.4,11558.4,11295.6,193.5,1.70,11878.5,11295.6,-266.4,-2.25,12340.3,10700.4,261.7,2.32,12340.3,10670.3,439.1,3.95,,
XJO,S&P/ASX 200,5155.5,5207.4,5245.6,5254.9,5271.7,5308.5,5254.9,16.8,0.32,5271.7,5155.5,83.4,1.61,5433.1,5155.5,-135.6,-2.51,5658.5,5070.3,-80.5,-1.50,5658.5,5070.3,-49.8,-0.94,44533.8,44982.3,45312.5,45392.6,45538.0,45538.0,44533.8,721.3,1.61,46911.5,44533.8,-1150.7,-2.46,48729.0,42284.9,902.9,2.02,48729.0,42141.4,1526.3,3.47,,
XVI,S&P/ASX 200 VIX,19.164,18.061,16.343,18.542,18.009,18.010,16.715,-0.533,-2.87,19.164,16.343,0.817,4.75,19.164,13.151,2.538,16.40,19.164,0.147,6.447,55.76,19.164,0.147,3.093,20.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5102.5,5153.3,5190.3,5198.5,5214.7,5251.0,5198.5,16.2,0.31,5214.7,5102.5,79.8,1.55,5379.0,5102.5,-139.6,-2.61,5601.5,5027.6,-90.1,-1.70,5601.5,5027.6,-60.5,-1.15,43915.8,44353.4,44671.5,44742.7,44881.6,44881.6,43915.8,687.1,1.55,46272.8,43915.8,-1177.8,-2.56,48058.9,41785.8,792.9,1.80,48058.9,41624.4,1397.2,3.21,,
XMD,S&P/ASX MidCap 50,4279.7,4313.3,4339.8,4321.8,4338.6,4368.6,4321.8,16.8,0.39,4339.8,4279.7,13.6,0.31,4566.7,4279.7,-211.3,-4.64,4774.6,4099.4,-10.9,-0.25,4774.6,4099.4,74.3,1.74,11578.7,11669.5,11741.3,11692.7,11738.1,11741.3,11578.7,36.8,0.31,12338.3,11578.7,-554.8,-4.51,12861.6,10758.1,323.7,2.84,12861.6,10621.3,619.1,5.57,,
XSO,S&P/ASX Small Ords,2036.7,2053.3,2052.5,2045.3,2051.7,2063.3,2045.1,6.4,0.31,2053.3,2036.7,-2.8,-0.14,2202.6,2036.7,-138.4,-6.32,2290.0,2036.7,-141.9,-6.47,2290.0,2036.7,-175.2,-7.87,5159.0,5201.1,5199.5,5181.1,5197.5,5201.1,5159.0,-6.6,-0.13,5557.9,5159.0,-328.6,-5.95,5754.2,5156.7,-206.0,-3.81,5754.2,5074.3,-267.9,-4.90,,
XDJ,Consumer Discretionary,1688.9,1699.5,1710.5,1721.5,1730.2,1740.4,1721.5,8.7,0.51,1730.2,1688.9,22.2,1.30,1804.0,1688.9,-44.7,-2.52,1913.4,1688.9,-100.9,-5.51,1913.4,1688.9,-80.6,-4.45,12935.8,13017.3,13101.5,13185.5,13252.5,13252.5,12935.8,170.1,1.30,13774.3,12935.8,-299.5,-2.21,14336.1,12735.0,-344.8,-2.54,14336.1,12735.0,-171.6,-1.28,,
XSJ,Consumer Staples,9300.4,9444.2,9524.1,9566.4,9536.1,9637.0,9507.4,-30.3,-0.32,9566.4,9300.4,154.6,1.65,9876.9,9300.4,-331.3,-3.36,10424.5,9300.4,-479.9,-4.79,10424.5,9300.4,-392.6,-3.95,77518.6,78717.1,79383.5,79736.1,79483.4,79736.1,77518.6,1288.8,1.65,82323.9,77518.6,-2761.0,-3.36,85101.4,76594.5,-698.5,-0.87,85101.4,75952.5,94.0,0.12,,
XEJ,Energy,13258.0,13366.3,13227.7,13405.9,13426.8,13621.7,13396.7,20.9,0.16,13426.8,13227.7,92.4,0.69,14583.2,13227.7,-1035.9,-7.16,15327.0,13017.6,-196.1,-1.44,15327.0,13017.6,-550.8,-3.94,96342.6,97129.0,96122.0,97417.4,97568.9,97568.9,96122.0,671.3,0.69,105972.5,96122.0,-7527.6,-7.16,111140.9,91514.2,1799.0,1.88,111140.9,90393.6,-694.8,-0.71,,
XFJ,Financials,5807.9,5838.1,5887.6,5918.5,5956.8,5994.9,5918.5,38.3,0.65,5956.8,5807.9,100.4,1.71,6053.2,5807.9,-30.2,-0.50,6347.7,5503.9,81.1,1.38,6347.7,5503.9,22.0,0.37,59639.1,59948.7,60457.6,60774.9,61167.4,61167.4,59639.1,1030.5,1.71,62148.5,59639.1,-300.9,-0.49,65101.3,54492.0,2997.3,5.15,65101.3,54492.0,3327.3,5.75,,
XXJ,Financial-x-A-REIT,6785.9,6826.1,6888.3,6921.5,6978.5,7018.4,6921.5,57.0,0.82,6978.5,6785.9,135.5,1.98,7110.5,6785.9,-51.5,-0.73,7434.3,6467.5,-3.1,-0.04,7434.3,6467.5,-14.8,-0.21,66776.9,67172.0,67783.9,68110.6,68671.6,68671.6,66776.9,1332.8,1.98,69961.7,66776.9,-498.1,-0.72,73055.9,61376.9,2415.5,3.65,73055.9,61376.9,3310.3,5.06,,
XHJ,Health Care,14858.1,14950.3,15101.4,15132.4,15223.9,15251.1,15132.4,91.5,0.60,15223.9,14858.1,263.3,1.76,15434.7,14858.1,112.2,0.74,15712.5,13849.2,856.6,5.96,15712.5,13849.2,1164.2,8.28,95128.7,95718.9,96685.8,96884.3,97470.5,97470.5,95128.7,1686.1,1.76,98795.8,95128.7,742.1,0.77,99766.9,86829.4,7423.7,8.24,99766.9,85487.9,9380.7,10.65,,
XNJ,Industrials,3856.7,3885.5,3919.8,3906.5,3931.9,3950.6,3906.5,25.4,0.65,3931.9,3856.7,23.2,0.59,4129.1,3856.7,-174.5,-4.25,4299.8,3771.2,-37.0,-0.93,4299.8,3771.2,-101.5,-2.52,32870.0,33115.4,33407.2,33293.9,33510.9,33510.9,32870.0,197.8,0.59,35152.2,32870.0,-1448.0,-4.14,36428.8,31167.8,709.4,2.16,36428.8,30581.2,418.0,1.26,,
XIJ,Info Technology,745.9,749.5,759.4,742.3,751.5,756.7,742.3,9.2,1.24,759.4,742.3,-5.3,-0.69,795.5,742.3,-28.0,-3.60,837.6,702.5,10.0,1.35,837.6,702.5,36.1,5.04,5014.8,5039.0,5105.5,4990.2,5052.6,5105.5,4990.2,-35.1,-0.69,5328.8,4990.2,-169.1,-3.24,5555.5,4603.8,193.4,3.98,5555.5,4603.8,364.0,7.76,,
XMJ,Materials,8940.6,9173.7,9230.9,9102.2,9098.3,9158.2,9085.6,-3.9,-0.04,9230.9,8940.6,205.6,2.31,9694.4,8892.7,-661.2,-6.77,10774.9,8892.7,-1111.4,-10.89,10774.9,8892.7,-631.7,-6.49,63255.4,64905.0,65312.3,64401.9,64373.8,65312.3,63255.4,1457.1,2.32,69023.1,62916.7,-4649.3,-6.74,73944.4,62916.7,-5667.5,-8.09,73944.4,62916.7,-2270.8,-3.41,,
XPJ,A-REIT,1078.1,1079.1,1084.2,1092.7,1088.1,1100.4,1088.1,-4.6,-0.42,1092.7,1078.1,1.4,0.13,1104.8,1078.1,9.6,0.89,1161.6,980.1,103.2,10.48,1161.6,980.1,40.9,3.91,30884.2,30911.9,31059.8,31302.3,31172.1,31302.3,30884.2,42.3,0.14,31650.7,30884.2,286.3,0.93,33267.3,27037.3,4011.0,14.77,33267.3,26036.8,2817.1,9.93,,
XTJ,Telecommunications,1841.9,1859.3,1889.8,1906.3,1890.1,1924.8,1890.1,-16.2,-0.85,1906.3,1841.9,31.4,1.69,1914.1,1841.9,2.0,0.11,1999.5,1741.3,68.5,3.76,1999.5,1741.3,149.1,8.56,22729.7,22944.9,23321.0,23524.7,23324.5,23524.7,22729.7,387.1,1.69,23600.1,22729.7,44.4,0.19,24594.2,20377.3,2007.6,9.42,24594.2,20103.7,2952.6,14.49,,
XUJ,Utilities,5769.5,5801.2,5814.6,5835.0,5807.4,5865.0,5807.4,-27.6,-0.47,5835.0,5769.5,32.5,0.56,5898.4,5759.1,-75.1,-1.28,6071.2,5357.0,427.9,7.95,6071.2,5357.0,297.7,5.40,62334.3,62677.0,62822.3,63042.0,62744.7,63042.0,62334.3,351.9,0.56,63727.0,62222.8,-810.6,-1.28,65099.7,55642.3,6868.9,12.29,65099.7,53514.4,6346.5,11.25,,
XMM,Metals & Mining,2853.8,2938.7,2956.4,2907.1,2910.2,2928.4,2902.2,3.1,0.11,2956.4,2853.8,83.4,2.95,3122.6,2826.8,-238.2,-7.57,3522.5,2826.8,-429.1,-12.85,3522.5,2826.8,-307.2,-9.55,4133.8,4256.8,4282.4,4211.0,4215.5,4282.4,4133.8,120.8,2.95,4559.3,4094.7,-343.7,-7.54,4948.8,4094.7,-475.1,-10.13,4948.8,4094.7,-303.8,-6.72,,
XGD,Gold,1980.9,2021.4,1997.3,1995.4,1995.3,2003.2,1986.5,-0.1,-0.01,2021.4,1980.9,36.0,1.84,2136.9,1937.0,-189.0,-8.65,2679.6,1937.0,96.9,5.11,2679.6,1937.0,-401.7,-16.76,2309.7,2356.9,2328.8,2326.7,2326.5,2356.9,2309.7,41.9,1.83,2546.9,2258.5,-220.4,-8.65,3119.4,2258.5,118.0,5.34,3119.4,2001.8,-462.0,-16.57,,
XJR,S&P/ASX 200 Res,3719.1,3804.6,3809.0,3781.5,3786.3,3815.7,3781.5,4.8,0.13,3809.0,3719.1,84.1,2.27,4075.2,3702.2,-300.0,-7.34,4376.0,3702.2,-400.0,-9.56,4376.0,3702.2,-315.4,-7.69,20188.9,20653.1,20676.7,20527.6,20553.6,20676.7,20188.9,456.5,2.27,22178.1,20097.1,-1624.5,-7.32,23407.3,20097.1,-1458.8,-6.63,23407.3,20097.1,-1013.9,-4.70,,
,
